,text,text_count
1209,"Totaalvisie op periode 1789-1848 De slag bij Waterloo is bijna jarig, en twee boeken weten daar nog een bijzondere visie aan toe te voegen: een over Nederlandse herdenkingscultuur, en een over de Slag als ijkpunt voor hysterisch aangewakkerde revolutievrees.  Lotte Jensen 6 juni 2015, 2:00 Op 18 juni 2015 is het precies tweehonderd jaar geleden dat Napoleon zijn definitieve nederlaag leed bij Waterloo",1
1214,"56,6 procent van de gevangenen in Nederland heeft een psychische stoornis.  Dit blijkt uit een onderzoek van de Nijmeegse Pompestichting",1
1219,"Interview Bong Joon-ho Beeld Sangsuk Sylvia Kang Bor Beekman 27 november 2019, 14:30 Bong Joon-ho, prille vijftiger met zwart T-shirt, zwarte broek en vrolijk gezicht, staat op het dakterras van een hotel in Cannes en wijst naar het zwembad.  ‘Voor mijn film hadden we een armenwijk gebouwd rond zo’n bassin",1
1224,Louise Fresco levert doorwrochte ideeënroman als afsluiting van trilogie over engagement.  Ze onderzoekt de houdbaarheid en geloofwaardigheid van diverse soorten idealisme,1
1229,"ReportageSluiting dagopvang Het Wereldhuis Daklozen wachten donderdag in het Wereldhuis op een maaltijd, voorlopig hun laatste.  Beeld Guus Dubbelman / de Volkskrant Arnout le Clercq 19 maart 2020, 21:36 ‘Ik ben bang’, zegt Kahasit (28) uit Eritrea, terwijl ze zich een beetje verbergt in haar grijze hoody",1
1233,"Waarom gaan de debatten te veel over tutonderwerpen.  Marjan Slob 13 maart 2017, 2:00 Verbaasd constateren politieke analisten na elk verkiezingsdebat dat de kiezer maar blijft zweven",1
1238,"Laatste restje Vendex KBB verkocht Maxeda, het restant van wat ooit Vendex KBB was en waar nu alleen nog doe-het-zelfketens als Praxis en Formido in zitten, is verkocht.  Net als de verkopers zijn de nieuwe eigenaren twee investeringsmaatschappijen van het type private equity: Ardian en Goldentree",1
1248,"Molukse dominee Metiary (89) overleden 4 maart 2007, 22:55 ASSEN (ANP) - De Zuid-Molukse dominee Samuel Metiary is zondag in ",1
1253,Pronk blij met zelfverzekerdheid van regering-Wijdenbosch; Suriname wil belastingexperts Nederland kwijt Dinsdagochtend legde minister Pronk in stilte bloemen bij het monument van de vijftien slachtoffers van de decembermoorden in 1982.  Het was de eerste keer dat hij zich een dergelijk gebaar veroorloofde ter nagedachtenis van 'een aantal mensen die ik toen tot mijn vrienden kon rekenen',1
1258,"Nieuwe partij op markt pensioen APG, de uitvoeringsorganisatie van het pensioenfonds ABP, wil pensioenregelingen van andere pensioenfondsen gaan uitvoeren.  Dit maakte APG-bestuursvoorzitter Dick Sluimers donderdag bekend bij de toelichting op de fusie van APG met Cordares, de pensioenuitvoeringsorganisatie van de bouw",1
1263,Onbevangen en nieuwsgierig beschreef Gérard de Nerval het Midden-Oosten van 150 jaar geleden.  Door Hans Driessen Nerval noemt zichzelf een 'voyageur enthousiaste'; hij had zichzelf evengoed een 'voyageur curieux' ,1
1268,"Het vitale hart van het voetbal klopt altijd door – zelfs bij de dood Willem Vissers 23 september 2018, 20:30 Dit stukje gaat over het grote hart van het voetbal, en ook over het kwetsbare hart.  Mijn vriend Piet de Visser, scout van talent tot de dood erop volgt, werd zondag 84 jaar",1
1273,"21 juni 2013, 08:00 Duitse psychiater en psycholoog Manfred Spitzer Computers zouden volgens de Duitse geheugenonderzoeker Manfred Spitzer een bijsluiter moeten krijgen: pas op, niet geschikt voor de ontwikkelende hersenen van jonge kinderen, groot risico op verslaving en slechte schoolprestaties. Spitzer, directeur van de psychiatrische universiteitskliniek in Ulm, is kort in Amsterdam om te spreken over zijn boek Digitale dementie, dat volgende week in Nederland verschijnt",1
1278,"Kampioen Thijssen slaat slag in 11de ronde Gisteren eindigde in Soest het toernooi om het Nederlands kampioenschap.  En hoewel mij, op het moment dat ik deze regels schrijf, de resultaten van de slotdag nog niet bekend zijn, is het – op grond van allerlei reglementsbepalingen die ik u verder zal besparen – nu al zeker dat Kees",1
1288,"Chinees betaalt 2,1 miljoen euro voor lunch met miljardair Buffett Redactie 7 juni 2015, 8:36 Miljardair Warren Buffett tijdens een bijeenkomst in Omaha hoe je snel rijk kan worden.  Beeld ",1
1293,Is de staatssecretaris gezwicht.  Na een week van scholierenacties versoepelde staatssecretaris Van Bijsterveldt de urennorm in het onderwijs,1
1298,'Andere vrouw weerhoudt hem niet mij op te zoeken' Na haar scheiding rolt Lauren (59) van de ene verbazing in de andere.  Vooral een romance met een PVV'er had ze nooit verwacht,1
1303,"Op het het gebruikersforum van Apple klagen enkele consumenten die een nieuwe iPhone 4S hebben gekocht over gele tinten op het scherm.  'Toen ik hem naast mijn oude iPhone 4 legde, merkte ik dat het scherm veel 'mooier' was op de oude iPhone', schrijft een klant onder de naam 'Snowglider'",1
1308,"Het duurde zeventien dagen voordat bevestigd kon worden dat vlucht MH370 van Malaysia Airlines in de Indische Oceaan is gestort.  De zoektocht wordt een race tegen de klok; de batterij van de zwarte doos in de Boeing 777 gaat dertig dagen mee, dat betekent nu nog krap twee weken",1
1313,"Bereidt u zich voor: Schiphol wordt alleen maar drukker Drukte groeit met de economie, 'infrastructuur piept en kraakt' Het gaat beter met de economie, dus de Nederlanders vliegen meer.  Zaterdag liep hun toestroom Schiphol over de schoenen",1
1321,Na de aanvaring van de stuw bij Grave werd de sluis bij Heumen veel te laat gesloten.  Een fout die tot gevolg had dat het waterpeil zo ver daalde dat de scheepvaart op het belangrijke Maas-Waalkanaal momenteel onmogelijk is,1
1323,"Geen spektakel maar stratego VAN ONZE VERSLAGGEVER CHARLES BROMET 23 april 2014, 0:00 AMSTERDAM - Atletico Madrid - Chelsea 0-0 Een internationaal miljoenenpubliek zou Atletico Madrid - Chelsea het liefst hebben teruggestuurd naar de keuken, vanwege het ontbreken van smaak aan deze met veel aplomb aangekondigde maaltijd.  Na het zien van deze zouteloze eerste halve finale van de Champions League bleef je achter met een onbevredigend gevoel",1
1333,"Dai Dai Ntab is slechts een van de vele beloftes voor het sportjaar 2020 Willem Vissers Beeld de Volkskrant Willem Vissers 29 december 2019, 22:14 Mathieu, Max, Memphis.  Frenkie, ",1
1343,"Voorbeeld voor Nederland.  'We hebben hier ook zo'n succesverhaal' 4 april 2014, 0:00 JAN VAN ZIJL, voorzitter MBO-raad: 'Wat ik las in het verhaal, herkende ik van het werkbezoek dat ik vorig jaar aan vakopleidingen in Zwitserland bracht",1
1348,"Drie tips Over de VAR ‘De scheidsrechter is een soort opsporingsambtenaar, de videoscheidsrechter is de rechter’ Bij Ajax - PSV verrichtte videoscheidsrechter Pol van Boekel uitstekend werk.  Maar nog te vaak ontstaat er discussie over de VAR",1
1353,Waarom bericht de krant over sportvrouwen anders dan over sportmannen.  Een hardnekkige klacht: de krant bericht over sportvrouwen heel anders dan over sportmannen,1
1358,"In de modeblote basten De blote bast is terug van weggeweest De echte waaghals viert het nieuwe modeseizoen door zijn nek uit te steken en met blote borst vooruit te lopen.  Me Jane, you Tarzan",1
1364,"De kunst, zij moet weer veel Waarom zouden kunst en cultuur eigenlijk met belastinggeld overeind gehouden moeten ",1
1368,Wat moet er nu gebeuren met de collectie-Gurlitt.  Ongeloof en verbazing toen vorige week bekend werd dat bij een 80-jarige kluizenaar in München 1,1
1373,"Wat Ruud en Onno zouden doen Wat het kabinet niet voor elkaar krijgt, lukte Ruud Lubbers en Onno Ruding begin jaren tachtig wel: het economisch tij keren.  Robert Giebels en Gijs Herderscheê stellen zich voor wat er zou gebeuren als Mark Rutte en Jeroen Dijsselbloem hun voorgangers zouden inzetten in de crisisstrijd",1
1378,"Hoe een olifant om te leggen Berg Erik 8 september 2009, 0:00 Het lot van de jager van Wilbur Smith is een ouderwets avonturenepos, met booswichten, fatale vrouwen en een hoofdrol voor de Afrikaanse wildernis.  Wie een nacht moet doorbrengen in Bangkok kan het slechter treffen dan het Mandarin Oriental Hotel",1
1387,Dorpsleven langs een plutoniumriool Tot ver in de jaren vijftig loosde het nucleaire Majak-complex in de Oeral radioactief afval rechtstreeks in het riviertje de Tetsja. ,1
1392,"Lijst van fraudepublicaties Stapel blijft groeien De lijst met publicaties waarin oud-hoogleraar Diederik Stapel gefraudeerd heeft, blijft groeien.  De commissies-Noorten -Levelt, die onderzoek doen naar het werk van de gevallen hoogleraar sociale psychologie, hebben weer een update gepubliceerd",1
1399,Het De Young Museum in het Amerikaanse San Francisco biedt mensen met een zware lichamelijke handicap de mogelijkheid het museum te verkennen met mobiele robots.  De bezoeker kan thuis inloggen en zelf een wagentje met camera dirigeren door de tentoonstellingszalen met Amerikaanse kunst,1
1402,"TheaterrecensieMa Ma door Eric Corton is geen heiligverklaring van een moeder door haar zoon, maar wel een oprechte liefdesverklaring ★★★★☆ Hein Janssen 9 juli 2020, 14:45 ",1
1407,"De vorstin en het vluchtige volk In de dertig jaar dat Beatrix koningin is, is het populisme in Nederland een belangrijke stroming geworden.  En voor de populistische partijen is de monarchie allang niet meer heilig; voor een aantal andere partijen trouwens ook niet",1
1412,"Voetbalfan mag bij goal ‘hoera’ fluisteren: ‘Dat kun je niet verwachten van supporters’ De Nederlandse voetbalstadions gaan weer open, maar de fans moeten onderling afstand houden en mogen niet schreeuwen.  Kun je voorkomen dat een supporter gaat juichen bij zoiets emotioneels als voetbal",1
1417,Haagse politie hield 613 kinderen jonger dan 12 aan De politie Haaglanden heeft vorig jaar 613 kinderen van 12 jaar en jonger aangehouden.  De kinderen hadden zich voornamelijk schuldig gemaakt aan winkeldiefstal en vernieling,1
1422,"51 artikelen sinds 02 juli 2015 Het Openbaar Ministerie acht twee agenten die betrokken waren bij de arrestatie van Mitch Henriquez schuldig, maar vindt dat ze geen straf verdienen.  De nabestaanden zijn geschokt",1
1429,"Regeringspartij PvdA vindt dat er een volkenrechtelijk mandaat nodig is voordat Nederland militair meedoet aan internationale actie in Syrië tegen terreurbeweging Islamitische Staat (IS).  Coalitiegenoot VVD heeft dat ook het liefste, maar lijkt op grond van humanitaire nood eerder akkoord te gaan met deelname aan militair ingrijpen in Syrië",1
1434,Er zijn voldoende aanwijzingen dat voormalig Volkswagen-topman Martin Winterkorn eerder op de hoogte was van de emissiefraude binnen het concern dan hij altijd heeft beweerd.  Dat stellen de openbare aanklagers in Braunschweig die onderzoek doen naar de zaak,1
1437,Wetenschappers zijn er in geslaagd een methode te ontwikkelen om de laagste temperaturen die er is op Aarde te meten.  De resultaten hiervan kunnen gebruikt worden in het onderzoek naar eigenschappen van materie en in de Kwantum-mechanica,1
1442,"Beveiligingsbranche genegeerd bij terreuralarm De beveiligingsbranche telt 33 duizend werknemers, maar wordt door de overheid buiten de terreuralarmering gehouden.  'Wij weten niet meer dan burgers",1
1447,Europese Commissie: bondsregels beperken commerciële ruimte voor schaatsers 'buitensporig' Sportfederaties mogen topsporters niet langer verbieden deel te nemen aan evenementen die door anderen zijn georganiseerd.  Het beperkt de beroepsvrijheid van de sporter en is in strijd met Europese concurrentieregels,1
1452,"'Veel meer besmettingen in Mexico' AMSTERDAM In Mexico zijn tot eind april 6- tot 32 duizend mensen besmet geraakt met het Mexico-virus, blijkt uit modelberekeningen. ",1
1457,Nieuws ‘Klets’-zaak beveiliging Wilders Advocaat oud-beveiliger Faris K. : ‘Het valt allemaal wel mee met deze politiemol’ Was Faris K,1
1462,"Zuid-Afrika wil uit Internationaal Strafhof stappen Zuid-Afrika is van plan uit het Internationaal Strafhof te stappen, dit meldt viceminister Obed Bapela zondag.  De Zuid-Afrikaanse regering staat onder druk nadat het eerder dit jaar de Soedanese president Hassan al-Bashir tegen de wens van het hof in toestemming gaf om het land te verlaten",1
1467,Surinaamse oppositie vreest noodgreep Bouterse om strafeis te voorkomen De Surinaamse president Desi Bouterse wil koste wat kost voorkomen dat de militaire aanklager op 30 juni met een strafeis tegen hem komt voor zijn aandeel in de Decembermoorden van 1982.  Bouterse sprak dinsdag van een 'constitutionele crisis' nu het proces tegen hem weer wordt hervat,1
1477,"Stieven Ramdharie 12 juli 2019, 19:55 Het gouverneurs-en parlementsgebouw van Mississippi in de hoofdstad Jackson.  Beeld AP De Republikein, die gouverneur van Mississippi wil worden, is als de dood dat er verhalen de ronde zullen doen dat hij vreemdgaat",1
1482,Er hebben zich geen nieuwe gegadigden gemeld om de nieuwe schaatstempel in Nederland te bouwen sinds de gunning aan de Almeerse Icedôme in juni werd teruggetrokken.  Schaatsbond KNSB hoopt dat de overgebleven kanshebbers Thialf en TranSportium gaan samenwerken,1
1487,"Volkskrant Ochtend: Menzis vergoedt behandeling depressies op basis van resultaten | Dit zijn de Brexit-pijnpunten Goedemorgen.  Zorgverzekeraar Menzis gaat de kosten voor de behandeling van depressies en angsten vergoeden op basis van de behaalde resultaten, en niet langer op grond van het aantal behandelingen",1
1492,"Geen plezierjacht meer in natuurplan PvdA, D66 en GroenLinks Als het aan PvdA, D66 en GroenLinks ligt, stopt de plezierjacht op wilde eend, fazant, patrijs, haas, konijn en houtduif.  In hun gezamenlijke plan Mooi Nederland stellen de partijen maandag dat er alleen dieren mogen geworden gevangen of gedood om natuurschade te bestrijden of te voorkomen dat er bijvoorbeeld teveel zwijnen in een gebied leven",1
1497,Brons voor Dekker op 50 vlinder in Tokio Ondanks een onrustige nacht vanwege een aardbeving heeft Inge Dekker zondag een bronzen medaille veroverd bij de wereldbekerwedstrijden kortebaan in Tokio.  Inge Dekker,1
1512,"Ik probeer tegen beter weten in de stemming er een beetje in te houden Ionica Smeets 20 maart 2020, 15:00 Ik droomde dat ik een paar honderd jaar eerder was geboren en naar de brandstapel werd afgevoerd als heks.  Tegen beter weten in probeerde ik in mijn droom de stemming er een beetje in te houden en zei: ‘Wel lekker weer voor een wandelingetje, hè",1
1517,Burgemeester Wolfsen: 'Kortingen onverantwoord' De maatregelen - en dan vooral de bezuinigingen - uit de Miljoenennota hebben nogal wat gevolgen voor de grote steden.  Hoe zijn de plannen daar ontvangen,1
1522,"Raadsel rond mysterieuze tunnel Toronto opgelost De vraag waarom er in een dichtbebost stukje Toronto in het geheim een 10 meter lange, ruime tunnel vakkundig was aangelegd, is eindelijk beantwoord.  Volgens Canadese media is de in januari toevallig ontdekte tunnel niet het werk van terroristen of liefhebbers van loopgravenoorlogen, maar van een bouwvakker die een geheim plekje voor zichzelf wilde",1
1532,"'Uitgebreide EU geniet meer status in wereld' 'De uitbreiding van de Europese Unie betekent een historisch keerpunt voor Europa.  Het is een kans die moet worden gegrepen in het belang van haar veiligheid, economie, cultuur en haar status in de wereld",1
1539,Ruim driekwart van de Nederlanders wil de hypotheekrente aanpakken of afschaffen.  Dat blijkt uit onderzoek van EenVandaag onder 25,1
1542,"Raad voor Cultuur: stop verkoop museumwerken om geldtekort De verkoop van museale stukken om financiële redenen moet worden gestopt, vindt de Raad voor Cultuur",1
1548,Bij een schietpartij op de parkeerplaats van een Van der Valk-hotel in Houten zijn gisteravond twee mannen omgekomen.  Gasten van het hotel waren getuige van het gebeuren,1
1552,"Analyse Pensioenhervorming Gijs Herderscheê 27 maart 2019, 19:40 Wouter Koolmees, minister van Sociale Zaken en Werkgelegenheid (links) op bezoek bij PvdA-Kamerlid Gijs van Dijk (midden) en Lodewijk Asscher (rechts).  Beeld Raymond Rutting / De Volkskrant Op uitnodiging van Asscher spraken de twee drie kwartier over de beoogde pensioenhervorming",1
1557,"updateVOLENDAM - Het Don Bosco College in Volendam handhaaft een verbod op het dragen van hoofddoekjes, ondanks een uitspraak van de Commissie Gelijke Behandeling (CGB).  Dat hebben de rector van de school en het bestuur van de stichting Katholiek Onderwijs Volendam (SKOV) woensdag besloten, zo lieten zij weten",1
1562,"CDA: elke omroep eigen actualiteitenrubriek Elke publieke omroeporganisatie moet weer een eigen actualiteitenrubriek kunnen krijgen, net als ",1
1567,"Haarlem, maandag: een klant staat voor een dichte deur van V&D.  Het warenhuis blijft voorlopig dicht",1
1572,We kunnen niet zonder waterschap Zelfs Napoleon begreep dat hij niet aan onze waterschappen moest komen.  Ze moeten alleen hun oubollige imago zien kwijt te raken en zich profileren als innovatieve overheid,1
1577,"14 augustus 2018, 16:12 Branweermannen kijken toe hoe de pagara's, lange linten met zware rotjes, in de centrum ",1
1582,"'En zo komt het dus dat coauteurs zich laten verrassen door frauderende wetenschappers' Als zelfs apen auteur kunnen zijn van een wetenschappelijk artikel, draait auteurschap meer om erkenning dan om verantwoordelijkheid.  Is dat wenselijk, vraagt Koen Beumer van SciencePalooza",1
1587,Waterdamp ontdekt in atmosfeer van 'kleine' exoplaneet Astronomen hebben waterdamp ontdekt in de atmosfeer van een exoplaneet die maar vier keer zo groot is als de aarde.  Daarmee is 'HAT P-11b' de kleinste planeet buiten ons zonnestelsel waarbij dit is gelukt,1
1591,"achtergrondhuawei Op zoek naar de klokkenluider die beweert dat techgigant Huawei spioneert Groot-Brittannië weert sinds deze week apparatuur van het Chinese Huawei uit het mobiele netwerk, uit angst voor spionage.  Ook een anonieme klokkenluider beweerde dat de techgigant data onderschept",1
1596,"1 juli 2014, 18:41 Leider Abu Bakr al-Baghdadi Beeld AFP Baghdadi deed dat in een audioboodschap van bijna 20 minuten die dinsdag op internet verscheen.  Hij riep moslimstrijders op om wraak te nemen vanwege misstanden tegen moslims wereldwijd",1
1601,"AnalyseVerbouwing Roland Garros Robèrt Misset 28 mei 2019, 20:07 In de botanische tuin op Roland Garros wandel je dinsdagochtend gevoelsmatig door een regenwoud, met uitzicht op de nieuwe Court Simonne Matthieu waar de Italianen Fognini en Seppi elkaar bestoken met forehands en backhands.  De zondag geopende tennisbaan tussen vier kassen in de Serres D’Auteuil is het pronkstuk van een ecologische revolutie op het grandslamtoernooi in Parijs",1
1606,Sven Kramer en Naomi van As (in verwachting) Beeld - Wordt een kind van een topsportpaar vanzelf ook een kampioen.  Anders gezegd: groeit de baby van Sven Kramer en Naomi van As uit tot een geboren winnaar,1
1612,Facebook vraagt nog even geduld van zijn gebruikers.  De komende dagen zal het bedrijf berichten rondsturen,1
1616,"Ellen Provoost 25 augustus 2012, 8:17 De justitie onderzoekt ook of de bank inbreuk heeft gemaakt op de economische sancties tegen landen als Iran, Soedan en Noord-Korea.  De zwaarte van de beschuldigingen kan er volgens de krant toe leiden dat HSBC zeker 1 miljard dollar moet betalen voor een schikking met de Amerikaanse autoriteiten",1
1621,"43 oud-leden, waaronder veel reservisten, van een elite-eenheid van het Israëlische leger weigeren nog langer mee te doen aan missies tegen Palestijnen.  De informatie die de eenheid verzamelt, wordt gebruikt tegen onschuldige burgers, verklaren zij in een brief aan de regering",1
1626,Wateroverlast VU Amsterdam Het zijn opmerkelijke beelden van de omgeving van het VU Medisch Centrum in Amsterdam.  Het ziekenhuis wordt dinsdag ontruimd nadat een gesprongen waterleiding voor veel overlast zorgde,1
1631,Verenigde Arabische Emiraten - 126 resultaten Oerhollandse damesslips tussen met gouddraad omrandde gezichtssluiers en handgemaakte leren sandalen.  Binnenkort trekt de Hollandsche Eenheidsprijzen Maatschappij Amsterdam (Hema) naar het Arabische Emiraat Dubai,1
1636,"Shell neemt belang in Chinees project 24 juni 2008, 8:55 DEN HAAG (ANP) - Shell heeft een belang genomen in een ",1
1640,"Heeft u zélf wel eens een verhaal van een ander naverteld alsof u het zelf meemaakte.  Tonie Mudde 16 februari 2018, ",1
1646,Barry Hay ontvangt zijn eigen biografie.  © ANP recensieIn de moedige memoires van Earring-zanger Barry Hay is een hoofdrol weggelegd voor zijn vrouw en zielsverwant Sandra,1
1650,9 jaar na moord op Fortuyn: wat doen de LPF'ers nu.  Het is vandaag negen jaar geleden dat Pim Fortuyn werd vermoord op het Mediapark in Hilversum,1
1655,"Nederland is hekkensluiter noch overwinnaar Nederland is het land van de middelmaat.  In vergelijking met andere landen in de Europese Unie zijn wij nergens buitengewoon goed in, maar scoren we ook nergens uitgesproken slecht",1
1665,Hockeyteam na nieuw verlies schamele zesde De miserabele prestatie van het Nederlands vrouwenhockeyteam tijdens het wereldkampioenschap heeft verregaande consequenties.  De zesde plaats in Dublin betekent dat Oranje voor de eerste keer in de geschiedenis het toernooi om de Champions Trophy zal moeten missen,1
1670,"Middelbare schoolklas in Nijmegen, 2016.  © Marcel van den Bergh / de Volkskrant opinieLezers winden zich op over het management ",1
1675,Een boot met poolonderzoekers vaart langs de oostkust van Groenland.  Dooi ijskap Groenland doet ongekend vroeg intrede De voorjaarse dooi is ongekend vroeg ingetreden op Groenland,1
1685,Rapport Ombudsman is munitie voor pgb-debat Met en snoeihard rapport heropent de Nationale Ombudsman het debat over de persoonsgebonden budgetten.  Het nieuwe betalingssysteem moest gebruikersvriendelijk zijn en de burger eigen regie geven,1
1690,"Al-Qaeda heeft een videoboodschap verspreid waarin een in Pakistan ontvoerde Amerikaan president Barack Obama oproept de eisen van de islamitische terreurgroep in te willigen.  Doet hij dit niet, dan vreest gijzelaar Warren Weinstein dat met de dood te moeten bekopen",1
1695,"Greenpeace: oerbos gekapt voor Nederlandse kranten Oerbossen kappen voor krantenpapier.  De drie grote krantenuitgevers PCM, Telegraaf Media Groep en Wegener beweren op hun websites dat ze daar hun handen niet aan willen branden",1
1700,"DOOR JAN PIETER EKKER 18 augustus 2001, 0:00 THE KING OF COMEDY (Martin Scorsese, 1983).  Half geslaagde zwarte komedie met Robert De Niro als miserabele stand-up comedian die net zo beroemd wil worden als zijn idool, tv-komiek Jerry Langford (Jerry Lewis)",1
1705,"De Tweede Kamer debatteert dinsdag over het onlangs bereikte pensioenakkoord.  Een mooie aanleiding om de laatste twaalf jaar toegezegde indexatie van de pensioenen eens na te komen, betoogt Gerard Meijer",1
1710,"De Volkskrant tv-selectie voor 29 januari Matt Damon in Good Will Hunting, vanavond te zien Beeld afp Gewapend met 25 vragen over de Nederlandse sportgeschiedenis gaan Erik Dijkstra en Frank Evenblij op zoek naar de grootste sportkenner in de studio.  Oud-sporters als Ronald de Boer, Michael Boogerd en Nicolien Sauerbreij spelen mee",1
1715,Beloof bij Europese verkiezingen vooraf wie er in de Commissie komt Ben Crum gelooft niet dat kiezers bij Europese verkiezingen thuisblijven omdat ze de elite van experts zo vertrouwen.  Verhoog ,1
1720,"Via de scanner naar Gare du Nord Parijs wil nieuwe veiligheidsportalen laten bouwen om de bagage van Thalysreizigers te controleren artikelAls het aan Frankrijk ligt, worden treinreizigers naar Parijs voortaan grondig doorgelicht.  Maar verhoogt dat de veiligheid echt",1
1725,"Hou op, ga weg, blijf van het voetbal af Zonder twijfel zal de schaamteloze exploitatie van het voetbal in het seizoen 1998-'99 worden vervolgd.  De verbeelding is al lang niet meer aan de macht, concludeert de dromer somber",1
1730,"'Kokkinakis banged your girlfriend' Om Wawrinka te ontregelen zei Nick Kyrgios iets over diens vriendin.  Niks bijzonders, vindt hij",1
1735,"Hoe de klompenmaker werd gered door de toerist Er worden meer klompen gemaakt dan ooit.  Althans, die indruk heeft Paul Nijhuis",1
1740,"Komt wijsheid met de jaren, of is een frisse wind hard nodig in de Amerikaanse politiek.  De gemiddelde leeftijd van politici in de VS ligt veel hoger dan in Europa",1
1745,Herstel Taekema verloopt nog verre van voorspoedig Amsterdam heeft nog een kleine kans de play-offs te halen.  De vraag is of dat in het belang is van Taeke Taekema,1
1750,"'WIJ ZIJN BANG VOOR CHINA' Japan maakt zich zorgen, nu China zich steeds meer tot grootmacht ontwikkelt en Noord-Korea met kernwapens schermt. ",1
1755,"Opnieuw naschok in Haïti Haïti is zondag opnieuw getroffen door een aardbeving met een kracht van 4,7 op de schaal van Richter.  Dat meldde het Amerikaanse Geologische Instituut (USGS)",1
1760,"Achtergrond Documentaire The Apollo Documentaire The Apollo schetst de geschiedenis van de legendarische popzaal in Harlem The Apollo Theater in New York in 1985, tijdens het 50-jarig jubileum van platenmaatschappij Motown.  Beeld Ebet Roberts / Getty Het Apollo Theater in New York was hét podium voor veel van de grootste zwarte musici ooit, zoals James Brown en Ray Charles",1
1765,"Hooggerechtshof Costa Rica: verbod op homohuwelijk is in strijd met de grondwet Het Hooggerechtshof in Costa Rica heeft een wet ongrondwettelijk verklaard die huwelijken tussen mensen van hetzelfde geslacht verbood.  De huidige wet is daarnaast discriminerend, aldus het Hof",1
1775,"Rob Trip kan weer uitslapen 9 juli 2008, 18:04 HILVERSUM (ANP) - Rob Trip (48) presenteert donderdag voor de laatste keer het Radio 1 Journaal.  Hij maakt tijd vrij voor een serie van negen documentaires over de Tweede Wereldoorlog, waarvoor hij een uitstapje maakt naar de NPS",1
1780,Studenten sturen brandbrief over ban op 'zesjesstudenten' Studentenraden en -bonden van alle Nederlandse universiteiten zijn bezorgd over de toenemende selectie aan de poort bij masteropleidingen.  Ze dreigen verdere invoering ervan te blokkeren,1
1789,"Nieuwe Dallas definitief terug op TV Ruim 30 jaar na de oorspronkelijke reeks komt de Amerikaanse soapserie Dallas met een nieuwe serie afleveringen terug op de buis.  Enkele van de oorspronkelijke sterren keren terug in de nieuwe serie die door de zender TNT zal worden uitgezonden, zo meldt het Engelse blad The Guardian",1
1794,"Het eeuwige leven Hans Brugman (1919-2019) Hans Brugman was paardenman voor het leven: wel honderd jaar Nadat hij zijn bedrijf op poten had gezet, richtte hij zich op de paardensport.  Hij werd kampioen met jacht-paarden, zijn zoon haalde de Olympische Spelen als springruiter",1
1799,"Ajax: geen plannen om aandeelhouders uit te kopen Hoewel er de afgelopen weken steeds meer geluiden opgaan dat Ajax er goed aan zou doen de beurs te verlaten, is zo'n vertrek volgens financieel directeur Jeroen Slop 'niet aan de orde'.  In plaats daarvan wil hij de winst over het afgelopen boekjaar gebruiken om het eigen vermogen van de club te vergroten",1
1804,"Restaurant Goud in Rotterdam.  Beeld Els Zweerink Hiske Versprille 14 juni 2019, 12:35 Soms wou ik dat we wat ­vaker werden herkend",1
1809,"Islamtische partij Nida gaat boetes boerkaverbod betalen De islamitische politieke partij Nida gaat de boetes betalen die boerkadraagsters vanaf 1 augustus opgelegd kunnen krijgen.  Dat heeft de partij, vertegenwoordigd in de gemeenteraden van Rotterdam en Den Haag, gisteren bekendgemaakt",1
1814,Staking bij Avebe voorbij De staking bij het aardappelzetmeelconcern Avebe is na tweeënhalve week voorbij.  De leden van FNV Bondgenoten hebben woensdag ingestemd met het afgelopen nacht bereikte akkoord van hun bond met de directie van het bedrijf,1
1819,"Ja, ik ben naar de film La La Land geweest Gehuld in de juiste kleding kun je overal verstand van hebben.  Nico Dijkshoorn 11 januari 2017, 2:00 Beeld uit La La Land",1
1825,"Informatief Stof Aflevering 6 van dit filosofische programma over alledaagse vragen: Spiegeltje spiegeltje aan de wand, wie is de mooiste van het land. ",1
1829,"Nieuws bindend correctief referendum Ariejan Korteweg 28 oktober 2019, 21:23 SP-Kamerlid Ronald van Raak tijdens het wekelijkse vragenuurtje in de Tweede Kamer.  Beeld ANP Het referendum kan volgens de Raad van State ‘bijdragen aan de vermindering van de bij bepaalde burgers bestaande gevoelens van isolement, vervreemding en uitsluiting’",1
1834,"Vergewisplicht bezoeker prostituee alsnog geschrapt De nieuwe prostitutiewet van minister Opstelten (Veiligheid) is dinsdag gehavend uit het debat met de Eerste Kamer gekomen.  Prostituees moeten zich voortaan laten registreren, maar hun bezoekers hoeven zich er niet van te vergewissen dat ze met een geregistreerde prostituee van doen hebben",1
1839,Nigeria eist 6 miljard van Shell om olielek in 2011 De Nigeriaanse regering eist via de rechter zo'n 6 miljard euro schadevergoeding van olie- en gasconcern Shell.  Het bedrag zou bedoeld zijn als compensatie van schade als gevolg van een groot olielek bij het Bonga-veld in december 2011,1
1844,AMSTERDAM - Recent geweld in Israël en de Palestijnse gebieden lijkt langzaam het gewenste effect te sorteren.  Haat en nijd worden voorzichtig vervangen door begrip en verdraagzaamheid,1
1848,"Whisky niet aan te slepen door Mad Men Whisky is aan een opmars bezig.  Distilleerderijen hebben hun productie maximaal opgeschroefd, maar kunnen de vraag amper aan",1
