,text,text_count
1425,"De corrupte agenten van Zimbabwe Harare – De Zimbabwaanse premier Morgan Tsvangirai denkt dat de parlements- en presidents­verkiezingen, die hij ‘in juli’ verwacht, niet opnieuw gewelddadig zullen verlopen.  Hij zei dat op een bijeenkomst in Harare waar de nieuwe grondwet werd besproken, waarover op 16 maart in Zimbabwe een referendum wordt gehouden",1
1430,"Jagen op mensen De Poolse regisseur Jerzy Skolimowski groeide op in Praag waar hij naar school ging met onder anderen Milos Forman en Ivan Passer, die later sleutelwerken van de jaren-zeventigcinema maakten.  Zelf was de jonge macho Skolimowski meer geïnteresseerd in boksen en poëzie, maar hij belandde uiteindelijk toch op de prestigieuze filmschool in Lodz, zijn geboortestad, waar hij de kans kreeg mee te werken aan het script voor Roman Polanski’s Knife in the Water (1962)",1
1436,"Esi Edugyan thuis in Victoria, British Columbia, Canada © creChad Hipolito / The Canadian Press / HH Toen ik begin 2017 de Amerikaanse auteur Colson Whitehead sprak naar aanleiding van zijn bekroonde slavernijroman The Underground Railroad, leek hij vooral uitgeteld door alle aandacht en zei hij meermaals dat hij verlangde naar een dutje op zijn hotelkamer – tot het gesprek op slavernij kwam.  Direct ging hij iets meer rechtop zitten, in mijn herinnering werd zijn stem ook prompt een stuk harder",1
1440,"De recensenten gerecenseerd Verdomme, die ’t Hart.  Christiaan Weijts recenseert vijf Nederlandse recensenten, gangmakers van het literaire debat, naar hun eigen maatstaven",1
1450,"Kunst & Cultuur Het verbluffende aanpassingsvermogen van dieren ‘Wat ik kan doen is verbazing creëren’ Stadse kikkers zijn sexyer dan hun soortgenoten in het bos.  Of althans, de lokroep van mannetjes is daar aantrekkelijker voor vrouwtjes",1
1455,"‘Je kunt je natuurlijk afvragen of de opzet van de Biënnale van Venetië nog wel van deze tijd is’, zegt Birgit Donker, ‘maar ik vind het traditionele ervan juist iets moois hebben. ’ Donker is directeur van het Mondriaan Fonds, het stimuleringsfonds voor beeldende kunst dat om het jaar bepaalt wie Nederland in Venetië mag vertegenwoordigen",1
1460,"We kunnen het ons nauwelijks meer voorstellen wat het betekent als er landelijk een zeer besmettelijke infectieziekte uitbreekt.  Kinderen kregen bij bosjes difterie, kinkhoest, de bof, rode hond, polio, mazelen, tetanus en waterpokken",1
1465,Intens tragische kunst In Albee’s Wie is bang voor Virginia Woolf.  staan gast Nick en gastheer George voor een schilderij,1
1480,De opkomst van de kleuterconcurrentie Het helpt dus allemaal niet.  Gelijke kansen bevorderen via het onderwijs,1
1486,"This Can’t Go On (Stay with Me) in Museum Boijmans Van Beuningen geeft een overzicht van het werk dat beroepschaoot Erik van Lieshout in de afgelopen zes jaar produceerde.  De tentoonstelling brengt Van Lieshouts schilderijen, tekeningen en videowerken samen en geeft een centrale plaats aan zijn laatste project, de video-installatie Rock",1
1490,"Rubriek TELEVISIE Nipkow 2008 Eerder al zong ik de lof van In Afrika van Adriaan van Dis, die prachtige reis door de weerbarstigheid van het zuidelijk deel van dat continent.  Een zo voortreffelijk programma kennelijk dat alle aanwezige leden van de Nipkow-jury het bij de laatste stemronde in hun top-3 zetten",1
1495,"‘Er is niks glamourous aan borstkanker’ In een kroeg in Adelaide, Australië, bedacht een groep mannen in 1999 dat ze iets wilden doen voor hun vriend met prostaatkanker.  Ze besloten geld in te zamelen voor kankeronderzoek, maar hadden geen tijd voor ingewikkelde campagnes of een sponsor- of sportevenement, waarvoor ze moesten trainen",1
1500,"NU DSK weer op vrije voeten is, gaat hij met zijn vrouw van het ene luxe restaurant naar het andere om truffels te eten.  Wel steeds met een hele sleep journalisten achter zich aan",1
1510,"Woensdag 9 december 2009, de Balie te Amsterdam Dag van de Kunstkritiek (in digitale tijden) Critics Floating in the Virtual Sphere Overleeft de kunstkritiek het internet.  Inloop & koffie vanaf 13",1
1520,"Kunst & Cultuur Kunst: Tamás Kaszás ‘Ik ben geen neo-primitivist’, zegt de Hongaarse kunstenaar Tamás Kaszás in een interview dat in een boekje bij zijn tentoonstelling verschijnt, en dat is moeilijk te geloven na het zien van de vernuftig in elkaar gezette kunstwerken in de ondergrondse ruimte van De Appel.  Er is een ‘bulletinboard’ waar ambachtelijk gedrukte posters – zeefdruk, houtblok, stencils – met gekleurde punaises op zijn geprikt, het doosje punaises nog in het zicht",1
1540,"Meer eerbied voor de echte lezers.  Voor bestsellers, het woord zegt het al, zijn lezers nodig die boeken kopen, maar vaak zullen dat klanten zijn die slechts zelden een boek kopen, alleen als het moet, als de tamtam maar lang genoeg op hun schedel heeft geklopt",1
1567,"Nairobi – Wie op een zaterdag in Nairobi de straat op gaat, passeert altijd wel ergens een ronkende bruiloftsstoet van auto’s.  De kunststof bloemen op de motorkap ontnemen je een blik op het bruidspaar achter de ramen",1
1571,"Hoewel, er was een stuk taart overgebleven van gisteren.  Door een vrijgevig reiziger meegebracht uit Neurenberg",1
1579,"Ajax is altijd de club geweest van het mooie voetbal, en de mooie voetballers.  Ajax, dat was altijd fragiel, technisch, subtiel, jong, ietwat arrogant, meer vedette dan waterdrager, liever moeilijk dan makkelijk, liever mooi dan effectief",1
1580,"Aan de picknicktafel in Greenwich Village waar ik op zondag doorgaans de krant lees, schoof onlangs een bejaarde dame aan.  Met licht wantrouwen bekeek ze mijn warme chocolademelk en dat veranderde in afgrijzen toen ik er twee klontjes suiker in deed",1
1586,"27 oktober 2006 Jaargang 130, Nr.  43 Aart Brouwer, 27 oktober 2006 Hubert Smeets, 27 oktober 2006 Margreet Fogteloo, 27 oktober 2006 Duco Hellema, 27 oktober 2006 Peter Vermaas, 27 oktober ",1
1605,"Liever een geweten zonder eer, dan eer zonder geweten.  Schuld verhoudt zich tot schaamte als geweten tot eer",1
1610,We proberen het debat altijd heel snel terug te brengen tot een ethische kwestie.  3 juni 2015 – verschenen in uit nr,1
1615,De bond stond erbij en keek ernaar De ziektewet is niet meer.  Waarom gaf de vakbeweging eigenlijk geen kik,1
1620,"door Robert-Jan Friele beeld Milo De verkiezingsleuzen waarmee de vvd ­duidelijk maakte hoe de partij over strafrecht denkt, stonden op borden langs de snelwegen, hingen overal in de steden en werden zelfs ­verspreid op viltjes.  ‘Meer straf en minder begrip voor ­criminelen’ en ‘Meeleven met slachtoffers, niet met daders’, aldus de grootste partij van het land, die opnieuw de premier leverde",1
1640,Pater familias: passé defini Tussen Jeruzalem en Mekka zijn niet veel bomen te vinden.  De natuur is er weinig vrijgevig,1
1645,"Essay Essay: Het algemeen belang raakt in de knel door Yvonne Zonderop beeld Milo Veel Nederlanders nemen hun cultuur nogal vanzelfsprekend, maar in de ogen van buitenlanders die met ons moeten werken zijn wij maar een bijzonder land.  Topman Spinetti van AirFrance-klm omschreef het laatst in Het Financieele Dagblad als volgt: ‘Als de baas in Frankrijk aan tafel zit met medewerkers, voert de baas het woord en luisteren de medewerkers",1
1650,"De slapende cellen van Europa De Amerikaanse kritiek dat Europa moslimmigranten in de watten legt en daarmee islamitisch terrorisme in de hand werkt mag dan te ver gaan, feit is dat Europa onderdak biedt aan fundamentalistische groeperingen zoals al-Qaeda.  Zijn de Europeanen soft on islam zoals ze tijdens de Koude Oorlog soft on communism waren",1
1655,"Laat een vrouw het maar proberen Wat zegt het over een land als vrouwen de macht overnemen.  In IJsland moesten aanvankelijk bij twee van de drie grote, genationaliseerde banken de falende mannelijke directeuren plaats moeten maken voor vrouwen",1
1665,"De sovjetdroom van het Westen hield geen stand Het Internationale Jeugdcongres, Moskou 1957.  Tienduizenden Moskovieten stonden te juichen toen op 28 juli 1957 de deelnemers aan het Internationale Jeugdfestival op vrachtwagens en in autobussen hun intrede deden in de hoofdstad van de Sovjet-Unie",1
1676,Kijkcijfers zijn niet genadig.  Elk seizoen staat er wel iemand op die roept: ‘Er moet meer cultuur op de televisie,1
1680,"De uitverkorenen van het College of Europe College of Europe, Brugge, april 2014.  College-rector Jörg Monar (rechts) en premier van Schotland Alex Salmond, die een lezing komt geven © Lucy Young / eyevine / HH Met zijn archaïsche verschijning en besnorde bovenlip heeft rector Jörg Monar iets weg van de Britse komiek John Cleese",1
1690,"Essay Essay Verdeeld land De boze Nederlander Dat eeuwige wachten op de tram Het maatschappelijk onbehagen dat blijkt uit de verkiezingsuitslag wordt niet alleen ingegeven door ‘Den Haag’.  Het is ook de ergernis dat men wordt ‘gepiepeld’ door de school, de huisarts, de kabelmaatschappij, de woningcorporatie",1
1696,"In het Noordoosten niets nieuws De Bezige Bij, 554 blz. , €19,90 De romans van John Irving (1942) zijn vol van plot, rijk aan uitweidingen en barsten uit hun voegen van avonturen en toevallige gebeurtenissen",1
1700,"Kunst & Cultuur Film - Song to Song van meester Malick Verlokking van een lege wereld Rooney Mara als Faye © Cinéart ‘Terrence Malick maakt films zoals een ander een sterk verhaal vertelt: met grote gebaren. ’ Song to Song, vol symboliek en tragische schoonheid, wordt op de valreep gered – door een lelijk realisme",1
1705,"Gewiekste veroveraars DE GROTE ARABISCHE VEROVERINGEN: HET ONTSTAAN VAN HET ISLAMITISCHE RIJK VAN AFGHANISTAN TOT SPANJE (632-750) Vertaald door Guus Houtzager, Bulaaq/EPO, 489 blz. , € 34,50 De titel van dit boek zal sommige politici, columnisten en de vaste bezoekers van de islamofobe riolen van het internet ongetwijfeld de rillingen over de rug doen lopen",1
1710,Zou poëzie dan echt een minder belangwekkende kunstvorm zijn dan proza.  Misschien omdat ‘de’ Nederlandstalige poëzie zogenaamd gemakzuchtig zou zijn (en het Nederlandstalige proza natuurlijk enkel ambitieus en geweldig),1
1715,"Sarcasme bestaat niet in Londens Nieuwe Wereld Londen – Kostos Ruffy staat met gestrekte armen op het World Square van het Olympisch Park, gelegen tussen de Megastore en de McDonald’s.  Deze in paars geklede ‘spectator assistant’ wijst passanten op stukjes wortel, tomaat en ui die onverhoopt op de straatstenen zijn beland",1
1725,"Kunst & Cultuur Videoscape Rosa Menkman over digitale kunst Een aantal jaren geleden reisde Rosa Menkman voor in een bus door Mexico.  Na een lange rit door de woestijn en over bergen arriveerde ze in het groene Xilitla, een gebied waar Sir Edward James, patroon van Salvador Dalí en René Magritte, zich ooit vestigde om zijn eigen aspiraties als kunstenaar te verwezenlijken",1
1736,"Koren, hoezeer ik er ook op gesteld ben, hebben op mijn leven niet zo'n grote invloed gehad, behalve het Toonkunstkoor Amsterdam, waarmee ik traditionele banden heb, en het Internationaal Jeugdkoor waarin ik ooit op hemeltergend amateuristische wijze het vocale slotgedeelte van de negende van Beethoven mee mocht bassen, want ik vervulde toevallig een klerkenfunctie bij de organiserende instantie en mijn werkgever gunde mij best een creatieve minivakantie.  Sedertdien ken ik het koorwezen voornamelijk als consument",1
1743,"Voor Amerika heeft de bewapeningswedloop nooit opgehouden.  Niemand loopt nog mee, maar dat kan de eenzame langeafstandsloper niet afremmen",1
1759,"Aanvankelijk lijkt het alsof filmmaakster/schrijfster Coco Schrijber in haar documentaire How to Meet a Mermaid het raadsel van haar verdwenen broer Lex wil oplossen.  Vijftien jaar geleden vertrok deze met een gezelschap naar Egypte, om in de Rode Zee te gaan duiken",1
1760,"Engeland siddert voor de yobs Hoeksteentekort Engeland siddert voor de yobs, die al lang niet meer alleen in de onderklasse zijn te vinden.  Oorzaak: gebrek aan een gewoon gezinsleven LONDEN  «This is the funniest thing I have ever seen",1
1765,"INTERVIEW MET CAS WOUTERS NATUURLIJK, zegt Cas Wouters (1943).  Er zit iets provocerends in de informalisering van omgangsvormen",1
1775,"Brexit en de Britse elite De Britse politieke elite bestaat uit incompetente schooljongens Met Brexit krijgen de ‘chumocraten’ die overal grenzen trokken, van India tot Ierland, nu een koekje van eigen deeg.  Pankaj Mishra, 30 januari 2019 Retro-machismo Pankaj Mishra over mannelijkheid in feminiene tijden Akelige retro-ideeën over wat het betekent om een man te zijn hebben over ",1
1780,Macht en profijt Piet Hagen beoogt met zijn ‘Koloniale oorlogen in Indonesië’ de enorme hoeveelheid bestaande literatuur over het onderwerp ‘onder het stof vandaan te halen en toegankelijk te maken’.  Journalistiek op z’n best,1
1785,Interview met James Kennedy Land van regels De Amerikaanse historicus en UvA-hoogleraar James Kennedy maakt vijf jaar na de moord op Pim Fortuyn de staat op van de Nederlandse samenleving.  Ook hij zag de plotselinge opkomst van Fortuyn niet aankomen,1
1790,Kunst & Cultuur Hoe Christus Rome veroverde De baard van Jezus Keizer Constantijn de Grote gaf de christenen een plek in de zon en het christendom hulde zich daarop in heidense vormen.  In de Nieuwe Kerk is te zien hoe dat proces zich voltrok,1
1796,In het werk van Han Bennink ontwaren we herinneringen aan het ritmisch slaan op een trommel.  Er zit repetering in het gedoe op papier,1
1800,"Josef Ganz, de oorlog en de mythe rond Porsche Een wagen voor het volk Volkswagen is een van Duitslands grootste exportsuccessen aller tijden.  Afgelopen jaar werd meer winst gemaakt dan ooit",1
1805,Vijf crisissen waar Europa sterker uit is gekomen volgens Dick Pels Het nieuwe boek van socioloog Dick Pels is een optimistisch pro-Europees pleidooi en staat vol warme gevoelens voor ons continent.  Ondertussen ligt de Europese Unie van verschillende kanten onder vuur,1
1810,"Rubriek TELEVISIE Roeien, wielrennen SCHRIJF UW EIGEN JONGENSBOEK Op een stralende zondagochtend fietste ik door het Amsterdamse Bos.  Het was opmerkelijk stil",1
1816,"De roman kreeg de National Book Award, maar Nederlandse uitgevers wilden na De duivenplaag (2009, Pulitzer Prize-nominatie) hun vingers liever niet meer branden aan oeuvrebouwer Louise Erdrich, een verhalenverteller van gemengde afkomst: haar moeder is half Frans-Amerikaans en half Ojibwe, haar vader is Duits-Amerikaans.  Zelfs Philip Roth’s warme aanbeveling dat Erdrich ‘een literair kanon’ is mocht niet baten",1
1820,"Films over wit geheugenverlies Technologie van de rassenhaat In vier nieuwe films lijkt het culturele moment op vergelijkbare wijze te worden geïnterpreteerd: er is nog altijd geen einde aan de klassenstrijd, racisme en fascisme tieren welig en rassenstereotypen zijn kennelijk onuitwisbaar.  Over het witte geheugenverlies",1
1825,"Het conceptie- imperialisme De pro life-beweging adopteert tegenwoordig ingevroren embryo’s, ongeboren tweelingvruchten en hele achtlingen, ook al zullen die nooit het levenslicht aanschouwen.  Wat is toch de aantrekkingskracht van de pro life-ideologie",1
1830,"Iet Erdtsieck haalt deze en andere kleine feitjes boven water in haar artikel over Het harde rechtsherstel van de Nederlands Israëlitische Gemeente te Zwolle 1945-1948, dat later dit jaar zal verschijnen in het blad van de Zwolse Historische Vereniging.  Haar artikel geeft een perfecte illustratie op microniveau van de onthullingen die de laatste maanden zijn gedaan over de behandeling die de weinige uit kampen en onderduik teruggekeerde joden na de oorlog in Nederland ondervonden",1
1838,"Sporen van genialiteit Er was een tijd waarin de artistiek gedisponeerde medemens zich met graagte voorstelde de grens met de gekte te overschrijden.  Dichters en schilders beschouwden dat wel als summum van ongewoonheid, toen de kunstenaar eenmaal naar de marge van de samenleving was gedrongen",1
1840,"1 februari 2017 Jaargang 141, Nr.  5 Raymond van den Boogaard, 1 februari 2017 Vluchtelingen verkopen hun dochters Brenda Stoter, 1 februari 2017 Als op een schip dat net is uitgevaren, zien we het vaste land langzaam wegglijden",1
1845,"Bovendien komt voor velen de vakantie eraan, die tijd van het dolce far niente.  Natuurlijk is dat escapisme",1
1849,"18 januari 2008 Jaargang 132, Nr.  3 Aukje van Roessel, 18 januari 2008 Aart Brouwer, 18 januari 2008 ‘Een bedrijf is per definitie niet moreel’ De Amerikaanse econoom Robert Reich is bezorgd over de onstuitbare ontwikkeling van het ‘superkapitalisme’",1
1859,"Kunst & Cultuur Kunst: Neo Rauch De herbetovering van de wereld Neo Rauch, Die Kontrolle, 2010.  Olieverf op doek,300 x 420 cm © Uwe Walter, Berlin / Neo Rauch / VG Bild-Kunst, Bonn Privécollectie, Basel De tijd is voorbij dat ‘regionale’ musea alleen bij uitzondering een tentoonstelling konden maken die het ‘nationale’ oversteeg",1
1865,"Bajesloontje 0,60 vs 77,20 Een gevangene in Colorado heeft de keus om op het land te werken.  Hard werk, maar je komt wel in de buitenlucht en je snuift nog eens wat andere geuren op dan het zweet en tabak van medegevangenen",1
1874,"Onderzoek Corona: Het gebrek aan Europese samenwerking Daphné Dupont-Nivet en Belia Heilbron beeld Milo ‘Op dit moment zijn we in Europa allemaal Italianen. ’ Ursula von der Leyen, voorzitter van de Europese Commissie, kijkt strak de camera in terwijl achter haar de blauwe EU-vlaggen wapperen",1
1879,"Oude dijken in nieuwe wijken Talloze malen moet ik langs het bord gefietst en gelopen zijn, vóórdat ik het opmerkte.  Toch staat het bord pontificaal in mijn woonwijk, op een kruispunt van fiets- en wandelpaden waar ik bijna dagelijks langs kom, bijvoorbeeld bij het boodschappen doen in het winkelcentrum verderop",1
1884,"Anatomie van de mediahype Gaat heen en leg bloemen Nieuws is een consumptieartikel: om het beter consumeerbaar te maken wordt het geserveerd als narratief, met terugkerende gezichten, slachtoffers, daders en spanningsbogen.  Dat geldt in hoge mate voor verhalen van publieke rouw, zoals het drama in Cothen",1
1889,"Martin Reints, 14 juni 2016 Nederland heeft er een traditie bij: de Zwarte-Pietendiscussie.  Het is het feest van de columnisten en de schrijvers van ingezonden brieven",1
1899,"Spanjaarden moeten verplicht feesten voor Columbus Barcelona – Dat feestvieren bij de Spanjaarden hoog in aanzien staat, is al een tijdje bekend.  Maar het is nog niet eerder vertoond dat een rechter mensen daartoe verplicht",1
1904,"1 augustus 2008 Jaargang 132, Nr.  31 Koen Kleijn, 1 augustus 2008 Tussen rechtsstaat en McMaffia De arrestatie van Radovan Karadzic wordt algemeen opgevat als een teken dat Servië snel transformeert tot een normale staat, klaar voor het EU-lidmaatschap",1
1910,"Verschrikkingen in onze wereld Vrouwen zijn het, allemaal.  Tussen de twintig en veertig jaar oud, behalve de nieuwkomers stuk voor stuk gehesen in rode, opdrukloze pij",1
1919,"Boekenjongetje uit Zwanenburg De Bezige Bij, 128 blz. , € 14,50 Woede & tijd Vertaald door Hans Driessen, Boom, 319 blz",1
1933,"Kaapstad – Het aftellen is begonnen.  We hebben nog 65 dagen te gaan tot Day Zero, de dag waarop Kaapstad de kranen dichtdraait",1
1934,"Hoofdpersoon is de Zweedse kunstschilder Klingsor, een topkunstenaar met enorm belangrijk werk, die toch altijd verbonden is gebleven aan het Noord-Zweedse plattelandsgemeenschapje waar hij geboren is.  Zijn schilderscarrière begon met de vondst van een scheefgezakt groen glas",1
1939,"9 juli 1997 Jaargang 121, Nr.  28 Luchtkastelen en ronkende motoren De duur betaalde lobbyisten van Schiphol kunnen rustig op vakantie, want de onderneming mag geslaagd worden genoemd",1
1944,"Meer dan de helft van de wereldbevolking woont in een stad.  Deze zomer besteedt De Groene Amsterdammer aandacht aan de nieuwe supermetropolen, die regionale centra van macht, armoede, drukte en ontwikkeling De megastad #5: Istanbul Gespleten parel Istanbul verdubbelde zijn inwonertal in twintig jaar tijd tot vijftien miljoen",1
1949,Vergeten verzet in Nederlands-Indië ‘DE REGERING HEEFT ons tot het laatste moment schandalig behandeld.  Na de oorlog met Soekarno wilde de Nederlandse regering een relatie opbouwen met de nieuwe Indonesische regering,1
1955,"Tegel voor interviewreeks Het Decennium De redactie van De Groene Amsterdammer feliciteert Daan Heerma van Voss en Daniël van der Meer van harte met de Tegel, dé prijs voor journalistiek Nederland, voor hun (nog lopende) interviewserie Het Decennium in De Groene Amsterdammer.  Heerma van Voss en Van der Meer begonnen de serie – tien gesprekken met tien deelnemers, elk geboren in een ander decennium – met een gesprek met schrijver en psychiater Hans Keilson (1909 - 2011)",1
1962,"Kunst & Cultuur Kunst: Magische miniaturen Kostbare ziel Een tentoonstelling van miniatuurschilderkunst is een bron van frustratie.  Het werk is per definitie kleinschalig en teer, je kunt er niet met je neus bovenop zitten, en de schilderingen zitten normaliter nog gebonden in het boek, waarvoor ze zijn gemaakt, en dus zie je zelden meer dan twee bladzijden tegelijk",1
1968,Op Cinekid gingen vijf Hollandse documentaires voor en over kinderen in première.  Bij het Idfa volgen er vier,1
1969,Nederlandse film zonder identiteit De mondiale cinematografie blijft terrein winnen en de nationale cinema verloochent haar eigen werkelijkheid.  Daardoor wordt de Nederlandse film maar geen drager van identiteit en herinnering,1
1974,"Interview met Johan van der Keuken JOHAN VAN DER KEUKEN speelt een spel met de kijkers naar zijn film De grote vakantie.  Het is een grootse, lyrische film waarin hij ons naar Tibetaanse sjamanen, Afrikaanse kindertjes en Braziliaanse armen laat kijken en naar oogverblindend mooie landschappen, bergen, vlakten en vooral heel veel rivieren",1
1979,"Het einde 1946 – 21 juli 2014 Het einde - Grahame Lock Het liefst was hier in verbatim het interview geciteerd dat ik in 2008 met Grahame Lock hield, op een zomerse dag op de campus van de Radboud Universiteit Nijmegen.  Het heeft niets aan actualiteit ingeboet",1
1989,"Interview met Jacques Hamelink Een interview geven, Jacques Hamelink (69) was het eigenlijk niet meer van plan sinds hij het veertien, vijftien jaar geleden voor het laatst deed.  ‘Omdat ik afgezien van wat er van mijn hand op papier staat bij voorkeur volmaakt ongezien en onbekend wil blijven",1
1994,Rubriek 11 februari 1925 – 24 juli 2013 Seksonderzoekers Virginia Johnson en William Masters werden lange tijd gezien als academisch superduo.  Toch was in hun eigen huwelijk nauwelijks sprake van liefde,1
