Input sequence (ground truth),Input sequence (masked),Masked tokens,Number of masked tokens,Duplicate count
"Umoja, de Zuid-Afrikaanse musicalshow waarin 45 dansers, zangers en muzikanten een overzicht geven van de muziekgeschiedenis in Zuid-Afrika","Umoja, de Zuid-Afrikaanse musicalshow waarin 45 dansers, zangers <extra_id_0> overzicht geven van de muziekgeschiedenis in Zuid-Afrika",['en muzikanten een'],3,6
". Turks Fruit, met Antonie Kamerling en Jelka van Houten als liefdespaar, op muziek van Tekstra en Merkies.",". Turks Fruit, <extra_id_0> en Jelka van Houten als liefdespaar, op muziek van Tekstra en Merkies.",['met Antonie Kamerling'],3,6
"es. De verhalen en hun illustraties zitten boordevol aanwijzingen die u leiden naar een plaats in Nederland, waar een schat is verstopt","es. De verhalen en hun illustraties zitten boordevol aanwijzingen die u leiden <extra_id_0> in Nederland, waar een schat is verstopt",['naar een plaats'],3,6
"Omdat ook de naoorlogse Nederlandse popcultuur een geschiedschrijving verdient: 100 voorwerpen uitgekozen, belicht en verklaard. Een lijst die lekker langzaam groeit. Aflevering","Omdat ook de naoorlogse Nederlandse popcultuur een geschiedschrijving <extra_id_0> uitgekozen, belicht en verklaard. Een lijst die lekker langzaam groeit. Aflevering",['verdient: 100 voorwerpen'],3,6
Volkskrantfotograaf Klaas Jan van der Weij (64) doet dit jaar voor de 23ste keer verslag van de Tour de France. Hoe gaat hij daar te werk? Hij legt het uit,Volkskrantfotograaf Klaas Jan van der Weij (64) doet dit jaar voor de 23ste keer verslag van de Tour de France. Hoe gaat hij daar <extra_id_0> het uit,['te werk? Hij legt'],4,6
".nl Eindhoven, Van Abbemuseum (040-2381000): ...and Europe will be stunned, videotrilogie van Yael Bartana","<extra_id_0> Van Abbemuseum (040-2381000): ...and Europe will be stunned, videotrilogie van Yael Bartana","['.nl Eindhoven,']",2,6
".nl Nijmegen, Het Valkhof (024-36088059): Waarom godinnen zo mooi zijn, liefde en schoonheid in de oude culturen","<extra_id_0> Valkhof (024-36088059): Waarom godinnen zo mooi zijn, liefde en schoonheid in de oude culturen","['.nl Nijmegen, Het']",3,6
".nl Rotterdam, Kunsthal (010-4400301): Kan en Abel, Sam Peeters (stripcollectief Lamelos) tekent het",".nl Rotterdam, Kunsthal (010-4400301): Kan en <extra_id_0> Peeters (stripcollectief Lamelos) tekent het","['Abel, Sam']",2,6
"New York Times Magazine Photographs, weerspiegelt en onderzoekt de aard van zowel de fotografie als het gedrukte tijdschrift, t/m 30/5","New York Times Magazine Photographs, weerspiegelt en onderzoekt de aard <extra_id_0> fotografie als het gedrukte tijdschrift, t/m 30/5",['van zowel de'],3,6
met de aanhouding van zeven mannen mogelijk een grote terroristische aanslag in Nederland voorkomen. Volgens het O,met de aanhouding van zeven mannen mogelijk een grote terroristische aanslag in Nederland voorkomen. <extra_id_0>,['Volgens het O'],3,6
"Het lijkt wel of iedereen elkaar de tent uit vecht, vooral op sociale media. Maar wat gebeurt er als je tegenpolen en andersdenkenden bij elkaar zet? Dat onderzoeken we deze zomer. Vandaag:","Het <extra_id_0> elkaar de tent uit vecht, vooral op sociale media. Maar wat gebeurt er als je tegenpolen en andersdenkenden bij elkaar zet? Dat onderzoeken we deze zomer. Vandaag:",['lijkt wel of iedereen'],5,6
t is pas genieten We genieten wat af met z'n allen. Jan Dirk van der Burg reist door Nederland en legt het allemaal vast.,<extra_id_0> We genieten wat af met z'n allen. Jan Dirk van der Burg reist door Nederland en legt het allemaal vast.,['t is pas genieten'],4,6
"gevaccineerd tegen difterie, tetanus, polio (DTP), bof, mazelen en rodehond (BMR) tijdens een vaccinatiedag in","gevaccineerd tegen difterie, tetanus, polio (DTP), bof, mazelen en rodehond <extra_id_0> een vaccinatiedag in",['(BMR) tijdens'],2,6
"schilderkunst, kunstnijverheid en beeldhouwkunst uit het Rijksmuseum en Dordrechts Museum, tot medio 2006","schilderkunst, kunstnijverheid en beeldhouwkunst uit <extra_id_0> en Dordrechts Museum, tot medio 2006",['het Rijksmuseum'],2,6
"; di t/m zo 11-17u. Tel. 053-4358675 (www.rijksmuseum-twenthe.nl). Groningen, Groninger Museum (Museumeiland):","; di <extra_id_0> 11-17u. Tel. 053-4358675 (www.rijksmuseum-twenthe.nl). Groningen, Groninger Museum (Museumeiland):",['t/m zo'],2,6
".nl Schiedam, Stedelijk Museum (010-2463666): Collectie Piet en Ida Sanders. Een leven met kunst, honderd werken uit de priv",".nl Schiedam, Stedelijk Museum (010-2463666): <extra_id_0> Ida Sanders. Een leven met kunst, honderd werken uit de priv",['Collectie Piet en'],3,6
. De pianist naar het boek van W. Szpilman over de Pools-Joodse pianist die het getto van Warschau weet te overleven.,. <extra_id_0> het boek van W. Szpilman over de Pools-Joodse pianist die het getto van Warschau weet te overleven.,['De pianist naar'],3,6
"). As You Like It, Shakespeares komedie over de liefde door het Nationale Toneel, in regie van Gerardjan Rijnders. Met","). As You Like It, Shakespeares komedie <extra_id_0> door het Nationale Toneel, in regie van Gerardjan Rijnders. Met",['over de liefde'],3,6
Ministers Wopke Hoekstra van Financin en Cora van Nieuwenhuizen van Infrastructuur en Waterstaat,Ministers Wopke Hoekstra van Financin en Cora van <extra_id_0> Infrastructuur en Waterstaat,['Nieuwenhuizen van'],2,6
Wat maak je mee in de Nederlandse asielopvang? Door de ogen van de Palestijns-Syrische Mohannad (39) en zijn gezin volgen we het dagelijks leven in de,Wat maak je mee in de Nederlandse asielopvang? Door de ogen van de Palestijns-Syrische Mohannad (39) en zijn gezin volgen <extra_id_0> in de,['we het dagelijks leven'],4,6
"Pieter Gerrit Kroeger, CDA-historicus, CDA-lid en hoofdredacteur van ScienceGuide.nl. Schreef onder meer","Pieter Gerrit Kroeger, <extra_id_0> en hoofdredacteur van ScienceGuide.nl. Schreef onder meer","['CDA-historicus, CDA-lid']",2,6
". Toen de CDA-fractie in Provinciale Staten van Limburg het vertrouwen opzegde in coalitiepartner PVV, zei Kroeger in de uitzending van Pauw en Witteman van 20 april dat nu ook het gedoogkabinet zou vallen",". Toen de CDA-fractie in Provinciale Staten van Limburg het vertrouwen opzegde in coalitiepartner PVV, zei Kroeger in de uitzending van Pauw en Witteman <extra_id_0> nu ook het gedoogkabinet zou vallen",['van 20 april dat'],5,6
"Ibrahim Wijbenga is raadslid voor het CDA in Eindhoven. Hij was een van de initiatiefnemers tot het Meldpunt Overlast PVV (MOP), gelanceerd als antwoord op de PVV-'kliklijn' voor overlast van Midden- en Oost-Europeanen:","Ibrahim Wijbenga is raadslid voor het CDA in Eindhoven. Hij was een van de initiatiefnemers tot het Meldpunt Overlast PVV (MOP), gelanceerd als antwoord op de PVV-'kliklijn' voor overlast van <extra_id_0>",['Midden- en Oost-Europeanen:'],5,6
m En weer is een verrader van Anne Frank ontmaskerd: was het dan toch Ans van ... Is zij de verrader van Anne Frank?,m En weer is een verrader van Anne Frank <extra_id_0> toch Ans van ... Is zij de verrader van Anne Frank?,['ontmaskerd: was het dan'],4,6
"mma rondom Robert de Niro heeft samengesteld. Raging Bull gaat over de opkomst en ondergang van bokser Jake LaMotta, fabuleus neergezet door De Niro, die er een Oscar mee won. (","mma rondom Robert de Niro heeft samengesteld. Raging Bull gaat over de opkomst en ondergang van bokser <extra_id_0> door De Niro, die er een Oscar mee won. (","['Jake LaMotta, fabuleus neergezet']",5,6
"Er zijn mensen die willen dat we hem op Schiphol direct in de boeien slaan, maar we hebben het hier over een minister van een N","Er zijn mensen die willen <extra_id_0> Schiphol direct in de boeien slaan, maar we hebben het hier over een minister van een N",['dat we hem op'],4,6
interviewt voor V Nederlanders over de rol die afkomst speelt in hun leven. Hij spreekt onder anderen nog met,interviewt voor V Nederlanders over de rol die afkomst speelt in hun leven. Hij <extra_id_0> nog met,['spreekt onder anderen'],3,6
januari; wo vr 10.30-17u di do 10.30-20.30u za 10-15u zo 13-17u. Tel. 043-3505626 (www.centreceramique.nl).,januari; wo <extra_id_0> di do 10.30-20.30u za 10-15u zo 13-17u. Tel. 043-3505626 (www.centreceramique.nl).,['vr 10.30-17u'],2,6
"; Absolute Truth, commentaar op communicatiemiddelen door Remy Jungerman in Buro Leeuwarden, t/m 4 januari;","; Absolute Truth, commentaar op communicatiemiddelen <extra_id_0> Jungerman in Buro Leeuwarden, t/m 4 januari;",['door Remy'],2,6
"s Experiments, aquarel en print van Joseph Mallord William Turner (17751851), t/m 30 april 2012. Tel. 00.44.20.78878000","s Experiments, aquarel en print van Joseph <extra_id_0> (17751851), t/m 30 april 2012. Tel. 00.44.20.78878000",['Mallord William Turner'],3,6
"Wie elk jaar van energieleverancier verandert, profiteert steeds opnieuw van de mooiste aanbiedingen. En wie dat niet doet, betaalt feitelijk dus te veel","Wie elk jaar van energieleverancier verandert, profiteert steeds opnieuw van de mooiste aanbiedingen. En wie dat niet doet, betaalt <extra_id_0> veel",['feitelijk dus te'],3,6
het debat in de Tweede Kamer over het optreden van de Belastingdienst in de affaire rond kinderopvangtoeslagen. Beeld,het debat in de Tweede Kamer over het optreden van de <extra_id_0> affaire rond kinderopvangtoeslagen. Beeld,['Belastingdienst in de'],3,6
"Terwijl in Amerika het getouwtrek om het klimaatakkoord zijn ontknoping nadert, besluiten Europa en China tot hechtere samenwerking.","Terwijl in Amerika het getouwtrek om het klimaatakkoord zijn ontknoping nadert, besluiten Europa en <extra_id_0> samenwerking.",['China tot hechtere'],3,6
is in 2016 een basis gelegd voor een klimaatneutrale wereldeconomie (+). Daar verandert geen Trump iets aan.,is in 2016 een basis <extra_id_0> klimaatneutrale wereldeconomie (+). Daar verandert geen Trump iets aan.,['gelegd voor een'],3,6
"treurige, oude filmjournalist die heimelijk verliefd is op het Lolita-achtige kassameisje van de vervallen bioscoop tegenover zijn Amsterdamse bovenwoning.","treurige, oude filmjournalist die heimelijk verliefd is op het Lolita-achtige kassameisje van de vervallen bioscoop tegenover <extra_id_0>",['zijn Amsterdamse bovenwoning.'],3,6
"euro via treesforall.nl of fairclimatefund.nl. Meer informatie op klimaatwijsopvakantie.nl, milieucentraal.nl/vakantievervoer","euro via treesforall.nl <extra_id_0> Meer informatie op klimaatwijsopvakantie.nl, milieucentraal.nl/vakantievervoer",['of fairclimatefund.nl.'],2,6
"l Coward door Joop van den Ende Theaterproducties. Een schrijver, zijn vrouw en een ex-geliefde op zoek naar wie ze werkelijk zijn.","l Coward door Joop van den Ende Theaterproducties. Een schrijver, zijn vrouw en een <extra_id_0> naar wie ze werkelijk zijn.",['ex-geliefde op zoek'],3,6
". Met thema-zaterdagen, gratis koffie, gratis workshops en ontmoetingen met kunstenaars en museummedewerkers. Tel. 020-5732737.",". <extra_id_0> gratis koffie, gratis workshops en ontmoetingen met kunstenaars en museummedewerkers. Tel. 020-5732737.","['Met thema-zaterdagen,']",2,6
"): Rembrandt, een jongensdroom, 17de-eeuwse Hollandse en Vlaamse meesters waaronder Rembrandt, Frans Hals, Adriaan Coorte, Judith Leyster","): Rembrandt, een jongensdroom, 17de-eeuwse Hollandse <extra_id_0> waaronder Rembrandt, Frans Hals, Adriaan Coorte, Judith Leyster",['en Vlaamse meesters'],3,6
"Den Haag, Museum voor Communicatie (Zeestraat 82): Ding dong, overzicht van zestig jaar kinderpostzegels, met werk van kunstenaars, fotografen en illustratoren onder wie Cas Oorthuys, Dick Bruna en Fiep Westendorp, naast het ontwerpproces en de besteding van de opbrengsten","Den Haag, Museum <extra_id_0> 82): Ding dong, overzicht van zestig jaar kinderpostzegels, met werk van kunstenaars, fotografen en illustratoren onder <extra_id_1> Dick Bruna en Fiep Westendorp, naast het ontwerpproces en de besteding van de opbrengsten","['voor Communicatie (Zeestraat', 'wie Cas Oorthuys,']",6,6
Waarom was het zo eenvoudig voor hackers om in te breken in de computers van de Britse gezondheidszorg? Dat is de vraag die de Britse regering en de top van de Nationale Gezondheidszorg moeten beantwoorden.,Waarom was het zo eenvoudig voor hackers om in te breken in de computers van de Britse gezondheidszorg? <extra_id_0> die de Britse regering en de top van de Nationale Gezondheidszorg moeten beantwoorden.,['Dat is de vraag'],5,6
". In het Museum voor Moderne Kunst een overzicht van de magisch-realistische schilder Carel Willink, waarop ook zijn minder bekend werk uit de jaren twintig te zien is",". In het Museum voor Moderne Kunst een overzicht van de magisch-realistische schilder Carel Willink, waarop ook zijn minder bekend werk uit de jaren twintig <extra_id_0>",['te zien is'],4,6
". Anatevka, of Fiddler on the roof, met Henk Poort als de Russisch-joodse melkboer Tevje, die op zoek moet naar geschikte kandidaten voor zijn drie huwbare dochters, en bedreigd wordt door de pogroms. Ook met Doris Baaten, Bea Meulman en Harry Slinger.",". Anatevka, of Fiddler on the roof, met Henk Poort als de Russisch-joodse melkboer Tevje, die op zoek moet naar geschikte kandidaten voor zijn drie huwbare dochters, en bedreigd wordt door <extra_id_0> met Doris Baaten, <extra_id_1> Harry Slinger.","['de pogroms. Ook', 'Bea Meulman en']",6,6
. Man van La Mancha door OpusOne met Peter Faber als Don Quichot en Marjolein Teepen als zijn droomvrouw Dulcinea. Van,. <extra_id_0> Mancha door OpusOne met Peter Faber als Don Quichot en Marjolein Teepen als zijn droomvrouw Dulcinea. Van,['Man van La'],3,6
The Last King of Scotland (Kevin Macdonald). Boekverfilming waarin de kijker Idi Amin leert kennen door de ogen van een opportunistische Schotse arts. Forest Whitaker is fenomenaal als,The Last King of Scotland (Kevin Macdonald). Boekverfilming waarin de kijker Idi Amin leert kennen door de ogen van <extra_id_0> Forest Whitaker is fenomenaal als,['een opportunistische Schotse arts.'],4,6
"di t/m vr 10-17u za zo 12-17u. Tel. 024-3608805 (www.museumhetvalkhof.nl). Oss, Museum Jan Cunen (Molenstraat","di t/m vr 10-17u <extra_id_0> 12-17u. Tel. 024-3608805 (www.museumhetvalkhof.nl). Oss, Museum Jan Cunen (Molenstraat",['za zo'],2,6
"i; di t/m zo 10-17u. Tel. 0318-591241 (www.kmm.nl). Rotterdam, Boijmans Van Beuningen (Museumpark 18-20):",i; di t/m zo 10-17u. Tel. 0318-591241 (www.kmm.nl). <extra_id_0> Van Beuningen (Museumpark 18-20):,"['Rotterdam, Boijmans']",2,6
"di t/m vr 10-17u; za zo 11-17u. Tel. 026-3512341 (www.mmkarnhem.nl). Den Bosch, Noordbrabants Museum (Verwersstraat 41):","di t/m vr 10-17u; za zo 11-17u. Tel. 026-3512341 <extra_id_0> Bosch, Noordbrabants Museum (Verwersstraat 41):",['(www.mmkarnhem.nl). Den'],2,6
"; di t/m zo 11-17u. Tel. 070-3585857 (www.beeldenaanzee.nl). Schiedam, Stedelijk Museum (Hoogstraat 112):","; <extra_id_0> zo 11-17u. Tel. 070-3585857 (www.beeldenaanzee.nl). Schiedam, Stedelijk Museum (Hoogstraat 112):",['di t/m'],2,6
; wo t/m za 12-17u do 12-21u en eerste zo v/d maand 12-17u. Tel. 078-6314689. (www.cbkdordrecht.nl).,; wo t/m za 12-17u do 12-21u en <extra_id_0> v/d maand 12-17u. Tel. 078-6314689. (www.cbkdordrecht.nl).,['eerste zo'],2,6
"'Als president wilde ik deze informatie delen met Rusland, waar ik het volste recht toe had', verdedigde de president zich","'Als president wilde ik deze informatie <extra_id_0> waar ik het volste recht toe had', verdedigde de president zich","['delen met Rusland,']",3,6
"Amsterdam, Eye Filmmuseum: Stanley Kubrick: The Exhibition, over de invloedrijke regisseur Stanley Kubrick (1928-1999), maker van Lolita, 2001","Amsterdam, Eye Filmmuseum: Stanley Kubrick: The Exhibition, over de invloedrijke <extra_id_0> (1928-1999), maker van Lolita, 2001",['regisseur Stanley Kubrick'],3,6
"Making City, scenario's voor een andere manier van organiseren van leven in de stad, t/m 12/8; Smart Cities - Parallel Cases 2, 23 ontwerp- en onderzoeksprojecten van studenten tonen hun visie op het maken van de stad, t/m 12/8","Making City, scenario's voor een andere manier van organiseren van leven in de stad, t/m <extra_id_0> - Parallel Cases 2, 23 ontwerp- en onderzoeksprojecten van studenten tonen hun visie op het maken <extra_id_1> t/m 12/8","['12/8; Smart Cities', 'van de stad,']",6,6
"Utrecht, tuin Fort Hoofddijk in Uithof: Airpressure, grote opgeblazen sculpturen van Paul McCarthy,","Utrecht, tuin Fort Hoofddijk in <extra_id_0> grote opgeblazen sculpturen van Paul McCarthy,","['Uithof: Airpressure,']",2,6
Gedurende de Ronde van Itali schrijft Volkskok Onno Kleyn elke etappedag over het eten uit de streek waar het peloton zich ophoudt. Met een recept uiteraard. Vandaag,Gedurende <extra_id_0> schrijft Volkskok Onno Kleyn elke etappedag over het eten uit de streek waar het peloton zich ophoudt. Met een recept uiteraard. Vandaag,['de Ronde van Itali'],4,6
"). Kale bomen ruisen niet, naar een tekst van Magne van den Berg, in regie van Jetse Batelaan. Twee vrouwen (Jos Kuijpers en Ria Marks) proberen elkaar heel te houden met de juiste woorden. Vanavond","). Kale bomen <extra_id_0> tekst van Magne van den Berg, in regie van Jetse Batelaan. Twee vrouwen (Jos Kuijpers en Ria Marks) proberen elkaar heel te houden met de juiste woorden. Vanavond","['ruisen niet, naar een']",5,6
", dansconcert op muziek van Stravinsky en Bach, van Beppie Blankert en Bianca van Dillen. Uitgevoerd door zes dansers en de musici Gerard Bouwhuis en Cees van Zeeland.",", dansconcert op muziek van Stravinsky en Bach, van Beppie Blankert en Bianca van Dillen. Uitgevoerd <extra_id_0> de musici Gerard Bouwhuis en Cees van Zeeland.",['door zes dansers en'],4,6
"Oost - West: Japan en japonisme, Japanse prenten uit de verzameling van Vincent en Theo van Gogh, t/m 15/1. vangoghmuseum.nl","Oost <extra_id_0> en japonisme, Japanse prenten uit de verzameling van Vincent en Theo van Gogh, t/m 15/1. vangoghmuseum.nl",['- West: Japan'],3,6
f over een varit-artiest die wordt ontdekt door het serieuze toneel. Een productie van het Onafhankelijk Toneel in regie van Mirjam Koen.,f over een varit-artiest die <extra_id_0> het serieuze toneel. Een productie van het Onafhankelijk Toneel in regie van Mirjam Koen.,['wordt ontdekt door'],3,6
Lee snijdt heen en weer tussen de superieur gecontroleerde actie in de bank en het zenuwachtige gedoe op straat,Lee snijdt heen en weer tussen de superieur gecontroleerde actie in de bank en <extra_id_0> op straat,['het zenuwachtige gedoe'],3,6
"de vierhoeksverhouding tussen drie jeugdvrienden en de zus van een van hen. Als de drie vrienden een Isralische soldaat doodschieten, wordt alleen Omar opgepakt. De keuze die hij vervolgens krijgt, is even simpel als onmogelijk: zijn vrienden verraden of onheil afroepen o","de vierhoeksverhouding tussen drie jeugdvrienden en de zus van een van hen. Als de drie vrienden een Isralische soldaat doodschieten, wordt alleen <extra_id_0> keuze die hij vervolgens krijgt, is even simpel als onmogelijk: <extra_id_1> of onheil afroepen o","['Omar opgepakt. De', 'zijn vrienden verraden']",6,6
"heatergroep Max. gaat over grote dromen, zoals Peter Pan die had, bijvoorbeeld om te kunnen vliegen. Tekst en regie: Moniek Merkx.","heatergroep Max. gaat over grote dromen, zoals Peter Pan die had, bijvoorbeeld om te kunnen vliegen. Tekst <extra_id_0> Merkx.",['en regie: Moniek'],3,6
DI-RECT doet Tommy is een door Jos Thie geregisseerd concert over het doofstomme en blinde joch Tommy. De vertaling is van Jan Rot. V,DI-RECT doet Tommy is een door Jos Thie geregisseerd concert over het doofstomme en blinde joch Tommy. De <extra_id_0> Rot. V,['vertaling is van Jan'],4,6
". Cabaret door De Graaf & Cornelissen Producties is een reizende musical met Sven Ratzke als master of ceremony en Ellen Evers als Sally Bowles, de nachtclubzangeres. Regie: Paul van Ewijk. V",". Cabaret door De Graaf <extra_id_0> een reizende musical met Sven Ratzke als master of ceremony en Ellen Evers als Sally Bowles, de nachtclubzangeres. Regie: Paul van Ewijk. V",['& Cornelissen Producties is'],5,6
"). Hera, musical van Flip Broekman, Jan Boerstoel en Martin van Dijk over de perikelen in een rencarnatiekliniek. Als Zeus er vandoor gaat met een aardse vrouw, laat zijn goddelijke echtgenote Hera t er niet bij zitten.","). Hera, musical van Flip Broekman, Jan Boerstoel en Martin van Dijk over de perikelen in een <extra_id_0> er vandoor gaat met een aardse vrouw, laat zijn goddelijke echtgenote <extra_id_1> niet bij zitten.","['rencarnatiekliniek. Als Zeus', 'Hera t er']",6,6
"Volkskrant.nl zet elke zondag de leukste, handigste en meest informatieve apps voor u op een rijtje. Deze week: een","Volkskrant.nl <extra_id_0> de leukste, handigste en meest informatieve apps voor u op een rijtje. Deze week: een",['zet elke zondag'],3,6
"Meesterwerken uit het Shanghai Museum, objecten uit de Chinese bronstijd van de 18de eeuw v.Chr. tot begin van onze jaartelling, t/m 28 september;","Meesterwerken uit het Shanghai Museum, objecten uit de <extra_id_0> de 18de eeuw v.Chr. tot begin van onze jaartelling, t/m 28 september;",['Chinese bronstijd van'],3,6
"Tily Buij en Gerard Groenewoud, t/m 31 december; di t/m zo 11-17u. Tel. 058-2555500 (www.friesmuseum.nl).","Tily Buij en Gerard Groenewoud, t/m 31 <extra_id_0> t/m zo 11-17u. Tel. 058-2555500 (www.friesmuseum.nl).",['december; di'],2,6
"; dagelijks 11-17u. Tel. 020-5732911 (www.stedelijk.nl). Arnhem, Museum voor Moderne Kunst (Utrechtseweg 87):","; dagelijks 11-17u. Tel. <extra_id_0> Arnhem, Museum voor Moderne Kunst (Utrechtseweg 87):",['020-5732911 (www.stedelijk.nl).'],2,6
"ontmoet een vrouw haar favoriete schrijver in een treincoup. Er ontstaat een ongemakkelijke situatie, waar beiden geen raad mee weten.",ontmoet een vrouw haar favoriete schrijver in een treincoup. Er ontstaat <extra_id_0> waar beiden geen raad mee weten.,"['een ongemakkelijke situatie,']",3,6
"het Nederlands Kamerkoor o.l.v. Eric Ericson met Olsson, Jolivet, Jennefelt, Ravel en Daniel-Lesur.","het Nederlands Kamerkoor o.l.v. <extra_id_0> met Olsson, Jolivet, Jennefelt, Ravel en Daniel-Lesur.",['Eric Ericson'],2,6
"Peter Pluymaekers regisseerde Trainspotting, Irvine Welsh' hartekreet over de jeugd zonder toekomst in de ranzige buurten van de grote stad, bewerkt door Harry Gibson. Met Danil Boissevain, Roef Ragas, Tjitske Reidinga en Ad Knippels. V","Peter Pluymaekers regisseerde Trainspotting, Irvine Welsh' hartekreet over de jeugd zonder toekomst in de ranzige buurten van de grote stad, bewerkt door Harry Gibson. Met Danil Boissevain, Roef <extra_id_0> Ad Knippels. V","['Ragas, Tjitske Reidinga en']",5,6
"Commissaris van de koning Jacques Tichelaar is een geprezen voorvechter van de Drentse zaak. Een bestuurder die tot het randje gaat. En, zo blijkt uit onderzoek van Dagblad van het Noorden en de Volkskrant: daaroverheen.","Commissaris van de koning Jacques Tichelaar <extra_id_0> van de Drentse zaak. Een bestuurder die tot het randje gaat. En, zo blijkt uit onderzoek van Dagblad van het Noorden en de Volkskrant: daaroverheen.",['is een geprezen voorvechter'],5,6
". Alles is goed, mimevoorstelling van Gienke Deuten over de evolutie: is de mens beland in de dementerende eindfase van zijn bestaan? Door Maureen Teeuwen, Willem de Wolf, Mijke Werkema e.a.",". Alles is goed, mimevoorstelling van Gienke Deuten over <extra_id_0> mens beland in de dementerende eindfase van zijn bestaan? Door Maureen Teeuwen, Willem de Wolf, Mijke Werkema e.a.",['de evolutie: is de'],5,6
". The Wall van beeldend theatermaakster en poppenspeelster Ulrike Quade gaat over historische figuren met een sterk geloof in hun missie: Meinhof, Gring en Medea.",". The Wall van <extra_id_0> Ulrike Quade gaat over historische figuren met een sterk geloof in hun missie: Meinhof, Gring en Medea.",['beeldend theatermaakster en poppenspeelster'],4,6
". De Dikke Van Dale, portret van een Zeeuwse, kinderrijke dorpsonderwijzer die de grondslag legde voor het beroemde woordenboek. Een reprise van Zeelandia. Vanavond",". De Dikke Van Dale, portret van een Zeeuwse, kinderrijke dorpsonderwijzer die de grondslag legde <extra_id_0> Een reprise van Zeelandia. Vanavond",['voor het beroemde woordenboek.'],4,6
"). Zum Wohl door Suver Nuver speelt in Oostenrijk, het land van Freud, Fritzl, Hitler en Sissi. Afscheidsvoorstelling.","<extra_id_0> door Suver Nuver speelt in Oostenrijk, het land van Freud, Fritzl, Hitler en Sissi. Afscheidsvoorstelling.",['). Zum Wohl'],3,6
". Said and Done is een choreografie van Lightfoot Len, en een voorstelling van Nederlands Dans Theater II, die uit nog twee premires bestaat: Gods and Dogs van Kylin en Nichts van Goecke.",". Said and Done is een choreografie van Lightfoot Len, en een voorstelling van Nederlands Dans Theater II, die uit <extra_id_0> Gods and Dogs van Kylin en Nichts van Goecke.",['nog twee premires bestaat:'],5,6
". Giubileo, jubileumvoorstelling van Dansgroep Krisztina de Chtel met choreografien van De Chtel, Stephen Shropshire en Michel",". Giubileo, jubileumvoorstelling van Dansgroep Krisztina de Chtel met choreografien van De Chtel, Stephen <extra_id_0>",['Shropshire en Michel'],3,6
"). Ben Hur, jubileumvoorstelling van De Ploeg, met gastacteurs Beppie Melissen, Erik van Muiswinkel en Sophie van Winden. Het beroemde verhaal van vriendschap, verraad, liefde in Jeruzalem, rond het begin van de jaartelling. V","). Ben Hur, jubileumvoorstelling van De Ploeg, met gastacteurs Beppie Melissen, Erik van Muiswinkel <extra_id_0> Het beroemde verhaal van vriendschap, verraad, liefde in Jeruzalem, rond het begin van de jaartelling. V",['en Sophie van Winden.'],5,6
"Impressionisme: sensatie & inspiratie, schilderijen van impressionistische kunstenaars onder wie Monet, Renoir, Sisley, Pissarro, Delacroix,","Impressionisme: sensatie <extra_id_0> schilderijen van impressionistische kunstenaars onder wie Monet, Renoir, Sisley, Pissarro, Delacroix,","['& inspiratie,']",2,6
"De Ploeg - Eigen Collectie, selectie werk van De Ploeg-leden, t/m 3/3. groningermuseum.nl Haarlem,","De Ploeg - Eigen Collectie, selectie werk van De <extra_id_0> 3/3. groningermuseum.nl Haarlem,","['Ploeg-leden, t/m']",2,6
"The Lost Bishop, houtskooltekeningen op groot formaat van Rinus Van de Velde, t/m 2/9; Unisono 25: Aukje Koks. Preludes, schilderwerken van Aukje Koks, t/m 2/9","The Lost Bishop, houtskooltekeningen op groot formaat van Rinus <extra_id_0> 2/9; Unisono 25: Aukje Koks. Preludes, schilderwerken van Aukje Koks, t/m 2/9","['Van de Velde, t/m']",4,6
"Arnhem, Museum voor Moderne Kunst (026-3512341): Provisional space, schilderkunst van Kees Goudzwaard","Arnhem, Museum voor Moderne Kunst (026-3512341): Provisional space, <extra_id_0> Kees Goudzwaard",['schilderkunst van'],2,6
", t/m 16/1; overzicht met ruim 130 schilderijen en werken op papier van Edvard Munch (1863-1944), t/m 20/2. kunsthal.nl",", t/m 16/1; overzicht met ruim <extra_id_0> werken op papier van Edvard Munch (1863-1944), t/m 20/2. kunsthal.nl",['130 schilderijen en'],3,6
"een militaire basis van het Syrische leger aangevallen, als reactie op de gifgasaanval dinsdag in Khan Sheikhoun, waarbij tientallen mensen om het leven kwamen.","een militaire basis van het <extra_id_0> reactie op de gifgasaanval dinsdag in Khan Sheikhoun, waarbij tientallen mensen om het leven kwamen.","['Syrische leger aangevallen, als']",4,6
" Klopt dit wel? Berichten verspreiden zich vaak razendsnel, of ze nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Vandaag:",Klopt dit wel? Berichten verspreiden zich <extra_id_0> nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Vandaag:,"['vaak razendsnel, of ze']",4,6
"Wat kwam er de laatste dagen weer voor moois bij in het cultuuraanbod? De V-specialisten kiezen hun favorieten, van een","Wat kwam er de laatste dagen weer voor moois bij <extra_id_0> De V-specialisten kiezen hun favorieten, van een",['in het cultuuraanbod?'],3,6
De Flexibele Opiniemaker verdedigt wekelijks een opinie waar op dat moment behoefte aan is. Ditmaal:,De Flexibele <extra_id_0> wekelijks een opinie waar op dat moment behoefte aan is. Ditmaal:,['Opiniemaker verdedigt'],2,6
