Input sequence (ground truth),Input sequence (masked),Masked tokens,Number of masked tokens,Duplicate count
". Er zouden vier gewonden zijn. Ook zou er zijn gevochten. De bestuurder van de auto is aangehouden, samen met een tweede verdachte, een vrouw.",". Er zouden vier gewonden zijn. Ook zou er zijn <extra_id_0> de auto is aangehouden, samen met een tweede verdachte, een vrouw.",['gevochten. De bestuurder van'],4,6
In het Huisdierenziekenhuis in Honselersdijk is de kattenziekte vastgesteld bij een Britse korthaar. Katteneigenaren moeten oppassen voor deze,In <extra_id_0> Honselersdijk is de kattenziekte vastgesteld bij een Britse korthaar. Katteneigenaren moeten oppassen voor deze,['het Huisdierenziekenhuis in'],3,6
Een witgoudenrandje in deze coronatijden. Het aspergeseizoen is weer gestart. Ook in de verswinkels bij de kwekerijen staat veiligheid op n.,Een witgoudenrandje in deze coronatijden. Het aspergeseizoen is weer gestart. Ook in de verswinkels <extra_id_0> staat veiligheid op n.,['bij de kwekerijen'],3,6
"In online serie Premire deelt filmkenner Dennis Alink wekelijks de beste film- en serietips voor de bioscoop, televisie en video on demand. Met deze week","<extra_id_0> deelt filmkenner Dennis Alink wekelijks de beste film- en serietips voor de bioscoop, televisie en video on demand. Met deze week",['In online serie Premire'],4,6
Cabaretier en muzikant Kiki Schippers schrijft elke zaterdag een column over het leven in Woerden. Vandaag schrijft ze over h,Cabaretier en muzikant Kiki Schippers schrijft elke zaterdag een column <extra_id_0> in Woerden. Vandaag schrijft ze over h,['over het leven'],3,6
De 67-jarige vader Gerrit-Jan van D. die negen jaar lang met zes kinderen in totale afzondering leefde op een boerderij in Ruinerwold,De 67-jarige vader <extra_id_0> die negen jaar lang met zes kinderen in totale afzondering leefde op een boerderij in Ruinerwold,['Gerrit-Jan van D.'],3,6
zijn twee handgranaten gevonden. Het pakketje was vastgemaakt aan de witte rolluiken van de zaak. De,zijn twee handgranaten gevonden. Het pakketje was vastgemaakt aan de <extra_id_0> van de zaak. De,['witte rolluiken'],2,6
"</a> <a href=""https://twitter.com/hashtag/brand?src=hash&amp;ref_src=twsrc%5Etfw"">#brand</a> <a href=""https://t.co/","</a> <a href=""https://twitter.com/hashtag/brand?src=hash&amp;ref_src=twsrc%5Etfw"">#brand</a> <a href=""https://t.co/",[],1,6
rond 20.10 uur bevrijd uit zijn benarde positie. Het kind is in zorgwekkende toestand naar een ziekenhuis gebracht.,rond <extra_id_0> uit zijn benarde positie. Het kind is in zorgwekkende toestand naar een ziekenhuis gebracht.,['20.10 uur bevrijd'],3,6
"eskundigen die vermeende insulinemoordenaar Rahiied A. (22) hebben onderzocht, adviseren de jonge Rotterdammer tbs met dwangverpleging op te leggen. Dat heeft het Openbaar Ministerie (OM) zojuist tijdens een pro forma-","eskundigen die vermeende insulinemoordenaar Rahiied A. (22) hebben onderzocht, adviseren de jonge Rotterdammer tbs met dwangverpleging op te leggen. Dat heeft het Openbaar Ministerie (OM) <extra_id_0> forma-",['zojuist tijdens een pro'],4,6
heeft een boete van 2 miljoen euro gekregen van de Autoriteit Financile Marken (AFM). De toezichthouder verwijt de bank bepaalde informatie niet tijdig openbaar gemaakt te hebben.,heeft een boete <extra_id_0> gekregen van de Autoriteit Financile Marken (AFM). De toezichthouder verwijt de bank bepaalde informatie niet tijdig openbaar gemaakt te hebben.,['van 2 miljoen euro'],4,6
"De Stint mag in de huidige vorm niet meer terug op de openbare weg. Dat schrijft minister Cora van Nieuwenhuizen (Infrastructuur) vandaag aan de Tweede Kamer. Uit het onderzoek van TNO, dat vanmorgen wordt gepresenteerd, blijkt dat de elektrische bolderkar niet veilig genoeg is voor personenvervoer.","<extra_id_0> de huidige vorm <extra_id_1> op de openbare weg. Dat schrijft minister Cora van Nieuwenhuizen (Infrastructuur) vandaag aan de Tweede Kamer. Uit het onderzoek van TNO, dat vanmorgen wordt gepresenteerd, blijkt dat de elektrische bolderkar niet veilig genoeg is voor personenvervoer.","['De Stint mag in', 'niet meer terug']",7,6
Fotograaf Nico Brons en verslaggever Wichard Maassen nemen wekelijks een kijkje achter het nieuws. Vandaag:,Fotograaf Nico Brons en verslaggever Wichard Maassen <extra_id_0> een kijkje achter het nieuws. Vandaag:,['nemen wekelijks'],2,6
Minstens 44 met corona besmette Nederlanders doen mee aan een grote claim tegen de Tiroolse autoriteiten,Minstens 44 met corona besmette Nederlanders doen mee aan een grote claim tegen <extra_id_0> autoriteiten,['de Tiroolse'],2,6
Mijn vrouw en ik hebben na de diagnose een kwartier lang staan huilen. We zijn doodsbang voor wat er komen gaat.,Mijn vrouw en ik hebben na <extra_id_0> kwartier lang staan huilen. We zijn doodsbang voor wat er komen gaat.,['de diagnose een'],3,6
Zeker zeventig burgers zijn in 2015 om het leven gekomen door een aanval van een Nederlandse F-16 op een autobommenfabriek van IS in het Iraakse Hawija. Dat melden NOS en NRC op basis van bronnen.,Zeker zeventig burgers zijn in 2015 om het leven gekomen door een aanval van een Nederlandse <extra_id_0> van IS in het Iraakse Hawija. Dat melden NOS en NRC op basis van bronnen.,['F-16 op een autobommenfabriek'],5,6
"Als partijleider van Nida, goed voor twee zetels in de Rotterdamse gemeenteraad, hoopt Nourdin el Ouali (38) volgend jaar de Tweede Kamer in te gaan. ,,Wij zijn niet louter een moslimpartij.","Als partijleider van Nida, goed voor twee zetels in de <extra_id_0> el Ouali (38) volgend jaar de Tweede Kamer in te gaan. ,,Wij zijn niet louter een moslimpartij.","['Rotterdamse gemeenteraad, hoopt Nourdin']",5,6
Speelgoedwinkel Intertoys is failliet. De winkels blijven voorlopig gewoon open. Tot duidelijk is hoe het nu verder gaat met de speelgoedketen blijft het personeel aan het werk. Onderwijl wordt druk gesproken met verschillende partijen over een doorstart. Voor de ruim 3000 medewerkers ziet de toekomst er somber uit: voor hen is ontslag aangevraagd.,Speelgoedwinkel Intertoys is failliet. De winkels blijven voorlopig gewoon open. Tot duidelijk <extra_id_0> verder gaat met de speelgoedketen blijft het personeel aan het werk. Onderwijl wordt druk gesproken met verschillende partijen over een doorstart. Voor de ruim 3000 medewerkers ziet de toekomst er <extra_id_1> is ontslag aangevraagd.,"['is hoe het nu', 'somber uit: voor hen']",8,6
Een gebied met sneeuwval en ijsregen ligt nu boven het noordoosten van het land. Elders komt er plaatselijk ijzel voor en liggen er sneeuw- of ijsresten op de weg. Het is door dit alles op veel plaatsen glad.,Een gebied met sneeuwval en ijsregen ligt nu boven het noordoosten van het land. Elders komt er plaatselijk ijzel voor en liggen er sneeuw- of ijsresten op de <extra_id_0> door dit alles <extra_id_1> glad.,"['weg. Het is', 'op veel plaatsen']",6,6
Voorafgaand aan alle 21 races duikt AD Sportwereld per circuit in het track record van Max Verstappen en kijkt naar de prestaties van Honda van vorig jaar. Deel,Voorafgaand aan alle 21 races duikt AD Sportwereld per circuit in het track record <extra_id_0> kijkt naar de prestaties van Honda van vorig jaar. Deel,['van Max Verstappen en'],4,6
Ben je er niet aan toegekomen om al het regionale nieuws vandaag te volgen? Dit is het belangrijkste nieuws van,Ben je er niet aan toegekomen om al het regionale nieuws vandaag te volgen? Dit is <extra_id_0> van,['het belangrijkste nieuws'],3,6
In deze sportloze periode bellen we dagelijks met een jarige prominent uit de sportwereld. Door het coronavirus is het toch een heel andere verjaardag dan normaal. Vandaag:,In deze sportloze periode bellen we <extra_id_0> prominent uit de sportwereld. Door het coronavirus is het toch een heel andere verjaardag dan normaal. Vandaag:,['dagelijks met een jarige'],4,6
"In aanloop naar elke Formule 1-race kijken we dit seizoen vooruit naar het raceweekeinde met kenners, prominenten en liefhebbers. Voorafgaand aan de GP van","In aanloop naar elke Formule 1-race kijken we dit seizoen vooruit naar het raceweekeinde met kenners, prominenten en <extra_id_0> GP van",['liefhebbers. Voorafgaand aan de'],4,6
"Met de enorme massa aan geannuleerde vakanties zijn Nederlanders meer gebonden aan vakantie in eigen land. Maar wie zomers gaat kamperen, moet rekening houden met een nat pak. Maakt dat de stroom aan eigen toeristen minder groot op de Veluwe?","Met de enorme massa aan geannuleerde vakanties <extra_id_0> gebonden aan vakantie in eigen land. Maar wie zomers gaat kamperen, moet rekening houden met een nat pak. Maakt dat de stroom aan <extra_id_1> groot op de Veluwe?","['zijn Nederlanders meer', 'eigen toeristen minder']",6,6
Veel mensen blijven deze zomer vanwege de coronacrisis thuis. Wat is hun favoriete plekje op Voorne-Putten of Goeree-Overflakkee?,Veel mensen blijven deze zomer <extra_id_0> thuis. Wat is hun favoriete plekje op Voorne-Putten of Goeree-Overflakkee?,['vanwege de coronacrisis'],3,6
"n weigeren, vindt de Tweede Kamer. Dit omstreden voorstel van D66 haalt vandaag, na lang twijfelen bij verschillende partijen, toch een","n weigeren, vindt de Tweede Kamer. Dit omstreden voorstel van D66 <extra_id_0> lang twijfelen bij verschillende partijen, toch een","['haalt vandaag, na']",3,6
De geallieerde troepen deden er 75 jaar geleden ruim een maand over om de bezetter uit West-Brabant te verdrijven. Hoe verliep die weg naar de bevrijding? Deze kroniek in 36 delen beschrijft het van dag tot dag. Vandaag het,De geallieerde troepen deden er 75 jaar geleden ruim een maand over <extra_id_0> uit West-Brabant te verdrijven. <extra_id_1> weg naar de bevrijding? Deze kroniek in 36 delen beschrijft het van dag tot dag. Vandaag het,"['om de bezetter', 'Hoe verliep die']",6,6
. Volgens hem zijn in het programma schandelijke leugens verspreid over wat hij tijdens een debat in de Tweede Kamer heeft gezegd.,. <extra_id_0> in het programma schandelijke leugens verspreid over wat hij tijdens een debat in de Tweede Kamer heeft gezegd.,['Volgens hem zijn'],3,6
MonicaMonica Beek (42) is journalist. Ze woont samen met haar dochters van 11 en 8 en heeft een vriend.,MonicaMonica <extra_id_0> journalist. Ze woont samen met haar dochters van 11 en 8 en heeft een vriend.,['Beek (42) is'],3,6
"columnSchrijver, journalist en columnist Jerry Goossens schrijft van dinsdag tot en met zaterdag over wat hem opvalt in de stad Utrecht. Dit keer over het","columnSchrijver, journalist en columnist Jerry Goossens schrijft van dinsdag tot en <extra_id_0> hem opvalt in de stad Utrecht. Dit keer over het",['met zaterdag over wat'],4,6
In de rubriek Van wieg tot graf vertellen we het verhaal achter een familiebericht. Deze keer het levensverhaal van,In de rubriek Van wieg tot graf vertellen we <extra_id_0> een familiebericht. Deze keer het levensverhaal van,['het verhaal achter'],3,6
"Hij komt, hij komt, de lieve goede Sint. De goedheiligman en zijn Pieten kwam vandaag aan in Nederland. Na een lange reis vanuit Spanje brachten Sinterklaas en zijn Pieten meteen een bezoekje aan de Drechtsteden. AD De Dordtenaar verzamelt de leukste sinterklaasfotos uit de regio.",Hij <extra_id_0> lieve goede Sint. De goedheiligman en zijn Pieten kwam vandaag aan in Nederland. Na een <extra_id_1> Spanje brachten Sinterklaas en zijn Pieten meteen een bezoekje aan de Drechtsteden. AD De Dordtenaar verzamelt de leukste sinterklaasfotos uit de regio.,"['komt, hij komt, de', 'lange reis vanuit']",7,6
Demonstrerende boeren zijn morgen niet welkom op het Binnenhof in Den Haag. Dat heeft minister Ferd Grapperhaus van Justitie en Veiligheid laten weten. Hij zegt ook dat alle goede en noodzakelijke maatregelen worden genomen om het boerenprotest niet uit de hand te laten lopen.,Demonstrerende boeren zijn morgen niet welkom op het Binnenhof in <extra_id_0> heeft minister Ferd Grapperhaus van Justitie en Veiligheid laten weten. Hij zegt ook dat alle goede en noodzakelijke maatregelen worden genomen om het boerenprotest niet uit de hand <extra_id_1>,"['Den Haag. Dat', 'te laten lopen.']",7,6
"Wie ons banenlandschap bekijkt, ziet bijzondere functies voorbijkomen. Een field service engineer, een lab technician of een assemblagemedewerker: we hebben ze blijkbaar hard nodig, maar waarvoor en waarom? In deze serie vertelt elke week iemand over zijn of haar beroep. Vandaag:","Wie ons banenlandschap <extra_id_0> functies voorbijkomen. Een field service engineer, een lab technician of een assemblagemedewerker: we hebben ze blijkbaar hard nodig, maar waarvoor en waarom? In <extra_id_1> elke week iemand over zijn of haar beroep. Vandaag:","['bekijkt, ziet bijzondere', 'deze serie vertelt']",6,6
"CROMVOIRT - Op Resident de Leuvert in Cromvoirt is maandagnacht een chalet afgebrand. Hoewel de toegesnelde brandweer het vuur snel onder controle had, kan het chalet als verloren worden beschouwd. Niemand raakte gewond.",CROMVOIRT - Op Resident de Leuvert in Cromvoirt is maandagnacht een chalet afgebrand. Hoewel de toegesnelde brandweer het vuur snel onder <extra_id_0> chalet als verloren worden beschouwd. Niemand raakte gewond.,"['controle had, kan het']",5,6
gaat actrice en tv-presentatrice Sarah Chronis naar minder bekende steden en ontdekt ze pareltjes in bekendere hotspots. Deze keer is ze 48 uur in,gaat actrice en tv-presentatrice Sarah Chronis naar <extra_id_0> ontdekt ze pareltjes in bekendere hotspots. Deze keer is ze 48 uur in,['minder bekende steden en'],4,6
"De zware jongens halen de voorpaginas, de boefjes niet. Emma Thies doet elke week verslag van een","De zware jongens halen de voorpaginas, de boefjes niet. Emma Thies <extra_id_0> verslag van een",['doet elke week'],3,6
", dacht schrijfster Kim Heijdenrijk toen ze hoorde over die arme mevrouw Breek. Want het zal je maar overkomen: dat je drie echtgenoten verliest en dat je kinderen je dan ook nog worden afgenomen.",", dacht <extra_id_0> ze hoorde over die arme mevrouw Breek. Want het zal je maar overkomen: dat je drie echtgenoten verliest en dat je kinderen je dan ook nog worden afgenomen.",['schrijfster Kim Heijdenrijk toen'],5,6
In de rubriek Van wieg tot graf vertelt journalist Sjaak van de Groep het levensverhaal van een onlangs overleden stads- of streekgenoot. Vandaag het leven van,In de rubriek Van wieg tot graf vertelt journalist Sjaak van de <extra_id_0> een onlangs overleden stads- of streekgenoot. Vandaag het leven van,['Groep het levensverhaal van'],4,6
"zes kinderen in totale afzondering leefde, kende die familie al jaren. Met vader Gerrit-Jan van D. maakte",zes kinderen in <extra_id_0> kende die familie al jaren. Met vader Gerrit-Jan van D. maakte,"['totale afzondering leefde,']",3,6
Oud-scheidsrechter Mario van der Ende schrijft wekelijks een column in AD Haagsche Courant over voetbal. Deze,Oud-scheidsrechter Mario van der Ende schrijft wekelijks een column in <extra_id_0> Courant over voetbal. Deze,['AD Haagsche'],2,6
dat advocaat Khalid Kasem in 2015 informatie uit een lopend strafonderzoek aan de organisatie van Ridouan Taghi heeft gelekt.,dat advocaat Khalid Kasem in 2015 informatie uit een lopend strafonderzoek aan <extra_id_0> Ridouan Taghi heeft gelekt.,['de organisatie van'],3,6
"SchuimHans van der Beek doet elke dag verslag van feesten, presentaties en andere belangrijke bijeenkomsten in Amsterdam. Vandaag:","SchuimHans van der Beek doet elke <extra_id_0> feesten, presentaties en andere belangrijke bijeenkomsten in Amsterdam. Vandaag:",['dag verslag van'],3,6
Wat doen bekende Gelderlanders in het weekend?Elke week bespreekt iemand hier zijn of haar programma. Deze week,Wat doen bekende Gelderlanders in het weekend?Elke week bespreekt iemand hier zijn of <extra_id_0> week,['haar programma. Deze'],3,6
"De nieuwe coalitie van VVD, ChristenUnie & SGP, GroenLinks, PvdA en CDA heeft de ambitie om Zuid-Holland","De nieuwe coalitie van <extra_id_0> SGP, GroenLinks, PvdA en CDA heeft de ambitie om Zuid-Holland","['VVD, ChristenUnie &']",3,6
"8 Schrijver, journalist en columnist Jerry Goossens schrijft van dinsdag tot en met zaterdag over wat hem opvalt in de stad Utrecht. Dit keer over het","8 Schrijver, journalist en columnist <extra_id_0> dinsdag tot en met zaterdag over wat hem opvalt in de stad Utrecht. Dit keer over het",['Jerry Goossens schrijft van'],4,6
De EU is bereid om de Britse premier Theresa May meer tijd te geven voor de brexit onder voorwaarde dat het Britse parlement,De EU is bereid om de Britse premier Theresa May meer tijd te <extra_id_0> brexit onder voorwaarde dat het Britse parlement,['geven voor de'],3,6
"verdachten en veertig drieste hooligans. De balans na de aanval op het Woerdense caf Onze Vrienden. Het heeft er volgens de eigenaren alle schijn van dat de bruine kroeg doelbewust is belaagd. ,,Zij hadden de straten hier met hun autos geblokkeerd.",verdachten en veertig drieste hooligans. De balans na de aanval op het Woerdense caf <extra_id_0> heeft er volgens de eigenaren alle schijn van dat de bruine kroeg doelbewust is belaagd. <extra_id_1> straten hier met hun autos geblokkeerd.,"['Onze Vrienden. Het', ',,Zij hadden de']",6,6
"Een spijtoptant van de Italiaanse maffia deelt een dreun uit aan de Amsterdamse onderwereld. Drugshandelaar Giuseppe T. heeft belastende verklaringen afgelegd tegen Nederlandse, Italiaanse, Albanese, Turkse en Colombiaanse criminelen in de hoofdstad.","Een spijtoptant van de Italiaanse maffia deelt een dreun uit aan de Amsterdamse onderwereld. Drugshandelaar Giuseppe T. heeft belastende <extra_id_0> Italiaanse, Albanese, Turkse en Colombiaanse criminelen in de hoofdstad.","['verklaringen afgelegd tegen Nederlandse,']",5,6
"Waarnemend burgemeester Onno Hoes van Haarlemmermeer wordt niet de nieuwe, vaste burgemeester van die gemeente. Hij laat","Waarnemend burgemeester Onno Hoes van Haarlemmermeer wordt niet de nieuwe, vaste <extra_id_0> gemeente. Hij laat",['burgemeester van die'],3,6
seizoen een gegarandeerd succes. Wekelijks verschijnt hij in een nieuwe video op AD Koken & Eten waarin hij de kneepjes van het vak uitlegt.,seizoen een gegarandeerd <extra_id_0> in een nieuwe video op AD Koken & Eten waarin hij de kneepjes van het vak uitlegt.,['succes. Wekelijks verschijnt hij'],4,6
Een werknemer van scheepswerf Padmos in de haven van Stellendam is vanochtend tijdens werkzaamheden in een schip,Een werknemer van scheepswerf Padmos in de haven van Stellendam is <extra_id_0> in een schip,['vanochtend tijdens werkzaamheden'],3,6
Drievoudig moordverdachte Thijs H. blijft negentig dagen langer vast zitten. Dat heeft de rechtbank in Limburg besloten. H. wordt verdacht van de moord op drie wandelaars in Heerlen en Den Haag.,Drievoudig moordverdachte Thijs H. blijft <extra_id_0> zitten. Dat heeft de rechtbank in Limburg besloten. H. wordt verdacht van de moord op drie wandelaars in Heerlen en Den Haag.,['negentig dagen langer vast'],5,6
"Korpschef Erik Akerboom van de politie heeft forse kritiek op het kabinet, omdat het tot dusver geen vuurwerkverbod voor consumenten heeft ingesteld.","Korpschef Erik Akerboom van <extra_id_0> forse kritiek op het kabinet, omdat het tot dusver geen vuurwerkverbod voor consumenten heeft ingesteld.",['de politie heeft'],3,6
"Nu Linda de Mol en Wendy van Dijk naar Talpa verhuizen, krijgt Chantal Janzen het druk bij RTL 4. Heel erg druk. Want wie gaat die grote shows presenteren? Het groeit Chantal zo boven het hoofd, dat zoontje James (9) om aandacht moet smeken.","Nu Linda de Mol en Wendy van <extra_id_0> verhuizen, krijgt Chantal Janzen het druk bij RTL 4. Heel erg druk. Want wie gaat die grote shows presenteren? Het groeit Chantal zo boven het hoofd, dat zoontje James (9) om <extra_id_1>","['Dijk naar Talpa', 'aandacht moet smeken.']",7,6
"avond in de Noordzee bij Ameland vermist raakte, definitief gestaakt. Dat bevestigt een woordvoerder aan deze redactie. Aangenomen wordt dat het meisje niet langer in leven is.","<extra_id_0> bij Ameland vermist raakte, definitief gestaakt. Dat bevestigt een woordvoerder aan deze redactie. Aangenomen wordt dat het meisje niet langer in leven is.",['avond in de Noordzee'],4,6
"meer over dit onderwerp en over andere gebeurtenissen uit deze regio lezen, neem dan een abonnement op het AD of lees de krant digitaal.","meer over dit onderwerp en over andere gebeurtenissen uit deze regio lezen, <extra_id_0> op het AD of lees de krant digitaal.",['neem dan een abonnement'],4,6
"Jawed S., de 19-jarige Afghaan die op 31 augustus twee mensen neerstak op Amsterdam Centraal Station,","Jawed S., <extra_id_0> Afghaan die op 31 augustus twee mensen neerstak op Amsterdam Centraal Station,",['de 19-jarige'],2,6
De vader van het gezin dat vastzat in de boerderij in Ruinerwold is uit de Nederlandse tak van de Moonsekte gezet. Dat bevestigt,De vader <extra_id_0> dat vastzat in de boerderij in Ruinerwold is uit de Nederlandse tak van de Moonsekte gezet. Dat bevestigt,['van het gezin'],3,6
De Belastingdienst heeft in de persoonlijke dossiers die zij naar gedupeerden van de toeslagenaffaire heeft gestuurd hele pagina's zwartgelakt. SP-Kamerlid Renske Leijten is sprakeloos en spreekt van afplakjesdag'.,De Belastingdienst heeft in de persoonlijke dossiers die zij naar gedupeerden van de toeslagenaffaire heeft gestuurd hele pagina's zwartgelakt. SP-Kamerlid Renske Leijten <extra_id_0> van afplakjesdag'.,['is sprakeloos en spreekt'],4,6
"In Gelderland en Overijssel komt op een flink aantal plekken minder water uit de kraan, omdat het waterverbruik sinds gisteren extreem hoog is. Dat meldt waterbedrijf Vitens, dat de klanten dringend oproept om geen zwembadjes te vullen, de tuin niet te sproeien en zo kort mogelijk te douchen. Ook het gebruik van de wasmachine en het wassen van de auto moet even wachten.","In Gelderland en Overijssel komt op een flink aantal <extra_id_0> uit de kraan, omdat het waterverbruik sinds gisteren extreem hoog is. Dat meldt waterbedrijf Vitens, dat de klanten dringend oproept <extra_id_1> te vullen, de tuin niet <extra_id_2> zo kort mogelijk te douchen. Ook het gebruik van de wasmachine en het wassen van de auto moet even wachten.","['plekken minder water', 'om geen zwembadjes', 'te sproeien en']",9,6
Zeeland sluit de provincie voor toeristen. Ook de Amsterdamse Ebel Kemeling is met zijn gezin niet meer welkom in hun tweede huis. We zijn gewoon weggestuurd.,Zeeland sluit de provincie voor toeristen. <extra_id_0> Kemeling is met zijn gezin niet meer welkom in hun tweede huis. We zijn gewoon weggestuurd.,['Ook de Amsterdamse Ebel'],4,6
De Britse prins Harry (35) had het gevoel geen andere keus te hebben dan een stap terug te doen binnen de koninklijke familie. In een speech bij een liefdadigheidsinstelling in Londen reageerde de hertog van Sussex,De Britse prins Harry (35) had het gevoel geen andere keus te <extra_id_0> terug te doen binnen de koninklijke familie. In een speech bij een liefdadigheidsinstelling in Londen reageerde de hertog van Sussex,['hebben dan een stap'],5,6
"de zeer geliefde en lichtgehandicapte parkiet die op klaarlichte dag werd gestolen uit zijn speelboom, is terug. De vogel van Rob's Dierenshop aan de Rotterdamse Slinge werd woensdag door een man in zijn jaszak gestopt, zo was te zien op camerabeelden. Trouwe medewerker van de dierenwinkel Bonita Torcque is vreselijk blij dat","de <extra_id_0> parkiet die op klaarlichte dag werd gestolen uit zijn speelboom, is terug. De vogel van Rob's Dierenshop aan de Rotterdamse Slinge werd woensdag door een man in zijn jaszak gestopt, zo was te zien op camerabeelden. Trouwe medewerker van de dierenwinkel <extra_id_1> blij dat","['zeer geliefde en lichtgehandicapte', 'Bonita Torcque is vreselijk']",8,6
Belangenorganisatie COC heeft in een brief aan staatssecretaris Mark Harbers (Justitie en Veiligheid) gevraagd om de komst van de radicale Amerikaanse prediker Steven Anderson tegen te houden. De dominee heeft op YouTube aangekondigd op 23 mei een bezoek aan Amsterdam te brengen.,Belangenorganisatie COC heeft in een brief aan staatssecretaris Mark Harbers <extra_id_0> gevraagd om de komst van de <extra_id_1> Steven Anderson tegen te houden. De dominee heeft op YouTube aangekondigd op 23 mei een bezoek aan Amsterdam te brengen.,"['(Justitie en Veiligheid)', 'radicale Amerikaanse prediker']",6,6
"Ruim zeventien jaar nadat Corrie van der Valk, die deel uitmaakte van de bekende horecafamilie, spoorloos verdween, is haar raadselachtige verdwijning opgelost.","Ruim zeventien jaar nadat Corrie van der Valk, die deel <extra_id_0> bekende horecafamilie, spoorloos verdween, is haar raadselachtige verdwijning opgelost.",['uitmaakte van de'],3,6
"Fritz von Weizscker, de 59-jarige zoon van de voormalige president van de Bondsrepubliek Duitsland, is","Fritz von Weizscker, de 59-jarige zoon van de <extra_id_0> van de Bondsrepubliek Duitsland, is",['voormalige president'],2,6
Elke ochtend up-to-date met het laatste nieuws uit Dordrecht en omstreken? Schrijf je hier in! Voor nieuws uit,Elke ochtend up-to-date met <extra_id_0> uit Dordrecht en omstreken? Schrijf je hier in! Voor nieuws uit,['het laatste nieuws'],3,6
"De politie heeft vanochtend een inval gedaan in een woonwagenkamp in het Noord-Brabantse Lith. Het gaat om een volgend onderzoek in operatie Alfa, naar de koning van Brabantse onderwereld Martien R. en zijn criminele familie.",De politie heeft vanochtend een inval gedaan in een woonwagenkamp in het Noord-Brabantse Lith. Het gaat om een volgend <extra_id_0> naar de koning van Brabantse onderwereld Martien R. en zijn criminele familie.,"['onderzoek in operatie Alfa,']",5,6
Het coronavirus houdt de sportwereld in zijn greep. Lees in het liveblog hieronder de laatste ontwikkelingen. Zo heeft in Nederland TeamNL het initiatief genomen om mensen thuis fit te houden.,<extra_id_0> sportwereld in zijn greep. Lees in het liveblog hieronder de laatste ontwikkelingen. Zo heeft in Nederland TeamNL het initiatief genomen om mensen thuis fit te houden.,['Het coronavirus houdt de'],4,6
"De vakbonden roepen op tot een landelijke staking in ziekenhuizen op woensdag 20 november. Ze verwachten dat zeker de helft, 100.000 zorgmedewerkers, daar gehoor aan zal geven. Patinten die met spoed zorg nodig hebben, worden wl geholpen.","De vakbonden roepen op tot <extra_id_0> in ziekenhuizen op <extra_id_1> Ze verwachten dat zeker de helft, 100.000 zorgmedewerkers, daar gehoor aan zal geven. Patinten die met spoed zorg nodig hebben, worden wl geholpen.","['een landelijke staking', 'woensdag 20 november.']",6,6
VVD-senator Anne-Wil Duthler wordt per direct uit de Eerste-Kamerfractie van haar partij gezet. Dat heeft fractievoorzitter Annemarie Jorritsma haar zojuist laten weten.,VVD-senator Anne-Wil Duthler wordt per direct uit de Eerste-Kamerfractie van <extra_id_0> Dat heeft fractievoorzitter Annemarie Jorritsma haar zojuist laten weten.,['haar partij gezet.'],3,6
", baalt dat er een handgranaat in een plastic tasje aan zijn deur is gevonden. ,,Hier zit ik natuurlijk niet op te wachten.",", <extra_id_0> een handgranaat in een plastic tasje aan zijn deur is gevonden. ,,Hier zit ik natuurlijk niet op te wachten.",['baalt dat er'],3,6
voor de deur bij caf Dak van de Markt in Veenendaal: Geen idee in welke hoek we moeten zoeken,voor de deur bij caf Dak van de Markt <extra_id_0> idee in welke hoek we moeten zoeken,['in Veenendaal: Geen'],3,6
"Bij een schietincident in het Duitse Rot am See, in de deelstaat Baden-Wrttemberg, zijn zes doden en twee zwaargewonden gevallen. Dat heeft de politie bevestigd tegenover Duitse media. De schutter is gearresteerd","Bij een schietincident <extra_id_0> am See, in de deelstaat Baden-Wrttemberg, zijn zes doden en twee zwaargewonden gevallen. Dat heeft de politie bevestigd tegenover Duitse media. De schutter is gearresteerd",['in het Duitse Rot'],5,6
at zich later over het hele land uitbreidt. NS en ProRail hebben vast 20 procent van alle treinen geschrapt,at zich later over het hele land uitbreidt. NS <extra_id_0> vast 20 procent van alle treinen geschrapt,['en ProRail hebben'],3,6
In Amsterdam wordt vanaf 17.00 uur vanmiddag gedemonstreerd naar aanleiding van de dood van de zwarte Amerikaanse,In Amsterdam wordt vanaf 17.00 uur vanmiddag gedemonstreerd <extra_id_0> de dood van de zwarte Amerikaanse,['naar aanleiding van'],3,6
p Twitter vragen vele mensen zich af of een dergelijke massale bijeenkomst in deze tijden wel zon goed idee is.,p Twitter vragen vele mensen zich af of een dergelijke massale bijeenkomst in deze tijden wel <extra_id_0> is.,['zon goed idee'],3,6
"gerechtshof heeft het minder Marokkanen-proces rond PVV-leider Geert Wilders vanmiddag stilgelegd. Het hof geeft daarmee deels gehoor aan de oproep van Wilders, die de zaak wil aanhouden in afwachting van een extra zoektocht d","gerechtshof heeft het minder Marokkanen-proces rond PVV-leider Geert Wilders vanmiddag stilgelegd. Het hof geeft daarmee deels gehoor aan de oproep van Wilders, die de zaak wil aanhouden in <extra_id_0> zoektocht d",['afwachting van een extra'],5,6
