Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg),Title
seq700-0,small,"Acteur John Malkovich speelt zelf een kleine rol in absurd, vederlicht en tragisch debuut van clipregisseur Spike Jonze. Een verkommerde poppenspeler (John Cusack) vindt per ongeluk op kantoor een geheime gang die direct toegang geeft tot het brein van Malkovich en verkoopt met collega (Catherine Keener) toegangskaartjes voor dit magische evenement.","Acteur John Malkovich speelt zelf een kleine rol in absurd, vederlicht en tragisch debuut van <extra_id_0> verkommerde poppenspeler (John Cusack) vindt per ongeluk op kantoor een geheime gang die direct toegang geeft tot het brein van Malkovich <extra_id_1> (Catherine Keener) toegangskaartjes voor dit magische evenement.","Acteur John Malkovich speelt zelf een kleine rol in absurd, vederlicht en tragisch debuut van John Malkovich. De verkommerde poppenspeler (John Cusack) vindt per ongeluk op kantoor een geheime gang die direct toegang geeft tot het brein van Malkovich De fotograaf (Catherine Keener) toegangskaartjes voor dit magische evenement.","['clipregisseur Spike Jonze. Een', 'en verkoopt met collega']","['John Malkovich. De', 'De fotograaf']",8,15,6,"[0.8333333333333334, 0.8260869565217391]",0.83,nrc
seq701-0,small,speelt in de jaren vijftig en draait om het terugvinden van een kristallen schedel in het Amazonegebied. De bad guy is een vrouw: de,speelt in de jaren vijftig <extra_id_0> terugvinden van een kristallen schedel in het Amazonegebied. De bad guy is een vrouw: de,speelt in de jaren vijftig het terugvinden van een kristallen schedel in het Amazonegebied. De bad guy is een vrouw: de,['en draait om het'],['het'],4,15,6,[0.8125],0.81,nrc
seq702-0,small,e geleerde Irina Spalko (Cate Blanchett met een verrukkelijk Russisch accent). Een ambachtelijke blockbuster.,<extra_id_0> Irina Spalko (Cate Blanchett met een verrukkelijk Russisch accent). Een ambachtelijke blockbuster.,Irina Spalko (Cate Blanchett met een verrukkelijk Russisch accent). Een ambachtelijke blockbuster.,['e geleerde'],[''],2,15,6,[1.0],1.0,nrc
seq703-0,small,"verzamelt de wetenschapsredactie de leukste wetenschapsblogs, onderzoeken en interviews van de afgelopen week die u niet mogen ontgaan.","verzamelt de wetenschapsredactie de leukste wetenschapsblogs, onderzoeken en interviews <extra_id_0> week die u niet mogen ontgaan.","verzamelt de wetenschapsredactie de leukste wetenschapsblogs, onderzoeken en interviews deze week die u niet mogen ontgaan.",['van de afgelopen'],['deze'],3,15,6,[0.8125],0.81,nrc
seq704-0,small,"de werkelijke herkomst van 1,8 miljoen Nederlandse belgegevens in handen van de Amerikaanse afluisterdienst NSA wel degelijk","de werkelijke herkomst van 1,8 miljoen <extra_id_0> handen van de Amerikaanse afluisterdienst NSA wel degelijk","de werkelijke herkomst van 1,8 miljoen woorden in handen van de Amerikaanse afluisterdienst NSA wel degelijk",['Nederlandse belgegevens in'],['woorden in'],3,15,6,[0.7307692307692307],0.73,nrc
seq705-0,small,Ouderdom komt nu eenmaal met gebreken. En wat moeten we met mensen die euthanasie willen omdat ze niet in een verpleeghuis willen belanden? Dat is misschien begrijpelijk,Ouderdom komt nu eenmaal <extra_id_0> moeten we met mensen die euthanasie willen omdat ze niet in een verpleeghuis willen belanden? Dat is misschien begrijpelijk,Ouderdom komt nu eenmaal uit? Of moeten we met mensen die euthanasie willen omdat ze niet in een verpleeghuis willen belanden? Dat is misschien begrijpelijk,['met gebreken. En wat'],['uit? Of'],4,15,6,[0.9],0.9,nrc
seq706-0,small,Met flair en zwier en gesteund door de meer dan voortreffelijk spelende Anthony Hopkins en Emma Thompson verfilmde James Ivory Kazhuo Ishiguro's roman,Met flair en zwier en gesteund <extra_id_0> dan voortreffelijk spelende Anthony Hopkins en Emma Thompson verfilmde James Ivory Kazhuo Ishiguro's roman,Met flair en zwier en gesteund dan voortreffelijk spelende Anthony Hopkins en Emma Thompson verfilmde James Ivory Kazhuo Ishiguro's roman,['door de meer'],[''],3,15,6,[1.0],1.0,nrc
seq707-0,small,e Day': over een butler die zich in de jaren dertig zo volmaakt als butler heeft opgesteld dat hij in 1958 nog steeds niet weet hoe hij moet leven.,e Day': over een butler <extra_id_0> jaren dertig zo volmaakt als butler heeft opgesteld dat hij in 1958 nog steeds niet weet hoe hij moet leven.,e Day': over een butler die jaren dertig zo volmaakt als butler heeft opgesteld dat hij in 1958 nog steeds niet weet hoe hij moet leven.,['die zich in de'],['die'],4,15,6,[0.7857142857142857],0.79,nrc
seq708-0,small,"succesvolle verfilming van musical, die stripfiguur Little Orphan Annie plaatst in verhaaltje dat het midden houdt tussen Oliver Twist en Vadertje Langbeen.","succesvolle verfilming van musical, die stripfiguur Little Orphan Annie plaatst in verhaaltje dat het midden houdt tussen Oliver Twist <extra_id_0>","succesvolle verfilming van musical, die stripfiguur Little Orphan Annie plaatst in verhaaltje dat het midden houdt tussen Oliver Twist en Annie.",['en Vadertje Langbeen.'],['Annie.'],3,15,6,[0.8095238095238095],0.81,nrc
seq709-0,small,e jubilerende Allard van der Scheer als markante man die langzaam maar zeker zijn vat op de taal verliest.,e jubilerende Allard <extra_id_0> als markante man die langzaam maar zeker zijn vat op de taal verliest.,e jubilerende Allard als markante man die langzaam maar zeker zijn vat op de taal verliest.,['van der Scheer'],[''],3,15,6,[1.0],1.0,nrc
seq710-0,small,; Zin Sanne Wallis de Vries speelt haar tweede cabaretshow vol rare observaties en rake typeringen.,; Zin Sanne Wallis de Vries speelt haar tweede cabaretshow vol rare observaties <extra_id_0> typeringen.,; Zin Sanne Wallis de Vries speelt haar tweede cabaretshow vol rare observaties en typeringen.,['en rake'],['en'],2,15,6,[0.7142857142857143],0.71,nrc
seq711-0,small,". FORGET PARIS De geest van Woody Allen is vaardig over de film die Billy Crystal maakte over het relationele wel en wee van een solitaire basketbalscheidsrechter (Crystal) en een Amerikaanse Parisienne (Debra Winger). Een verrassend scenario,droogkomische dialogen en goede hoofd- en bijrollen (onder meer van Joe Mantegna en Julie Kavner) zorgen voor meer dan een standaard feelgood movie volgens beproefd Hollywood-recept. Amsterdam,",". FORGET PARIS De <extra_id_0> Allen <extra_id_1> de film die Billy Crystal maakte over het relationele wel en wee van een solitaire <extra_id_2> een Amerikaanse Parisienne (Debra Winger). Een verrassend scenario,droogkomische dialogen en goede hoofd- en bijrollen (onder meer van Joe Mantegna en Julie Kavner) zorgen voor meer dan een standaard feelgood movie volgens beproefd Hollywood-recept. Amsterdam,",". FORGET PARIS De film van Allen is de film die Billy Crystal maakte over het relationele wel en wee van een solitaire meisje in een Amerikaanse Parisienne (Debra Winger). Een verrassend scenario,droogkomische dialogen en goede hoofd- en bijrollen (onder meer van Joe Mantegna en Julie Kavner) zorgen voor meer dan een standaard feelgood movie volgens beproefd Hollywood-recept. Amsterdam,","['geest van Woody', 'is vaardig over', 'basketbalscheidsrechter (Crystal) en']","['film van', 'is', 'meisje in']",9,15,6,"[0.7333333333333333, 0.8666666666666667, 0.8333333333333334]",0.81,nrc
seq712-0,small,". TOT ZIENS Met een bewonderenswaardig oog voor detail maakte Heddy Honigmann een intieme film over de gedoemde liefde van een vrouw en een getrouwde man. Een ingetogen Johanna ter Steege en een sympathieke Guy van Sande geven kleur aan memorabele Hollandse scnes - van een woordeloze vrijage op de fiets tot een bitter-erotisch etentje bij de Chinees. Amsterdam, Kriterion",". TOT ZIENS Met een bewonderenswaardig oog voor detail maakte Heddy Honigmann een intieme film over de gedoemde liefde van een vrouw en een getrouwde <extra_id_0> Johanna ter Steege <extra_id_1> Guy van Sande geven kleur aan memorabele Hollandse scnes - van een woordeloze <extra_id_2> fiets tot een bitter-erotisch etentje bij de Chinees. Amsterdam, Kriterion",". TOT ZIENS Met een bewonderenswaardig oog voor detail maakte Heddy Honigmann een intieme film over de gedoemde liefde van een vrouw en een getrouwde man. Johanna ter Steege en Guy van Sande geven kleur aan memorabele Hollandse scnes - van een woordeloze rit op de fiets tot een bitter-erotisch etentje bij de Chinees. Amsterdam, Kriterion","['man. Een ingetogen', 'en een sympathieke', 'vrijage op de']","['man.', 'en', 'rit op de']",9,15,6,"[0.7777777777777778, 0.8888888888888888, 0.38461538461538464]",0.68,nrc
seq713-0,small,"Matilda (Danny DeVito, 1996, VS). Vakbekwame verfilming doet grotendeels recht aan de kwaliteiten van Roald Dahls boek (1988) over het superieure isolement van een gevoelig en begaafd meisje. Regisseur De","Matilda (Danny DeVito, 1996, VS). Vakbekwame verfilming <extra_id_0> de kwaliteiten van Roald Dahls boek (1988) over het superieure isolement van een gevoelig en begaafd meisje. Regisseur De","Matilda (Danny DeVito, 1996, VS). Vakbekwame verfilming van de kwaliteiten van Roald Dahls boek (1988) over het superieure isolement van een gevoelig en begaafd meisje. Regisseur De",['doet grotendeels recht aan'],['van'],4,15,6,[0.9230769230769231],0.92,nrc
seq714-0,small,een suggestie doen voor de wetenschappelijke vraag waar het essay over moet gaan. De winnende inzender krijgt een zilveren medaille.,een suggestie doen voor de wetenschappelijke vraag waar het essay over moet gaan. <extra_id_0> krijgt een zilveren medaille.,een suggestie doen voor de wetenschappelijke vraag waar het essay over moet gaan. Het essay krijgt een zilveren medaille.,['De winnende inzender'],['Het essay'],3,15,6,[0.85],0.85,nrc
seq715-0,small,"Het oog van de adelaar (Peter Flinth, 1997, Denemarken). Grootscheepse middeleeuwse avonturenfilm met een inventieve koningszoon, goede en slechte ridders en een reddende arend.","Het oog van de adelaar (Peter Flinth, 1997, Denemarken). Grootscheepse middeleeuwse avonturenfilm met een inventieve koningszoon, goede <extra_id_0> een reddende arend.","Het oog van de adelaar (Peter Flinth, 1997, Denemarken). Grootscheepse middeleeuwse avonturenfilm met een inventieve koningszoon, goede vader en een reddende arend.",['en slechte ridders en'],['vader en'],4,15,6,[0.7142857142857143],0.71,nrc
seq716-0,small,"van internetpiraterij, witwassen, auteursrechtenschending en het opzetten van een criminele organisatie.","van internetpiraterij, <extra_id_0> en het opzetten van een criminele organisatie.","van internetpiraterij, digitale content en het opzetten van een criminele organisatie.","['witwassen', 'auteursrechtenschending']",['digitale content'],2,15,6,[0.75],0.75,nrc
seq717-0,small,"n de Nederlandse Hervormde Kerk, de Gereformeerde Kerken in Nederland en de Evangelisch-Lutherse Kerk","n de Nederlandse Hervormde Kerk, de Gereformeerde Kerken in <extra_id_0> de Evangelisch-Lutherse Kerk","n de Nederlandse Hervormde Kerk, de Gereformeerde Kerken in de Kerken en de Evangelisch-Lutherse Kerk",['Nederland en'],['de Kerken en'],2,15,6,[0.5],0.5,nrc
seq718-0,small,Hoe komt de Partij van de Arbeid de klap van de Provinciale-Statenverkiezingen te boven? Het is een vraag die de partij in alle geledingen bezighoudt. Een serie gesprekken met mensen uit de PvdA over de toekomst. Vandaag het,Hoe komt de Partij van de Arbeid de klap van de Provinciale-Statenverkiezingen te boven? Het is een vraag <extra_id_0> in alle geledingen bezighoudt. Een serie gesprekken met mensen uit de <extra_id_1> toekomst. Vandaag het,Hoe komt de Partij van de Arbeid de klap van de Provinciale-Statenverkiezingen te boven? Het is een vraag die de partij in alle geledingen bezighoudt. Een serie gesprekken met mensen uit de toekomst en de toekomst. Vandaag het,"['die de partij', 'PvdA over de']","['die de partij', 'toekomst en de']",6,15,6,"[0.0, 0.7142857142857143]",0.36,nrc
seq719-0,small,"met veel vaart gefilmde tragikomedie over voetbal en ouder worden heeft enkele zwakke plekken, maar onderscheidt zich door enthousiast ensemblespel en typisch Hollandse beelden. Zeven jongens (Antonie Kamerling, Danny de Munk, Danil Boissevain, Peter Paul Muller, Raymi Sambo, Thomas Acda, Kasper van Kooten) maken voorafgaand aan hun 500ste competitiewedstrijd de balans op van hun leven en vriendschap.","<extra_id_0> gefilmde tragikomedie over voetbal en ouder worden heeft enkele zwakke plekken, maar onderscheidt zich door enthousiast <extra_id_1> Hollandse beelden. Zeven jongens (Antonie Kamerling, Danny de <extra_id_2> Peter Paul Muller, Raymi Sambo, Thomas Acda, Kasper van Kooten) maken voorafgaand aan hun 500ste competitiewedstrijd de balans op van hun leven en vriendschap.","De gefilmde tragikomedie over voetbal en ouder worden heeft enkele zwakke plekken, maar onderscheidt zich door enthousiast te zijn Hollandse beelden. Zeven jongens (Antonie Kamerling, Danny de Jong, Peter Paul Muller, Raymi Sambo, Thomas Acda, Kasper van Kooten) maken voorafgaand aan hun 500ste competitiewedstrijd de balans op van hun leven en vriendschap.","['met veel vaart', 'ensemblespel en typisch', 'Munk', 'Danil Boissevain,']","['De', 'te zijn', 'Jong,']",9,15,6,"[0.9285714285714286, 0.8695652173913043, 0.8]",0.87,nrc
seq720-0,small,"1987, VS). Slaafse kopie van de oorspronkelijke, prettig anarchistische komedie met de brutale komiek Eddie Murphy als de","<extra_id_0> kopie van de oorspronkelijke, prettig anarchistische komedie met de brutale komiek Eddie Murphy als de","de kopie van de oorspronkelijke, prettig anarchistische komedie met de brutale komiek Eddie Murphy als de","['1987', 'VS). Slaafse']",['de'],3,15,6,[1.0],1.0,nrc
seq721-0,small,Eerstejaars studenten maken voor NRC een eindexamen. Wat weten zij een jaar later nog van de stof? Vandaag:,Eerstejaars studenten maken voor NRC een eindexamen. Wat weten <extra_id_0> later nog van de stof? Vandaag:,Eerstejaars studenten maken voor NRC een eindexamen. Wat weten de later nog van de stof? Vandaag:,['zij een jaar'],['de'],3,15,6,[0.9166666666666666],0.92,nrc
seq722-0,small,". Steel Magnolias (Herbert Ross, 1989, VS). Weinig oorspronkelijke toneelverfilming is een draak voor oudere meisjes. Sally Field, Dolly Parton, Shirley MacLaine, Olympia Dukakis, Julia Roberts en Darryl Hannah spelen typetjes die elkaar ontmoeten in een",". Steel Magnolias (Herbert Ross, 1989, VS). Weinig oorspronkelijke toneelverfilming is een draak <extra_id_0> Field, Dolly Parton, Shirley MacLaine, Olympia Dukakis, Julia Roberts en Darryl Hannah spelen typetjes die elkaar ontmoeten in een",". Steel Magnolias (Herbert Ross, 1989, VS). Weinig oorspronkelijke toneelverfilming is een draak Met Carrie Field, Dolly Parton, Shirley MacLaine, Olympia Dukakis, Julia Roberts en Darryl Hannah spelen typetjes die elkaar ontmoeten in een",['voor oudere meisjes. Sally'],['Met Carrie'],5,15,6,[0.8461538461538461],0.85,nrc
seq723-0,small,"Hoogerland huilde uit bij zijn Dama Bianca. Ze zoende hem lang in zijn nek, een van de weinige plekjes waar de renner nog geen litteken heeft","Hoogerland huilde uit bij zijn Dama Bianca. <extra_id_0> in zijn nek, een van de weinige plekjes waar de renner nog geen litteken heeft","Hoogerland huilde uit bij zijn Dama Bianca. De eerste in zijn nek, een van de weinige plekjes waar de renner nog geen litteken heeft",['Ze zoende hem lang'],['De eerste'],4,15,6,[0.7777777777777778],0.78,nrc
seq724-0,small,"son, 1984, Zweden). Voor kinderen vanaf een jaar of negen, maar ook voor volwassenen, is deze verfilming van Astrid Lindgrens boek een verrukkelijk sprookje met betoverde wouden","son, 1984, Zweden). Voor kinderen vanaf een jaar of negen, maar ook <extra_id_0> verfilming van Astrid Lindgrens boek een verrukkelijk sprookje met betoverde wouden","son, 1984, Zweden). Voor kinderen vanaf een jaar of negen, maar ook voor verfilming van Astrid Lindgrens boek een verrukkelijk sprookje met betoverde wouden","['voor volwassenen', 'is deze']",['voor'],4,15,6,[0.75],0.75,nrc
seq725-0,small,1. d2-d4 Pg8-f6 2. c2-c4 e7-e6 3. Pg1-f3 b7-b6 4. g2-g3 Lc8-a6 5. b2-b3 Lf8-b4+ 6. Lc1-d2 Lb4-e7 7. Lf1-g2 c7-c6 8. Ld2-c3 d7-d5 9. Pf3-e5 Pf6-d7 10. Pe5xd7 Pb8xd7 11. Pb1-d2 0-0 12. 0-0,1. d2-d4 Pg8-f6 <extra_id_0> Pg1-f3 b7-b6 4. g2-g3 Lc8-a6 5. b2-b3 Lf8-b4+ 6. Lc1-d2 Lb4-e7 7. Lf1-g2 c7-c6 8. Ld2-c3 d7-d5 9. Pf3-e5 Pf6-d7 10. Pe5xd7 Pb8xd7 11. Pb1-d2 0-0 12. 0-0,1. d2-d4 Pg8-f6 2. Pg1-f3 b7-b6 4. g2-g3 Lc8-a6 5. b2-b3 Lf8-b4+ 6. Lc1-d2 Lb4-e7 7. Lf1-g2 c7-c6 8. Ld2-c3 d7-d5 9. Pf3-e5 Pf6-d7 10. Pe5xd7 Pb8xd7 11. Pb1-d2 0-0 12. 0-0,['2. c2-c4 e7-e6 3.'],['2.'],5,15,6,[0.8823529411764706],0.88,nrc
seq726-0,small,Jong in Groningen- Kunst uit de periode 1945-1975 De keuze van Henk van Os t/m 29 nov (050-3666555),Jong in Groningen- Kunst uit de periode 1945-1975 De keuze van Henk van Os t/m <extra_id_0>,Jong in Groningen- Kunst uit de periode 1945-1975 De keuze van Henk van Os t/m Jan van Os,['29 nov (050-3666555)'],['Os'],3,15,6,[1.0],1.0,nrc
seq727-0,small,"Tweede film over Babe, de buitengewone big, ruilt de zonnige charme van de eerste film in voor uitzinniger en platter vermaak. De art direction is adembenemend. Babe komt terecht in een stad waar zowel de Eiffeltoren als het Hollywoodsign als het Vrijheidsbeeld de skyline bepalen. Babe maakt onder de dieren in de stad veel vrienden en vijanden die later vrienden worden, onder wie de goudvis van een orang-oetan en een gemene pitbull die met zijn kop onder water in een Venetiaans kanaal hangt. In","Tweede film over Babe, de buitengewone big, ruilt de <extra_id_0> de eerste film in voor uitzinniger en platter vermaak. De art direction is adembenemend. Babe komt terecht in een stad waar <extra_id_1> het Hollywoodsign <extra_id_2> de skyline bepalen. Babe maakt onder de dieren in de stad veel vrienden en vijanden die later vrienden worden, onder wie de goudvis van een orang-oetan en een <extra_id_3> met zijn kop onder water in een Venetiaans kanaal hangt. In","Tweede film over Babe, de buitengewone big, ruilt de soundtrack van de eerste film in voor uitzinniger en platter vermaak. De art direction is adembenemend. Babe komt terecht in een stad waar de mannen het Hollywoodsign van de skyline bepalen. Babe maakt onder de dieren in de stad veel vrienden en vijanden die later vrienden worden, onder wie de goudvis van een orang-oetan en een meisje dat met zijn kop onder water in een Venetiaans kanaal hangt. In","['zonnige charme van', 'zowel de Eiffeltoren als', 'als het Vrijheidsbeeld', 'gemene pitbull die']","['soundtrack van', 'de mannen', 'van', 'meisje dat']",13,15,6,"[0.6111111111111112, 0.7916666666666666, 1.0, 0.7222222222222222]",0.78,nrc
seq728-0,small,"laat zien hoe drie daklozen overleven in Amsterdam tijdens de zomer van 1997, toen de Eurotop de stad zowel gezelliger als onverdraagzamer maakte. Regisseur","laat zien hoe drie daklozen overleven <extra_id_0> zomer van 1997, toen de Eurotop de stad zowel gezelliger als onverdraagzamer maakte. Regisseur","laat zien hoe drie daklozen overleven in de zomer van 1997, toen de Eurotop de stad zowel gezelliger als onverdraagzamer maakte. Regisseur",['in Amsterdam tijdens de'],['in de'],4,15,6,[0.782608695652174],0.78,nrc
seq729-0,small,een soort vriendschap ontwikkelt met alleenstaande moeder Helen Hunt (eveneens een Oscar) en de homoseksuele kunstschilder Greg Kinnear,een soort vriendschap ontwikkelt met alleenstaande moeder Helen Hunt (eveneens een Oscar) en <extra_id_0> Greg Kinnear,een soort vriendschap ontwikkelt met alleenstaande moeder Helen Hunt (eveneens een Oscar) en vader Greg Kinnear,['de homoseksuele kunstschilder'],['vader'],3,15,6,[0.896551724137931],0.9,nrc
seq730-0,small,"u. Dragonfly (Tom Shadyac, 2002, VS). Ernstig, bovennatuurlijk psychologisch drama. Rouwende arts Kevin Costner wil zo graag zijn verongelukte vrouw Susan","u. Dragonfly (Tom Shadyac, <extra_id_0> bovennatuurlijk psychologisch drama. Rouwende arts Kevin Costner wil zo graag zijn verongelukte vrouw Susan","u. Dragonfly (Tom Shadyac, ) is een bovennatuurlijk psychologisch drama. Rouwende arts Kevin Costner wil zo graag zijn verongelukte vrouw Susan","['2002', 'VS). Ernstig,']",[') is een'],3,15,6,[1.0],1.0,nrc
seq731-0,small,". Zowat het hele vloeroppervlak van de voormalige fabriekshal van De Pont wordt in beslag genomen door de beelden, die in lange rijen staan opgesteld",". Zowat het hele <extra_id_0> fabriekshal van De Pont wordt in beslag genomen door de beelden, die in lange rijen staan opgesteld",". Zowat het hele gebouw in de fabriekshal van De Pont wordt in beslag genomen door de beelden, die in lange rijen staan opgesteld",['vloeroppervlak van de voormalige'],['gebouw in de'],4,15,6,[0.78125],0.78,nrc
seq732-0,small,"in de vrije ontplooiing van de gaven die in de individuele mens verborgen liggen, het hoogst bereikbare ideaal","in de vrije ontplooiing van de gaven die <extra_id_0> mens verborgen liggen, het hoogst bereikbare ideaal","in de vrije ontplooiing van de gaven die door de mens verborgen liggen, het hoogst bereikbare ideaal",['in de individuele'],['door de'],3,15,6,[0.8235294117647058],0.82,nrc
seq733-0,small,"De vrijheidsgedachte die wij voorstaan, verdraagt zich niet met geloof in enig dogma, aanvaardt niet bij voorbaat enig gezag.","De <extra_id_0> voorstaan, verdraagt zich niet met geloof in enig dogma, aanvaardt niet bij voorbaat enig gezag.","De die voorstaan, verdraagt zich niet met geloof in enig dogma, aanvaardt niet bij voorbaat enig gezag.",['vrijheidsgedachte die wij'],['die'],3,15,6,[0.88],0.88,nrc
seq734-0,small,"Stakeout (John Badham, 1987, VS). Gewiekste kruising tussen thriller en komedie. Richard Dreyfuss speelt mooi-verward een rechercheur die samen met Emilio Estevez dag en nacht een gangsterliefje moet bespioneren. Hij wordt verliefd en zoekt incognito toenadering.","Stakeout (John Badham, 1987, VS). Gewiekste kruising tussen thriller en komedie. Richard Dreyfuss speelt mooi-verward een <extra_id_0> Emilio Estevez dag en nacht een gangsterliefje moet bespioneren. Hij wordt verliefd en zoekt incognito toenadering.","Stakeout (John Badham, 1987, VS). Gewiekste kruising tussen thriller en komedie. Richard Dreyfuss speelt mooi-verward een thriller waarin Emilio Estevez dag en nacht een gangsterliefje moet bespioneren. Hij wordt verliefd en zoekt incognito toenadering.",['rechercheur die samen met'],['thriller waarin'],5,15,6,[0.76],0.76,nrc
seq735-0,small,1. e2-e4 c7-c5 2. Pg1-f3 d7-d6 3. d2-d4 c5xd4 4. Pf3xd4 Pg8-f6 5. Pb1-c3 g7-g6 6. Lc1-e3 Lf8-g7 7. f2-f3,1. e2-e4 c7-c5 2. Pg1-f3 d7-d6 3. <extra_id_0> Pf3xd4 Pg8-f6 5. Pb1-c3 g7-g6 6. Lc1-e3 Lf8-g7 7. f2-f3,1. e2-e4 c7-c5 2. Pg1-f3 d7-d6 3. Pf3xd4 Pf3xd4 Pg8-f6 5. Pb1-c3 g7-g6 6. Lc1-e3 Lf8-g7 7. f2-f3,['d2-d4 c5xd4 4.'],['Pf3xd4'],3,15,6,[0.7857142857142857],0.79,nrc
seq736-0,small,"worden. Na een perfecte goudroof in Veneti belazert Edward Norton zijn medeboeven, onder wie Mark Wahlberg en Donald Sutherland.","worden. Na een perfecte goudroof in Veneti belazert Edward Norton zijn medeboeven, onder wie Mark Wahlberg <extra_id_0>","worden. Na een perfecte goudroof in Veneti belazert Edward Norton zijn medeboeven, onder wie Mark Wahlberg",['en Donald Sutherland.'],[''],3,15,6,[1.0],1.0,nrc
seq737-0,small,zich bij het uitgeven van het geld van de ondernemingsraad heeft schuldig gemaakt aan strafbare feiten,zich bij het uitgeven van het geld van de ondernemingsraad heeft <extra_id_0> aan strafbare feiten,zich bij het uitgeven van het geld van de ondernemingsraad heeft moeten houden aan strafbare feiten,['schuldig gemaakt'],['moeten houden'],2,15,6,[0.9375],0.94,nrc
seq738-0,small,"u. Hollow Man (Paul Verhoeven, 2000, VS/Duitsland). Geavanceerde speciale effecten kenmerken kille griezelfilm van Verhoeven. Kevin Bacon als geleerde die even onzichtbaar als kwaadaardig wordt.","u. Hollow Man (Paul Verhoeven, 2000, VS/Duitsland). Geavanceerde speciale effecten kenmerken kille griezelfilm van Verhoeven. Kevin <extra_id_0> even onzichtbaar als kwaadaardig wordt.","u. Hollow Man (Paul Verhoeven, 2000, VS/Duitsland). Geavanceerde speciale effecten kenmerken kille griezelfilm van Verhoeven. Kevin komt uit dat het even onzichtbaar als kwaadaardig wordt.",['Bacon als geleerde die'],['komt uit dat het'],4,15,6,[0.8636363636363636],0.86,nrc
seq739-0,small,"dat viel de afgelopen maanden dus danig tegen, vooral met dank aan de teruglopende advertentieopbrengsten. Toch waren er net genoeg om","dat viel de afgelopen maanden dus danig tegen, <extra_id_0> aan de teruglopende advertentieopbrengsten. Toch waren er net genoeg om","dat viel de afgelopen maanden dus danig tegen, zeker aan de teruglopende advertentieopbrengsten. Toch waren er net genoeg om",['vooral met dank'],['zeker'],3,15,6,[0.9333333333333333],0.93,nrc
seq740-0,small,Dardenne schetst een realistisch beeld van gesjacher met illegale buitenlanders in de verkommerde fabrieksstad Seraing. Vijftienjarige leerling-automonteur komt tegenover zijn vader te staan in dilemma over de morele grenzen van de uitbuiting. Authentieke quasi-documentaire cinema van hoog niveau.,Dardenne <extra_id_0> beeld van gesjacher met illegale buitenlanders in de verkommerde fabrieksstad Seraing. Vijftienjarige leerling-automonteur komt tegenover zijn vader <extra_id_1> dilemma over de morele grenzen van de uitbuiting. Authentieke quasi-documentaire cinema van hoog niveau.,Dardenne beeld van gesjacher met illegale buitenlanders in de verkommerde fabrieksstad Seraing. Vijftienjarige leerling-automonteur komt tegenover zijn vader in een dilemma over de morele grenzen van de uitbuiting. Authentieke quasi-documentaire cinema van hoog niveau.,"['schetst een realistisch', 'te staan in']","['', 'in een']",6,15,6,"[1.0, 0.8181818181818182]",0.91,nrc
seq741-0,small,"Verstuur de foto in jpg-formaat. Vergeet niet je naam, woonplaats en beschrijving mee te sturen. Afgebeelde perso","Verstuur de <extra_id_0> Vergeet niet je naam, woonplaats en beschrijving mee te sturen. Afgebeelde perso","Verstuur de beschrijving. Vergeet niet je naam, woonplaats en beschrijving mee te sturen. Afgebeelde perso",['foto in jpg-formaat.'],['beschrijving.'],3,15,6,[0.9],0.9,nrc
seq742-0,small,. Hij bestrijdt Mr. Freeze (Arnold Schwarzenegger) en de ecologische verleidster Poison Ivy (Uma Thurman) en wordt,. Hij bestrijdt Mr. Freeze (Arnold Schwarzenegger) en de ecologische verleidster Poison Ivy (Uma <extra_id_0>,. Hij bestrijdt Mr. Freeze (Arnold Schwarzenegger) en de ecologische verleidster Poison Ivy (Uma Vinci).,['Thurman) en wordt'],['Vinci).'],3,15,6,[0.9411764705882353],0.94,nrc
seq743-0,small,"What Women Want (Nancy Meyers, 2000, VS). Nadat een haardroger in zijn badkuip is gevallen, kan reclameman Mel Gibson hren wat vrouwen denken. Mild","What Women Want (Nancy Meyers, 2000, VS). Nadat een <extra_id_0> is gevallen, kan reclameman Mel Gibson hren wat vrouwen denken. Mild","What Women Want (Nancy Meyers, 2000, VS). Nadat een vrouw is gevallen, kan reclameman Mel Gibson hren wat vrouwen denken. Mild",['haardroger in zijn badkuip'],['vrouw'],4,15,6,[0.8846153846153846],0.88,nrc
seq744-0,small,". Beeldend en muzikaal vermaak over God, goesting en gekkigheid door het Vlaamse kleinkunstduo Kommil Foo.","<extra_id_0> en muzikaal vermaak over God, goesting en gekkigheid door het Vlaamse kleinkunstduo Kommil Foo.","verhalen en muzikaal vermaak over God, goesting en gekkigheid door het Vlaamse kleinkunstduo Kommil Foo.",['. Beeldend'],['verhalen'],2,15,6,[0.7],0.7,nrc
seq745-0,small,. Uit 1961 stamt dit legendarische animatieverhaal uit de studio's van Walt Disney en nog altijd is het onweerstaanbaar: met Cruella de Vil,. Uit 1961 stamt dit legendarische animatieverhaal uit de studio's van Walt Disney en nog altijd is het <extra_id_0> de Vil,. Uit 1961 stamt dit legendarische animatieverhaal uit de studio's van Walt Disney en nog altijd is het verhaal van de Vil,['onweerstaanbaar: met Cruella'],['verhaal van'],3,15,6,[0.8214285714285714],0.82,nrc
