Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq272-0,small,Geraakt door coronaIn een serie verhalen vertellen mensen hoe zij worden geraakt door de coronacrisis. Vandaag:,<extra_id_0> coronaIn een serie verhalen vertellen mensen hoe zij worden geraakt door de coronacrisis. Vandaag:,de coronaIn een serie verhalen vertellen mensen hoe zij worden geraakt door de coronacrisis. Vandaag:,['Geraakt door'],['de'],2,6,[0.9166666666666666],0.92
seq273-0,small,vandaag vanuit de regio naar Den Haag om te protesteren tegen de stikstofmaatregelen van het kabinet. Verslaggever Ilse van Driel g,<extra_id_0> regio naar Den Haag om te protesteren tegen de stikstofmaatregelen van het kabinet. Verslaggever Ilse van Driel g,t regio naar Den Haag om te protesteren tegen de stikstofmaatregelen van het kabinet. Verslaggever Ilse van Driel g,['vandaag vanuit de'],['t'],3,6,[0.9411764705882353],0.94
seq274-0,small,) is uit de race gestapt bij de Democraten voor het presidentschap van de Verenigde Staten. Hij maakte dat van,) is uit de race gestapt bij de Democraten voor het presidentschap van de <extra_id_0> maakte dat van,) is uit de race gestapt bij de Democraten voor het presidentschap van de race maakte dat van,['Verenigde Staten. Hij'],['race'],3,6,[0.8571428571428571],0.86
seq275-0,small,Columniste en journaliste Marieke Dubbelman schrijft op maandag en zaterdag over zaken in Utrecht of de regio die haar zijn opgevallen. Dit keer over de,Columniste en journaliste Marieke Dubbelman schrijft op maandag en zaterdag over <extra_id_0> de regio die haar zijn opgevallen. Dit keer over de,Columniste en journaliste Marieke Dubbelman schrijft op maandag en zaterdag over de de regio die haar zijn opgevallen. Dit keer over de,['zaken in Utrecht of'],['de'],4,6,[0.9473684210526315],0.95
seq276-0,small,"opgepakt bij het Belgische festival Tomorrowland en verblijft momenteel in een Vlaamse cel, meldt de Gazet van Antwerpen. Volgens de krant had de actrice verschillende soorten drugs bij zich en werd er tijdens een huiszoeking op haar verblijfadres nog meer gevonden. Haar advocaat spreekt van een zeer fout gelopen experiment.",opgepakt bij het Belgische festival Tomorrowland en verblijft momenteel in een Vlaamse <extra_id_0> van <extra_id_1> had de actrice verschillende soorten drugs bij zich en werd er tijdens een huiszoeking op haar verblijfadres nog meer gevonden. Haar advocaat spreekt van een zeer fout gelopen experiment.,opgepakt bij het Belgische festival Tomorrowland en verblijft momenteel in een Vlaamse Haar van een zeer had de actrice verschillende soorten drugs bij zich en werd er tijdens een huiszoeking op haar verblijfadres nog meer gevonden. Haar advocaat spreekt van een zeer fout gelopen experiment.,"['cel', 'meldt de Gazet', 'Antwerpen. Volgens de krant']","['Haar', 'een zeer']",8,6,"[1.0, 0.7142857142857143]",0.86
seq277-0,small,Leo van der Velde schrijft wekelijks een brief aan kleindochter Rachel (6) waarin hij haar vertelt over het Den Haag van toen.,Leo van der Velde schrijft wekelijks <extra_id_0> kleindochter Rachel (6) waarin hij haar vertelt over het Den Haag van toen.,Leo van der Velde schrijft wekelijks t kleindochter Rachel (6) waarin hij haar vertelt over het Den Haag van toen.,['een brief aan'],['t'],3,6,[1.0],1.0
seq278-0,small,"De Turn on the Lights lichtshow, die ieder jaar door de Bijenkorf wordt georganiseerd als startschot van het feestseizoen, gaat niet door.","De Turn on the Lights lichtshow, die ieder jaar door de Bijenkorf <extra_id_0> startschot van het feestseizoen, gaat niet door.","De Turn on the Lights lichtshow, die ieder jaar door de Bijenkorf en startschot van het feestseizoen, gaat niet door.",['wordt georganiseerd als'],['en'],3,6,[0.9130434782608695],0.91
seq279-0,small,Gezond op de ZaakWerken kan behoorlijk ongezond zijn. Wat klopt er van alle beweringen over gezond werken? Vandaag:,Gezond op de <extra_id_0> ongezond zijn. Wat klopt er van alle beweringen over gezond werken? Vandaag:,Gezond op de zijn ongezond zijn. Wat klopt er van alle beweringen over gezond werken? Vandaag:,['ZaakWerken kan behoorlijk'],['zijn'],3,6,[0.92],0.92
seq280-0,small,. Op sommige plekken wordt een winterdek van enkele centimeters voorspeld. De KNMI heeft code geel afgekondigd vanaf acht uur,<extra_id_0> plekken wordt een winterdek van enkele centimeters voorspeld. De KNMI heeft code geel afgekondigd vanaf acht uur,het plekken wordt een winterdek van enkele centimeters voorspeld. De KNMI heeft code geel afgekondigd vanaf acht uur,['. Op sommige'],['het'],3,6,[1.0],1.0
seq281-0,small,Niek Druijff (42) verruilt het Nederlandse platteland voor Singapore. Als huisman tussen de expats schrijft hij wekelijks over zijn belevenissen. Vandaag:,Niek Druijff (42) verruilt <extra_id_0> voor Singapore. Als huisman tussen de expats schrijft hij wekelijks over zijn belevenissen. Vandaag:,Niek Druijff (42) verruilt e voor Singapore. Als huisman tussen de expats schrijft hij wekelijks over zijn belevenissen. Vandaag:,['het Nederlandse platteland'],['e'],3,6,[0.9615384615384616],0.96
seq282-0,small,oktober De geallieerde troepen deden er 75 jaar geleden ruim een maand over om de bezetter uit West-Brabant te verdrijven. Hoe verliep die weg naar de bevrijding? Deze kroniek in 36 delen beschrijft het van dag tot dag. Vandaag het,oktober De geallieerde troepen deden er 75 jaar geleden ruim een maand over om de bezetter uit West-Brabant te verdrijven. Hoe <extra_id_0> naar de bevrijding? <extra_id_1> 36 delen beschrijft het van dag tot dag. Vandaag het,oktober De geallieerde troepen deden er 75 jaar geleden ruim een maand over om de bezetter uit West-Brabant te verdrijven. Hoe l naar de bevrijding? De 36 delen beschrijft het van dag tot dag. Vandaag het,"['verliep die weg', 'Deze kroniek in']","['l', 'De']",6,6,"[0.9333333333333333, 0.8666666666666667]",0.9
seq283-0,small,meldingen gedaan van mensen die zijn overleden aan het coronavirus. Het totaal aantal overleden patinten komt daarmee op 1,meldingen gedaan van mensen die zijn overleden aan het coronavirus. Het totaal aantal overleden patinten <extra_id_0> 1,meldingen gedaan van mensen die zijn overleden aan het coronavirus. Het totaal aantal overleden patinten 1,['komt daarmee op'],[''],3,6,[1.0],1.0
seq284-0,small,april Het kabinet heeft in verband met het coronavirus drastische maatregelen genomen. Dit heeft ook gevolgen voor de Drechtsteden. Volg de ontwikkelingen in de regio in ons blog. In ons dossier vind je alle artikelen over het coronavirus in de Drechtsteden. Mist u iets? Tip de redactie: dd.redactie@ad.nl. 0,april Het kabinet heeft in verband met het <extra_id_0> genomen. Dit heeft ook gevolgen voor de Drechtsteden. Volg de ontwikkelingen in de <extra_id_1> In ons dossier vind je alle artikelen over het coronavirus in de Drechtsteden. Mist u iets? Tip de redactie: dd.redactie@ad.nl. 0,april Het kabinet heeft in verband met het heeft genomen. Dit heeft ook gevolgen voor de Drechtsteden. Volg de ontwikkelingen in de Drechtsteden. In ons dossier vind je alle artikelen over het coronavirus in de Drechtsteden. Mist u iets? Tip de redactie: dd.redactie@ad.nl. 0,"['coronavirus drastische maatregelen', 'regio in ons blog.']","['heeft', 'Drechtsteden.']",7,6,"[0.9117647058823529, 0.8333333333333334]",0.87
seq285-0,small,"Wie komt, wie gaat? Wordt de hele selectie verbouwd of volstaat een gerichte aankoop? Kortom, hoe heet wordt de transferzomer bij de eredivisieclubs. Dit artikel wordt in de loop van de dag aangevuld. Vandaag","Wie komt, wie gaat? Wordt de hele selectie verbouwd of volstaat een gerichte aankoop? <extra_id_0> de transferzomer bij de eredivisieclubs. Dit artikel wordt in de loop van de dag aangevuld. Vandaag","Wie komt, wie gaat? Wordt de hele selectie verbouwd of volstaat een gerichte aankoop? Wordt de transferzomer bij de eredivisieclubs. Dit artikel wordt in de loop van de dag aangevuld. Vandaag","['Kortom', 'hoe heet wordt']",['Wordt'],5,6,[0.6666666666666666],0.67
seq286-0,small,in een kletsnat Utrecht het Centraal Militair Hospitaal op De Uithof heropend. Het pand werd de afgelopen twee jaar verbouwd en uitgebreid.,in een kletsnat Utrecht het Centraal Militair <extra_id_0> Uithof heropend. Het pand werd de afgelopen twee jaar verbouwd en uitgebreid.,in een kletsnat Utrecht het Centraal Militair Uithof heropend. Het pand werd de afgelopen twee jaar verbouwd en uitgebreid.,['Hospitaal op De'],[''],3,6,[1.0],1.0
seq287-0,small,"Wijsheid komt met de jaren. Omdat acteur Joost Prinsen (76) een eind op weg is, beantwoordt hij uw vragen.","Wijsheid komt met de jaren. Omdat acteur Joost Prinsen (76) een eind op weg is, <extra_id_0> vragen.","Wijsheid komt met de jaren. Omdat acteur Joost Prinsen (76) een eind op weg is, het vragen.",['beantwoordt hij uw'],['het'],3,6,[0.8888888888888888],0.89
seq288-0,small,". Er zouden vier gewonden zijn. Ook zou er zijn gevochten. De bestuurder van de auto is aangehouden, samen met een tweede verdachte, een vrouw.",". Er zouden vier gewonden zijn. Ook zou er zijn <extra_id_0> de auto is aangehouden, samen met een tweede verdachte, een vrouw.",". Er zouden vier gewonden zijn. Ook zou er zijn Er de auto is aangehouden, samen met een tweede verdachte, een vrouw.",['gevochten. De bestuurder van'],['Er'],4,6,[0.9642857142857143],0.96
seq289-0,small,In het Huisdierenziekenhuis in Honselersdijk is de kattenziekte vastgesteld bij een Britse korthaar. Katteneigenaren moeten oppassen voor deze,In <extra_id_0> Honselersdijk is de kattenziekte vastgesteld bij een Britse korthaar. Katteneigenaren moeten oppassen voor deze,In een Honselersdijk is de kattenziekte vastgesteld bij een Britse korthaar. Katteneigenaren moeten oppassen voor deze,['het Huisdierenziekenhuis in'],['een'],3,6,[0.8888888888888888],0.89
seq290-0,small,Een witgoudenrandje in deze coronatijden. Het aspergeseizoen is weer gestart. Ook in de verswinkels bij de kwekerijen staat veiligheid op n.,Een witgoudenrandje in deze coronatijden. Het aspergeseizoen is weer gestart. Ook in de verswinkels <extra_id_0> staat veiligheid op n.,Een witgoudenrandje in deze coronatijden. Het aspergeseizoen is weer gestart. Ook in de verswinkels eizoen staat veiligheid op n.,['bij de kwekerijen'],['eizoen'],3,6,[0.8235294117647058],0.82
seq291-0,small,"In online serie Premire deelt filmkenner Dennis Alink wekelijks de beste film- en serietips voor de bioscoop, televisie en video on demand. Met deze week","<extra_id_0> deelt filmkenner Dennis Alink wekelijks de beste film- en serietips voor de bioscoop, televisie en video on demand. Met deze week","en deelt filmkenner Dennis Alink wekelijks de beste film- en serietips voor de bioscoop, televisie en video on demand. Met deze week",['In online serie Premire'],['en'],4,6,[0.9565217391304348],0.96
seq292-0,small,Cabaretier en muzikant Kiki Schippers schrijft elke zaterdag een column over het leven in Woerden. Vandaag schrijft ze over h,Cabaretier en muzikant Kiki Schippers schrijft elke zaterdag een column <extra_id_0> in Woerden. Vandaag schrijft ze over h,Cabaretier en muzikant Kiki Schippers schrijft elke zaterdag een column ist in Woerden. Vandaag schrijft ze over h,['over het leven'],['ist'],3,6,[0.9285714285714286],0.93
seq293-0,small,De 67-jarige vader Gerrit-Jan van D. die negen jaar lang met zes kinderen in totale afzondering leefde op een boerderij in Ruinerwold,De 67-jarige vader <extra_id_0> die negen jaar lang met zes kinderen in totale afzondering leefde op een boerderij in Ruinerwold,De 67-jarige vader ing die negen jaar lang met zes kinderen in totale afzondering leefde op een boerderij in Ruinerwold,['Gerrit-Jan van D.'],['ing'],3,6,[0.8823529411764706],0.88
seq294-0,small,zijn twee handgranaten gevonden. Het pakketje was vastgemaakt aan de witte rolluiken van de zaak. De,zijn twee handgranaten gevonden. Het pakketje was vastgemaakt aan de <extra_id_0> van de zaak. De,zijn twee handgranaten gevonden. Het pakketje was vastgemaakt aan de zaak van de zaak. De,['witte rolluiken'],['zaak'],2,6,[0.9333333333333333],0.93
seq295-0,small,"</a> <a href=""https://twitter.com/hashtag/brand?src=hash&amp;ref_src=twsrc%5Etfw"">#brand</a> <a href=""https://t.co/","</a> <a href=""https://twitter.com/hashtag/brand?src=hash&amp;ref_src=twsrc%5Etfw"">#brand</a> <a href=""https://t.co/","</a> <a href=""https://twitter.com/hashtag/brand?src=hash&amp;ref_src=twsrc%5Etfw"">#brand</a> <a href=""https://t.co/",[''],[],1,6,[],
seq296-0,small,rond 20.10 uur bevrijd uit zijn benarde positie. Het kind is in zorgwekkende toestand naar een ziekenhuis gebracht.,rond <extra_id_0> uit zijn benarde positie. Het kind is in zorgwekkende toestand naar een ziekenhuis gebracht.,rond e uit zijn benarde positie. Het kind is in zorgwekkende toestand naar een ziekenhuis gebracht.,['20.10 uur bevrijd'],['e'],3,6,[0.9411764705882353],0.94
seq297-0,small,"eskundigen die vermeende insulinemoordenaar Rahiied A. (22) hebben onderzocht, adviseren de jonge Rotterdammer tbs met dwangverpleging op te leggen. Dat heeft het Openbaar Ministerie (OM) zojuist tijdens een pro forma-","eskundigen die vermeende insulinemoordenaar Rahiied A. (22) hebben onderzocht, adviseren de jonge Rotterdammer tbs met dwangverpleging op te leggen. Dat heeft het Openbaar Ministerie (OM) <extra_id_0> forma-","eskundigen die vermeende insulinemoordenaar Rahiied A. (22) hebben onderzocht, adviseren de jonge Rotterdammer tbs met dwangverpleging op te leggen. Dat heeft het Openbaar Ministerie (OM) te forma-",['zojuist tijdens een pro'],['te'],4,6,[0.9130434782608695],0.91
seq298-0,small,heeft een boete van 2 miljoen euro gekregen van de Autoriteit Financile Marken (AFM). De toezichthouder verwijt de bank bepaalde informatie niet tijdig openbaar gemaakt te hebben.,heeft een boete <extra_id_0> gekregen van de Autoriteit Financile Marken (AFM). De toezichthouder verwijt de bank bepaalde informatie niet tijdig openbaar gemaakt te hebben.,heeft een boete en gekregen van de Autoriteit Financile Marken (AFM). De toezichthouder verwijt de bank bepaalde informatie niet tijdig openbaar gemaakt te hebben.,['van 2 miljoen euro'],['en'],4,6,[0.8888888888888888],0.89
seq299-0,small,"De Stint mag in de huidige vorm niet meer terug op de openbare weg. Dat schrijft minister Cora van Nieuwenhuizen (Infrastructuur) vandaag aan de Tweede Kamer. Uit het onderzoek van TNO, dat vanmorgen wordt gepresenteerd, blijkt dat de elektrische bolderkar niet veilig genoeg is voor personenvervoer.","<extra_id_0> de huidige vorm <extra_id_1> op de openbare weg. Dat schrijft minister Cora van Nieuwenhuizen (Infrastructuur) vandaag aan de Tweede Kamer. Uit het onderzoek van TNO, dat vanmorgen wordt gepresenteerd, blijkt dat de elektrische bolderkar niet veilig genoeg is voor personenvervoer.","op de huidige vorm aar op de openbare weg. Dat schrijft minister Cora van Nieuwenhuizen (Infrastructuur) vandaag aan de Tweede Kamer. Uit het onderzoek van TNO, dat vanmorgen wordt gepresenteerd, blijkt dat de elektrische bolderkar niet veilig genoeg is voor personenvervoer.","['De Stint mag in', 'niet meer terug']","['op', 'aar']",7,6,"[1.0, 0.9333333333333333]",0.97
seq300-0,small,Fotograaf Nico Brons en verslaggever Wichard Maassen nemen wekelijks een kijkje achter het nieuws. Vandaag:,Fotograaf Nico Brons en verslaggever Wichard Maassen <extra_id_0> een kijkje achter het nieuws. Vandaag:,Fotograaf Nico Brons en verslaggever Wichard Maassen Het het een kijkje achter het nieuws. Vandaag:,['nemen wekelijks'],['Het het'],2,6,[0.8],0.8
seq301-0,small,Minstens 44 met corona besmette Nederlanders doen mee aan een grote claim tegen de Tiroolse autoriteiten,Minstens 44 met corona besmette Nederlanders doen mee aan een grote claim tegen <extra_id_0> autoriteiten,Minstens 44 met corona besmette Nederlanders doen mee aan een grote claim tegen een autoriteiten,['de Tiroolse'],['een'],2,6,[0.9090909090909091],0.91
seq302-0,small,Mijn vrouw en ik hebben na de diagnose een kwartier lang staan huilen. We zijn doodsbang voor wat er komen gaat.,Mijn vrouw en ik hebben na <extra_id_0> kwartier lang staan huilen. We zijn doodsbang voor wat er komen gaat.,Mijn vrouw en ik hebben na ar kwartier lang staan huilen. We zijn doodsbang voor wat er komen gaat.,['de diagnose een'],['ar'],3,6,[0.9333333333333333],0.93
seq303-0,small,Zeker zeventig burgers zijn in 2015 om het leven gekomen door een aanval van een Nederlandse F-16 op een autobommenfabriek van IS in het Iraakse Hawija. Dat melden NOS en NRC op basis van bronnen.,Zeker zeventig burgers zijn in 2015 om het leven gekomen door een aanval van een Nederlandse <extra_id_0> van IS in het Iraakse Hawija. Dat melden NOS en NRC op basis van bronnen.,Zeker zeventig burgers zijn in 2015 om het leven gekomen door een aanval van een Nederlandse Hawija. Dat melden NOS van IS in het Iraakse Hawija. Dat melden NOS en NRC op basis van bronnen.,['F-16 op een autobommenfabriek'],['Hawija. Dat melden NOS'],5,6,[0.8275862068965517],0.83
seq304-0,small,"Als partijleider van Nida, goed voor twee zetels in de Rotterdamse gemeenteraad, hoopt Nourdin el Ouali (38) volgend jaar de Tweede Kamer in te gaan. ,,Wij zijn niet louter een moslimpartij.","Als partijleider van Nida, goed voor twee zetels in de <extra_id_0> el Ouali (38) volgend jaar de Tweede Kamer in te gaan. ,,Wij zijn niet louter een moslimpartij.","Als partijleider van Nida, goed voor twee zetels in de tweede Kamer el Ouali (38) volgend jaar de Tweede Kamer in te gaan. ,,Wij zijn niet louter een moslimpartij.","['Rotterdamse gemeenteraad', 'hoopt Nourdin']",['tweede Kamer'],5,6,[0.6666666666666666],0.67
seq305-0,small,Speelgoedwinkel Intertoys is failliet. De winkels blijven voorlopig gewoon open. Tot duidelijk is hoe het nu verder gaat met de speelgoedketen blijft het personeel aan het werk. Onderwijl wordt druk gesproken met verschillende partijen over een doorstart. Voor de ruim 3000 medewerkers ziet de toekomst er somber uit: voor hen is ontslag aangevraagd.,Speelgoedwinkel Intertoys is failliet. De winkels blijven voorlopig gewoon open. Tot duidelijk <extra_id_0> verder gaat met de speelgoedketen blijft het personeel aan het werk. Onderwijl wordt druk gesproken met verschillende partijen over een doorstart. Voor de ruim 3000 medewerkers ziet de toekomst er <extra_id_1> is ontslag aangevraagd.,Speelgoedwinkel Intertoys is failliet. De winkels blijven voorlopig gewoon open. Tot duidelijk e verder gaat met de speelgoedketen blijft het personeel aan het werk. Onderwijl wordt druk gesproken met verschillende partijen over een doorstart. Voor de ruim 3000 medewerkers ziet de toekomst er het winkels is ontslag aangevraagd.,"['is hoe het nu', 'somber uit: voor hen']","['e', 'het winkels']",8,6,"[0.9230769230769231, 0.85]",0.89
seq306-0,small,Een gebied met sneeuwval en ijsregen ligt nu boven het noordoosten van het land. Elders komt er plaatselijk ijzel voor en liggen er sneeuw- of ijsresten op de weg. Het is door dit alles op veel plaatsen glad.,Een gebied met sneeuwval en ijsregen ligt nu boven het noordoosten van het land. Elders komt er plaatselijk ijzel voor en liggen er sneeuw- of ijsresten op de <extra_id_0> door dit alles <extra_id_1> glad.,Een gebied met sneeuwval en ijsregen ligt nu boven het noordoosten van het land. Elders komt er plaatselijk ijzel voor en liggen er sneeuw- of ijsresten op de liggen door dit alles en glad.,"['weg. Het is', 'op veel plaatsen']","['liggen', 'en']",6,6,"[0.8181818181818182, 0.875]",0.85
seq307-0,small,Voorafgaand aan alle 21 races duikt AD Sportwereld per circuit in het track record van Max Verstappen en kijkt naar de prestaties van Honda van vorig jaar. Deel,Voorafgaand aan alle 21 races duikt AD Sportwereld per circuit in het track record <extra_id_0> kijkt naar de prestaties van Honda van vorig jaar. Deel,Voorafgaand aan alle 21 races duikt AD Sportwereld per circuit in het track record Deel kijkt naar de prestaties van Honda van vorig jaar. Deel,['van Max Verstappen en'],['Deel'],4,6,[0.9047619047619048],0.9
seq308-0,small,Ben je er niet aan toegekomen om al het regionale nieuws vandaag te volgen? Dit is het belangrijkste nieuws van,Ben je er niet aan toegekomen om al het regionale nieuws vandaag te volgen? Dit is <extra_id_0> van,Ben je er niet aan toegekomen om al het regionale nieuws vandaag te volgen? Dit is het regionale nieuws van,['het belangrijkste nieuws'],['het regionale nieuws'],3,6,[0.375],0.38
seq309-0,small,In deze sportloze periode bellen we dagelijks met een jarige prominent uit de sportwereld. Door het coronavirus is het toch een heel andere verjaardag dan normaal. Vandaag:,In deze sportloze periode bellen we <extra_id_0> prominent uit de sportwereld. Door het coronavirus is het toch een heel andere verjaardag dan normaal. Vandaag:,In deze sportloze periode bellen we have a prominent uit de sportwereld. Door het coronavirus is het toch een heel andere verjaardag dan normaal. Vandaag:,['dagelijks met een jarige'],['have a'],4,6,[0.8333333333333334],0.83
seq310-0,small,"In aanloop naar elke Formule 1-race kijken we dit seizoen vooruit naar het raceweekeinde met kenners, prominenten en liefhebbers. Voorafgaand aan de GP van","In aanloop naar elke Formule 1-race kijken we dit seizoen vooruit naar het raceweekeinde met kenners, prominenten en <extra_id_0> GP van","In aanloop naar elke Formule 1-race kijken we dit seizoen vooruit naar het raceweekeinde met kenners, prominenten en het GP van",['liefhebbers. Voorafgaand aan de'],['het'],4,6,[0.9354838709677419],0.94
seq311-0,small,"Met de enorme massa aan geannuleerde vakanties zijn Nederlanders meer gebonden aan vakantie in eigen land. Maar wie zomers gaat kamperen, moet rekening houden met een nat pak. Maakt dat de stroom aan eigen toeristen minder groot op de Veluwe?","Met de enorme massa aan geannuleerde vakanties <extra_id_0> gebonden aan vakantie in eigen land. Maar wie zomers gaat kamperen, moet rekening houden met een nat pak. Maakt dat de stroom aan <extra_id_1> groot op de Veluwe?","Met de enorme massa aan geannuleerde vakanties aan gebonden aan vakantie in eigen land. Maar wie zomers gaat kamperen, moet rekening houden met een nat pak. Maakt dat de stroom aan een groot op de Veluwe?","['zijn Nederlanders meer', 'eigen toeristen minder']","['aan', 'een']",6,6,"[0.9090909090909091, 0.8636363636363636]",0.89
seq312-0,small,Veel mensen blijven deze zomer vanwege de coronacrisis thuis. Wat is hun favoriete plekje op Voorne-Putten of Goeree-Overflakkee?,Veel mensen blijven deze zomer <extra_id_0> thuis. Wat is hun favoriete plekje op Voorne-Putten of Goeree-Overflakkee?,Veel mensen blijven deze zomer op thuis. Wat is hun favoriete plekje op Voorne-Putten of Goeree-Overflakkee?,['vanwege de coronacrisis'],['op'],3,6,[0.9565217391304348],0.96
seq313-0,small,"n weigeren, vindt de Tweede Kamer. Dit omstreden voorstel van D66 haalt vandaag, na lang twijfelen bij verschillende partijen, toch een","n weigeren, vindt de Tweede Kamer. Dit omstreden voorstel van D66 <extra_id_0> lang twijfelen bij verschillende partijen, toch een","n weigeren, vindt de Tweede Kamer. Dit omstreden voorstel van D66 lang twijfelen bij verschillende partijen, toch een","['haalt vandaag', 'na']",[''],3,6,[1.0],1.0
seq314-0,small,De geallieerde troepen deden er 75 jaar geleden ruim een maand over om de bezetter uit West-Brabant te verdrijven. Hoe verliep die weg naar de bevrijding? Deze kroniek in 36 delen beschrijft het van dag tot dag. Vandaag het,De geallieerde troepen deden er 75 jaar geleden ruim een maand over <extra_id_0> uit West-Brabant te verdrijven. <extra_id_1> weg naar de bevrijding? Deze kroniek in 36 delen beschrijft het van dag tot dag. Vandaag het,De geallieerde troepen deden er 75 jaar geleden ruim een maand over het uit West-Brabant te verdrijven. De weg naar de bevrijding? Deze kroniek in 36 delen beschrijft het van dag tot dag. Vandaag het,"['om de bezetter', 'Hoe verliep die']","['het', 'De']",6,6,"[0.8571428571428571, 0.9333333333333333]",0.9
seq315-0,small,. Volgens hem zijn in het programma schandelijke leugens verspreid over wat hij tijdens een debat in de Tweede Kamer heeft gezegd.,. <extra_id_0> in het programma schandelijke leugens verspreid over wat hij tijdens een debat in de Tweede Kamer heeft gezegd.,. in het programma schandelijke leugens verspreid over wat hij tijdens een debat in de Tweede Kamer heeft gezegd.,['Volgens hem zijn'],[''],3,6,[1.0],1.0
seq316-0,small,MonicaMonica Beek (42) is journalist. Ze woont samen met haar dochters van 11 en 8 en heeft een vriend.,MonicaMonica <extra_id_0> journalist. Ze woont samen met haar dochters van 11 en 8 en heeft een vriend.,MonicaMonica is a journalist. Ze woont samen met haar dochters van 11 en 8 en heeft een vriend.,['Beek (42) is'],['is a'],3,6,[0.9166666666666666],0.92
seq317-0,small,"columnSchrijver, journalist en columnist Jerry Goossens schrijft van dinsdag tot en met zaterdag over wat hem opvalt in de stad Utrecht. Dit keer over het","columnSchrijver, journalist en columnist Jerry Goossens schrijft van dinsdag tot en <extra_id_0> hem opvalt in de stad Utrecht. Dit keer over het","columnSchrijver, journalist en columnist Jerry Goossens schrijft van dinsdag tot en de hem opvalt in de stad Utrecht. Dit keer over het",['met zaterdag over wat'],['de'],4,6,[0.9047619047619048],0.9
seq318-0,small,In de rubriek Van wieg tot graf vertellen we het verhaal achter een familiebericht. Deze keer het levensverhaal van,In de rubriek Van wieg tot graf vertellen we <extra_id_0> een familiebericht. Deze keer het levensverhaal van,In de rubriek Van wieg tot graf vertellen we t een familiebericht. Deze keer het levensverhaal van,['het verhaal achter'],['t'],3,6,[0.9444444444444444],0.94
seq319-0,small,"Hij komt, hij komt, de lieve goede Sint. De goedheiligman en zijn Pieten kwam vandaag aan in Nederland. Na een lange reis vanuit Spanje brachten Sinterklaas en zijn Pieten meteen een bezoekje aan de Drechtsteden. AD De Dordtenaar verzamelt de leukste sinterklaasfotos uit de regio.",Hij <extra_id_0> lieve goede Sint. De goedheiligman en zijn Pieten kwam vandaag aan in Nederland. Na een <extra_id_1> Spanje brachten Sinterklaas en zijn Pieten meteen een bezoekje aan de Drechtsteden. AD De Dordtenaar verzamelt de leukste sinterklaasfotos uit de regio.,Hij en lieve goede Sint. De goedheiligman en zijn Pieten kwam vandaag aan in Nederland. Na een een Spanje brachten Sinterklaas en zijn Pieten meteen een bezoekje aan de Drechtsteden. AD De Dordtenaar verzamelt de leukste sinterklaasfotos uit de regio.,"['komt', 'hij komt', 'de', 'lange reis vanuit']","['en', 'een']",7,6,"[1.0, 1.0]",1.0
seq320-0,small,Demonstrerende boeren zijn morgen niet welkom op het Binnenhof in Den Haag. Dat heeft minister Ferd Grapperhaus van Justitie en Veiligheid laten weten. Hij zegt ook dat alle goede en noodzakelijke maatregelen worden genomen om het boerenprotest niet uit de hand te laten lopen.,Demonstrerende boeren zijn morgen niet welkom op het Binnenhof in <extra_id_0> heeft minister Ferd Grapperhaus van Justitie en Veiligheid laten weten. Hij zegt ook dat alle goede en noodzakelijke maatregelen worden genomen om het boerenprotest niet uit de hand <extra_id_1>,Demonstrerende boeren zijn morgen niet welkom op het Binnenhof in het heeft minister Ferd Grapperhaus van Justitie en Veiligheid laten weten. Hij zegt ook dat alle goede en noodzakelijke maatregelen worden genomen om het boerenprotest niet uit de hand,"['Den Haag. Dat', 'te laten lopen.']","['het', '']",7,6,"[0.8461538461538461, 1.0]",0.92
seq321-0,small,"Wie ons banenlandschap bekijkt, ziet bijzondere functies voorbijkomen. Een field service engineer, een lab technician of een assemblagemedewerker: we hebben ze blijkbaar hard nodig, maar waarvoor en waarom? In deze serie vertelt elke week iemand over zijn of haar beroep. Vandaag:","Wie ons banenlandschap <extra_id_0> functies voorbijkomen. Een field service engineer, een lab technician of een assemblagemedewerker: we hebben ze blijkbaar hard nodig, maar waarvoor en waarom? In <extra_id_1> elke week iemand over zijn of haar beroep. Vandaag:","Wie ons banenlandschap en functies voorbijkomen. Een field service engineer, een lab technician of een assemblagemedewerker: we hebben ze blijkbaar hard nodig, maar waarvoor en waarom? In een elke week iemand over zijn of haar beroep. Vandaag:","['bekijkt', 'ziet bijzondere', 'deze serie vertelt']","['en', 'een']",6,6,"[0.8571428571428571, 0.8666666666666667]",0.86
seq322-0,small,"CROMVOIRT - Op Resident de Leuvert in Cromvoirt is maandagnacht een chalet afgebrand. Hoewel de toegesnelde brandweer het vuur snel onder controle had, kan het chalet als verloren worden beschouwd. Niemand raakte gewond.",CROMVOIRT - Op Resident de Leuvert in Cromvoirt is maandagnacht een chalet afgebrand. Hoewel de toegesnelde brandweer het vuur snel onder <extra_id_0> chalet als verloren worden beschouwd. Niemand raakte gewond.,CROMVOIRT - Op Resident de Leuvert in Cromvoirt is maandagnacht een chalet afgebrand. Hoewel de toegesnelde brandweer het vuur snel onder een chalet als verloren worden beschouwd. Niemand raakte gewond.,"['controle had', 'kan het']",['een'],5,6,[0.9166666666666666],0.92
