text,text_count
"De nieuwe coalitie van VVD, ChristenUnie & SGP, GroenLinks, PvdA en CDA heeft de ambitie om Zuid-Holland",6
"8 Schrijver, journalist en columnist Jerry Goossens schrijft van dinsdag tot en met zaterdag over wat hem opvalt in de stad Utrecht. Dit keer over het",6
De EU is bereid om de Britse premier Theresa May meer tijd te geven voor de brexit onder voorwaarde dat het Britse parlement,6
"verdachten en veertig drieste hooligans. De balans na de aanval op het Woerdense café Onze Vrienden. Het heeft er volgens de eigenaren alle schijn van dat de bruine kroeg doelbewust is belaagd. ,,Zij hadden de straten hier met hun auto’s geblokkeerd.‘’",6
"Een spijtoptant van de Italiaanse maffia deelt een dreun uit aan de Amsterdamse onderwereld. Drugshandelaar Giuseppe T. heeft belastende verklaringen afgelegd tegen Nederlandse, Italiaanse, Albanese, Turkse en Colombiaanse criminelen in de hoofdstad.",6
"Waarnemend burgemeester Onno Hoes van Haarlemmermeer wordt niet de nieuwe, vaste burgemeester van die gemeente. Hij laat",6
seizoen een gegarandeerd succes. Wekelijks verschijnt hij in een nieuwe video op AD Koken & Eten waarin hij de kneepjes van het vak uitlegt.,6
Een werknemer van scheepswerf Padmos in de haven van Stellendam is vanochtend tijdens werkzaamheden in een schip,6
Drievoudig moordverdachte Thijs H. blijft negentig dagen langer vast zitten. Dat heeft de rechtbank in Limburg besloten. H. wordt verdacht van de moord op drie wandelaars in Heerlen en Den Haag.,6
"Korpschef Erik Akerboom van de politie heeft forse kritiek op het kabinet, omdat het tot dusver geen vuurwerkverbod voor consumenten heeft ingesteld.",6
"Nu Linda de Mol en Wendy van Dijk naar Talpa verhuizen, krijgt Chantal Janzen het druk bij RTL 4. Heel erg druk. Want wie gaat die grote shows presenteren? Het groeit Chantal zo boven het hoofd, dat zoontje James (9) om aandacht moet smeken.",6
"avond in de Noordzee bij Ameland vermist raakte, definitief gestaakt. Dat bevestigt een woordvoerder aan deze redactie. Aangenomen wordt dat het meisje niet langer in leven is.",6
"<a href=""https://twitter.com/hashtag/songfestival?src=hash&amp;ref_src=twsrc%5Etfw"">#songfestival</a>",6
"meer over dit onderwerp en over andere gebeurtenissen uit deze regio lezen, neem dan een abonnement op het AD of lees de krant digitaal.",6
"Jawed S., de 19-jarige Afghaan die op 31 augustus twee mensen neerstak op Amsterdam Centraal Station,",6
De vader van het gezin dat vastzat in de boerderij in Ruinerwold is uit de Nederlandse tak van de Moonsekte gezet. Dat bevestigt,6
De Belastingdienst heeft in de persoonlijke dossiers die zij naar gedupeerden van de toeslagenaffaire heeft gestuurd hele pagina's zwartgelakt. SP-Kamerlid Renske Leijten is ‘sprakeloos’ en spreekt van ‘afplakjesdag'.,6
"In Gelderland en Overijssel komt op een flink aantal plekken minder water uit de kraan, omdat het waterverbruik sinds gisteren extreem hoog is. Dat meldt waterbedrijf Vitens, dat de klanten dringend oproept om geen zwembadjes te vullen, de tuin niet te sproeien en zo kort mogelijk te douchen. Ook het gebruik van de wasmachine en het wassen van de auto moet even wachten.",6
Zeeland sluit de provincie voor toeristen. Ook de Amsterdamse Ebel Kemeling is met zijn gezin niet meer welkom in hun tweede huis. ‘We zijn gewoon weggestuurd.’,6
De Britse prins Harry (35) had het gevoel geen andere keus te hebben dan een stap terug te doen binnen de koninklijke familie. In een speech bij een liefdadigheidsinstelling in Londen reageerde de hertog van Sussex,6
"de zeer geliefde en lichtgehandicapte parkiet die op klaarlichte dag werd gestolen uit zijn speelboom, is terug. De vogel van Rob's Dierenshop aan de Rotterdamse Slinge werd woensdag door een man in zijn jaszak gestopt, zo was te zien op camerabeelden. Trouwe medewerker van de dierenwinkel Bonita Torcque is vreselijk blij dat",6
Belangenorganisatie COC heeft in een brief aan staatssecretaris Mark Harbers (Justitie en Veiligheid) gevraagd om de komst van de radicale Amerikaanse prediker Steven Anderson tegen te houden. De dominee heeft op YouTube aangekondigd op 23 mei een bezoek aan Amsterdam te brengen.,6
"Ruim zeventien jaar nadat Corrie van der Valk, die deel uitmaakte van de bekende horecafamilie, spoorloos verdween, is haar raadselachtige verdwijning opgelost.",6
"Fritz von Weizsäcker, de 59-jarige zoon van de voormalige president van de Bondsrepubliek Duitsland, is",6
Elke ochtend up-to-date met het laatste nieuws uit Dordrecht en omstreken? Schrijf je hier in! Voor nieuws uit,6
"De politie heeft vanochtend een inval gedaan in een woonwagenkamp in het Noord-Brabantse Lith. Het gaat om een volgend onderzoek in operatie Alfa, naar de ‘koning van Brabantse onderwereld’ Martien R. en zijn criminele familie.",6
Het coronavirus houdt de sportwereld in zijn greep. Lees in het liveblog hieronder de laatste ontwikkelingen. Zo heeft in Nederland TeamNL het initiatief genomen om mensen thuis fit te houden.,6
"De vakbonden roepen op tot een landelijke staking in ziekenhuizen op woensdag 20 november. Ze verwachten dat zeker de helft, 100.000 zorgmedewerkers, daar gehoor aan zal geven. Patiënten die met spoed zorg nodig hebben, worden wél geholpen.",6
VVD-senator Anne-Wil Duthler wordt per direct uit de Eerste-Kamerfractie van haar partij gezet. Dat heeft fractievoorzitter Annemarie Jorritsma haar zojuist laten weten.,6
", baalt dat er een handgranaat in een plastic tasje aan zijn deur is gevonden. ,,Hier zit ik natuurlijk niet op te wachten.’’",6
voor de deur bij café Dak van de Markt in Veenendaal: ‘Geen idee in welke hoek we moeten zoeken’,6
"Bij een schietincident in het Duitse Rot am See, in de deelstaat Baden-Württemberg, zijn zes doden en twee zwaargewonden gevallen. Dat heeft de politie bevestigd tegenover Duitse media. De schutter is gearresteerd",6
at zich later over het hele land uitbreidt. NS en ProRail hebben vast 20 procent van alle treinen geschrapt,6
In Amsterdam wordt vanaf 17.00 uur vanmiddag gedemonstreerd naar aanleiding van de dood van de zwarte Amerikaanse,6
p Twitter vragen vele mensen zich af of een dergelijke massale bijeenkomst in deze tijden wel zo’n goed idee is.,6
"gerechtshof heeft het ‘minder Marokkanen’-proces rond PVV-leider Geert Wilders vanmiddag stilgelegd. Het hof geeft daarmee deels gehoor aan de oproep van Wilders, die de zaak wil aanhouden in afwachting van een extra zoektocht d",6
"van 6 en 9 jaar oud zijn om het leven gekomen bij de woningbrand. Een oma en een vader moesten per ambulance worden afgevoerd naar het ziekenhuis, nadat zij de kinderen probeerden te redden uit de brandende woning. De oma verloor een klein",6
Parlementariërs ondervragen wekelijks op dinsdagmiddag tijdens het vragenuurtje kabinetsleden over actuele kwesties. Vandaag onder meer op de agenda:,6
"Het bloemenpark de Keukenhof is zo vol dat bezoekers beter weg kunnen blijven, zo waarschuwt de internationale trekpleister in Lisse. Op het parkeerterrein kan er geen auto meer bij en de aanvoerwegen zijn dichtgeslibt.",6
In de rubriek Sportbytes houden we in de gaten wat bekende sporters meemaken én delen op sociale media. Dit artikel wordt gedurende de dag vernieuwd. 1,6
belichten we mensen of gebeurtenissen die een rol speelden in het nieuws van een of meerdere jaren geleden. Vandaag:,6
Lekker dicht bij huis op vakantie of durf je te vliegen naar verre oorden? Een snelle selfie of een groepsfoto op anderhalve meter afstand? Lekker luieren aan het water of backpacken met kinderen? Jouw ultieme vakantiefoto maakt kans op prijzen. Onze jaarlijkse zomerfotowedstrijd gaat weer van start!,6
"Tientallen boeren uit de Rotterdamse regio trekken morgen wéér naar Den Haag om te protesteren tegen de stikstofmaatregelen. Alleen al vanuit de Hoeksche Waard gaan er zo’n veertig tot vijftig met hun trekkers die kant op. Zij worden vergezeld door tientallen collega’s uit Voorne-Putten, Goeree-Overflakkee en Dordrecht.",6
"Den Haag voor een nieuw boerenprotest. Vanochtend werden de wegen afgesloten met legervoertuigen. Mensen die in en rond het centrum moeten zijn, worden aangeraden de fiets of openbaar vervoer te nemen.",6
"Na een ronduit zwakke start van het WK, met twee verloren groepsduels, is Oranje Onder-17 op het WK in Brazilië helemaal op stoom gekomen. Vanavond speelt de ploeg van coach Peter van der Veen de halve finale tegen Mexico. Mis hier niets!",6
Elke speelronde in de eredivisie beoordelen de verslaggevers van AD Sportwereld alle spelers. In het weekend waarin,6
"Brian Steevens (26) en Désirée Stroes (26), eigenaren van het Utrechtse krokettenwinkeltje de Croquetten Boutique, kwamen dit jaar met het bijzondere idee van een",6
De eerste schaatsmarathon op natuurijs kan vanavond worden verreden in het Overijsselse Haaksbergen. Arjan Smit van de schaatsbond KNSB mat een ijsdikte van 4 tot 6 centimeter op de baan van schaats- en skeelerclub IJSCHen. Dat is ruim voldoende voor het houden van een wedstrijd. De ijsbaan heeft daarmee evenals vorig jaar de primeur.,6
"In deze vakantieperiode schrijven Till Behne en Nicolette van der Werff over de zomer in onze regio, waarin",6
"In zo’n 40 Amerikaanse steden is zondag een avondklok ingesteld. Dat laat CNN weten. De maatregel is een reactie op de hevige rellen van de afgelopen dagen, nadat de 46-jarige George Floyd bijna een week geleden door politiegeweld om het leven kwam.",6
"eens aan de waterkant zit, kan zich verbazen over de namen van sommige boten. In de rubriek Schipperstaal gaat Leny van den Belt op zoek naar het verhaal achter een scheepsnaam.",6
Een grote groep boeren in landbouwvoertuigen heeft vanmorgen in Wijster (provincie Drenthe) een afvalverwerkingsbedrijf geblokkeerd. Ongeveer 25 betogers zijn aangehouden. De ME kwam ter plaatste,6
"de gevallen. Over de identiteit van het slachtoffer is niets bekendgemaakt, maar de politie gaat niet uit van een link met de moord op advocaat Derk Wiersum.",6
Voorafgaand aan alle 21 Formule 1-races duikt AD Sportwereld per circuit in het track record van Max Verstappen. Deel 1,6
Een inzittende van de tram waar Gökmen Tanis vorig jaar om zich heen schoot mag camerabeelden van de schietpartij niet inzien. Dat heeft de rechter,6
Sandra Phlippen is universitair docent aan de Erasmus School of Economics en voormalig chef economie bij deze krant.,6
d doen na het vertrek van Cristiano Ronaldo? In onze rubriek TransferTalk houden we deze zomer alle geruchten en voltooide transfers bij.,6
"Het WK in Rusland nadert zijn ontknoping, maar de meeste clubs zijn alweer druk bezig met de voorbereiding op het nieuwe seizoen. In onze rubriek TransferTalk houden we deze zomer alle geruchten en voltooide transfers bij.",6
"Twee bekende Haagse vastgoedondernemers - Michel Zaadhof en Edwin Jansen (oud-manager van zangeres Anouk, voormalig Idols-jurylid) - zijn ook aangemerkt als verdachten in de Haagse corruptie-affaire. Dat melden de twee in een persverklaring, na vragen van deze nieuwssite.",6
"HELMOND - Wie een psychische beperking heeft (gehad), stuit vaak op veel problemen op de arbeidsmarkt. De conferentie die gisteren plaatsvond in de Cacaofabriek, was onder meer bedoeld om het stigma dat aan deze mensen kleeft een stukje kleiner te maken. Ook konden zorgprofessionals met een virtual reality-bril ondergaan wat een psychose is.",6
net voor sluitingstijd de KPN-winkel in het Schiedamse winkelcentrum de Passage binnengelopen. Hij bedreigde het personeel met,6
"erkvragenJe weg vinden op de arbeidsmarkt kan best lastig zijn. Om je een handje te helpen, beantwoorden experts hier wekelijks een veelgestelde vraag over werk. Vandaag:",6
"Oss is zaterdagmiddag rond 17.00 uur een drenkelinge uit het water gehaald. Hoe haar situatie nu is, is niet bekend, maar ze heeft lang onder water gelegen, laat uitbater Perry van Casteren van horecagelegenheid De Geffense Plas weten. De traumaheli kwam ter plekke en de vrouw is",6
Redacteuren Priscilla van Agteren en Marcel Potters blikken elke week terug op het Rotterdam van vroeger aan de hand van een foto uit de oude doos. Dit keer staan zij stil bij,6
"<a href=""https://twitter.com/hashtag/vermijddrukte?src=hash&amp;ref_src=twsrc%5Etfw"">#vermijddrukte</a> <a href=""https://t",6
"De Libanese minister van Informatie is opgestapt na de verwoestende explosie in de haven van Beiroet, afgelopen dinsdag. Manal Abdel Samad is de eerste topfunctionaris die het veld ruimt vanwege de ramp, die aan meer dan 150 mensen het leven kostte.",6
"hulparts Gor Khatchikyan (33) vecht dagelijks mee in het St. Antonius Ziekenhuis te Nieuwegein. ,,Ik probeer dapper te zijn.’’",6
en. Ook vandaag houden we je op de hoogte met ons virusblog. De afgelopen dagen lees je hier terug.,6
"die in het bezit zijn van een steekwapen, slagwapen of stootwapen kunnen deze tot en met zondag 3 februari ongestraft inleveren. Op",6
Jeugdzorginstellingen hebben van de rechter gelijk gekregen in hun strijd om een fatsoenlijke vergoeding voor het verlenen van jeugdhulp. De gemeente moet opnieuw kijken naar de tarieven. Het overgrote merendeel van de instellingen was naar de rechter gestapt.,6
"Een verrassing voor Willem van Hanegem, die vanavond in een tot de nok gevulde grote zaal van De Doelen in Rotterdam zijn 75ste verjaardag vierde. International Georginio Wijnaldum kwam speciaal voor De Kromme vanuit Liverpool overgevlogen om het feestje bij te wonen.",6
"Oud-topman Philips (69) verdwijnt tijdens ‘vechtscheiding’ in Kenia. Zo luidt de kop boven het artikel over de Nederlandse Tob Cohen dat op 2 augustus op deze site verschijnt. De verdwijningszaak, die een tragische climax zou krijgen en nog steeds niet is opgelost, houdt journalist Caspar Naber vrijwel dagelijks bezig en bracht hem zelfs naar Nairobi. Hoe pak je zo’n drama aan en wat doet het met je?",6
Fotograaf Cor de Kock neemt een kijkje bij toeristische trekpleisters in de regio. Deze week was hij in,6
"Morgen zou zomaar eens het warmterecord kunnen sneuvelen. De warmste dag ooit in Nederland viel in de zomer van 1944: 38,6 graden wees de thermometer in Warnsveld (bij Zutphen) aan. Hoe beleefde bezet Nederland die zomerse hitte?",6
"eigen tuin eerstSnoeien, stekken, planten, verpotten, zaaien en schoffelen. Tuingoeroe Romke van de Kaa helpt",6
De doorstart van MC Slotervaart door aandeelhouders van Cardiologie Centra Nederland gaat niet door. Dat hebben de curatoren,6
zoektocht naar de vermiste Koen van Keulen (17) uit Soest. De jongen verdween donderdagnacht na een avondje stappen met vrienden in Lazise bij het Gardameer.,6
"n op zoek naar zomerfoto's. Gemaakt in eigen woonplaats of misschien wel heel ver weg. De grappigste, mooiste of opmerkelijkste foto's k",6
"Het huishouden hoeft helemaal niet vervelend te zijn, zeker niet als je de fijne trucjes kent. Daarom geeft schoonmaakgoeroe Marja Middeldorp iedere week een handige schoonmaaktip. Deze week",6
Redacteuren Priscilla van Agteren en Marcel Potters blikken elke week terug op het Rotterdam van vroeger. Deze week:,6
"naar het lichaam van de vermiste surfer Mathijs, het vijfde slachtoffer van het surfdrama op 11 mei",6
de transfermarkt weer open en er zijn genoeg ploegen in Europa die gaten in de defensie moeten dichten of juist een goaltjesdief nodig hebben. In TransferTalk houden we dagelijks alle geruchten en voltooide transfers bij.,6
"<a href=""https://twitter.com/hashtag/glennisgrace?src=hash&amp;ref_src=twsrc%5Etfw"">#glennisgrace</a> <a href=""https://t",6
raakte zwaargewond en moest worden gereanimeerd. Dat mocht niet meer baten. Na het tweede dodelijke ongeval in korte tijd,6
Elke ochtend up-to-date met het laatste nieuws uit Rotterdam en omstreken? Schrijf je hier gratis in,6
Iedere week beschouwt verslaggever Maarten Venderbosch het nieuws van de voorbije dagen vanuit een persoonlijke blik. Maarten Venderbosch,6
Het kort geding van Schiphol en de gemeente Haarlemmermeer tegen de vakbonden over de bereikbaarheid van de luchthaven tijdens de OV-staking van komende dinsdag is geschorst. De drie partijen,6
Een kletsnatte hond is vanmorgen vastgebonden aan het hek van de dierenopvang aan de Loes van Overeemlaan in Amersfoort. D,6
roducenten verzinnen steeds wat nieuws. In deze serie beoordeelt een professional producten en geeft antwoord op de vraag: ‘,6
avond een 61-jarige man uit Sassenheim aangehouden op verdenking van het stropen van dieren. De man begaf zich laat in de avond zonder toestemming op een perceel van een boer aan de Vriezenweg. In zijn bestelbus troffen agenten een tas aan met daarin een zwaargewonde zwaan.,6
"<a href=""https://twitter.com/hashtag/Sinterklaas?src=hash&amp;ref_src=twsrc%5Etfw"">#Sinterklaas</a>",6
"Wat kenmerkt de Hoeksche Waard en zijn inwoners? Om die vraag te beantwoorden, neemt deze krant wekelijks iets typisch Hoeksche Waards onder de loep in de rubriek",6
Breek ik snel cafeïne af? Heb ik sprintersgenen? Wat is mijn kans op alzheimer? Dna-zelftests beloven het antwoord op tal van vragen. Journalist Matthijs Meeuwsen deed zijn wangslijm op de post. Deze week aflevering 1: lifestyle- en gezondheidstesten.,6
"<a href=""https://twitter.com/hashtag/stroomstoring?src=hash&amp;ref_src=twsrc%5Etfw"">#stroomstoring</a>",6
"Het coronavirus treft duizenden Nederlanders. Maar indirect staat ook het leven van andere patiënten op z’n kop. Ze vrezen een besmetting en moeten langer wachten op een cruciale behandeling of operatie, omdat bijna de helft van de niet-coronazorg is afgezegd.",6
"Sportscholen, sauna’s, sportkantines en casino’s gaan waarschijnlijk al op 1 juli open. Het Outbreak Management Team",6
"We worden overstelpt met nieuw aanbod van series en films, maar kunnen lang niet alles bekijken. Deze week duiken we naar de bodem van de on",6
' Meld je aan voor de AD sportnieuwsbrief en ontvang dagelijks een overzicht van het belangrijkste sportnieuws,6
In de rubriek Van Wieg tot Graf vertellen we het verhaal achter een familiebericht. Deze keer het levensverhaal van,6
"lockquote class=""twitter-tweet"" data-partner=""tweetdeck""><p lang=""nl"" dir=""ltr""><a href=""https://twitter.com/",6
"Dit pinksterweekend gaat menig Nederlander naar een vakantie- of bungalowpark. Door alle onzekerheid rond vakanties in het buitenland, stromen ook voor de zomermaanden de boekingen al binnen. Het is wel anders vakantie vieren in coronatijd. Een reportage vanuit Oostkapelle.",6
"Als alles volgens planning loopt, gaat de metro tussen Hoek van Holland en Schiedam Centrum vanaf maandag 30 september rijden. De ombouw van trein- naar metrospoor liep maar liefst twee jaar vertraging op. Deze krant blikt",6
"Het is altijd leuk om binnen te kijken bij andere huizen, op zoek naar inspiratie voor de eigen inrichting. In de videoserie ‘Eigen huis en tuin van...’ gaat",6
Er is onvoldoende reden om het voltallige bestuur van het islamitische Cornelius Haga Lyceum weg te sturen,6
Het coronavirus houdt de sportwereld in zijn greep. Volg in dit liveblog alle ontwikkelingen rond het corona-gerelateerde sportnieuws van vandaag. 0,6
"De bazen die eerder aan bod kwamen: Fons Jurgens (Efteling) Frits van Eerd (Jumbo), Atilay Uslu (Corendon), Hennie van der Most (horeca-ondernemer), Jaap Wassink (Coca-Cola), Bas Beerens (WeTransfer), Wilbert Mutsaers (Spotify), Gillian Tans (Booking.com), Marjan van Loon (Shell), Duncan Stutterheim (ID&T), Niels Bontje (Iglo), Koen Regout (Koninklijke Verkade), Marcel Molenaar (LinkedIn), Michiel Muller (Picnic) , Alex van Hooff (Burgers’ Zoo), Dries van der Vossen (Event Hotels), Sabi Tolou (SendCloud), Eppo Kuipers (Lean Consultancy Group), Maike Nieuwenhuys (detacheerder USG)",6
"De Europese porno-industrie heeft haar opnames grotendeels stilgelegd nadat op de Spaanse nieuwssite El Nacional.Cat op 14 februari het bericht verscheen dat Nacho Vidal, een bekende Catalaanse pornoacteur, besmet was geraakt met het hiv-virus. Actrices en acteurs met wie hij recent samenwerkte, worden eerst getest voordat de activiteiten kunnen worden hervat.",6
"Goed drinken, dat is bij de hitte van de komende dagen het devies. Maar wát je drinkt, kan nogal een verschil maken voor het klimaat. Zo is de klimaatimpact van cappuccino een veelvoud van die van thee, sap of een biertje.",6
"Gepaste afstand bewaren, sociaal contact vermijden en binnen zitten. De coronamaatregelen laten speeltuintjes ongebruikt en onze straten angstvallig leeg achter. In de serie ‘Stilte in beeld’ vliegen we elke dag over een stille plaats. Vandaag een vlucht over",6
"De Chinese stad Wuhan, waar de eerste besmetting met het coronavirus werd vastgesteld, sluit zijn luchthaven en treinstations voor uitgaande reizigers. Dat meldden staatsmedia woensdag. Ook het lokale openbaar vervoer gaat plat.",6
De transfermarkt is nog tot en met 31 januari geopend. Mis tot die tijd niets van alle geruchten en voltooide transfers in onze dagelijkse rubriek TransferTalk.,6
Frenkie de Jong (21) sluit zich vanaf 1 juli aan in de rijke traditie van Nederlandse voetballers bij FC Barcelona. De middenvelder heeft voor vijf jaar getekend bij de Spaanse grootmacht. ‘Met Messi spelen wordt heel speciaal voor mij.’,6
"Minister Ingrid van Engelshoven (onderwijs, D66) grijpt hard in na uitspraken van de rector van de Islamitische Universiteit Rotterdam. Deze keer zou hij hebben gezegd dat Gülenisten volgens de islam de doodstraf verdienen. Na vele provocaties lijkt Ahmed Akgündüz zijn hand te hebben overspeeld.",6
De Turkse politie in Istanboel heeft vanochtend de Nederlandse correspondent Ans Boersma (30) het land uitgezet.,6
"in <a href=""https://twitter.com/hashtag/Maastricht?src=hash&amp;ref_src=twsrc%5Etfw"">#Maastricht</a>",6
"De politie in Groningen heeft, naar aanleiding van de incidenten rond het boerenprotest van gisteren, twee nieuwe aanhoudingen verricht. Het gaat daarbij om",6
"</a> <a href=""https://twitter.com/hashtag/eindelijk?src=hash&amp;ref_src=twsrc%5Etfw"">#eindelijk</a> <a href=""https://t",6
Het is zomer...En wat is er dan leuker dan het maken van mooie foto’s en die te delen met de rest van de wereld?!,6
"De scootmobiel is momenteel niet veilig genoeg, blijkt uit een groot nieuw onderzoek. De manier van remmen en de stabiliteit van het karretje laten te wensen over en dat kan leiden tot",6
"In meer dan honderd Nederlandse gemeenten stijgt het aantal inbraken in de zomermaanden. In middelgrote steden als Delft, Leeuwarden en Lelystad neemt de kans op inbraak zelfs met tientallen procenten toe, blijkt uit een analyse",6
"Traditionele beroepen, van molenaar tot beroepsvisser en van glasblazer tot mandenvlechter. In de regio zijn ze er nog volop, maar is er anno 2019",6
"Waar zijn ze gebleven? Een BN’er die de schijnwerpers achter zich heeft gelaten, praat u in deze rubriek bij. Vandaag:",6
Op reis in Europa vliegen Nederlanders meestal naar het zonnige Zuiden. Wij niet. Wij pakken deze zomer de bus naar het Oosten. Vandaag deel,6
"Van leerkrachten en zorgmedewerkers tot netwerkbeheerders, vakkenvullers en vuilnismannen, ze hebben in deze coronacrisis ineens allemaal een ‘vitaal beroep’: een baan die de samenleving draaiende houdt in barre tijden. Wie zijn deze onmisbare mensen? De PZC belicht hen de komende tijd. Vandaag:",6
"Deze vrouw had geen inkomsten, maar wel drie woningen, twee auto’s en dure horloges. Nu heeft ze de FIOD",6
"Het college van b en w, dat hiervan op de hoogte is gesteld, benadrukt juist dat óók uit het onderzoek blijkt dat bewoners de verkeersveiligheid in de wijk een ‘kleine voldoende’ geven.",6
"gewonden gevallen, onder wie een jonge jongen. Het incident gebeurde waarschijnlijk nadat er ruzie was ontstaan omdat de organisatie",6
"wilde annuleren. De 21-jarige bestuurder van de auto is aangehouden, samen met een tweede verdachte",6
"<a href=""https://twitter.com/hashtag/mafs?src=hash&amp;ref_src=twsrc%5Etfw"">#mafs</a> <a href=""https://t",6
"Het MH17-onderzoeksteam doet een nieuwe getuigenoproep in het strafrechtelijk onderzoek. Het Joint Investigation Team (JIT) zoekt informatie over politieke en militaire topfunctionarissen uit Rusland, die mogelijk opdracht hebben gegeven tot het neerhalen van het toestel.",6
"Korte updates van de sterren op sociale media – wij smullen ervan. In de rubriek Showbytes struint de showredactie het web af voor de gekste, mooiste en opvallendste posts van bekend Nederland. Dit artikel wordt gedurende de dag vernieuwd.",6
"<a href=""https://twitter.com/hashtag/sneeuw?src=hash&amp;ref_src=twsrc%5Etfw"">#sneeuw</a> <a href=""https://t",6
"ondernemers zoeken hun weg op de nieuwe 1,5 meter werkvloer. Sommigen hebben hun terrassen aangepast, anderen blijven - ook nu nog - bezorgen.",6
Veenendaler Alfred Slomp winkelt ‘met God’ in de supermarkt. Hij denkt bij elk artikel dat hij in zijn boodschappenmandje laadt aan hoe dat wel of niet bijdraagt aan een betere wereld. Hij geeft daar ook workshops over.,6
Er komt vooralsnog geen uitzetstop voor asielkinderen. Dat zegt VVD-fractieleider Klaas Dijkhoff na het wekelijkse coalitieoverleg. ChristenUnie en D66 spraken zich uit voor zo,6
". <a href=""https://twitter.com/hashtag/file?src=hash&amp;ref_src=twsrc%5Etfw"">#file</a> <a href=""https://t",6
"5 Schrijver, journalist en columnist Jerry Goossens schrijft van dinsdag tot en met zaterdag over wat hem opvalt in de stad Utrecht. Dit keer over het",6
"januari Korte updates van de sterren op Facebook, Twitter, Instagram en Snapchat - wij smullen ervan. In de rubriek Showbytes struint de showredactie het web voor je af voor de gekste, mooiste en opvallendste posts van BN'ers en celebrity's. Dit artikel wordt gedurende de dag vernieuwd.",6
is sinds kort ook actief op Instagram! Volg ons hier en blijf op de hoogte van het laatste nieuws!,6
De verkeersproblemen rond de Kanaalstraat in de Utrechtse wijk Lombok zijn grotendeels toe te rekenen aan het machogedrag van jonge mannen met een niet-westerse migratieachtergrond. Dat stellen drie wijkexperts in een onderzoek dat in opdracht van de gemeente Utrecht is uitgevoerd.,6
"NIJMEGEN - Vier dagen wandelen, zweten en feesten: 580 Zeeuwen lopen deze week de Vierdaagse van Nijmegen. Wij volgen er zes.",6
Corona beheerst het dagelijkse leven. Ook in de regio Alphen. AD Groene Hart brengt dagelijks kleine nieuwsberichten in de rubriek: Corona Kort.,6
"<a href=""https://twitter.com/RTV_Rijnmond?ref_src=twsrc%5Etfw"">@RTV_Rijnmond</a> <a href=""https://t",6
Ook vandaag protesteren duizenden boze boeren tegen de stikstofregels. Onderweg naar Den Haag maakten de protestboeren in Bilthoven een tussenstop om bij het Rijksinstituut voor Volksgezondheid en Milieu (RIVM) hun ongenoegen te uiten. Nu zijn ze,6
Den Haag. Het leger is ingezet om te voorkomen dat de boeren het Binnenhof bereiken. De A12 is afgesloten. Er staat in totaal ongeveer 100 kilometer file. Volg alle ontwikkelingen in ons liveblog.,6
column Saskia NoortSaskia Noort schrijft op deze plek wekelijks over nieuws dat haar raakt. De schrijfster,6
Jules Odekerken (46) uit Vught werd op 17 november 2003 vermoord in Thailand waar hij woonde met zijn gezin. Afgelopen dinsdagavond werd zijn moordenaar opgepakt. Maar wie was Jules Odekerken en waar ging het voor hem,6
In één dag tijd zijn zeker 18.000 migranten de grens tussen Turkije en Europa overgestoken. Dat maakte de Turkse president Recep Tayyip Erdogan vandaag bekend. Griekenland zegt,6
De Dordtse tuindersvereniging De Vrije Tuinder mag nog tot eind 2020 aan de Reeweg-Zuid blijven. Dat heeft de gemeente besloten. Het volkstuinencomplex zou eerder nog eind dit jaar al verhuisd moeten zijn naar de Domela Nieuwenhuisweg om plaats te maken voor nieuwbouw.,6
"augustus Deze zomer staat in het teken van onze Buitenkansjes! Speel elke dag mee voor nieuwe cadeaus. Van een Stella e-bike (t.w.v € 2499,-) tot aan VVV cadeaukaarten, vouchers voor Fletcher Hotels of het e-book van Saskia Noort, je wilt niets missen.",6
"des te meer tijd om je te verliezen in het aanbod podcasts, tv-series en boeken. Maar waar te beginnen?",6
Zevenaar zijn vanochtend vroeg twee doden gevallen. Bij het ongeval zijn een personenauto en een vrachtwagen betrokken.,6
De gevallen filmproducent Harvey Weinstein (67) en de leiding van zijn failliete filmstudio treffen een miljoenenschikking met tientallen vermeende slachtoffers van de filmproducent. Het gaat volgens betrokken advocaten om meer dan dertig actrices en voormalig medewerkers van Weinstein. Dat bericht The New York Times.,6
"Alle aandacht gaat momenteel uit naar het WK in Rusland, maar ondertussen zijn clubs al druk bezig voor volgend seizoen. In onze rubriek TransferTalk houden we komende zomer alle geruchten en voltooide transfers bij.",6
". Om reacties te plaatsen en te bekijken, is Javascript nodig. Momenteel staat dit in je browser uitgeschakeld. Schakel Javascript in om een reactie te plaatsen of de reacties te lezen. Blijf je deze melding houden? Neem dan contact op met onze klantenservice",6
"<a href=""https://twitter.com/hashtag/tvoh?src=hash&amp;ref_src=twsrc%5Etfw"">#tvoh</a> <a href=""https://t",6
"Het lichaam van de in Kenia vermoorde Nederlander Tob Cohen (69) vertoont veel sporen van geweld. Dat is gebleken uit een scan van het stoffelijk overschot, melden bronnen dichtbij het onderzoek aan deze site.",6
De afgelopen 24 uur zijn er in Nederland 134 meldingen gedaan van mensen die zijn overleden aan het coronavirus. Het totaal aantal overleden patiënten komt daarmee op 1173. Dat meldt het RIVM in de dagelijkse update.,6
