Unnamed: 0,Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg),Title
,seq76-0,small,"Toneelschrijvers zijn er steeds als de kippen bij - de Bende van Venlo, Srebrenica en Emily denderden al over de planken.  Maar waar blijven de filmmakers","Toneelschrijvers zijn er steeds als de kippen <extra_id_0> van Venlo, Srebrenica en Emily denderden al over de planken. Maar waar blijven de filmmakers","Toneelschrijvers zijn er steeds als de kippen De mannen van Venlo, Srebrenica en Emily denderden al over de planken. Maar waar blijven de filmmakers",['bij - de Bende'],['De mannen'],4,15.0,1,[0.7857142857142857],0.79,groene
,seq77-0,small,Lillo Mastino (1952-2018) De op 17 maart overleden Lillo was de jongste van de familie van visrestaurant Mastino op het strand bij Rome.  Waarom openen jullie geen eethuisje,Lillo Mastino (1952-2018) De op 17 maart overleden Lillo was de jongste <extra_id_0> visrestaurant Mastino op het strand bij Rome. Waarom openen jullie geen eethuisje,Lillo Mastino (1952-2018) De op 17 maart overleden Lillo was de jongste van visrestaurant Mastino op het strand bij Rome. Waarom openen jullie geen eethuisje,['van de familie van'],['van'],4,15.0,1,[0.8333333333333334],0.83,groene
,seq78-0,small,Wat spreek jij goed Nederlands Nnenna Onwuka beeld Gorilla Welke struggle.  Het is duidelijk dat ik iets verkeerds heb gezegd,Wat spreek jij goed Nederlands Nnenna Onwuka beeld Gorilla <extra_id_0> is duidelijk dat ik iets verkeerds heb gezegd,Wat spreek jij goed Nederlands Nnenna Onwuka beeld Gorilla - Het is duidelijk dat ik iets verkeerds heb gezegd,['Welke struggle. Het'],['- Het'],3,15.0,1,[0.7894736842105263],0.79,groene
,seq79-0,small,"Bidden voor het Lagerhuis Londen  Daar stond hij dan, in onze All Saints Church, een van de bekendste gezichten van het Thatcher-tijdperk: Jonathan Aitken.  De achterneef van persbaron Beaverbrook die de best denkbare opleiding had genoten (Eton College, gevolgd door Christ Church, Oxford), als oorlogscorrespondent in Vietnam was en als bewindsman op Defensie genoemd werd als toekomstig premier","Bidden voor het <extra_id_0> stond hij dan, in onze All Saints Church, een van de bekendste gezichten van het Thatcher-tijdperk: Jonathan Aitken. De achterneef van persbaron Beaverbrook die de best denkbare opleiding had genoten (Eton College, gevolgd door <extra_id_1> als oorlogscorrespondent in Vietnam was en <extra_id_2> Defensie genoemd werd als toekomstig premier","Bidden voor het einde van de oorlog stond hij dan, in onze All Saints Church, een van de bekendste gezichten van het Thatcher-tijdperk: Jonathan Aitken. De achterneef van persbaron Beaverbrook die de best denkbare opleiding had genoten (Eton College, gevolgd door Jonathan Aitken) als oorlogscorrespondent in Vietnam was en in Defensie genoemd werd als toekomstig premier","['Lagerhuis Londen Daar', 'Christ Church', 'Oxford),', 'als bewindsman op']","['einde van de oorlog', 'Jonathan Aitken)', 'in']",9,15.0,1,"[0.8571428571428571, 0.9375, 1.0]",0.93,groene
,seq80-0,small,De boer mag blijven omdat ze niets bereikt Minister van Milieu zijn is eigenlijk een heel overzichtelijke klus.  In 1989 is het eerste Nationale Milieubeleidsplan aangenomen en daarin zijn voor bijna alle milieukwesties doelen vastgesteld,De boer mag blijven omdat ze niets bereikt Minister van Milieu zijn is eigenlijk <extra_id_0> klus. In 1989 is het eerste Nationale Milieubeleidsplan <extra_id_1> daarin zijn voor bijna alle milieukwesties doelen vastgesteld,De boer mag blijven omdat ze niets bereikt Minister van Milieu zijn is eigenlijk een klus. In 1989 is het eerste Nationale Milieubeleidsplan vastgesteld en daarin zijn voor bijna alle milieukwesties doelen vastgesteld,"['een heel overzichtelijke', 'aangenomen en']","['een', 'vastgesteld en']",5,15.0,1,"[0.875, 0.5714285714285714]",0.72,groene
,seq81-0,small,EIGENLIJK HAD de kleine roodharige Schot dolgraag het Labour-voorzitterschap van Neil Kinnock willen overnemen.  Zijn gebrek aan classic good looks zouden hem die droom hebben ontnomen,EIGENLIJK HAD de kleine roodharige Schot dolgraag het Labour-voorzitterschap van Neil Kinnock willen overnemen. Zijn gebrek aan classic <extra_id_0> die droom hebben ontnomen,EIGENLIJK HAD de kleine roodharige Schot dolgraag het Labour-voorzitterschap van Neil Kinnock willen overnemen. Zijn gebrek aan classic en die droom hebben ontnomen,['good looks zouden hem'],['en'],4,15.0,1,[0.9047619047619048],0.9,groene
,seq82-0,small,Gezag heeft met macht te maken  zoveel weet ik nog wel.  En misschien komt daar wel mijn gerriteerdheid door,Gezag heeft met macht <extra_id_0> weet ik nog wel. En misschien komt daar wel mijn gerriteerdheid door,Gezag heeft met macht verloren weet ik nog wel. En misschien komt daar wel mijn gerriteerdheid door,['te maken zoveel'],['verloren'],3,15.0,1,[0.8],0.8,groene
,seq83-0,small,Het aantal banen speelt zoals altijd een belangrijke rol.  Iedereen is aan het rekenen maar de cijfers van de onderzoeksbureaus Buck Consultants en het Nederlands Economisch Instituut (NEI) worden het meest geciteerd,Het aantal banen speelt zoals altijd een belangrijke rol. Iedereen is aan het rekenen <extra_id_0> van de onderzoeksbureaus Buck Consultants en het Nederlands Economisch <extra_id_1> worden het meest geciteerd,Het aantal banen speelt zoals altijd een belangrijke rol. Iedereen is aan het rekenen Onderzoekers van de onderzoeksbureaus Buck Consultants en het Nederlands Economisch Bureau worden het meest geciteerd,"['maar de cijfers', 'Instituut (NEI)']","['Onderzoekers', 'Bureau']",5,15.0,1,"[0.6666666666666666, 0.9333333333333333]",0.8,groene
,seq84-0,small,"In 1994 schreef professor Hans Daudt al heel terecht: er is minder reden dan ooit de VVD te onderschatten.  De club die door de journalistiek vaak als eeuwige oppositiepartij gezien wordt, zit sinds 1959 al 31 jaar in de regering",In 1994 schreef professor Hans Daudt al heel terecht: er is minder reden dan ooit de VVD te onderschatten. <extra_id_0> door de journalistiek vaak als eeuwige oppositiepartij gezien <extra_id_1> 1959 al 31 jaar in de regering,In 1994 schreef professor Hans Daudt al heel terecht: er is minder reden dan ooit de VVD te onderschatten. De VVD is door de journalistiek vaak als eeuwige oppositiepartij gezien In 1959 al 31 jaar in de regering,"['De club die', 'wordt', 'zit sinds']","['De VVD is', 'In']",6,15.0,1,"[0.5454545454545454, 1.0]",0.77,groene
,seq85-0,small,"It wasnt America, stupid Londens zakencentrum Canary Wharf, Docklands, 12 september 2008  Peter Hilz /HH De Britse bankenexpert Tamim Bayoumi, werkzaam in Washington bij de mondiale instelling die zich tijdens de crisis ontpopte tot een van de keurigste critici van het mondiale financile stelsel en de eraan ten grondslag liggende ideologie, vertelt aan de telefoon dat hij zich die eerste post-Lehman G20 nog als de dag van gisteren kan herinneren.  Wat hem destijds vooral frappeerde was het verschil in perceptie over de oorzaken ervan aan beide kanten van de oceaan","<extra_id_0> America, stupid Londens zakencentrum Canary Wharf, Docklands, 12 september 2008 Peter Hilz /HH De Britse bankenexpert Tamim Bayoumi, werkzaam in Washington bij de mondiale instelling die zich tijdens de crisis ontpopte tot een van de keurigste critici van het mondiale financile stelsel en de eraan ten grondslag liggende ideologie, vertelt aan de telefoon dat hij zich die eerste post-Lehman G20 <extra_id_1> dag <extra_id_2> herinneren. Wat hem destijds vooral frappeerde was het verschil <extra_id_3> de oorzaken ervan aan <extra_id_4> de oceaan","America, stupid Londens zakencentrum Canary Wharf, Docklands, 12 september 2008 Peter Hilz /HH De Britse bankenexpert Tamim Bayoumi, werkzaam in Washington bij de mondiale instelling die zich tijdens de crisis ontpopte tot een van de keurigste critici van het mondiale financile stelsel en de eraan ten grondslag liggende ideologie, vertelt aan de telefoon dat hij zich die eerste post-Lehman G20 dag kon herinneren. Wat hem destijds vooral frappeerde was het verschil dat de oorzaken ervan aan de bodem van de oceaan","['It wasnt', 'nog als de', 'van gisteren kan', 'in perceptie over', 'beide kanten van']","['', '', 'kon', 'dat', 'de bodem van']",14,15.0,1,"[1.0, 1.0, 0.875, 0.9411764705882353, 0.5]",0.86,groene
,seq86-0,small,"Kunst & Cultuur Popmuziek: Smashing Pumpkins God, Krishna, en Billy zelf Een aantal weken geleden was het optreden van de Smashing Pumpkins op het Rock in Rio-festival in Portugal live te zien op internet.  Daar stond-ie, Billy Corgan, in de jaren negentig een van de iconen van de tegencultuur","Kunst & Cultuur Popmuziek: Smashing Pumpkins God, Krishna, en Billy zelf Een aantal weken geleden was het optreden van de <extra_id_0> het Rock in Rio-festival in Portugal live te zien op internet. Daar stond-ie, Billy Corgan, in de jaren negentig een <extra_id_1> de tegencultuur","Kunst & Cultuur Popmuziek: Smashing Pumpkins God, Krishna, en Billy zelf Een aantal weken geleden was het optreden van de zangeres van het Rock in Rio-festival in Portugal live te zien op internet. Daar stond-ie, Billy Corgan, in de jaren negentig een voorbeeld van de tegencultuur","['Smashing Pumpkins op', 'van de iconen van']","['zangeres van', 'voorbeeld van']",7,15.0,1,"[0.8, 0.6470588235294118]",0.72,groene
,seq87-0,small,In het inlichtingenwerk bestaat een onvergeeflijke zonde: het bereiden van inlichtingen volgens het recept van de hoge politiek.  Er zijn overvloedige aanwijzingen dat dit gebeurd is ten aanzien van Irak,In het inlichtingenwerk bestaat een onvergeeflijke zonde: het bereiden van inlichtingen volgens het recept van de hoge politiek. Er zijn overvloedige aanwijzingen <extra_id_0> ten aanzien van Irak,In het inlichtingenwerk bestaat een onvergeeflijke zonde: het bereiden van inlichtingen volgens het recept van de hoge politiek. Er zijn overvloedige aanwijzingen nodig ten aanzien van Irak,['dat dit gebeurd is'],['nodig'],4,15.0,1,[0.8333333333333334],0.83,groene
,seq88-0,small,"Men juicht hosanna en het regent complimentjes.  De vitale driftmens Appel, de meester van de op volle kracht uit de tube geknepen kleurenexplosies, de man die de heuvels van Toscane bedwong, hij die het maakte in Amerika, de schilder van het grote formaat die als geen ander de menselijke figuur uit de materie op kon laten doemen, de eeuwige vernieuwer  het zijn maar enkele van de kwalificaties die oprijzen uit de zee van artikelen en catalogusteksten gewijd aan de zoon van een Amsterdamse herenkapper","Men juicht hosanna en het regent complimentjes. De vitale driftmens Appel, de meester van de op volle kracht uit de tube geknepen <extra_id_0> die de heuvels van Toscane bedwong, hij die het maakte in Amerika, de schilder van het grote formaat die als geen <extra_id_1> uit de materie op kon laten doemen, de eeuwige vernieuwer het zijn maar enkele van de kwalificaties die oprijzen uit de zee van artikelen en <extra_id_2> de <extra_id_3> Amsterdamse herenkapper","Men juicht hosanna en het regent complimentjes. De vitale driftmens Appel, de meester van de op volle kracht uit de tube geknepen kunstenaar die de heuvels van Toscane bedwong, hij die het maakte in Amerika, de schilder van het grote formaat die als geen ander uit de materie op kon laten doemen, de eeuwige vernieuwer het zijn maar enkele van de kwalificaties die oprijzen uit de zee van artikelen en teksten, de eeuwen Amsterdamse herenkapper","['kleurenexplosies', 'de man', 'ander de menselijke figuur', 'catalogusteksten gewijd aan', 'zoon van een']","['kunstenaar', 'ander', 'teksten,', 'eeuwen']",13,15.0,1,"[0.8125, 1.0, 0.8846153846153846, 0.8518518518518519]",0.89,groene
,seq89-0,small,"13 april 2014 Jaargang 138, Nr.  Lakenhal Tot 31 augustus toont Museum De Lakenhal in Leiden de tentoonstelling Gerrit Dou: The Leiden Collection from New York","13 april 2014 Jaargang 138, Nr. Lakenhal Tot 31 augustus toont Museum De Lakenhal in Leiden de tentoonstelling Gerrit Dou: The <extra_id_0> York","13 april 2014 Jaargang 138, Nr. Lakenhal Tot 31 augustus toont Museum De Lakenhal in Leiden de tentoonstelling Gerrit Dou: The New York",['Leiden Collection from New'],['New'],4,15.0,1,[0.8846153846153846],0.88,groene
,seq90-0,small,"Tien jaar na het begin van de financile crisis is dit nog altijd de hamvraag: als de kogel van rechts kwam, hoe kan links dan de grote politieke verliezer zijn geworden.  Neem de sociaaldemocratie: in Frankrijk weggevaagd, in Griekenland gedecimeerd, in Spanje gehalveerd, in Duitsland gemarginaliseerd, in Nederland op sterven na dood","Tien jaar na het begin van de financile crisis is dit nog altijd de hamvraag: als de kogel van rechts kwam, hoe kan links dan de grote politieke verliezer zijn geworden. Neem de sociaaldemocratie: in Frankrijk weggevaagd, in <extra_id_0> in Spanje gehalveerd, in Duitsland <extra_id_1> op <extra_id_2>","Tien jaar na het begin van de financile crisis is dit nog altijd de hamvraag: als de kogel van rechts kwam, hoe kan links dan de grote politieke verliezer zijn geworden. Neem de sociaaldemocratie: in Frankrijk weggevaagd, in Italië gevangen, in Spanje gehalveerd, in Duitsland gericht op rechts.","['Griekenland gedecimeerd,', 'gemarginaliseerd', 'in Nederland', 'sterven na dood']","['Italië gevangen,', 'gericht', 'rechts.']",8,15.0,1,"[0.75, 0.75, 0.9166666666666666]",0.81,groene
,seq91-0,small,"Op grote affiches prijkte zijn barbiepopbruine hoofd met het bloempotkapsel en de puntoortjes.  En wenkbrauw hoog opgetrokken, een diepe frons in zijn voorhoofd: Spocks meest karakteristieke gezichtsuitdrukking","<extra_id_0> zijn barbiepopbruine hoofd met het bloempotkapsel en de puntoortjes. En wenkbrauw hoog opgetrokken, een diepe frons in zijn voorhoofd: Spocks meest karakteristieke gezichtsuitdrukking","in zijn barbiepopbruine hoofd met het bloempotkapsel en de puntoortjes. En wenkbrauw hoog opgetrokken, een diepe frons in zijn voorhoofd: Spocks meest karakteristieke gezichtsuitdrukking",['Op grote affiches prijkte'],['in'],4,15.0,1,[0.96],0.96,groene
,seq92-0,small,Europas alternatieven De uitdrukking alternativlos is in Duitsland tot gruwelijkste woord van 2010 gebombardeerd.  Angela Merkel gebruikt de term graag als het om de toekomst van de euro gaat,Europas alternatieven De uitdrukking alternativlos is in Duitsland tot gruwelijkste woord van 2010 gebombardeerd. Angela Merkel gebruikt <extra_id_0> het om de toekomst van de euro gaat,Europas alternatieven De uitdrukking alternativlos is in Duitsland tot gruwelijkste woord van 2010 gebombardeerd. Angela Merkel gebruikt zich als het om de toekomst van de euro gaat,['de term graag als'],['zich als'],4,15.0,1,[0.7647058823529411],0.76,groene
,seq93-0,small,"Kunst & Cultuur Film: Redbad Nieuwe held in oude lappen Zijn hele ethos was afgestemd op een glorieuze dood, liefst op het slagveld met het zwaard in de hand  Splendid film Het pakje Gauloises is het symbool van het vrijgevochten denken op de Linkeroever in Parijs, in de jaren vijftig.  Sartre rookte ze, Camus had ze op de lip","Kunst & Cultuur Film: Redbad Nieuwe held in oude lappen Zijn hele ethos was afgestemd op een glorieuze dood, liefst op het slagveld met het zwaard in de <extra_id_0> Het pakje Gauloises is het symbool van <extra_id_1> op de Linkeroever in Parijs, <extra_id_2> vijftig. Sartre rookte ze, Camus had ze op de lip","Kunst & Cultuur Film: Redbad Nieuwe held in oude lappen Zijn hele ethos was afgestemd op een glorieuze dood, liefst op het slagveld met het zwaard in de muur. Het pakje Gauloises is het symbool van de moord op de Linkeroever in Parijs, in de jaren vijftig. Sartre rookte ze, Camus had ze op de lip","['hand Splendid film', 'het vrijgevochten denken', 'in de jaren']","['muur.', 'de moord', 'in de jaren']",9,15.0,1,"[1.0, 0.8333333333333334, 0.0]",0.61,groene
,seq94-0,small,INTERVIEW MET HANS MAGNUS ENZENSBERGER OP 25 APRIL 1943 werd op het familiekerkhof in Steinhorst generaal Kurt von Hammerstein (1878-1943) begraven.  Zijn familieleden hadden ervoor gezorgd dat Hitlers krans zonder lint of hakenkruis werd neergelegd,INTERVIEW MET <extra_id_0> ENZENSBERGER OP 25 APRIL 1943 werd op het familiekerkhof in Steinhorst generaal Kurt von Hammerstein (1878-1943) begraven. Zijn familieleden hadden ervoor gezorgd dat Hitlers krans <extra_id_1> hakenkruis werd neergelegd,INTERVIEW MET CHRISTIAN ENZENSBERGER OP 25 APRIL 1943 werd op het familiekerkhof in Steinhorst generaal Kurt von Hammerstein (1878-1943) begraven. Zijn familieleden hadden ervoor gezorgd dat Hitlers krans van hakenkruis werd neergelegd,"['HANS MAGNUS', 'zonder lint of']","['CHRISTIAN', 'van']",5,15.0,1,"[0.7272727272727273, 0.9285714285714286]",0.83,groene
,seq95-0,small,"Wanneer is de roman geboren.  Kort voor het jaar nul, antwoordde Allard Schrder in de lezingencyclus Over de geschiedenis van de roman, die twee jaar geleden door het Utrechtse Studium Generale werd georganiseerd","<extra_id_0> roman geboren. Kort voor het jaar nul, antwoordde Allard Schrder <extra_id_1> lezingencyclus Over de geschiedenis van de roman, die twee jaar geleden door het Utrechtse Studium Generale werd georganiseerd","een roman geboren. Kort voor het jaar nul, antwoordde Allard Schrder een lezingencyclus Over de geschiedenis van de roman, die twee jaar geleden door het Utrechtse Studium Generale werd georganiseerd","['Wanneer is de', 'in de']","['een', 'een']",5,15.0,1,"[0.8461538461538461, 1.0]",0.92,groene
,seq96-0,small,Begenadigd toneelmeester BIJ HET AFTREDEN VAN GERRIT ZALM Vreugdeloos maar efficint  zo karakteriseerde de Financial Times begin deze maand Gerrit Zalm.  Het artikel trachtte een rangorde aan te brengen onder de twaalf ministers van Financin van de eurozone,Begenadigd toneelmeester BIJ HET AFTREDEN VAN GERRIT ZALM Vreugdeloos maar efficint zo karakteriseerde de <extra_id_0> deze maand Gerrit Zalm. Het <extra_id_1> rangorde aan te brengen onder de twaalf ministers van Financin van de eurozone,Begenadigd toneelmeester BIJ HET AFTREDEN VAN GERRIT ZALM Vreugdeloos maar efficint zo karakteriseerde de verkiezingen van deze maand Gerrit Zalm. Het besluit is om rangorde aan te brengen onder de twaalf ministers van Financin van de eurozone,"['Financial Times begin', 'artikel trachtte een']","['verkiezingen van', 'besluit is om']",6,15.0,1,"[0.8095238095238095, 0.9]",0.85,groene
,seq97-0,small,Balkenende moet weten hoe je een kameel melkt Afgelopen zomer was de scne te zien in het programma Zomergasten.  Een Somalische opa zit in Somali met zijn in Nederland wonende kleinzoon in het zand,Balkenende moet weten hoe <extra_id_0> melkt Afgelopen zomer was de scne te <extra_id_1> het programma Zomergasten. Een Somalische opa zit in Somali met zijn in Nederland wonende kleinzoon in het zand,Balkenende moet weten hoe het melkt Afgelopen zomer was de scne te zien in het programma Zomergasten. Een Somalische opa zit in Somali met zijn in Nederland wonende kleinzoon in het zand,"['je een kameel', 'zien in']","['het', 'zien in']",5,15.0,1,"[0.9230769230769231, 0.0]",0.46,groene
,seq98-0,small,Buiten Hans Kellers fameuze reeks Dode dichters (VPRO) is er zelden tv-aandacht voor pozie.  De dichtkunst is nu eenmaal een niche,Buiten Hans Kellers fameuze reeks Dode dichters (VPRO) is er zelden tv-aandacht <extra_id_0> dichtkunst is nu eenmaal een niche,Buiten Hans Kellers fameuze reeks Dode dichters (VPRO) is er zelden tv-aandacht De dichtkunst is nu eenmaal een niche,['voor pozie. De'],['De'],3,15.0,1,[0.8571428571428571],0.86,groene
,seq99-0,small,Nog lang zullen we praten over de zonnige zomer van 2003.  Het begon met wat niemand voor mogelijk had gehouden: de vorming van de grote coalitie regering in Bagdad,Nog lang zullen we praten over de zonnige zomer van 2003. Het begon met wat niemand voor mogelijk had <extra_id_0> de grote coalitie regering in Bagdad,Nog lang zullen we praten over de zonnige zomer van 2003. Het begon met wat niemand voor mogelijk had gemaakt. Het is de grote coalitie regering in Bagdad,['gehouden: de vorming van'],['gemaakt. Het is'],4,15.0,1,[0.7916666666666666],0.79,groene
,seq100-0,small,"Twee documentaires over wereldverbeteraars, echte en valse.  Veel Nigeriaanse vrouwen belanden in de Europese prostitutie","Twee documentaires over wereldverbeteraars, echte en valse. <extra_id_0> vrouwen belanden in de Europese prostitutie","Twee documentaires over wereldverbeteraars, echte en valse. Hoe vrouwen belanden in de Europese prostitutie",['Veel Nigeriaanse'],['Hoe'],2,15.0,1,[0.9375],0.94,groene
,seq101-0,small,"Kunst & Cultuur Van Oldenborghs tussentijd Productiefoto uit Cinema Olanda, Wendelien van Oldenborgh, 2017.  Gecureerd door Lucy Cotter  Daria Scagliola / Wendelien van Oldenborgh / Wilfried Lentz Rotterdam n beeld, of misschien is het meer een scne, springt eruit in de filminstallatie Cinema Olanda (2017, 15 minuten) van Wendelien van Oldenborgh, te zien op de Binnale van Veneti","Kunst & Cultuur Van Oldenborghs tussentijd Productiefoto uit Cinema Olanda, Wendelien van Oldenborgh, 2017. Gecureerd door Lucy <extra_id_0> / Wendelien van Oldenborgh / Wilfried Lentz Rotterdam n beeld, of misschien is het meer een <extra_id_1> in de filminstallatie Cinema Olanda (2017, 15 minuten) van Wendelien van <extra_id_2> op de Binnale van Veneti","Kunst & Cultuur Van Oldenborghs tussentijd Productiefoto uit Cinema Olanda, Wendelien van Oldenborgh, 2017. Gecureerd door Lucy Hoffman / Wendelien van Oldenborgh / Wilfried Lentz Rotterdam n beeld, of misschien is het meer een film in de filminstallatie Cinema Olanda (2017, 15 minuten) van Wendelien van Oldenborgh op de Binnale van Veneti","['Cotter Daria Scagliola', 'scne', 'springt eruit', 'Oldenborgh', 'te zien']","['Hoffman', 'film', 'Oldenborgh']",9,15.0,1,"[0.9090909090909091, 1.0, 0.8461538461538461]",0.92,groene
,seq102-0,small,"Kunst & Cultuur Popmuziek: Jhann Jhannsson Jhann Jhannsson  Damien Vo In Mandy, de tweede film van Panos Cosmatos, speelt Nicolas Cage een rol die thuis hoort in de rij rollen van zijn leven: Wild at Heart, Leaving Las Vegas, Adaptation, Joe, Raising Arizona.  Een imposante lijst, die het verdient om niet te lijden onder de veel langere lijst ongelooflijke pulp waar hij zich meerdere keren per jaar op routine doorheen ploegt","Kunst & Cultuur Popmuziek: Jhann Jhannsson Jhann Jhannsson Damien Vo In Mandy, de tweede film van Panos Cosmatos, speelt Nicolas Cage een rol die thuis hoort <extra_id_0> rollen van zijn leven: Wild at Heart, Leaving Las Vegas, Adaptation, Joe, Raising Arizona. Een imposante lijst, die het verdient om niet te lijden onder de veel langere <extra_id_1> pulp waar <extra_id_2> keren per <extra_id_3> doorheen ploegt","Kunst & Cultuur Popmuziek: Jhann Jhannsson Jhann Jhannsson Damien Vo In Mandy, de tweede film van Panos Cosmatos, speelt Nicolas Cage een rol die thuis hoort van de volgende rollen van zijn leven: Wild at Heart, Leaving Las Vegas, Adaptation, Joe, Raising Arizona. Een imposante lijst, die het verdient om niet te lijden onder de veel langere jaren pulp waar hij enkele keren per jaar doorheen ploegt","['in de rij', 'lijst ongelooflijke', 'hij zich meerdere', 'jaar op routine']","['van de volgende', 'jaren', 'hij enkele', 'jaar']",11,15.0,1,"[0.6666666666666666, 0.8947368421052632, 0.5882352941176471, 0.7333333333333333]",0.72,groene
,seq103-0,small,"Frappant is dat de opgevoerde hoofdredacteur van de Leeuwarder Courant, Rimmer Mulder, mij als fnp een zielig geval noemt.  Ik ben sinds jaar en dag actief lid van de Fryske Nasjonale Partij en ik schaam mij daar niet voor","Frappant is dat de opgevoerde <extra_id_0> Leeuwarder Courant, Rimmer Mulder, mij als fnp een zielig geval noemt. Ik ben sinds jaar en dag actief lid van de Fryske Nasjonale Partij <extra_id_1> mij daar niet voor","Frappant is dat de opgevoerde voorzitter van Leeuwarder Courant, Rimmer Mulder, mij als fnp een zielig geval noemt. Ik ben sinds jaar en dag actief lid van de Fryske Nasjonale Partij en ik voel mij daar niet voor","['hoofdredacteur van de', 'en ik schaam']","['voorzitter van', 'en ik voel']",6,15.0,1,"[0.5238095238095238, 0.5]",0.51,groene
,seq104-0,small,"Restauranteigenaar Nina Hoiting Het kleine gebaar van restauranteigenaar Nina Hoiting Koken kunnen veel vluchtelingen al, merkte Nina Hoiting.  Alleen horeca-ervaring ontbreekt","Restauranteigenaar Nina Hoiting Het kleine gebaar van restauranteigenaar Nina Hoiting Koken kunnen veel vluchtelingen al, merkte <extra_id_0> horeca-ervaring ontbreekt","Restauranteigenaar Nina Hoiting Het kleine gebaar van restauranteigenaar Nina Hoiting Koken kunnen veel vluchtelingen al, merkte hoe horeca-ervaring ontbreekt",['Nina Hoiting. Alleen'],['hoe'],3,15.0,1,[0.9],0.9,groene
,seq105-0,small,"Verguisd in de jaren zestig, maar nu als fin-de- siecle-fenomeen in het Van Gogh-museum: Franz Stuck, de Nietzsche van de schilderkunst.  Hij was een curiosum, maar zonder hem waren Kandinsky en Klee niet geworden wie ze waren","Verguisd in de jaren zestig, maar nu als fin-de- siecle-fenomeen <extra_id_0> Gogh-museum: Franz Stuck, <extra_id_1> de schilderkunst. Hij was een curiosum, maar zonder hem waren Kandinsky en Klee niet geworden wie ze waren","Verguisd in de jaren zestig, maar nu als fin-de- siecle-fenomeen in het Van Gogh-museum: Franz Stuck, de meester van de schilderkunst. Hij was een curiosum, maar zonder hem waren Kandinsky en Klee niet geworden wie ze waren","['in het Van', 'de Nietzsche van']","['in het Van', 'de meester van']",6,15.0,1,"[0.0, 0.4375]",0.22,groene
,seq106-0,small,"Dichters & Denkers Het tweede leven Het liberalisme heeft getriomfeerd, maar is die zege zelf nauwelijks te boven gekomen.  De staat wordt steeds belangrijker en de deugd van het egosme krijgt een almaar slechtere pers","Dichters & Denkers Het tweede leven Het liberalisme heeft getriomfeerd, maar is die zege zelf nauwelijks te boven gekomen. De staat wordt <extra_id_0> de deugd <extra_id_1> egosme krijgt een almaar slechtere pers","Dichters & Denkers Het tweede leven Het liberalisme heeft getriomfeerd, maar is die zege zelf nauwelijks te boven gekomen. De staat wordt beter gemaakt en de deugd van egosme krijgt een almaar slechtere pers","['steeds belangrijker en', 'van het']","['beter gemaakt en', 'van']",5,15.0,1,"[0.6363636363636364, 0.5714285714285714]",0.6,groene
,seq107-0,small,Kunst & Cultuur Film: Apocalypse Now Martin Sheen als Captain Benjamin L.  Willard in Apocalypse Now: Final Cut  EYE Filmmuseum Begin jaren zestig wilde de Amerikaanse cineast John Milius de roman Heart of Darkness (1902) van Joseph Conrad verfilmen,Kunst & Cultuur Film: Apocalypse Now Martin Sheen als Captain Benjamin L. Willard in Apocalypse Now: Final Cut EYE Filmmuseum Begin jaren zestig wilde de Amerikaanse cineast <extra_id_0> roman Heart of Darkness (1902) <extra_id_1> verfilmen,Kunst & Cultuur Film: Apocalypse Now Martin Sheen als Captain Benjamin L. Willard in Apocalypse Now: Final Cut EYE Filmmuseum Begin jaren zestig wilde de Amerikaanse cineast het roman Heart of Darkness (1902) te verfilmen,"['John Milius de', 'van Joseph Conrad']","['het', 'te']",6,15.0,1,"[0.9285714285714286, 0.9411764705882353]",0.93,groene
,seq108-0,small,"Christiaan Weijts beeld Milo Het enige oeuvre waarin de hofstad ook hoofdstad is, is dat van Louis Couperus.  Ja, van Jan Siebelink spelen er wat boeken in specifieke Haagse buurten, maar dat is eigenlijk ook Couperus, met al die neurotische dames en oversensitieve kunstenaarszielen","Christiaan Weijts beeld Milo Het enige oeuvre waarin de hofstad ook hoofdstad is, is dat van Louis Couperus. Ja, van Jan Siebelink spelen er wat boeken in specifieke Haagse buurten, maar <extra_id_0> Couperus, met al <extra_id_1> en oversensitieve kunstenaarszielen","Christiaan Weijts beeld Milo Het enige oeuvre waarin de hofstad ook hoofdstad is, is dat van Louis Couperus. Ja, van Jan Siebelink spelen er wat boeken in specifieke Haagse buurten, maar Louis Couperus, met al zijn mooie en oversensitieve kunstenaarszielen","['dat is eigenlijk ook', 'die neurotische dames']","['Louis', 'zijn mooie']",7,15.0,1,"[0.9, 0.7619047619047619]",0.83,groene
