,Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
214,seq214-0,base,"Rescuers and relatives stop a woman from committing suicide by jumping off a building in Zhanjiang, Guangdong province August 14, 2012.  The woman was rescued as she tried to commit suicide after killing her nephew following a family dispute, local media reported","Rescuers and relatives stop a woman from committing suicide by jumping off <extra_id_0> Zhanjiang, Guangdong province August 14, 2012. The woman was <extra_id_1> tried to commit suicide after killing her nephew following a family dispute, local media reported","Rescuers and relatives stop a woman from committing suicide by jumping off her shoulder in Zhanjiang, Guangdong province August 14, 2012. The woman was reportedly tried to commit suicide after killing her nephew following a family dispute, local media reported","['a building in', 'rescued as she']","['her shoulder in', 'reportedly']",6,15.0,1,"[0.6666666666666666, 0.7857142857142857]",0.73
215,seq215-0,base,"Het laatste walvisschip komt aan in de haven van Shimonoseki.  Foto Jiji Press / AFP De Japanse walvisvloot heeft dit jaar 333 dwergvinvissen gevangen, inclusief enkele zwangere vrouwtjes","Het laatste walvisschip komt aan in <extra_id_0> Foto Jiji Press / AFP De Japanse walvisvloot heeft dit jaar 333 dwergvinvissen gevangen, inclusief enkele zwangere vrouwtjes","Het laatste walvisschip komt aan in Japan. Foto Jiji Press / AFP De Japanse walvisvloot heeft dit jaar 333 dwergvinvissen gevangen, inclusief enkele zwangere vrouwtjes",['de haven van Shimonoseki.'],['Japan.'],4,15.0,1,[0.84],0.84
216,seq216-0,base,"Als een Ferrari: luxueus en comfortabel Doordat Haagse politici ambivalente en gebrekkige informatie over Europa verstrekken, lopen burgers niet warm voor de Europese Unie.  Den Haag wil niet dat we van Brussel houden Het is deze ambivalentie die Nederlandse politici continu over de mensen heen storten, waardoor Lenssen gelooft dat de Nederlandse politiek de macht eigenlijk niet wil delen met de Europese Unie Den Haag wil niet dat we van Brussel houden, zegt hij","Als een Ferrari: luxueus en comfortabel Doordat Haagse politici ambivalente en gebrekkige informatie over Europa verstrekken, lopen burgers niet warm voor de Europese Unie. Den <extra_id_0> dat we van Brussel houden Het is deze ambivalentie die Nederlandse politici <extra_id_1> mensen heen storten, waardoor Lenssen gelooft dat de Nederlandse politiek de macht eigenlijk niet wil delen met de Europese Unie Den Haag wil niet <extra_id_2> van Brussel <extra_id_3>","Als een Ferrari: luxueus en comfortabel Doordat Haagse politici ambivalente en gebrekkige informatie over Europa verstrekken, lopen burgers niet warm voor de Europese Unie. Den Haag wil niet dat we van Brussel houden Het is deze ambivalentie die Nederlandse politici om de mensen heen storten, waardoor Lenssen gelooft dat de Nederlandse politiek de macht eigenlijk niet wil delen met de Europese Unie Den Haag wil niet dat we van Brussel houden. Minder","['Haag wil niet', 'continu over de', 'dat we', 'houden', 'zegt hij']","['Haag wil niet', 'om de', 'dat we', 'Minder']",11,15.0,1,"[0.0, 0.7333333333333333, 0.0, 0.6666666666666666]",0.35
217,seq217-0,base,PKK: `gevaarlijkste groep' in Duitsland Haar straffe organisatie maakt de PKK tot gevaarlijkste extremistische bedreiging in Duitsland.  Er is een gewapende harde kern van zo'n 6,PKK: `gevaarlijkste groep' in Duitsland Haar straffe organisatie maakt de PKK tot gevaarlijkste extremistische <extra_id_0> is een gewapende harde kern van zo'n 6,PKK: `gevaarlijkste groep' in Duitsland Haar straffe organisatie maakt de PKK tot gevaarlijkste extremistische organisatie in Duitsland. Het is een gewapende harde kern van zo'n 6,['bedreiging in Duitsland. Er'],['organisatie in Duitsland. Het'],4,15.0,1,[0.4482758620689655],0.45
218,seq218-0,base,"Portretten van Andy Warhol.  20 okt t/m 24 nov in Galerie Wouter van Leeuwen, Hazenstraat 27, Amsterdam","Portretten van Andy Warhol. 20 okt t/m <extra_id_0> Galerie Wouter van Leeuwen, Hazenstraat 27, Amsterdam","Portretten van Andy Warhol. 20 okt t/m 30 nov Galerie Wouter van Leeuwen, Hazenstraat 27, Amsterdam",['24 nov in'],['30 nov'],3,15.0,1,[0.5555555555555556],0.56
219,seq219-0,base,Te veel uren schrijven De meeste zakenbankiers zijn het stadium voorbij dat ze hun concurrenten ellende toewensen.  Dat komt doordat niemand is ontkomen aan de smet van belangenverstrengeling of het inzakken van de adviesmarkt,Te veel uren schrijven <extra_id_0> zijn het stadium voorbij dat ze hun concurrenten ellende <extra_id_1> komt doordat niemand is ontkomen aan de smet van belangenverstrengeling of het inzakken van de adviesmarkt,Te veel uren schrijven zijn het stadium voorbij dat ze hun concurrenten ellende geven. Dat komt doordat niemand is ontkomen aan de smet van belangenverstrengeling of het inzakken van de adviesmarkt,"['De meeste zakenbankiers', 'toewensen. Dat']","['', 'geven. Dat']",5,15.0,1,"[1.0, 0.42857142857142855]",0.71
220,seq220-0,base,"Dertig dagen offline Het modelabel van Joline Jolink, dat vooral via haar webshop wordt verkocht, bestaat vijf jaar.  Ze viert het met een tijdelijke winkel in Amsterdam","Dertig dagen <extra_id_0> Joline Jolink, dat vooral via haar webshop wordt verkocht, bestaat vijf jaar. Ze viert het met een tijdelijke winkel in Amsterdam","Dertig dagen winkel Joline Jolink, dat vooral via haar webshop wordt verkocht, bestaat vijf jaar. Ze viert het met een tijdelijke winkel in Amsterdam",['offline Het modelabel van'],['winkel'],4,15.0,1,[0.84],0.84
221,seq221-0,base,Complexe opera `Raaff' sterk en intrigerend Verwondering over het verschijnsel `opera' is dit jaar het gemakkelijk herkenbare `geheime thema' in de muziekprogrammering van het Holland Festival.  Gesualdo considered as a murderer van Luca Francesconi was muziektheater over de vraag waarom componisten toch behoefte hebben aan een zichtbare handeling bij hun muziek,Complexe opera `Raaff' sterk en intrigerend Verwondering over het verschijnsel `opera' is dit jaar het <extra_id_0> `geheime thema' in de muziekprogrammering van het Holland Festival. Gesualdo considered as a murderer van Luca Francesconi was muziektheater over <extra_id_1> componisten toch behoefte hebben aan een <extra_id_2> hun muziek,Complexe opera `Raaff' sterk en intrigerend Verwondering over het verschijnsel `opera' is dit jaar het meest `geheime thema' in de muziekprogrammering van het Holland Festival. Gesualdo considered as a murderer van Luca Francesconi was muziektheater over een mysterie. Waarom componisten toch behoefte hebben aan een nieuwe dimensie van hun muziek,"['gemakkelijk herkenbare', 'de vraag waarom', 'zichtbare handeling bij']","['meest', 'een mysterie. Waarom', 'nieuwe dimensie van']",8,15.0,1,"[0.8636363636363636, 0.55, 0.782608695652174]",0.73
222,seq222-0,base,"Action boekte over 2018 een recordomzet van 4,2 miljard euro.  Foto Pieterjan Luyten Waar veel winkelketens in de detailhandel het zwaar hebben, heeft Action over 2018 fors meer omzet geboekt dan een jaar eerder","Action boekte over 2018 een recordomzet van 4,2 miljard euro. Foto Pieterjan Luyten Waar veel winkelketens in de detailhandel het zwaar hebben, heeft Action over 2018 <extra_id_0> geboekt dan een <extra_id_1>","Action boekte over 2018 een recordomzet van 4,2 miljard euro. Foto Pieterjan Luyten Waar veel winkelketens in de detailhandel het zwaar hebben, heeft Action over 2018 meer geboekt dan een recordomzet.","['fors meer omzet', 'jaar eerder']","['meer', 'recordomzet.']",5,15.0,1,"[0.7333333333333333, 0.9166666666666666]",0.82
223,seq223-0,base,"Rusland stopt lozing van kernafval in zee bij Japan TOKIO, 21 OKT.  Rusland heeft onder sterke internationale druk bakzeil gehaald en afgezien van zijn voornemen een tweede lading radioactief afval te lozen in de Zee van Japan","Rusland stopt lozing van kernafval in zee bij Japan TOKIO, 21 OKT. Rusland <extra_id_0> internationale druk bakzeil gehaald en afgezien van zijn <extra_id_1> lading radioactief afval te lozen in de Zee van Japan","Rusland stopt lozing van kernafval in zee bij Japan TOKIO, 21 OKT. Rusland heeft uit internationale druk bakzeil gehaald en afgezien van zijn verplichting om een grote lading radioactief afval te lozen in de Zee van Japan","['heeft onder sterke', 'voornemen een tweede']","['heeft uit', 'verplichting om een grote']",6,15.0,1,"[0.6111111111111112, 0.72]",0.67
224,seq224-0,base,"Cultuurfilosoof: Kamer is naar binnen gekeerde wereld Maandag werd een nakende kabinetscrisis over de inkomensverhoudingen ternauwernood afgewend, gisteren debatteerde de Kamer erover.  Cultuurfilosoof Paul Kuypers over de taal en de gedragingen van bestuurders in tijden van politieke crisis en publieke apathie","Cultuurfilosoof: Kamer is naar binnen gekeerde wereld Maandag werd een nakende kabinetscrisis over de inkomensverhoudingen ternauwernood afgewend, gisteren debatteerde de Kamer erover. Cultuurfilosoof Paul Kuypers <extra_id_0> en de gedragingen van bestuurders in tijden van politieke <extra_id_1> apathie","Cultuurfilosoof: Kamer is naar binnen gekeerde wereld Maandag werd een nakende kabinetscrisis over de inkomensverhoudingen ternauwernood afgewend, gisteren debatteerde de Kamer erover. Cultuurfilosoof Paul Kuypers gaat in op de politieke crisis en de gedragingen van bestuurders in tijden van politieke crisis en apathie","['over de taal', 'crisis en publieke']","['gaat in op de politieke crisis', 'crisis en']",6,15.0,1,"[0.8333333333333334, 0.5]",0.67
225,seq225-0,base,"Vijf Turkse extremisten aangehouden DEN HAAG, 8 DEC.  De politie heeft begin deze week in Rotterdam vijf Turkse mannen aangehouden die worden verdacht van afpersing in de Turkse gemeenschap","Vijf Turkse extremisten aangehouden DEN HAAG, 8 DEC. De politie heeft begin deze <extra_id_0> Turkse mannen aangehouden die worden verdacht van afpersing in de Turkse gemeenschap","Vijf Turkse extremisten aangehouden DEN HAAG, 8 DEC. De politie heeft begin deze week vijf Turkse mannen aangehouden die worden verdacht van afpersing in de Turkse gemeenschap",['week in Rotterdam vijf'],['week vijf'],4,15.0,1,[0.5909090909090909],0.59
226,seq226-0,base,"Wijnaendts beschuldigt leger; Den Haag stelt sancties tegen Servirs voor DEN HAAG-ZAGREB-PARIJS, 30 AUG.  Nederland zal zijn partners in de Europese Gemeenschap op een extra vergadering aanstaande dinsdag voorstellen politieke en economische maatregelen tegen Servi te treffen als het blijft weigeren EG-waarnemers toe te laten tot de conflictgebieden in Kroati","Wijnaendts beschuldigt leger; Den Haag stelt sancties <extra_id_0> voor DEN HAAG-ZAGREB-PARIJS, 30 AUG. Nederland zal zijn partners in de Europese Gemeenschap op <extra_id_1> aanstaande dinsdag voorstellen politieke en economische maatregelen tegen Servi te treffen als het blijft weigeren EG-waarnemers toe <extra_id_2> de conflictgebieden in Kroati","Wijnaendts beschuldigt leger; Den Haag stelt sancties tegen Servi voor DEN HAAG-ZAGREB-PARIJS, 30 AUG. Nederland zal zijn partners in de Europese Gemeenschap op een vergadering aanstaande dinsdag voorstellen politieke en economische maatregelen tegen Servi te treffen als het blijft weigeren EG-waarnemers toe te staan in de conflictgebieden in Kroati","['tegen Servirs', 'een extra vergadering', 'te laten tot']","['tegen Servi', 'een vergadering', 'te staan in']",8,15.0,1,"[0.15384615384615385, 0.2857142857142857, 0.5833333333333334]",0.34
227,seq227-0,base,"Vrij koude nachten Tot en met woensdag verlopen de nachten vrij koud met kans op een klein beetje vorst in het binnenland, maar overdag wordt het ver boven nul.  Dankzij de nabijheid van een hogedrukgebied is het op de meeste dagen droog","Vrij koude nachten Tot en met <extra_id_0> nachten vrij koud met kans op een klein beetje vorst in het binnenland, maar overdag wordt het ver boven nul. Dankzij de nabijheid van een hogedrukgebied <extra_id_1> de meeste dagen droog","Vrij koude nachten Tot en met vrijdag zijn de nachten vrij koud met kans op een klein beetje vorst in het binnenland, maar overdag wordt het ver boven nul. Dankzij de nabijheid van een hogedrukgebied is het de meeste dagen droog","['woensdag verlopen de', 'is het op']","['vrijdag zijn de', 'is het']",6,15.0,1,"[0.6, 0.3333333333333333]",0.47
228,seq228-0,base,"Mager verslag van Indi-herdenking in de krant Op 15 augustus 1945 vond de capitulatie van Japan plaats.  Dat betekende het einde van de oorlog in Indi voor ons die onder Japanse bezetting hadden geleefd, in kampen en daarbuiten","Mager verslag van Indi-herdenking in de krant Op 15 augustus <extra_id_0> capitulatie van Japan plaats. Dat betekende het einde van de oorlog in Indi <extra_id_1> onder Japanse bezetting hadden geleefd, in kampen en daarbuiten","Mager verslag van Indi-herdenking in de krant Op 15 augustus vond de capitulatie van Japan plaats. Dat betekende het einde van de oorlog in Indi De mensen die onder Japanse bezetting hadden geleefd, in kampen en daarbuiten","['1945 vond de', 'voor ons die']","['vond de', 'De mensen die']",6,15.0,1,"[0.4166666666666667, 0.6153846153846154]",0.52
229,seq229-0,base,"Burgemeesters aan bevolking: samen gaan we het fiksen Crisiscommunicatie Meerdere burgemeesters schreven de afgelopen dagen hun inwoners een brief.  Verlies elkaar niet uit het oog, is de boodschap","Burgemeesters aan bevolking: samen gaan <extra_id_0> Meerdere burgemeesters schreven de afgelopen dagen hun inwoners een brief. Verlies elkaar niet uit het oog, is de boodschap","Burgemeesters aan bevolking: samen gaan we werken Meerdere burgemeesters schreven de afgelopen dagen hun inwoners een brief. Verlies elkaar niet uit het oog, is de boodschap",['we het fiksen Crisiscommunicatie'],['we werken'],4,15.0,1,[0.78125],0.78
230,seq230-0,base,"Zaterdagavond dacht SGP-Kamerlid Elbert Dijkgraaf een belastingdruk van maar liefst 98,6 procent op het spoor te zijn.  Een paar dagen langer studeren op de kabinetsplannen resulteerde in een lagere maar nog altijd aanzienlijke belastingdruk van 85 procent","Zaterdagavond dacht SGP-Kamerlid Elbert Dijkgraaf <extra_id_0> maar liefst 98,6 procent op het spoor te zijn. Een paar dagen langer studeren op de kabinetsplannen resulteerde <extra_id_1> maar nog altijd aanzienlijke belastingdruk van 85 procent","Zaterdagavond dacht SGP-Kamerlid Elbert Dijkgraaf van maar liefst 98,6 procent op het spoor te zijn. Een paar dagen langer studeren op de kabinetsplannen resulteerde in een kleine, maar nog altijd aanzienlijke belastingdruk van 85 procent","['een belastingdruk van', 'in een lagere']","['van', 'in een kleine,']",6,15.0,1,"[0.8571428571428571, 0.42857142857142855]",0.64
231,seq231-0,base,Opereren en detoxen met uitzicht op een Alp Zwitserse huisartsen rekenen af per minuut.  Onze correspondenten beschrijven deze zomer eigenaardigheden van de gezondheidszorg in hun land,Opereren en detoxen met uitzicht op een Alp Zwitserse huisartsen rekenen af per minuut. Onze correspondenten beschrijven deze zomer eigenaardigheden van de <extra_id_0>,Opereren en detoxen met uitzicht op een Alp Zwitserse huisartsen rekenen af per minuut. Onze correspondenten beschrijven deze zomer eigenaardigheden van de lokale economie.,['gezondheidszorg in hun land'],['economie.'],4,15.0,1,[0.8148148148148148],0.81
233,seq233-0,base,"LEYLA ZANA; Koningin der Koerden ANKARA, 10 NOV.  Leyla Zana is het symbool van de Koerdische strijd voor politieke vrijheid en culturele identiteit binnen Turkije","LEYLA ZANA; Koningin der Koerden ANKARA, 10 NOV. Leyla Zana is het symbool van de Koerdische strijd voor politieke <extra_id_0> binnen Turkije","LEYLA ZANA; Koningin der Koerden ANKARA, 10 NOV. Leyla Zana is het symbool van de Koerdische strijd voor politieke eenheid binnen Turkije",['vrijheid en culturele identiteit'],['eenheid'],4,15.0,1,[0.8125],0.81
234,seq234-0,base,"Het NHM is geschiedenis Met het Nationaal Historisch Museum ging het net als met een paar andere reusachtige projecten.  Geestdriftig verzonnen, veel bijval gekregen, een plan kreeg vorm, er ontstond een tegenplan, discussies werden onoverzichtelijk en langzamerhand verloor dit magnifieke project zijn geloofwaardigheid","Het NHM is geschiedenis Met het Nationaal Historisch Museum ging het net als met een paar andere reusachtige projecten. Geestdriftig verzonnen, veel bijval gekregen, een plan kreeg vorm, er ontstond <extra_id_0> werden onoverzichtelijk en langzamerhand verloor dit magnifieke <extra_id_1>","Het NHM is geschiedenis Met het Nationaal Historisch Museum ging het net als met een paar andere reusachtige projecten. Geestdriftig verzonnen, veel bijval gekregen, een plan kreeg vorm, er ontstond nieuwe plannen, ze werden onoverzichtelijk en langzamerhand verloor dit magnifieke","['een tegenplan', 'discussies', 'project zijn geloofwaardigheid']","['nieuwe plannen, ze', '']",6,15.0,1,"[0.7777777777777778, 1.0]",0.89
235,seq235-0,base,"Mexico gist naar omvang moordkomplot tegen Colosio MEXICO-STAD, 6 APRIL.  Wat velen in Mexico dachten en steeds lui der zeiden is nu door een officieel onderzoek bevestigd: de moord op presidentskandidaat Lus Donaldo Colosio, twee weken geleden, was een samenzwering","Mexico gist naar omvang moordkomplot tegen Colosio MEXICO-STAD, 6 APRIL. Wat <extra_id_0> dachten en steeds lui der zeiden is <extra_id_1> officieel onderzoek bevestigd: de moord op presidentskandidaat Lus Donaldo Colosio, twee weken geleden, was een samenzwering","Mexico gist naar omvang moordkomplot tegen Colosio MEXICO-STAD, 6 APRIL. Wat de mannen van Mexico dachten en steeds lui der zeiden is door het officieel onderzoek bevestigd: de moord op presidentskandidaat Lus Donaldo Colosio, twee weken geleden, was een samenzwering","['velen in Mexico', 'nu door een']","['de mannen van Mexico', 'door het']",6,15.0,1,"[0.4, 0.45454545454545453]",0.43
237,seq237-0,base,Staatsschuld Rusland moet eigenlijk zwaar bezuinigen.  Uit oogpunt van verkiezingen leent de regering toch liever bij om te voldoen aan sociale verplichtingen,Staatsschuld Rusland moet eigenlijk zwaar bezuinigen. Uit oogpunt van verkiezingen leent de regering <extra_id_0> om te voldoen aan sociale verplichtingen,Staatsschuld Rusland moet eigenlijk zwaar bezuinigen. Uit oogpunt van verkiezingen leent de regering zich voor maatregelen om te voldoen aan sociale verplichtingen,['toch liever bij'],['zich voor maatregelen'],3,15.0,1,[0.8095238095238095],0.81
238,seq238-0,base,"Utrechtse Jaarbeurs heeft topresultaat behaald over 1995 UTRECHT, 1 MAART.  De Jaarbeurs in Utrecht heeft in 1995 met een omzet van 147 miljoen gulden en een winst vr belasting van 10 miljoen gulden topresultaten behaald","Utrechtse Jaarbeurs heeft topresultaat behaald over 1995 UTRECHT, 1 MAART. De Jaarbeurs in Utrecht heeft in 1995 met een omzet van <extra_id_0> gulden <extra_id_1> vr belasting van 10 miljoen gulden topresultaten behaald","Utrechtse Jaarbeurs heeft topresultaat behaald over 1995 UTRECHT, 1 MAART. De Jaarbeurs in Utrecht heeft in 1995 met een omzet van ruim 1 miljoen gulden en een vr belasting van 10 miljoen gulden topresultaten behaald","['147 miljoen', 'en een winst']","['ruim 1 miljoen', 'en een']",5,15.0,1,"[0.42857142857142855, 0.5]",0.46
239,seq239-0,base,Racines Andromache is een museumstuk De zeventiende-eeuwse klassieke taal van de Franse toneelschrijver Jean Racine is een monument.  De ,Racines Andromache is een museumstuk De zeventiende-eeuwse klassieke taal van de Franse toneelschrijver Jean <extra_id_0> monument. De,Racines Andromache is een museumstuk De zeventiende-eeuwse klassieke taal van de Franse toneelschrijver Jean Paul II monument. De,['Racine is een'],['Paul II'],3,15.0,1,[0.8461538461538461],0.85
240,seq240-0,base,Terreurdreiging Brugge rekende een euro extra voor koffie om toeristen af te schrikken.  Sinds de aanslagen in Brussel is het opeens rustig,Terreurdreiging Brugge rekende <extra_id_0> voor koffie om toeristen af te schrikken. Sinds de aanslagen in Brussel is het opeens rustig,Terreurdreiging Brugge rekende zaak voor koffie om toeristen af te schrikken. Sinds de aanslagen in Brussel is het opeens rustig,['een euro extra'],['zaak'],3,15.0,1,[1.0],1.0
241,seq241-0,base,"Opnieuw Haren, burgers blijven lastig 14 september 2013  Volgende week, een jaar geleden, was Haren wereldnieuws.  De Facebook-rellen van toen verlammen de Groningse gemeente nog steeds","Opnieuw Haren, burgers blijven lastig <extra_id_0> week, een jaar geleden, was Haren wereldnieuws. De Facebook-rellen van toen verlammen de Groningse gemeente nog steeds","Opnieuw Haren, burgers blijven lastig Deze week, een jaar geleden, was Haren wereldnieuws. De Facebook-rellen van toen verlammen de Groningse gemeente nog steeds",['14 september 2013 Volgende'],['Deze'],4,15.0,1,[0.9230769230769231],0.92
242,seq242-0,base,"Duitse telescoop van kunststof op Mount Graham Op Mount Graham, een 3250 meter hoge berg in Arizona, is een Duitse telescoop in gebruik genomen.  Met zijn antennereflector van 10 meter diameter is het de eerste telescoop van deze grootte die straling uit het heelal kan opvangen met een kleinste golflengte van 0,35 millimeter","<extra_id_0> kunststof op Mount Graham Op Mount Graham, een 3250 meter hoge berg in Arizona, is een Duitse telescoop <extra_id_1> Met zijn antennereflector van 10 meter diameter is het de eerste telescoop van deze grootte die straling uit <extra_id_2> kan opvangen met een kleinste golflengte van 0,35 millimeter","van kunststof op Mount Graham Op Mount Graham, een 3250 meter hoge berg in Arizona, is een Duitse telescoop geplaatst. Met zijn antennereflector van 10 meter diameter is het de eerste telescoop van deze grootte die straling uit oppervlaktewater kan opvangen met een kleinste golflengte van 0,35 millimeter","['Duitse telescoop van', 'in gebruik genomen.', 'het heelal']","['van', 'geplaatst.', 'oppervlaktewater']",8,15.0,1,"[0.85, 0.8421052631578947, 0.8125]",0.83
243,seq243-0,base,Vader grijpt de macht; Kiddesk geeft iedereen een eigen plek in de computer Kiddesk is er op diskettes (ISBN 90 229 3903 0) of ,<extra_id_0> Kiddesk geeft iedereen een eigen plek in de computer Kiddesk is er op diskettes (ISBN 90 229 3903 0) of,Kiddesk geeft iedereen een eigen plek in de computer Kiddesk is er op diskettes (ISBN 90 229 3903 0) of,['Vader grijpt de macht;'],[''],4,15.0,1,[1.0],1.0
244,seq244-0,base,"Madam Koo fleemt, fluistert, sist en zingt jazzy Kameropera Madam Koo brengt in slimme regie zware themas als wantrouwen en angst op een lichtvoetige, bevreemdende manier in beeld.  Robert Benschop Photography Madam Koo van Meri Arta door Diamantfabriek","Madam Koo fleemt, fluistert, sist en zingt jazzy Kameropera Madam Koo brengt in slimme regie zware themas als wantrouwen en angst op een lichtvoetige, bevreemdende manier in beeld. Robert Benschop Photography <extra_id_0> Meri <extra_id_1>","Madam Koo fleemt, fluistert, sist en zingt jazzy Kameropera Madam Koo brengt in slimme regie zware themas als wantrouwen en angst op een lichtvoetige, bevreemdende manier in beeld. Robert Benschop Photography Meri Evans, Nancy Evans","['Madam Koo van', 'Arta door Diamantfabriek']","['', 'Evans']",6,15.0,1,"[1.0, 0.9166666666666666]",0.96
245,seq245-0,base,De verhouding tussen Johan Cruijff en Louis van Gaal is al een hele tijd hooglijk verstoord en waarschijnlijk ook vroeger nooit echt goed geweest.  Beide heren hebben een ego met de afmetingen van een pakhuis en als dergelijke mensen tegenover elkaar komen te staan springen er zoveel vonken over dat een totale oorlog niet te vermijden is,De verhouding tussen Johan Cruijff en Louis van Gaal is al een hele tijd hooglijk verstoord en waarschijnlijk ook vroeger nooit echt goed geweest. Beide heren hebben een ego met de afmetingen van een pakhuis en <extra_id_0> tegenover elkaar komen <extra_id_1> er zoveel vonken over dat een totale oorlog niet <extra_id_2>,De verhouding tussen Johan Cruijff en Louis van Gaal is al een hele tijd hooglijk verstoord en waarschijnlijk ook vroeger nooit echt goed geweest. Beide heren hebben een ego met de afmetingen van een pakhuis en als ze tegenover elkaar komen staan er zoveel vonken over dat een totale oorlog niet echt nodig is.,"['als dergelijke mensen', 'te staan springen', 'te vermijden is']","['als ze', 'staan', 'is.']",9,15.0,1,"[0.7619047619047619, 0.7058823529411765, 0.9333333333333333]",0.8
246,seq246-0,base,"Kunstprogramma's zijn er, maar veel te laat op de avond Naar aanleiding van een inleiding die ik heb gehouden bij het Stimuleringsfonds Nederlandse Culturele Omroepprodukties op 14 september jl.  (gepubliceerd in NRC Handelsblad 18 september), is een discussie over de plaats van kunst en wetenschap binnen dan wel buiten het publieke televisiebestel losgebrand","Kunstprogramma's zijn er, maar veel te <extra_id_0> de avond Naar aanleiding van een <extra_id_1> heb gehouden bij het Stimuleringsfonds Nederlandse Culturele Omroepprodukties op 14 september jl. (gepubliceerd in NRC Handelsblad 18 september), is een discussie over de plaats van kunst en wetenschap binnen <extra_id_2> het publieke televisiebestel losgebrand","Kunstprogramma's zijn er, maar veel te weinig in de avond Naar aanleiding van een bijeenkomst die ik heb gehouden bij het Stimuleringsfonds Nederlandse Culturele Omroepprodukties op 14 september jl. (gepubliceerd in NRC Handelsblad 18 september), is een discussie over de plaats van kunst en wetenschap binnen de maatschappij in het publieke televisiebestel losgebrand","['laat op', 'inleiding die ik', 'dan wel buiten']","['weinig in', 'bijeenkomst die ik', 'de maatschappij in']",8,15.0,1,"[0.8888888888888888, 0.5, 0.7777777777777778]",0.72
247,seq247-0,base,"Duikbootkapitein ziet CDA herrijzen Er rijst een nieuwe christen-democratie op in Nederland.  De directeur van het wetenschappelijk bureau van het CDA, mr","Duikbootkapitein ziet CDA herrijzen Er rijst een nieuwe christen-democratie op in Nederland. <extra_id_0> het wetenschappelijk bureau van het CDA, mr","Duikbootkapitein ziet CDA herrijzen Er rijst een nieuwe christen-democratie op in Nederland. Dat meldt het wetenschappelijk bureau van het CDA, mr",['De directeur van'],['Dat meldt'],3,15.0,1,[0.875],0.88
248,seq248-0,base,"is Rotterdam op zijn best en breedst Anders dan de meeste pop- en kunstenfestivals dient het Rotterdamse Motel Mozaique een hoger doel.  Het brengt creatieve mensen bijeen die de stad als gastvrije, multifunctionele festivallocatie boven zichzelf uit laten stijgen","is Rotterdam op zijn best en breedst Anders dan de meeste pop- en <extra_id_0> Rotterdamse Motel Mozaique een hoger doel. <extra_id_1> mensen bijeen die de stad als gastvrije, multifunctionele festivallocatie boven zichzelf uit laten stijgen","is Rotterdam op zijn best en breedst Anders dan de meeste pop- en rockfestivals heeft het Rotterdamse Motel Mozaique een hoger doel. Er komen mensen bijeen die de stad als gastvrije, multifunctionele festivallocatie boven zichzelf uit laten stijgen","['kunstenfestivals dient het', 'Het brengt creatieve']","['rockfestivals heeft het', 'Er komen']",6,15.0,1,"[0.38461538461538464, 0.85]",0.62
249,seq249-0,base,De chinchilla's zijn toch al dood.  Kroonprins Willem Alexander ging trouwen en dat werd gevierd tot in de Servische hoofdstad Belgrado,De chinchilla's zijn toch al dood. Kroonprins Willem <extra_id_0> en dat werd gevierd tot in de Servische hoofdstad Belgrado,De chinchilla's zijn toch al dood. Kroonprins Willem II werd geboren en dat werd gevierd tot in de Servische hoofdstad Belgrado,['Alexander ging trouwen'],['II werd geboren'],3,15.0,1,[0.7272727272727273],0.73
250,seq250-0,base,Hotels zijn vies van vis uit de tsunami-gebieden Veel dure hotels in Aziatische hoofdsteden hebben de aanvoer van vis gestopt uit door de tsunami getroffen gebieden.  Ze zijn bang dat de klanten hun eetlust verliezen bij het idee dat die vis zich misschien heeft volgevreten met het vlees van de slachtoffers van de ramp,Hotels zijn vies van vis uit de tsunami-gebieden Veel dure hotels in Aziatische hoofdsteden hebben de aanvoer van vis gestopt uit door de tsunami getroffen gebieden. Ze zijn bang dat de klanten hun eetlust verliezen bij <extra_id_0> dat die vis zich <extra_id_1> met het vlees van de slachtoffers <extra_id_2>,Hotels zijn vies van vis uit de tsunami-gebieden Veel dure hotels in Aziatische hoofdsteden hebben de aanvoer van vis gestopt uit door de tsunami getroffen gebieden. Ze zijn bang dat de klanten hun eetlust verliezen bij het vinden dat die vis zich vergelijkt met het vlees van de slachtoffers -,"['het idee', 'misschien heeft volgevreten', 'van de ramp']","['het vinden', 'vergelijkt', '-']",8,15.0,1,"[0.3, 0.8518518518518519, 1.0]",0.72
