,Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
192,seq192-0,xl,Veel profvoetballers in Nederland leiden een weinig glamoureus leven.  Voetballen voor een onkostenvergoeding is geen uitzondering,Veel profvoetballers in Nederland leiden een weinig glamoureus leven. Voetballen <extra_id_0> onkostenvergoeding is geen uitzondering,Veel profvoetballers in Nederland leiden een weinig glamoureus leven. Voetballen voor een onkostenvergoeding is geen uitzondering,['voor een'],['voor een'],2,15,1,[0.0],0.0
193,seq193-0,xl,"Als je bijna 50 bent zoals ik, ben je flink gehersenspoeld met het idee dat vrouwen en mannen onherstelbaar van elkaar verschillen.  Zo leerden we van de tv-serie The A-team in de jaren tachtig dat vrouwen hulpeloos zijn en mannen van een paar klikos en wat vogelpoep een operationele tank kunnen bouwen; zagen we in de jaren negentig in de serie Sex and the City dat het levensdoel van vrouwen het huwelijk is (met een man uiteraard) en lazen we aan het begin van deze eeuw in populair-wetenschappelijke boeken dat de breinen van vrouwen en mannen z anders zijn, dat ze net zo goed van verschillende planeten hadden kunnen komen: de vrouwen van Venus (liefde) wel te verstaan, en de mannen van Mars (oorlog)  and never the twain shall meet","Als je bijna 50 bent zoals ik, ben je flink gehersenspoeld met het idee dat vrouwen en mannen <extra_id_0> verschillen. Zo leerden we van de tv-serie The A-team in de jaren tachtig dat vrouwen hulpeloos zijn en mannen van een paar klikos en wat vogelpoep een operationele tank kunnen bouwen; zagen we in de jaren negentig in de serie Sex and the City dat het levensdoel van vrouwen het huwelijk is (met een man uiteraard) en lazen <extra_id_1> begin van deze eeuw in populair-wetenschappelijke boeken dat de breinen van <extra_id_2> mannen z anders zijn, dat <extra_id_3> goed van verschillende planeten hadden kunnen komen: de vrouwen van Venus (liefde) wel te <extra_id_4> mannen van Mars <extra_id_5> the <extra_id_6>","Als je bijna 50 bent zoals ik, ben je flink gehersenspoeld met het idee dat vrouwen en mannen zoveel verschillen. Zo leerden we van de tv-serie The A-team in de jaren tachtig dat vrouwen hulpeloos zijn en mannen van een paar klikos en wat vogelpoep een operationele tank kunnen bouwen; zagen we in de jaren negentig in de serie Sex and the City dat het levensdoel van vrouwen het huwelijk is (met een man uiteraard) en lazen we in het begin van deze eeuw in populair-wetenschappelijke boeken dat de breinen van vrouwen en mannen z anders zijn, dat ze net zo goed van verschillende planeten hadden kunnen komen: de vrouwen van Venus (liefde) wel te verstaan, de mannen van Mars (oorlog) niet. Posted by the Dutch at","['onherstelbaar van elkaar', 'we aan het', 'vrouwen en', 'ze net zo', 'verstaan', 'en de', '(oorlog) and never', 'twain shall meet']","['zoveel', 'we in het', 'vrouwen en', 'ze net zo', 'verstaan, de', '(oorlog) niet. Posted by', 'at']",20,15,1,"[0.875, 0.2, 0.0, 0.0, 0.3333333333333333, 0.875, 0.9444444444444444]",0.46
194,seq194-0,xl,"`Lef' is een frisse, sympathieke komedie Tijdens de 19-jarige geschiedenis van het Nederlands Filmfestival werden meerdere malen debuutfilms van ongesubsidieerde, onafhankelijke producties ter plekke ontdekt, zoals Zusje van Robert-Jan Westdijk of Lger van Theo van Gogh.  Dit jaar zou Ron Termaats Lef in die categorie kunnen vallen, geproduceerd volgens de vennoten-constructie van Zusje, en genomineerd (met The Delivery en Abeltje) voor de Grolsch-publieksprijs","`Lef' is een frisse, sympathieke komedie Tijdens de 19-jarige geschiedenis van het Nederlands Filmfestival werden meerdere malen debuutfilms van ongesubsidieerde, onafhankelijke producties ter plekke ontdekt, zoals Zusje van Robert-Jan Westdijk of Lger van Theo van Gogh. Dit jaar zou Ron Termaats Lef in die categorie <extra_id_0> volgens de vennoten-constructie van Zusje, en genomineerd (met <extra_id_1> Abeltje) <extra_id_2>","`Lef' is een frisse, sympathieke komedie Tijdens de 19-jarige geschiedenis van het Nederlands Filmfestival werden meerdere malen debuutfilms van ongesubsidieerde, onafhankelijke producties ter plekke ontdekt, zoals Zusje van Robert-Jan Westdijk of Lger van Theo van Gogh. Dit jaar zou Ron Termaats Lef in die categorie worden geselecteerd volgens de vennoten-constructie van Zusje, en genomineerd (met de film Abeltje) voor de beste Nederlandse film.","['kunnen vallen', 'geproduceerd', 'The Delivery en', 'voor de Grolsch-publieksprijs']","['worden geselecteerd', 'de film', 'film.']",9,15,1,"[0.7368421052631579, 0.9166666666666666, 0.9333333333333333]",0.86
195,seq195-0,xl,Trippend richting het hiernamaals De Franse Gaspar No maakte met Enter the Void een ambitieuze drugsfilm.  Na een prikkelend begin verzandt de film in een sufmakende loomheid,Trippend <extra_id_0> Franse Gaspar No maakte met Enter the Void een ambitieuze drugsfilm. Na een prikkelend begin verzandt de film in een sufmakende loomheid,Trippend slecht De Franse Gaspar No maakte met Enter the Void een ambitieuze drugsfilm. Na een prikkelend begin verzandt de film in een sufmakende loomheid,['richting het hiernamaals De'],['slecht De'],4,15,1,[0.8148148148148148],0.81
196,seq196-0,xl,"Andere aandelen profiteerden van teruggelopen renteverwachtingen, nadat de `kerninflatie' over juli slechts 2,2 procent bleek te bedragen.  Het is daardoor volgens analisten minder aannemelijk geworden dat de Bank of England doorgaat met haar serie renteverhogingen","Andere aandelen profiteerden van teruggelopen renteverwachtingen, nadat de <extra_id_0> slechts <extra_id_1> bleek te bedragen. Het is daardoor volgens analisten minder aannemelijk geworden dat de Bank of England doorgaat met haar serie renteverhogingen","Andere aandelen profiteerden van teruggelopen renteverwachtingen, nadat de verwachte groei slechts 2% bleek te bedragen. Het is daardoor volgens analisten minder aannemelijk geworden dat de Bank of England doorgaat met haar serie renteverhogingen","['""`kerninflatie\' over juli""', '2,2 procent']","['verwachte groei', '2%']",5,15,1,"[0.7307692307692307, 0.9090909090909091]",0.82
197,seq197-0,xl,"CDA wil minder sex en meer moraal Het CDA vindt dat het kabinet te weinig morele grenzen stelt.  ,,Nederland wordt teveel een land waar alles moet kunnen'', zei fractieleider De Hoop Scheffer vanmorgen bij de algemene beschouwingen in de Tweede Kamer","CDA wil minder sex en meer moraal Het CDA vindt dat het kabinet te weinig morele grenzen stelt. ,,Nederland wordt teveel een land waar alles <extra_id_0> fractieleider De Hoop Scheffer vanmorgen <extra_id_1> beschouwingen in de Tweede Kamer","CDA wil minder sex en meer moraal Het CDA vindt dat het kabinet te weinig morele grenzen stelt. ,,Nederland wordt teveel een land waar alles kan'', zei fractieleider De Hoop Scheffer vanmorgen bij de jaarlijkse beschouwingen in de Tweede Kamer","['""moet kunnen', 'zei""', 'bij de algemene']","[""kan'', zei"", 'bij de jaarlijkse']",6,15,1,"[0.9166666666666666, 0.8823529411764706]",0.9
198,seq198-0,xl,"Wie was de echte Will.  Het blijft ongelofelijk, in ieder geval een nooit opdrogende bron van verwondering, zoveel nieuwe boeken als er ieder jaar verschijnen over Shakespeare en het toneel waar hij in werkte","Wie was de echte Will. Het blijft ongelofelijk, <extra_id_0> een nooit opdrogende bron van verwondering, zoveel nieuwe boeken als er ieder jaar <extra_id_1> Shakespeare en het toneel waar hij in werkte","Wie was de echte Will. Het blijft ongelofelijk, en een nooit opdrogende bron van verwondering, zoveel nieuwe boeken als er ieder jaar verschijnen over Shakespeare en het toneel waar hij in werkte","['in ieder geval', 'verschijnen over']","['en', 'verschijnen over']",5,15,1,"[0.9285714285714286, 0.0]",0.46
199,seq199-0,xl,"De albumtour van dj Kozes laatste wapenfeit Knock Knock bleek zondagavond een dj-set en geen live-optreden.  Was je over die initile teleurstelling heen, dan moest je ook nog even geduld hebben als bezoeker want Stefan Kozallas set kwam traag op gang","De albumtour van dj <extra_id_0> Knock Knock bleek zondagavond een dj-set en geen live-optreden. Was je over die initile teleurstelling heen, <extra_id_1> ook nog even geduld hebben als bezoeker want Stefan Kozallas set kwam traag op gang","De albumtour van dj Knock Knock bleek zondagavond een dj-set en geen live-optreden. Was je over die initile teleurstelling heen, dan moet je ook nog even geduld hebben als bezoeker want Stefan Kozallas set kwam traag op gang","['Kozes laatste wapenfeit', 'dan moest je']","['', 'dan moet je']",6,15,1,"[1.0, 0.08333333333333333]",0.54
200,seq200-0,xl,Natte festivalgangers vrijdag bij de opening van het driedaagse Pinkpop in Zuid-Limburg.  Er waren optredens van onder meer de Britse rockgroep Muse (linksonder) en Paloma Faith (rechtsonder),Natte festivalgangers vrijdag bij de opening van het driedaagse Pinkpop in Zuid-Limburg. Er waren optredens van onder meer de Britse <extra_id_0> Paloma Faith (rechtsonder),Natte festivalgangers vrijdag bij de opening van het driedaagse Pinkpop in Zuid-Limburg. Er waren optredens van onder meer de Britse zangeres Paloma Faith (rechtsonder),['rockgroep Muse (linksonder) en'],['zangeres'],4,15,1,[0.8666666666666667],0.87
202,seq202-0,xl,"Loongroei schept kabinetsprobleem Het kabinet hoeft niet per definitie te bezuinigen als het grootste deel van de afgesproken besparingen in het pakket crisismaatregelen niet lukt.  Dat bleek gisteravond uit antwoorden van minister Bos (Financin, PvdA) in een Kamerdebat over de Voorjaarsnota, de bijgestelde begroting voor het lopende jaar","Loongroei schept kabinetsprobleem Het kabinet hoeft niet per definitie <extra_id_0> het grootste deel van de afgesproken besparingen in het <extra_id_1> Dat bleek gisteravond uit antwoorden van minister Bos (Financin, PvdA) in een Kamerdebat over de Voorjaarsnota, de bijgestelde begroting voor het lopende jaar","Loongroei schept kabinetsprobleem Het kabinet hoeft niet per definitie te voorzien in het grootste deel van de afgesproken besparingen in het lopende jaar. Dat bleek gisteravond uit antwoorden van minister Bos (Financin, PvdA) in een Kamerdebat over de Voorjaarsnota, de bijgestelde begroting voor het lopende jaar","['te bezuinigen als', 'pakket crisismaatregelen niet lukt.']","['te voorzien in', 'lopende jaar.']",7,15,1,"[0.5882352941176471, 0.8571428571428571]",0.72
203,seq203-0,xl,"Dat God als man aangeduid wordt is bijbels gezien niet logisch.  In Genesis 1:27 staat immers: ,,En God schiep de mens als zijn beeld; als het beeld van God schiep Hij hem; man en vrouw schiep Hij hen","Dat God als man aangeduid wordt is bijbels gezien niet logisch. In Genesis 1:27 staat immers: ,,En God schiep de <extra_id_0> beeld; als het beeld van God schiep Hij hem; man <extra_id_1> Hij hen","Dat God als man aangeduid wordt is bijbels gezien niet logisch. In Genesis 1:27 staat immers: ,,En God schiep de man naar Zijn beeld; als het beeld van God schiep Hij hem; man en vrouw schiep Hij hen","['mens als zijn', 'en vrouw schiep']","['man naar Zijn', 'en vrouw schiep']",6,15,1,"[0.46153846153846156, 0.0]",0.23
204,seq204-0,xl,"Opnieuw gijzeling door Abu Sayyaf Rebellen van de moslimextremistische groepering Abu Sayyaf hebben in het zuiden van de Filippijnen opnieuw mensen gegijzeld.  Het gaat om acht Filippijnen die op het eiland Jolo gevangen zijn genomen door de mannen van de eenarmige Radulan Sahiron, een van de vijf leiders van Abu Sayyaf","Opnieuw gijzeling door Abu Sayyaf Rebellen van de moslimextremistische groepering Abu Sayyaf hebben in het zuiden van de Filippijnen opnieuw mensen gegijzeld. Het <extra_id_0> Filippijnen die op het eiland Jolo gevangen zijn genomen <extra_id_1> van de eenarmige Radulan Sahiron, een van de <extra_id_2> van Abu Sayyaf","Opnieuw gijzeling door Abu Sayyaf Rebellen van de moslimextremistische groepering Abu Sayyaf hebben in het zuiden van de Filippijnen opnieuw mensen gegijzeld. Het gaat om twee Filippijnen die op het eiland Jolo gevangen zijn genomen Het gaat om leden van de eenarmige Radulan Sahiron, een van de strijdkrachten van Abu Sayyaf","['gaat om acht', 'door de mannen', 'vijf leiders']","['gaat om twee', 'Het gaat om leden', 'strijdkrachten']",8,15,1,"[0.3333333333333333, 0.7647058823529411, 0.8571428571428571]",0.65
205,seq205-0,xl,Tish (KiKi Layne) met haar vader Joseph (Colman Domingo) in If Beale Street Could Talk.  Liefde en romantiek als frame om racisme aan te kaarten Interview Regisseur Barry Jenkins schreef het scenario voor If Beale Street Could Talk in cafeetjes in Berlijn,Tish (KiKi Layne) met haar vader Joseph (Colman Domingo) in If Beale Street Could Talk. Liefde en romantiek als frame om racisme aan te kaarten <extra_id_0> Jenkins schreef het scenario voor If Beale Street Could Talk in <extra_id_1>,Tish (KiKi Layne) met haar vader Joseph (Colman Domingo) in If Beale Street Could Talk. Liefde en romantiek als frame om racisme aan te kaarten Barry Jenkins schreef het scenario voor If Beale Street Could Talk in samenwerking met HBO.,"['Interview Regisseur Barry', 'cafeetjes in Berlijn']","['Barry', 'HBO.']",6,15,1,"[0.8, 0.95]",0.88
206,seq206-0,xl,"Als nieuwe minister van Wonen, Wijken en Integratie brengt Van der Laan een bezoek aan de Haagse Stationsbuurt en Rivierenbuurt in november 2008.  Ed van Oudenaarden/ANP Minister Van der Laan tijdens een Kamerdebat over activiteiten van de Marokkaanse inlichtingendienst in Nederland","Als nieuwe minister van Wonen, Wijken en Integratie brengt Van der Laan een bezoek aan <extra_id_0> en <extra_id_1> 2008. Ed van Oudenaarden/ANP Minister Van der Laan tijdens een Kamerdebat over activiteiten van de Marokkaanse inlichtingendienst in Nederland","Als nieuwe minister van Wonen, Wijken en Integratie brengt Van der Laan een bezoek aan Amsterdam en Rotterdam. Foto: ANP, 2008. Ed van Oudenaarden/ANP Minister Van der Laan tijdens een Kamerdebat over activiteiten van de Marokkaanse inlichtingendienst in Nederland","['de Haagse Stationsbuurt', 'Rivierenbuurt in november']","['Amsterdam', 'Rotterdam. Foto: ANP,']",6,15,1,"[0.9130434782608695, 0.8]",0.86
207,seq207-0,xl,Oud-marinier Albert Hoeben is in het Limburgse Stramproy overleden (foto uit 2010).  Foto ANP / Koen van Weel Oud-militair Albert Hoeben is op 94-jarige leeftijd in Stramproy overleden,Oud-marinier Albert Hoeben is in het Limburgse Stramproy overleden <extra_id_0> ANP / Koen van Weel Oud-militair Albert Hoeben is op 94-jarige leeftijd in Stramproy overleden,Oud-marinier Albert Hoeben is in het Limburgse Stramproy overleden © ANP / Koen van Weel Oud-militair Albert Hoeben is op 94-jarige leeftijd in Stramproy overleden,['(foto uit 2010). Foto'],['©'],4,15,1,[1.0],1.0
208,seq208-0,xl,Op dienstreis liggen kosten exact vast Nederland heeft een groot buitenland.  Het was in de vijftiger jaren voor het tweede kabinet-Drees reden met twee ministers van buitenlandse zaken te opereren (de partijloze Jan Willem Beijen en de KVP'er Joseph Luns),Op dienstreis liggen kosten exact vast Nederland heeft een groot buitenland. Het <extra_id_0> vijftiger jaren voor het tweede kabinet-Drees reden met twee ministers van buitenlandse zaken te opereren (de partijloze Jan Willem Beijen en <extra_id_1> Luns),Op dienstreis liggen kosten exact vast Nederland heeft een groot buitenland. Het was in de vijftiger jaren voor het tweede kabinet-Drees reden met twee ministers van buitenlandse zaken te opereren (de partijloze Jan Willem Beijen en de CDA’er Willem Luns),"['was in de', '""de KVP\'er Joseph""']","['was in de', 'de CDA’er Willem']",6,15,1,"[0.0, 0.6666666666666666]",0.33
209,seq209-0,xl,Hemelbestormers uit Vancouver Het Canadese bedrijf Ballard heeft de ambitie marktleider te worden in schone automotoren.  Het ziet in de brandstofcel het potentieel om uit te groeien van een onderzoekslaboratorium tot een multinational,Hemelbestormers uit Vancouver Het Canadese bedrijf Ballard heeft de ambitie marktleider te <extra_id_0> automotoren. <extra_id_1> in de brandstofcel het potentieel om uit te groeien van een onderzoekslaboratorium tot een multinational,Hemelbestormers uit Vancouver Het Canadese bedrijf Ballard heeft de ambitie marktleider te worden in automotoren. Het bedrijf heeft in de brandstofcel het potentieel om uit te groeien van een onderzoekslaboratorium tot een multinational,"['worden in schone', 'Het ziet']","['worden in', 'Het bedrijf heeft']",5,15,1,"[0.4375, 0.5882352941176471]",0.51
210,seq210-0,xl,"Poetins rijkdom is gehalveerd Een lapje grond van anderhalve vierkante kilometer bij Moskou, 230 aandelen in een lokale bank, ruim een ton euro aan spaargeld, een appartement van 78 vierkante meter in Sint Petersburg, een oplegger en twee klassieke Russische autos uit de jaren zestig, gerfd van zijn vader.  Dat is alles wat Vladimir ","Poetins rijkdom is gehalveerd Een lapje grond van anderhalve vierkante kilometer bij Moskou, 230 aandelen in een lokale bank, ruim een ton euro aan spaargeld, een appartement van 78 vierkante meter in Sint Petersburg, een oplegger en twee klassieke <extra_id_0> uit <extra_id_1> gerfd van zijn vader. Dat is <extra_id_2>","Poetins rijkdom is gehalveerd Een lapje grond van anderhalve vierkante kilometer bij Moskou, 230 aandelen in een lokale bank, ruim een ton euro aan spaargeld, een appartement van 78 vierkante meter in Sint Petersburg, een oplegger en twee klassieke auto’s uit de jaren 50, gerfd van zijn vader. Dat is Vladimir Poetins...","['Russische autos', 'de jaren zestig,', 'alles wat Vladimir']","['auto’s', 'de jaren 50,', 'Poetins...']",8,15,1,"[0.7333333333333333, 0.375, 0.8888888888888888]",0.67
211,seq211-0,xl,"Twee Europese titels amazone Cornelissen Dressuuramazone Adelinde Cornelissen heeft gisteren haar tweede gouden medaille gewonnen op de EK in Rotterdam.  Ze was in het Kralingse Bos in de individuele kr op muziek met een score van 88,839 procent veruit de beste",Twee Europese titels amazone Cornelissen Dressuuramazone Adelinde Cornelissen heeft gisteren haar tweede gouden medaille gewonnen op de EK <extra_id_0> was in het Kralingse Bos in de individuele kr op muziek met een score <extra_id_1> veruit de beste,Twee Europese titels amazone Cornelissen Dressuuramazone Adelinde Cornelissen heeft gisteren haar tweede gouden medaille gewonnen op de EK Ze was in het Kralingse Bos in de individuele kr op muziek met een score van.3 veruit de beste,"['in Rotterdam. Ze', 'van 88,839 procent']","['Ze', 'van.3']",6,15,1,"[0.875, 0.7777777777777778]",0.83
212,seq212-0,xl,"Neanderthaler was blank met rood haar, maar met ander gen Neanderthalers hadden hoogstwaarschijnlijk een blanke huid en rossig haar.  Dit blijkt uit Neanderthal-DNA dat is gevonden in twee botten van deze ongeveer 30","Neanderthaler was blank met rood haar, maar met ander <extra_id_0> hadden hoogstwaarschijnlijk een blanke huid en rossig haar. Dit blijkt uit <extra_id_1> gevonden in twee botten van deze ongeveer 30","Neanderthaler was blank met rood haar, maar met ander rood haar. De menselijke Neanderthalers hadden hoogstwaarschijnlijk een blanke huid en rossig haar. Dit blijkt uit de roodachtige plekken gevonden in twee botten van deze ongeveer 30","['gen Neanderthalers', 'Neanderthal-DNA dat is']","['rood haar. De menselijke Neanderthalers', 'de roodachtige plekken']",5,15,1,"[0.5641025641025641, 0.9545454545454546]",0.76
213,seq213-0,xl,Van den Ende verhoogt prijzen niet Het bedrijf van Joop van den Ende zal de btw-verhoging op kaartjes voor musicals in de eigen theaters en de grote reizende musical niet doorberekenen aan het publiek.  Daarmee gaat het in tegen de trend bij podia om de belastingverhoging van 6 naar 19 procent wel door te berekenen in de kaartjes,Van den Ende verhoogt prijzen niet Het bedrijf van Joop van den Ende zal de btw-verhoging op kaartjes <extra_id_0> de eigen theaters en de grote reizende musical niet doorberekenen aan het publiek. Daarmee gaat het in tegen de trend bij podia om de belastingverhoging van 6 naar 19 <extra_id_1> te berekenen <extra_id_2>,Van den Ende verhoogt prijzen niet Het bedrijf van Joop van den Ende zal de btw-verhoging op kaartjes voor de eigen theaters en de grote reizende musical niet doorberekenen aan het publiek. Daarmee gaat het in tegen de trend bij podia om de belastingverhoging van 6 naar 19 procent door te berekenen aan de consument. (ANP),"['voor musicals in', 'procent wel door', 'in de kaartjes']","['voor', 'procent door', '(ANP)']",9,15,1,"[0.75, 0.25, 1.0]",0.67
214,seq214-0,xl,"Rescuers and relatives stop a woman from committing suicide by jumping off a building in Zhanjiang, Guangdong province August 14, 2012.  The woman was rescued as she tried to commit suicide after killing her nephew following a family dispute, local media reported","Rescuers and relatives stop a woman from committing suicide by jumping off <extra_id_0> Zhanjiang, Guangdong province August 14, 2012. The woman was <extra_id_1> tried to commit suicide after killing her nephew following a family dispute, local media reported","Rescuers and relatives stop a woman from committing suicide by jumping off a bridge in Zhanjiang, Guangdong province August 14, 2012. The woman was believed to have tried to commit suicide after killing her nephew following a family dispute, local media reported","['a building in', 'rescued as she']","['a bridge in', 'believed to have']",6,15,1,"[0.38461538461538464, 0.625]",0.5
215,seq215-0,xl,"Het laatste walvisschip komt aan in de haven van Shimonoseki.  Foto Jiji Press / AFP De Japanse walvisvloot heeft dit jaar 333 dwergvinvissen gevangen, inclusief enkele zwangere vrouwtjes","Het laatste walvisschip komt aan in <extra_id_0> Foto Jiji Press / AFP De Japanse walvisvloot heeft dit jaar 333 dwergvinvissen gevangen, inclusief enkele zwangere vrouwtjes","Het laatste walvisschip komt aan in de Japanse haven van Naha. Foto Jiji Press / AFP De Japanse walvisvloot heeft dit jaar 333 dwergvinvissen gevangen, inclusief enkele zwangere vrouwtjes",['de haven van Shimonoseki.'],['de Japanse haven van Naha.'],4,15,1,[0.6923076923076923],0.69
216,seq216-0,xl,"Als een Ferrari: luxueus en comfortabel Doordat Haagse politici ambivalente en gebrekkige informatie over Europa verstrekken, lopen burgers niet warm voor de Europese Unie.  Den Haag wil niet dat we van Brussel houden Het is deze ambivalentie die Nederlandse politici continu over de mensen heen storten, waardoor Lenssen gelooft dat de Nederlandse politiek de macht eigenlijk niet wil delen met de Europese Unie Den Haag wil niet dat we van Brussel houden, zegt hij","Als een Ferrari: luxueus en comfortabel Doordat Haagse politici ambivalente en gebrekkige informatie over Europa verstrekken, lopen burgers niet warm voor de Europese Unie. Den <extra_id_0> dat we van Brussel houden Het is deze ambivalentie die Nederlandse politici <extra_id_1> mensen heen storten, waardoor Lenssen gelooft dat de Nederlandse politiek de macht eigenlijk niet wil delen met de Europese Unie Den Haag wil niet <extra_id_2> van Brussel <extra_id_3>","Als een Ferrari: luxueus en comfortabel Doordat Haagse politici ambivalente en gebrekkige informatie over Europa verstrekken, lopen burgers niet warm voor de Europese Unie. Den Haag wil niet dat we van Brussel houden Het is deze ambivalentie die Nederlandse politici over de mensen heen storten, waardoor Lenssen gelooft dat de Nederlandse politiek de macht eigenlijk niet wil delen met de Europese Unie Den Haag wil niet dat we van Brussel houden. Bekijk meer","['Haag wil niet', 'continu over de', 'dat we', 'houden', 'zegt hij']","['Haag wil niet', 'over de', 'dat we', 'meer']",11,15,1,"[0.0, 0.5333333333333333, 0.0, 0.8333333333333334]",0.34
217,seq217-0,xl,PKK: `gevaarlijkste groep' in Duitsland Haar straffe organisatie maakt de PKK tot gevaarlijkste extremistische bedreiging in Duitsland.  Er is een gewapende harde kern van zo'n 6,PKK: `gevaarlijkste groep' in Duitsland Haar straffe organisatie maakt de PKK tot gevaarlijkste extremistische <extra_id_0> is een gewapende harde kern van zo'n 6,PKK: `gevaarlijkste groep' in Duitsland Haar straffe organisatie maakt de PKK tot gevaarlijkste extremistische groep in Duitsland. Het is een gewapende harde kern van zo'n 6,['bedreiging in Duitsland. Er'],['groep in Duitsland. Het'],4,15,1,[0.4444444444444444],0.44
218,seq218-0,xl,"Portretten van Andy Warhol.  20 okt t/m 24 nov in Galerie Wouter van Leeuwen, Hazenstraat 27, Amsterdam","Portretten van Andy Warhol. 20 okt t/m <extra_id_0> Galerie Wouter van Leeuwen, Hazenstraat 27, Amsterdam","Portretten van Andy Warhol. 20 okt t/m 20 nov Galerie Wouter van Leeuwen, Hazenstraat 27, Amsterdam",['24 nov in'],['20 nov'],3,15,1,[0.4444444444444444],0.44
219,seq219-0,xl,Te veel uren schrijven De meeste zakenbankiers zijn het stadium voorbij dat ze hun concurrenten ellende toewensen.  Dat komt doordat niemand is ontkomen aan de smet van belangenverstrengeling of het inzakken van de adviesmarkt,Te veel uren schrijven <extra_id_0> zijn het stadium voorbij dat ze hun concurrenten ellende <extra_id_1> komt doordat niemand is ontkomen aan de smet van belangenverstrengeling of het inzakken van de adviesmarkt,Te veel uren schrijven consultants zijn het stadium voorbij dat ze hun concurrenten ellende veroorzaken. Dat komt doordat niemand is ontkomen aan de smet van belangenverstrengeling of het inzakken van de adviesmarkt,"['De meeste zakenbankiers', 'toewensen. Dat']","['consultants', 'veroorzaken. Dat']",5,15,1,"[0.8260869565217391, 0.5]",0.66
220,seq220-0,xl,"Dertig dagen offline Het modelabel van Joline Jolink, dat vooral via haar webshop wordt verkocht, bestaat vijf jaar.  Ze viert het met een tijdelijke winkel in Amsterdam","Dertig dagen <extra_id_0> Joline Jolink, dat vooral via haar webshop wordt verkocht, bestaat vijf jaar. Ze viert het met een tijdelijke winkel in Amsterdam","Dertig dagen zonder taart Het bloemenmerk van Joline Jolink, dat vooral via haar webshop wordt verkocht, bestaat vijf jaar. Ze viert het met een tijdelijke winkel in Amsterdam",['offline Het modelabel van'],['zonder taart Het bloemenmerk van'],4,15,1,[0.625],0.62
221,seq221-0,xl,Complexe opera `Raaff' sterk en intrigerend Verwondering over het verschijnsel `opera' is dit jaar het gemakkelijk herkenbare `geheime thema' in de muziekprogrammering van het Holland Festival.  Gesualdo considered as a murderer van Luca Francesconi was muziektheater over de vraag waarom componisten toch behoefte hebben aan een zichtbare handeling bij hun muziek,Complexe opera `Raaff' sterk en intrigerend Verwondering over het verschijnsel `opera' is dit jaar het <extra_id_0> `geheime thema' in de muziekprogrammering van het Holland Festival. Gesualdo considered as a murderer van Luca Francesconi was muziektheater over <extra_id_1> componisten toch behoefte hebben aan een <extra_id_2> hun muziek,Complexe opera `Raaff' sterk en intrigerend Verwondering over het verschijnsel `opera' is dit jaar het meest `geheime thema' in de muziekprogrammering van het Holland Festival. Gesualdo considered as a murderer van Luca Francesconi was muziektheater over het leven. Waarom componisten toch behoefte hebben aan een publieke presentatie van hun muziek,"['gemakkelijk herkenbare', 'de vraag waarom', 'zichtbare handeling bij']","['meest', 'het leven. Waarom', 'publieke presentatie van']",8,15,1,"[0.8636363636363636, 0.5294117647058824, 0.8333333333333334]",0.74
222,seq222-0,xl,"Action boekte over 2018 een recordomzet van 4,2 miljard euro.  Foto Pieterjan Luyten Waar veel winkelketens in de detailhandel het zwaar hebben, heeft Action over 2018 fors meer omzet geboekt dan een jaar eerder","Action boekte over 2018 een recordomzet van 4,2 miljard euro. Foto Pieterjan Luyten Waar veel winkelketens in de detailhandel het zwaar hebben, heeft Action over 2018 <extra_id_0> geboekt dan een <extra_id_1>","Action boekte over 2018 een recordomzet van 4,2 miljard euro. Foto Pieterjan Luyten Waar veel winkelketens in de detailhandel het zwaar hebben, heeft Action over 2018 meer omzet geboekt dan een jaar eerder.","['fors meer omzet', 'jaar eerder']","['meer omzet', 'eerder.']",5,15,1,"[0.3333333333333333, 0.5454545454545454]",0.44
223,seq223-0,xl,"Rusland stopt lozing van kernafval in zee bij Japan TOKIO, 21 OKT.  Rusland heeft onder sterke internationale druk bakzeil gehaald en afgezien van zijn voornemen een tweede lading radioactief afval te lozen in de Zee van Japan","Rusland stopt lozing van kernafval in zee bij Japan TOKIO, 21 OKT. Rusland <extra_id_0> internationale druk bakzeil gehaald en afgezien van zijn <extra_id_1> lading radioactief afval te lozen in de Zee van Japan","Rusland stopt lozing van kernafval in zee bij Japan TOKIO, 21 OKT. Rusland heeft onder internationale druk bakzeil gehaald en afgezien van zijn plannen om een lading radioactief afval te lozen in de Zee van Japan","['heeft onder sterke', 'voornemen een tweede']","['heeft onder', 'plannen om een']",6,15,1,"[0.3888888888888889, 0.65]",0.52
