,Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
195,seq195-0,small,Trippend richting het hiernamaals De Franse Gaspar No maakte met Enter the Void een ambitieuze drugsfilm.  Na een prikkelend begin verzandt de film in een sufmakende loomheid,Trippend <extra_id_0> Franse Gaspar No maakte met Enter the Void een ambitieuze drugsfilm. Na een prikkelend begin verzandt de film in een sufmakende loomheid,Trippend Franse Gaspar No maakte met Enter the Void een ambitieuze drugsfilm. Na een prikkelend begin verzandt de film in een sufmakende loomheid,['richting het hiernamaals De'],[''],4,15.0,1,[1.0],1.0
196,seq196-0,small,"Andere aandelen profiteerden van teruggelopen renteverwachtingen, nadat de `kerninflatie' over juli slechts 2,2 procent bleek te bedragen.  Het is daardoor volgens analisten minder aannemelijk geworden dat de Bank of England doorgaat met haar serie renteverhogingen","Andere aandelen profiteerden van teruggelopen renteverwachtingen, nadat de <extra_id_0> slechts <extra_id_1> bleek te bedragen. Het is daardoor volgens analisten minder aannemelijk geworden dat de Bank of England doorgaat met haar serie renteverhogingen","Andere aandelen profiteerden van teruggelopen renteverwachtingen, nadat de koers slechts acht procent bleek te bedragen. Het is daardoor volgens analisten minder aannemelijk geworden dat de Bank of England doorgaat met haar serie renteverhogingen","['""`kerninflatie\' over juli""', '2,2 procent']","['koers', 'acht procent']",5,15.0,1,"[0.8461538461538461, 0.3333333333333333]",0.59
197,seq197-0,small,"CDA wil minder sex en meer moraal Het CDA vindt dat het kabinet te weinig morele grenzen stelt.  ,,Nederland wordt teveel een land waar alles moet kunnen'', zei fractieleider De Hoop Scheffer vanmorgen bij de algemene beschouwingen in de Tweede Kamer","CDA wil minder sex en meer moraal Het CDA vindt dat het kabinet te weinig morele grenzen stelt. ,,Nederland wordt teveel een land waar alles <extra_id_0> fractieleider De Hoop Scheffer vanmorgen <extra_id_1> beschouwingen in de Tweede Kamer","CDA wil minder sex en meer moraal Het CDA vindt dat het kabinet te weinig morele grenzen stelt. ,,Nederland wordt teveel een land waar alles beter is"", aldus fractieleider De Hoop Scheffer vanmorgen in beschouwingen in de Tweede Kamer","['""moet kunnen', 'zei""', 'bij de algemene']","['beter is"", aldus', 'in']",6,15.0,1,"[0.875, 0.75]",0.81
198,seq198-0,small,"Wie was de echte Will.  Het blijft ongelofelijk, in ieder geval een nooit opdrogende bron van verwondering, zoveel nieuwe boeken als er ieder jaar verschijnen over Shakespeare en het toneel waar hij in werkte","Wie was de echte Will. Het blijft ongelofelijk, <extra_id_0> een nooit opdrogende bron van verwondering, zoveel nieuwe boeken als er ieder jaar <extra_id_1> Shakespeare en het toneel waar hij in werkte","Wie was de echte Will. Het blijft ongelofelijk, maar een nooit opdrogende bron van verwondering, zoveel nieuwe boeken als er ieder jaar zijn. Shakespeare en het toneel waar hij in werkte","['in ieder geval', 'verschijnen over']","['maar', 'zijn.']",5,15.0,1,"[0.9285714285714286, 0.8125]",0.87
199,seq199-0,small,"De albumtour van dj Kozes laatste wapenfeit Knock Knock bleek zondagavond een dj-set en geen live-optreden.  Was je over die initile teleurstelling heen, dan moest je ook nog even geduld hebben als bezoeker want Stefan Kozallas set kwam traag op gang","De albumtour van dj <extra_id_0> Knock Knock bleek zondagavond een dj-set en geen live-optreden. Was je over die initile teleurstelling heen, <extra_id_1> ook nog even geduld hebben als bezoeker want Stefan Kozallas set kwam traag op gang","De albumtour van dj Knock Knock bleek zondagavond een dj-set en geen live-optreden. Was je over die initile teleurstelling heen, dan zou je ook nog even geduld hebben als bezoeker want Stefan Kozallas set kwam traag op gang","['Kozes laatste wapenfeit', 'dan moest je']","['', 'dan zou je']",6,15.0,1,"[1.0, 0.3333333333333333]",0.67
200,seq200-0,small,Natte festivalgangers vrijdag bij de opening van het driedaagse Pinkpop in Zuid-Limburg.  Er waren optredens van onder meer de Britse rockgroep Muse (linksonder) en Paloma Faith (rechtsonder),Natte festivalgangers vrijdag bij de opening van het driedaagse Pinkpop in Zuid-Limburg. Er waren optredens van onder meer de Britse <extra_id_0> Paloma Faith (rechtsonder),Natte festivalgangers vrijdag bij de opening van het driedaagse Pinkpop in Zuid-Limburg. Er waren optredens van onder meer de Britse zangeres Paloma Faith (rechtsonder),['rockgroep Muse (linksonder) en'],['zangeres'],4,15.0,1,[0.8666666666666667],0.87
202,seq202-0,small,"Loongroei schept kabinetsprobleem Het kabinet hoeft niet per definitie te bezuinigen als het grootste deel van de afgesproken besparingen in het pakket crisismaatregelen niet lukt.  Dat bleek gisteravond uit antwoorden van minister Bos (Financin, PvdA) in een Kamerdebat over de Voorjaarsnota, de bijgestelde begroting voor het lopende jaar","Loongroei schept kabinetsprobleem Het kabinet hoeft niet per definitie <extra_id_0> het grootste deel van de afgesproken besparingen in het <extra_id_1> Dat bleek gisteravond uit antwoorden van minister Bos (Financin, PvdA) in een Kamerdebat over de Voorjaarsnota, de bijgestelde begroting voor het lopende jaar","Loongroei schept kabinetsprobleem Het kabinet hoeft niet per definitie van het grootste deel van de afgesproken besparingen in het kabinet. Dat bleek gisteravond uit antwoorden van minister Bos (Financin, PvdA) in een Kamerdebat over de Voorjaarsnota, de bijgestelde begroting voor het lopende jaar","['te bezuinigen als', 'pakket crisismaatregelen niet lukt.']","['van', 'kabinet.']",7,15.0,1,"[0.9411764705882353, 0.8285714285714286]",0.88
203,seq203-0,small,"Dat God als man aangeduid wordt is bijbels gezien niet logisch.  In Genesis 1:27 staat immers: ,,En God schiep de mens als zijn beeld; als het beeld van God schiep Hij hem; man en vrouw schiep Hij hen","Dat God als man aangeduid wordt is bijbels gezien niet logisch. In Genesis 1:27 staat immers: ,,En God schiep de <extra_id_0> beeld; als het beeld van God schiep Hij hem; man <extra_id_1> Hij hen","Dat God als man aangeduid wordt is bijbels gezien niet logisch. In Genesis 1:27 staat immers: ,,En God schiep de man zijn beeld; als het beeld van God schiep Hij hem; man schiep Hij hen","['mens als zijn', 'en vrouw schiep']","['man zijn', 'schiep']",6,15.0,1,"[0.46153846153846156, 0.6]",0.53
204,seq204-0,small,"Opnieuw gijzeling door Abu Sayyaf Rebellen van de moslimextremistische groepering Abu Sayyaf hebben in het zuiden van de Filippijnen opnieuw mensen gegijzeld.  Het gaat om acht Filippijnen die op het eiland Jolo gevangen zijn genomen door de mannen van de eenarmige Radulan Sahiron, een van de vijf leiders van Abu Sayyaf","Opnieuw gijzeling door Abu Sayyaf Rebellen van de moslimextremistische groepering Abu Sayyaf hebben in het zuiden van de Filippijnen opnieuw mensen gegijzeld. Het <extra_id_0> Filippijnen die op het eiland Jolo gevangen zijn genomen <extra_id_1> van de eenarmige Radulan Sahiron, een van de <extra_id_2> van Abu Sayyaf","Opnieuw gijzeling door Abu Sayyaf Rebellen van de moslimextremistische groepering Abu Sayyaf hebben in het zuiden van de Filippijnen opnieuw mensen gegijzeld. Het zijn de Filippijnen die op het eiland Jolo gevangen zijn genomen Het is een aanval van de eenarmige Radulan Sahiron, een van de leden van Abu Sayyaf","['gaat om acht', 'door de mannen', 'vijf leiders']","['zijn de', 'Het is een aanval', 'leden']",8,15.0,1,"[0.9166666666666666, 0.7058823529411765, 0.6666666666666666]",0.76
205,seq205-0,small,Tish (KiKi Layne) met haar vader Joseph (Colman Domingo) in If Beale Street Could Talk.  Liefde en romantiek als frame om racisme aan te kaarten Interview Regisseur Barry Jenkins schreef het scenario voor If Beale Street Could Talk in cafeetjes in Berlijn,Tish (KiKi Layne) met haar vader Joseph (Colman Domingo) in If Beale Street Could Talk. Liefde en romantiek als frame om racisme aan te kaarten <extra_id_0> Jenkins schreef het scenario voor If Beale Street Could Talk in <extra_id_1>,Tish (KiKi Layne) met haar vader Joseph (Colman Domingo) in If Beale Street Could Talk. Liefde en romantiek als frame om racisme aan te kaarten Jenkins schreef het scenario voor If Beale Street Could Talk in,"['Interview Regisseur Barry', 'cafeetjes in Berlijn']","['', '']",6,15.0,1,"[1.0, 1.0]",1.0
206,seq206-0,small,"Als nieuwe minister van Wonen, Wijken en Integratie brengt Van der Laan een bezoek aan de Haagse Stationsbuurt en Rivierenbuurt in november 2008.  Ed van Oudenaarden/ANP Minister Van der Laan tijdens een Kamerdebat over activiteiten van de Marokkaanse inlichtingendienst in Nederland","Als nieuwe minister van Wonen, Wijken en Integratie brengt Van der Laan een bezoek aan <extra_id_0> en <extra_id_1> 2008. Ed van Oudenaarden/ANP Minister Van der Laan tijdens een Kamerdebat over activiteiten van de Marokkaanse inlichtingendienst in Nederland","Als nieuwe minister van Wonen, Wijken en Integratie brengt Van der Laan een bezoek aan de Kamer en het Fonds 2008. Ed van Oudenaarden/ANP Minister Van der Laan tijdens een Kamerdebat over activiteiten van de Marokkaanse inlichtingendienst in Nederland","['de Haagse Stationsbuurt', 'Rivierenbuurt in november']","['de Kamer', 'het Fonds']",6,15.0,1,"[0.7391304347826086, 0.84]",0.79
207,seq207-0,small,Oud-marinier Albert Hoeben is in het Limburgse Stramproy overleden (foto uit 2010).  Foto ANP / Koen van Weel Oud-militair Albert Hoeben is op 94-jarige leeftijd in Stramproy overleden,Oud-marinier Albert Hoeben is in het Limburgse Stramproy overleden <extra_id_0> ANP / Koen van Weel Oud-militair Albert Hoeben is op 94-jarige leeftijd in Stramproy overleden,Oud-marinier Albert Hoeben is in het Limburgse Stramproy overleden ANP / Koen van Weel Oud-militair Albert Hoeben is op 94-jarige leeftijd in Stramproy overleden,['(foto uit 2010). Foto'],[''],4,15.0,1,[1.0],1.0
208,seq208-0,small,Op dienstreis liggen kosten exact vast Nederland heeft een groot buitenland.  Het was in de vijftiger jaren voor het tweede kabinet-Drees reden met twee ministers van buitenlandse zaken te opereren (de partijloze Jan Willem Beijen en de KVP'er Joseph Luns),Op dienstreis liggen kosten exact vast Nederland heeft een groot buitenland. Het <extra_id_0> vijftiger jaren voor het tweede kabinet-Drees reden met twee ministers van buitenlandse zaken te opereren (de partijloze Jan Willem Beijen en <extra_id_1> Luns),Op dienstreis liggen kosten exact vast Nederland heeft een groot buitenland. Het kabinet heeft vijftiger jaren voor het tweede kabinet-Drees reden met twee ministers van buitenlandse zaken te opereren (de partijloze Jan Willem Beijen en voorzitter Luns),"['was in de', '""de KVP\'er Joseph""']","['kabinet heeft', 'voorzitter']",6,15.0,1,"[0.6923076923076923, 0.8888888888888888]",0.79
209,seq209-0,small,Hemelbestormers uit Vancouver Het Canadese bedrijf Ballard heeft de ambitie marktleider te worden in schone automotoren.  Het ziet in de brandstofcel het potentieel om uit te groeien van een onderzoekslaboratorium tot een multinational,Hemelbestormers uit Vancouver Het Canadese bedrijf Ballard heeft de ambitie marktleider te <extra_id_0> automotoren. <extra_id_1> in de brandstofcel het potentieel om uit te groeien van een onderzoekslaboratorium tot een multinational,Hemelbestormers uit Vancouver Het Canadese bedrijf Ballard heeft de ambitie marktleider te zijn voor automotoren. Ballard heeft in de brandstofcel het potentieel om uit te groeien van een onderzoekslaboratorium tot een multinational,"['worden in schone', 'Het ziet']","['zijn voor', 'Ballard heeft']",5,15.0,1,"[0.8125, 0.7692307692307693]",0.79
210,seq210-0,small,"Poetins rijkdom is gehalveerd Een lapje grond van anderhalve vierkante kilometer bij Moskou, 230 aandelen in een lokale bank, ruim een ton euro aan spaargeld, een appartement van 78 vierkante meter in Sint Petersburg, een oplegger en twee klassieke Russische autos uit de jaren zestig, gerfd van zijn vader.  Dat is alles wat Vladimir ","Poetins rijkdom is gehalveerd Een lapje grond van anderhalve vierkante kilometer bij Moskou, 230 aandelen in een lokale bank, ruim een ton euro aan spaargeld, een appartement van 78 vierkante meter in Sint Petersburg, een oplegger en twee klassieke <extra_id_0> uit <extra_id_1> gerfd van zijn vader. Dat is <extra_id_2>","Poetins rijkdom is gehalveerd Een lapje grond van anderhalve vierkante kilometer bij Moskou, 230 aandelen in een lokale bank, ruim een ton euro aan spaargeld, een appartement van 78 vierkante meter in Sint Petersburg, een oplegger en twee klassieke woningen uit de gerfd van zijn vader. Dat is toch niet bekend.","['Russische autos', 'de jaren zestig,', 'alles wat Vladimir']","['woningen', 'de', 'bekend.']",8,15.0,1,"[0.8666666666666667, 0.875, 0.8888888888888888]",0.88
211,seq211-0,small,"Twee Europese titels amazone Cornelissen Dressuuramazone Adelinde Cornelissen heeft gisteren haar tweede gouden medaille gewonnen op de EK in Rotterdam.  Ze was in het Kralingse Bos in de individuele kr op muziek met een score van 88,839 procent veruit de beste",Twee Europese titels amazone Cornelissen Dressuuramazone Adelinde Cornelissen heeft gisteren haar tweede gouden medaille gewonnen op de EK <extra_id_0> was in het Kralingse Bos in de individuele kr op muziek met een score <extra_id_1> veruit de beste,Twee Europese titels amazone Cornelissen Dressuuramazone Adelinde Cornelissen heeft gisteren haar tweede gouden medaille gewonnen op de EK Cornelissen was in het Kralingse Bos in de individuele kr op muziek met een score van veruit de beste,"['in Rotterdam. Ze', 'van 88,839 procent']","['Cornelissen', 'van']",6,15.0,1,"[0.875, 0.8333333333333334]",0.85
212,seq212-0,small,"Neanderthaler was blank met rood haar, maar met ander gen Neanderthalers hadden hoogstwaarschijnlijk een blanke huid en rossig haar.  Dit blijkt uit Neanderthal-DNA dat is gevonden in twee botten van deze ongeveer 30","Neanderthaler was blank met rood haar, maar met ander <extra_id_0> hadden hoogstwaarschijnlijk een blanke huid en rossig haar. Dit blijkt uit <extra_id_1> gevonden in twee botten van deze ongeveer 30","Neanderthaler was blank met rood haar, maar met ander hadden hoogstwaarschijnlijk een blanke huid en rossig haar. Dit blijkt uit een soort rood haar gevonden in twee botten van deze ongeveer 30","['gen Neanderthalers', 'Neanderthal-DNA dat is']","['', 'een soort rood haar']",5,15.0,1,"[1.0, 0.8181818181818182]",0.91
213,seq213-0,small,Van den Ende verhoogt prijzen niet Het bedrijf van Joop van den Ende zal de btw-verhoging op kaartjes voor musicals in de eigen theaters en de grote reizende musical niet doorberekenen aan het publiek.  Daarmee gaat het in tegen de trend bij podia om de belastingverhoging van 6 naar 19 procent wel door te berekenen in de kaartjes,Van den Ende verhoogt prijzen niet Het bedrijf van Joop van den Ende zal de btw-verhoging op kaartjes <extra_id_0> de eigen theaters en de grote reizende musical niet doorberekenen aan het publiek. Daarmee gaat het in tegen de trend bij podia om de belastingverhoging van 6 naar 19 <extra_id_1> te berekenen <extra_id_2>,Van den Ende verhoogt prijzen niet Het bedrijf van Joop van den Ende zal de btw-verhoging op kaartjes van de eigen theaters en de grote reizende musical niet doorberekenen aan het publiek. Daarmee gaat het in tegen de trend bij podia om de belastingverhoging van 6 naar 19 euro te berekenen,"['voor musicals in', 'procent wel door', 'in de kaartjes']","['van', 'euro', '']",9,15.0,1,"[0.8125, 0.875, 1.0]",0.9
214,seq214-0,small,"Rescuers and relatives stop a woman from committing suicide by jumping off a building in Zhanjiang, Guangdong province August 14, 2012.  The woman was rescued as she tried to commit suicide after killing her nephew following a family dispute, local media reported","Rescuers and relatives stop a woman from committing suicide by jumping off <extra_id_0> Zhanjiang, Guangdong province August 14, 2012. The woman was <extra_id_1> tried to commit suicide after killing her nephew following a family dispute, local media reported","Rescuers and relatives stop a woman from committing suicide by jumping off her nephew in Zhanjiang, Guangdong province August 14, 2012. The woman was brutally tried to commit suicide after killing her nephew following a family dispute, local media reported","['a building in', 'rescued as she']","['her nephew in', 'brutally']",6,15.0,1,"[0.7692307692307693, 0.8571428571428571]",0.81
215,seq215-0,small,"Het laatste walvisschip komt aan in de haven van Shimonoseki.  Foto Jiji Press / AFP De Japanse walvisvloot heeft dit jaar 333 dwergvinvissen gevangen, inclusief enkele zwangere vrouwtjes","Het laatste walvisschip komt aan in <extra_id_0> Foto Jiji Press / AFP De Japanse walvisvloot heeft dit jaar 333 dwergvinvissen gevangen, inclusief enkele zwangere vrouwtjes","Het laatste walvisschip komt aan in Japan. Foto Jiji Press / AFP De Japanse walvisvloot heeft dit jaar 333 dwergvinvissen gevangen, inclusief enkele zwangere vrouwtjes",['de haven van Shimonoseki.'],['Japan.'],4,15.0,1,[0.84],0.84
216,seq216-0,small,"Als een Ferrari: luxueus en comfortabel Doordat Haagse politici ambivalente en gebrekkige informatie over Europa verstrekken, lopen burgers niet warm voor de Europese Unie.  Den Haag wil niet dat we van Brussel houden Het is deze ambivalentie die Nederlandse politici continu over de mensen heen storten, waardoor Lenssen gelooft dat de Nederlandse politiek de macht eigenlijk niet wil delen met de Europese Unie Den Haag wil niet dat we van Brussel houden, zegt hij","Als een Ferrari: luxueus en comfortabel Doordat Haagse politici ambivalente en gebrekkige informatie over Europa verstrekken, lopen burgers niet warm voor de Europese Unie. Den <extra_id_0> dat we van Brussel houden Het is deze ambivalentie die Nederlandse politici <extra_id_1> mensen heen storten, waardoor Lenssen gelooft dat de Nederlandse politiek de macht eigenlijk niet wil delen met de Europese Unie Den Haag wil niet <extra_id_2> van Brussel <extra_id_3>","Als een Ferrari: luxueus en comfortabel Doordat Haagse politici ambivalente en gebrekkige informatie over Europa verstrekken, lopen burgers niet warm voor de Europese Unie. Den Haag wil niet dat we van Brussel houden Het is deze ambivalentie die Nederlandse politici door mensen heen storten, waardoor Lenssen gelooft dat de Nederlandse politiek de macht eigenlijk niet wil delen met de Europese Unie Den Haag wil niet dat we van Brussel houden","['Haag wil niet', 'continu over de', 'dat we', 'houden', 'zegt hij']","['Haag wil niet', 'door', 'dat we', 'houden']",11,15.0,1,"[0.0, 0.8, 0.0, 0.0]",0.2
217,seq217-0,small,PKK: `gevaarlijkste groep' in Duitsland Haar straffe organisatie maakt de PKK tot gevaarlijkste extremistische bedreiging in Duitsland.  Er is een gewapende harde kern van zo'n 6,PKK: `gevaarlijkste groep' in Duitsland Haar straffe organisatie maakt de PKK tot gevaarlijkste extremistische <extra_id_0> is een gewapende harde kern van zo'n 6,PKK: `gevaarlijkste groep' in Duitsland Haar straffe organisatie maakt de PKK tot gevaarlijkste extremistische groep in Duitsland. De PKK is een gewapende harde kern van zo'n 6,['bedreiging in Duitsland. Er'],['groep in Duitsland. De PKK'],4,15.0,1,[0.5555555555555556],0.56
218,seq218-0,small,"Portretten van Andy Warhol.  20 okt t/m 24 nov in Galerie Wouter van Leeuwen, Hazenstraat 27, Amsterdam","Portretten van Andy Warhol. 20 okt t/m <extra_id_0> Galerie Wouter van Leeuwen, Hazenstraat 27, Amsterdam","Portretten van Andy Warhol. 20 okt t/m 22 okt Galerie Wouter van Leeuwen, Hazenstraat 27, Amsterdam",['24 nov in'],['22 okt'],3,15.0,1,[0.6666666666666666],0.67
219,seq219-0,small,Te veel uren schrijven De meeste zakenbankiers zijn het stadium voorbij dat ze hun concurrenten ellende toewensen.  Dat komt doordat niemand is ontkomen aan de smet van belangenverstrengeling of het inzakken van de adviesmarkt,Te veel uren schrijven <extra_id_0> zijn het stadium voorbij dat ze hun concurrenten ellende <extra_id_1> komt doordat niemand is ontkomen aan de smet van belangenverstrengeling of het inzakken van de adviesmarkt,Te veel uren schrijven zijn het stadium voorbij dat ze hun concurrenten ellende hebben. Dit komt doordat niemand is ontkomen aan de smet van belangenverstrengeling of het inzakken van de adviesmarkt,"['De meeste zakenbankiers', 'toewensen. Dat']","['', 'hebben. Dit']",5,15.0,1,"[1.0, 0.5]",0.75
220,seq220-0,small,"Dertig dagen offline Het modelabel van Joline Jolink, dat vooral via haar webshop wordt verkocht, bestaat vijf jaar.  Ze viert het met een tijdelijke winkel in Amsterdam","Dertig dagen <extra_id_0> Joline Jolink, dat vooral via haar webshop wordt verkocht, bestaat vijf jaar. Ze viert het met een tijdelijke winkel in Amsterdam","Dertig dagen geleden. Joline Jolink, dat vooral via haar webshop wordt verkocht, bestaat vijf jaar. Ze viert het met een tijdelijke winkel in Amsterdam",['offline Het modelabel van'],['geleden.'],4,15.0,1,[0.84],0.84
221,seq221-0,small,Complexe opera `Raaff' sterk en intrigerend Verwondering over het verschijnsel `opera' is dit jaar het gemakkelijk herkenbare `geheime thema' in de muziekprogrammering van het Holland Festival.  Gesualdo considered as a murderer van Luca Francesconi was muziektheater over de vraag waarom componisten toch behoefte hebben aan een zichtbare handeling bij hun muziek,Complexe opera `Raaff' sterk en intrigerend Verwondering over het verschijnsel `opera' is dit jaar het <extra_id_0> `geheime thema' in de muziekprogrammering van het Holland Festival. Gesualdo considered as a murderer van Luca Francesconi was muziektheater over <extra_id_1> componisten toch behoefte hebben aan een <extra_id_2> hun muziek,Complexe opera `Raaff' sterk en intrigerend Verwondering over het verschijnsel `opera' is dit jaar het meest `geheime thema' in de muziekprogrammering van het Holland Festival. Gesualdo considered as a murderer van Luca Francesconi was muziektheater over niet bekend. Als componisten toch behoefte hebben aan een nieuwe visie op hun muziek,"['gemakkelijk herkenbare', 'de vraag waarom', 'zichtbare handeling bij']","['meest', 'niet bekend. Als', 'nieuwe visie op']",8,15.0,1,"[0.8636363636363636, 0.9375, 0.782608695652174]",0.86
222,seq222-0,small,"Action boekte over 2018 een recordomzet van 4,2 miljard euro.  Foto Pieterjan Luyten Waar veel winkelketens in de detailhandel het zwaar hebben, heeft Action over 2018 fors meer omzet geboekt dan een jaar eerder","Action boekte over 2018 een recordomzet van 4,2 miljard euro. Foto Pieterjan Luyten Waar veel winkelketens in de detailhandel het zwaar hebben, heeft Action over 2018 <extra_id_0> geboekt dan een <extra_id_1>","Action boekte over 2018 een recordomzet van 4,2 miljard euro. Foto Pieterjan Luyten Waar veel winkelketens in de detailhandel het zwaar hebben, heeft Action over 2018 meer geboekt dan een recordomzet van 4,2 miljard euro.","['fors meer omzet', 'jaar eerder']","['meer', 'euro.']",5,15.0,1,"[0.7333333333333333, 0.8181818181818182]",0.78
223,seq223-0,small,"Rusland stopt lozing van kernafval in zee bij Japan TOKIO, 21 OKT.  Rusland heeft onder sterke internationale druk bakzeil gehaald en afgezien van zijn voornemen een tweede lading radioactief afval te lozen in de Zee van Japan","Rusland stopt lozing van kernafval in zee bij Japan TOKIO, 21 OKT. Rusland <extra_id_0> internationale druk bakzeil gehaald en afgezien van zijn <extra_id_1> lading radioactief afval te lozen in de Zee van Japan","Rusland stopt lozing van kernafval in zee bij Japan TOKIO, 21 OKT. Rusland heeft met internationale druk bakzeil gehaald en afgezien van zijn wens om lading radioactief afval te lozen in de Zee van Japan","['heeft onder sterke', 'voornemen een tweede']","['heeft met', 'wens om']",6,15.0,1,"[0.5555555555555556, 0.85]",0.7
224,seq224-0,small,"Cultuurfilosoof: Kamer is naar binnen gekeerde wereld Maandag werd een nakende kabinetscrisis over de inkomensverhoudingen ternauwernood afgewend, gisteren debatteerde de Kamer erover.  Cultuurfilosoof Paul Kuypers over de taal en de gedragingen van bestuurders in tijden van politieke crisis en publieke apathie","Cultuurfilosoof: Kamer is naar binnen gekeerde wereld Maandag werd een nakende kabinetscrisis over de inkomensverhoudingen ternauwernood afgewend, gisteren debatteerde de Kamer erover. Cultuurfilosoof Paul Kuypers <extra_id_0> en de gedragingen van bestuurders in tijden van politieke <extra_id_1> apathie","Cultuurfilosoof: Kamer is naar binnen gekeerde wereld Maandag werd een nakende kabinetscrisis over de inkomensverhoudingen ternauwernood afgewend, gisteren debatteerde de Kamer erover. Cultuurfilosoof Paul Kuypers gaat over de politieke crisis en de gedragingen van bestuurders in tijden van politieke crisis en apathie","['over de taal', 'crisis en publieke']","['gaat over de politieke crisis', 'crisis en']",6,15.0,1,"[0.6896551724137931, 0.5]",0.59
225,seq225-0,small,"Vijf Turkse extremisten aangehouden DEN HAAG, 8 DEC.  De politie heeft begin deze week in Rotterdam vijf Turkse mannen aangehouden die worden verdacht van afpersing in de Turkse gemeenschap","Vijf Turkse extremisten aangehouden DEN HAAG, 8 DEC. De politie heeft begin deze <extra_id_0> Turkse mannen aangehouden die worden verdacht van afpersing in de Turkse gemeenschap","Vijf Turkse extremisten aangehouden DEN HAAG, 8 DEC. De politie heeft begin deze week vijf Turkse mannen aangehouden die worden verdacht van afpersing in de Turkse gemeenschap",['week in Rotterdam vijf'],['week vijf'],4,15.0,1,[0.5909090909090909],0.59
226,seq226-0,small,"Wijnaendts beschuldigt leger; Den Haag stelt sancties tegen Servirs voor DEN HAAG-ZAGREB-PARIJS, 30 AUG.  Nederland zal zijn partners in de Europese Gemeenschap op een extra vergadering aanstaande dinsdag voorstellen politieke en economische maatregelen tegen Servi te treffen als het blijft weigeren EG-waarnemers toe te laten tot de conflictgebieden in Kroati","Wijnaendts beschuldigt leger; Den Haag stelt sancties <extra_id_0> voor DEN HAAG-ZAGREB-PARIJS, 30 AUG. Nederland zal zijn partners in de Europese Gemeenschap op <extra_id_1> aanstaande dinsdag voorstellen politieke en economische maatregelen tegen Servi te treffen als het blijft weigeren EG-waarnemers toe <extra_id_2> de conflictgebieden in Kroati","Wijnaendts beschuldigt leger; Den Haag stelt sancties op voor DEN HAAG-ZAGREB-PARIJS, 30 AUG. Nederland zal zijn partners in de Europese Gemeenschap op de aanstaande dinsdag voorstellen politieke en economische maatregelen tegen Servi te treffen als het blijft weigeren EG-waarnemers toe te voegen aan de conflictgebieden in Kroati","['tegen Servirs', 'een extra vergadering', 'te laten tot']","['op', 'de', 'te voegen aan']",8,15.0,1,"[1.0, 0.9047619047619048, 0.5384615384615384]",0.81
227,seq227-0,small,"Vrij koude nachten Tot en met woensdag verlopen de nachten vrij koud met kans op een klein beetje vorst in het binnenland, maar overdag wordt het ver boven nul.  Dankzij de nabijheid van een hogedrukgebied is het op de meeste dagen droog","Vrij koude nachten Tot en met <extra_id_0> nachten vrij koud met kans op een klein beetje vorst in het binnenland, maar overdag wordt het ver boven nul. Dankzij de nabijheid van een hogedrukgebied <extra_id_1> de meeste dagen droog","Vrij koude nachten Tot en met de nachten vrij koud met kans op een klein beetje vorst in het binnenland, maar overdag wordt het ver boven nul. Dankzij de nabijheid van een hogedrukgebied worden de meeste dagen droog","['woensdag verlopen de', 'is het op']","['de', 'worden']",6,15.0,1,"[0.9, 0.8888888888888888]",0.89
228,seq228-0,small,"Mager verslag van Indi-herdenking in de krant Op 15 augustus 1945 vond de capitulatie van Japan plaats.  Dat betekende het einde van de oorlog in Indi voor ons die onder Japanse bezetting hadden geleefd, in kampen en daarbuiten","Mager verslag van Indi-herdenking in de krant Op 15 augustus <extra_id_0> capitulatie van Japan plaats. Dat betekende het einde van de oorlog in Indi <extra_id_1> onder Japanse bezetting hadden geleefd, in kampen en daarbuiten","Mager verslag van Indi-herdenking in de krant Op 15 augustus vond de capitulatie van Japan plaats. Dat betekende het einde van de oorlog in Indi die onder Japanse bezetting hadden geleefd, in kampen en daarbuiten","['1945 vond de', 'voor ons die']","['vond de', 'die']",6,15.0,1,"[0.4166666666666667, 0.75]",0.58
229,seq229-0,small,"Burgemeesters aan bevolking: samen gaan we het fiksen Crisiscommunicatie Meerdere burgemeesters schreven de afgelopen dagen hun inwoners een brief.  Verlies elkaar niet uit het oog, is de boodschap","Burgemeesters aan bevolking: samen gaan <extra_id_0> Meerdere burgemeesters schreven de afgelopen dagen hun inwoners een brief. Verlies elkaar niet uit het oog, is de boodschap","Burgemeesters aan bevolking: samen gaan we samen Meerdere burgemeesters schreven de afgelopen dagen hun inwoners een brief. Verlies elkaar niet uit het oog, is de boodschap",['we het fiksen Crisiscommunicatie'],['we samen'],4,15.0,1,[0.8125],0.81
