,Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
181,seq181-0,large,"In januari heb ik nogal wat togadragers bezeerd met een stukje waar Strafzittingen zijn te vaak toneelstukjes boven stond.  Althans, ik mocht sindsdien een keer of drie bij bijeenkomsten met rechters en advocaten verdere uitleg komen geven","In januari heb ik nogal wat togadragers bezeerd met een stukje waar Strafzittingen zijn <extra_id_0> boven stond. Althans, ik mocht sindsdien een keer of drie bij <extra_id_1> en advocaten verdere uitleg komen geven","In januari heb ik nogal wat togadragers bezeerd met een stukje waar Strafzittingen zijn aan boven stond. Althans, ik mocht sindsdien een keer of drie bij de rechters en advocaten verdere uitleg komen geven","['te vaak toneelstukjes', 'bijeenkomsten met rechters']","['aan', 'de rechters']",6,15,1,"[0.8571428571428571, 0.6153846153846154]",0.74
182,seq182-0,large,"Geert Corstens was president van de Hoge Raad.  Als een politicus wordt vervolgd voor iets anders dan een delict dat zich geheel in de privsfeer heeft afgespeeld, krijgt het proces een politiek karakter, hoe je het ook wendt of keert","Geert Corstens was president van de Hoge Raad. Als een politicus wordt vervolgd voor iets anders dan een <extra_id_0> geheel in de privsfeer heeft afgespeeld, krijgt het <extra_id_1> karakter, hoe je het ook wendt of keert","Geert Corstens was president van de Hoge Raad. Als een politicus wordt vervolgd voor iets anders dan een politieke zaak die zich geheel in de privsfeer heeft afgespeeld, krijgt het een politiek karakter, hoe je het ook wendt of keert","['delict dat zich', 'proces een politiek']","['politieke zaak die zich', 'een politiek']",6,15,1,"[0.6086956521739131, 0.3684210526315789]",0.49
183,seq183-0,large,Scholen maken het verschil Amsterdamse leraren verdienen meer dan hun collegas in Almere.  Toch krijgen docenten in beide regios een extraatje van onderwijsminister Plasterk,Scholen maken het verschil Amsterdamse leraren verdienen meer dan hun collegas in Almere. <extra_id_0> beide regios een extraatje van onderwijsminister Plasterk,Scholen maken het verschil Amsterdamse leraren verdienen meer dan hun collegas in Almere. Voor beide regios een extraatje van onderwijsminister Plasterk,['Toch krijgen docenten in'],['Voor'],4,15,1,[0.9166666666666666],0.92
184,seq184-0,large,"Thailand: Anand weer waarnemend premier BANGKOK, 11 JUNI.  De diplomaat-zakenman Anand Panyarachun is gisteren opnieuw tot interim-premier van Thailand benoemd","Thailand: Anand weer waarnemend premier BANGKOK, 11 <extra_id_0> Anand Panyarachun is gisteren opnieuw tot interim-premier van Thailand benoemd","Thailand: Anand weer waarnemend premier BANGKOK, 11 mrt. - Anand Panyarachun is gisteren opnieuw tot interim-premier van Thailand benoemd",['JUNI. De diplomaat-zakenman'],['mrt. -'],3,15,1,[0.8888888888888888],0.89
185,seq185-0,large,"Libanese christelijke partij is doelwit bomaanslag BEIROET, 21 DEC.  Een zware bomaanslag op het hoofdkwartier van Libanons grootste christelijke partij, de Falange, in Oost-Beiroet heeft gisteren drie mensen het leven gekost","Libanese christelijke partij is doelwit bomaanslag BEIROET, 21 DEC. Een <extra_id_0> het hoofdkwartier van Libanons grootste christelijke <extra_id_1> Falange, in Oost-Beiroet heeft gisteren drie mensen het leven gekost","Libanese christelijke partij is doelwit bomaanslag BEIROET, 21 DEC. Een bomaanslag op het hoofdkwartier van Libanons grootste christelijke partij, Falange, in Oost-Beiroet heeft gisteren drie mensen het leven gekost","['zware bomaanslag op', 'partij', 'de']","['bomaanslag op', 'partij,']",5,15,1,"[0.3157894736842105, 0.14285714285714285]",0.23
186,seq186-0,large,Gebruiksklaar (niet laten uitlekken) Het is een verplicht nummertje voor iedere columnist.  Vroeg of laat moet het gebeuren,Gebruiksklaar (niet laten uitlekken) Het is een verplicht <extra_id_0> columnist. Vroeg of laat moet het gebeuren,Gebruiksklaar (niet laten uitlekken) Het is een verplicht taak voor elke columnist. Vroeg of laat moet het gebeuren,['nummertje voor iedere'],['taak voor elke'],3,15,1,[0.6190476190476191],0.62
187,seq187-0,large,"Onder geldmannen en bureaucraatjes; Nederlandsetoneelgezelschappen op tournee in Indie In de eerste helft van deze eeuw maakten veel toneelgezelschappen uit Nederland een reis naar het toenmalige Nederlands-Indie, vervuld van het ideaal om er de Muze te brengen.  De Indische samenleving reageerde lang niet altijd welwillend op de rondreizende artiesten","Onder geldmannen en bureaucraatjes; Nederlandsetoneelgezelschappen op tournee in Indie In de eerste helft van deze eeuw maakten veel toneelgezelschappen uit Nederland een reis naar het toenmalige Nederlands-Indie, vervuld van het ideaal om er de Muze te brengen. De <extra_id_0> niet altijd welwillend op <extra_id_1>","Onder geldmannen en bureaucraatjes; Nederlandsetoneelgezelschappen op tournee in Indie In de eerste helft van deze eeuw maakten veel toneelgezelschappen uit Nederland een reis naar het toenmalige Nederlands-Indie, vervuld van het ideaal om er de Muze te brengen. De reacties waren niet altijd welwillend op de...","['Indische samenleving reageerde lang', 'de rondreizende artiesten']","['reacties waren', 'de...']",7,15,1,"[0.7714285714285715, 0.92]",0.85
188,seq188-0,large,"In het artikel van Reinjan Mulder, Vertalingen en subsidies, (Boeken, 20/9/96) staan nogal wat onjuistheden.  De honorering van literaire vertalers laat bijvoorbeeld nog steeds te wensen over","In het artikel van Reinjan Mulder, Vertalingen en subsidies, (Boeken, 20/9/96) staan nogal wat onjuistheden. De honorering <extra_id_0> bijvoorbeeld nog steeds te wensen over","In het artikel van Reinjan Mulder, Vertalingen en subsidies, (Boeken, 20/9/96) staan nogal wat onjuistheden. De honorering van de vertalingen laat bijvoorbeeld nog steeds te wensen over",['van literaire vertalers laat'],['van de vertalingen laat'],4,15,1,[0.4642857142857143],0.46
189,seq189-0,large,"Krab met eigen zwembadje in de boom In het regenwoud in het zuiden van India staan hoge bomen met sprookjesachtige namen.  Daar groeit de Ceylonkaneel, waarvan je de lekkerste kaneelstokjes van de wereld maakt","Krab met eigen zwembadje in de boom In het regenwoud in <extra_id_0> India staan hoge bomen <extra_id_1> namen. Daar groeit de Ceylonkaneel, waarvan je de lekkerste kaneelstokjes van de wereld maakt","Krab met eigen zwembadje in de boom In het regenwoud in het zuiden van India staan hoge bomen met mooie namen. Daar groeit de Ceylonkaneel, waarvan je de lekkerste kaneelstokjes van de wereld maakt","['het zuiden van', 'met sprookjesachtige']","['het zuiden van', 'met mooie']",5,15,1,"[0.0, 0.6]",0.3
191,seq191-0,large,"Een vervolg op Breaking Bad en andere series en films van week 41 Online demand Een overzicht van de series en films die op Netflix, Videoland en elders ","Een vervolg op Breaking Bad en andere series en films van week <extra_id_0> overzicht van de series en films die op Netflix, Videoland en elders","Een vervolg op Breaking Bad en andere series en films van week 1 Een overzicht van de series en films die op Netflix, Videoland en elders",['41 Online demand Een'],['1 Een'],4,15,1,[0.75],0.75
192,seq192-0,large,Veel profvoetballers in Nederland leiden een weinig glamoureus leven.  Voetballen voor een onkostenvergoeding is geen uitzondering,Veel profvoetballers in Nederland leiden een weinig glamoureus leven. Voetballen <extra_id_0> onkostenvergoeding is geen uitzondering,Veel profvoetballers in Nederland leiden een weinig glamoureus leven. Voetballen tegen een onkostenvergoeding is geen uitzondering,['voor een'],['tegen een'],2,15,1,[0.5555555555555556],0.56
193,seq193-0,large,"Als je bijna 50 bent zoals ik, ben je flink gehersenspoeld met het idee dat vrouwen en mannen onherstelbaar van elkaar verschillen.  Zo leerden we van de tv-serie The A-team in de jaren tachtig dat vrouwen hulpeloos zijn en mannen van een paar klikos en wat vogelpoep een operationele tank kunnen bouwen; zagen we in de jaren negentig in de serie Sex and the City dat het levensdoel van vrouwen het huwelijk is (met een man uiteraard) en lazen we aan het begin van deze eeuw in populair-wetenschappelijke boeken dat de breinen van vrouwen en mannen z anders zijn, dat ze net zo goed van verschillende planeten hadden kunnen komen: de vrouwen van Venus (liefde) wel te verstaan, en de mannen van Mars (oorlog)  and never the twain shall meet","Als je bijna 50 bent zoals ik, ben je flink gehersenspoeld met het idee dat vrouwen en mannen <extra_id_0> verschillen. Zo leerden we van de tv-serie The A-team in de jaren tachtig dat vrouwen hulpeloos zijn en mannen van een paar klikos en wat vogelpoep een operationele tank kunnen bouwen; zagen we in de jaren negentig in de serie Sex and the City dat het levensdoel van vrouwen het huwelijk is (met een man uiteraard) en lazen <extra_id_1> begin van deze eeuw in populair-wetenschappelijke boeken dat de breinen van <extra_id_2> mannen z anders zijn, dat <extra_id_3> goed van verschillende planeten hadden kunnen komen: de vrouwen van Venus (liefde) wel te <extra_id_4> mannen van Mars <extra_id_5> the <extra_id_6>","Als je bijna 50 bent zoals ik, ben je flink gehersenspoeld met het idee dat vrouwen en mannen enorm verschillen. Zo leerden we van de tv-serie The A-team in de jaren tachtig dat vrouwen hulpeloos zijn en mannen van een paar klikos en wat vogelpoep een operationele tank kunnen bouwen; zagen we in de jaren negentig in de serie Sex and the City dat het levensdoel van vrouwen het huwelijk is (met een man uiteraard) en lazen we aan het begin van deze eeuw in populair-wetenschappelijke boeken dat de breinen van vrouwen en mannen z anders zijn, dat ze net zo goed van verschillende planeten hadden kunnen komen: de vrouwen van Venus (liefde) wel te verstaan, de mannen van Mars (liefde) niet. the following","['onherstelbaar van elkaar', 'we aan het', 'vrouwen en', 'ze net zo', 'verstaan', 'en de', '(oorlog) and never', 'twain shall meet']","['enorm', 'we aan het', 'vrouwen en', 'ze net zo', 'verstaan, de', '(liefde) niet.', 'following']",20,15,1,"[0.9166666666666666, 0.0, 0.0, 0.0, 0.3333333333333333, 0.7857142857142857, 0.7777777777777778]",0.4
194,seq194-0,large,"`Lef' is een frisse, sympathieke komedie Tijdens de 19-jarige geschiedenis van het Nederlands Filmfestival werden meerdere malen debuutfilms van ongesubsidieerde, onafhankelijke producties ter plekke ontdekt, zoals Zusje van Robert-Jan Westdijk of Lger van Theo van Gogh.  Dit jaar zou Ron Termaats Lef in die categorie kunnen vallen, geproduceerd volgens de vennoten-constructie van Zusje, en genomineerd (met The Delivery en Abeltje) voor de Grolsch-publieksprijs","`Lef' is een frisse, sympathieke komedie Tijdens de 19-jarige geschiedenis van het Nederlands Filmfestival werden meerdere malen debuutfilms van ongesubsidieerde, onafhankelijke producties ter plekke ontdekt, zoals Zusje van Robert-Jan Westdijk of Lger van Theo van Gogh. Dit jaar zou Ron Termaats Lef in die categorie <extra_id_0> volgens de vennoten-constructie van Zusje, en genomineerd (met <extra_id_1> Abeltje) <extra_id_2>","`Lef' is een frisse, sympathieke komedie Tijdens de 19-jarige geschiedenis van het Nederlands Filmfestival werden meerdere malen debuutfilms van ongesubsidieerde, onafhankelijke producties ter plekke ontdekt, zoals Zusje van Robert-Jan Westdijk of Lger van Theo van Gogh. Dit jaar zou Ron Termaats Lef in die categorie staan, volgens de vennoten-constructie van Zusje, en genomineerd (met o.a. Abeltje) voor de...","['kunnen vallen', 'geproduceerd', 'The Delivery en', 'voor de Grolsch-publieksprijs']","['staan,', 'o.a.', 'de...']",9,15,1,"[0.9230769230769231, 0.9166666666666666, 0.9333333333333333]",0.92
195,seq195-0,large,Trippend richting het hiernamaals De Franse Gaspar No maakte met Enter the Void een ambitieuze drugsfilm.  Na een prikkelend begin verzandt de film in een sufmakende loomheid,Trippend <extra_id_0> Franse Gaspar No maakte met Enter the Void een ambitieuze drugsfilm. Na een prikkelend begin verzandt de film in een sufmakende loomheid,Trippend einde. De Franse Gaspar No maakte met Enter the Void een ambitieuze drugsfilm. Na een prikkelend begin verzandt de film in een sufmakende loomheid,['richting het hiernamaals De'],['einde. De'],4,15,1,[0.7777777777777778],0.78
196,seq196-0,large,"Andere aandelen profiteerden van teruggelopen renteverwachtingen, nadat de `kerninflatie' over juli slechts 2,2 procent bleek te bedragen.  Het is daardoor volgens analisten minder aannemelijk geworden dat de Bank of England doorgaat met haar serie renteverhogingen","Andere aandelen profiteerden van teruggelopen renteverwachtingen, nadat de <extra_id_0> slechts <extra_id_1> bleek te bedragen. Het is daardoor volgens analisten minder aannemelijk geworden dat de Bank of England doorgaat met haar serie renteverhogingen","Andere aandelen profiteerden van teruggelopen renteverwachtingen, nadat de rente slechts 2% bleek te bedragen. Het is daardoor volgens analisten minder aannemelijk geworden dat de Bank of England doorgaat met haar serie renteverhogingen","['""`kerninflatie\' over juli""', '2,2 procent']","['rente', '2%']",5,15,1,"[0.8461538461538461, 0.9090909090909091]",0.88
197,seq197-0,large,"CDA wil minder sex en meer moraal Het CDA vindt dat het kabinet te weinig morele grenzen stelt.  ,,Nederland wordt teveel een land waar alles moet kunnen'', zei fractieleider De Hoop Scheffer vanmorgen bij de algemene beschouwingen in de Tweede Kamer","CDA wil minder sex en meer moraal Het CDA vindt dat het kabinet te weinig morele grenzen stelt. ,,Nederland wordt teveel een land waar alles <extra_id_0> fractieleider De Hoop Scheffer vanmorgen <extra_id_1> beschouwingen in de Tweede Kamer","CDA wil minder sex en meer moraal Het CDA vindt dat het kabinet te weinig morele grenzen stelt. ,,Nederland wordt teveel een land waar alles mogelijk is'', zei fractieleider De Hoop Scheffer vanmorgen bij beschouwingen in de Tweede Kamer","['""moet kunnen', 'zei""', 'bij de algemene']","[""mogelijk is'', zei"", 'bij']",6,15,1,"[0.7777777777777778, 0.75]",0.76
198,seq198-0,large,"Wie was de echte Will.  Het blijft ongelofelijk, in ieder geval een nooit opdrogende bron van verwondering, zoveel nieuwe boeken als er ieder jaar verschijnen over Shakespeare en het toneel waar hij in werkte","Wie was de echte Will. Het blijft ongelofelijk, <extra_id_0> een nooit opdrogende bron van verwondering, zoveel nieuwe boeken als er ieder jaar <extra_id_1> Shakespeare en het toneel waar hij in werkte","Wie was de echte Will. Het blijft ongelofelijk, maar een nooit opdrogende bron van verwondering, zoveel nieuwe boeken als er ieder jaar verschijnen over Shakespeare en het toneel waar hij in werkte","['in ieder geval', 'verschijnen over']","['maar', 'verschijnen over']",5,15,1,"[0.9285714285714286, 0.0]",0.46
199,seq199-0,large,"De albumtour van dj Kozes laatste wapenfeit Knock Knock bleek zondagavond een dj-set en geen live-optreden.  Was je over die initile teleurstelling heen, dan moest je ook nog even geduld hebben als bezoeker want Stefan Kozallas set kwam traag op gang","De albumtour van dj <extra_id_0> Knock Knock bleek zondagavond een dj-set en geen live-optreden. Was je over die initile teleurstelling heen, <extra_id_1> ook nog even geduld hebben als bezoeker want Stefan Kozallas set kwam traag op gang","De albumtour van dj Willem Knock Knock bleek zondagavond een dj-set en geen live-optreden. Was je over die initile teleurstelling heen, dan moest je ook nog even geduld hebben als bezoeker want Stefan Kozallas set kwam traag op gang","['Kozes laatste wapenfeit', 'dan moest je']","['Willem', 'dan moest je']",6,15,1,"[0.9130434782608695, 0.0]",0.46
200,seq200-0,large,Natte festivalgangers vrijdag bij de opening van het driedaagse Pinkpop in Zuid-Limburg.  Er waren optredens van onder meer de Britse rockgroep Muse (linksonder) en Paloma Faith (rechtsonder),Natte festivalgangers vrijdag bij de opening van het driedaagse Pinkpop in Zuid-Limburg. Er waren optredens van onder meer de Britse <extra_id_0> Paloma Faith (rechtsonder),Natte festivalgangers vrijdag bij de opening van het driedaagse Pinkpop in Zuid-Limburg. Er waren optredens van onder meer de Britse zangeres Paloma Faith (rechtsonder),['rockgroep Muse (linksonder) en'],['zangeres'],4,15,1,[0.8666666666666667],0.87
202,seq202-0,large,"Loongroei schept kabinetsprobleem Het kabinet hoeft niet per definitie te bezuinigen als het grootste deel van de afgesproken besparingen in het pakket crisismaatregelen niet lukt.  Dat bleek gisteravond uit antwoorden van minister Bos (Financin, PvdA) in een Kamerdebat over de Voorjaarsnota, de bijgestelde begroting voor het lopende jaar","Loongroei schept kabinetsprobleem Het kabinet hoeft niet per definitie <extra_id_0> het grootste deel van de afgesproken besparingen in het <extra_id_1> Dat bleek gisteravond uit antwoorden van minister Bos (Financin, PvdA) in een Kamerdebat over de Voorjaarsnota, de bijgestelde begroting voor het lopende jaar","Loongroei schept kabinetsprobleem Het kabinet hoeft niet per definitie te voldoen aan het grootste deel van de afgesproken besparingen in het lopende jaar. Dat bleek gisteravond uit antwoorden van minister Bos (Financin, PvdA) in een Kamerdebat over de Voorjaarsnota, de bijgestelde begroting voor het lopende jaar","['te bezuinigen als', 'pakket crisismaatregelen niet lukt.']","['te voldoen aan', 'lopende jaar.']",7,15,1,"[0.5882352941176471, 0.8571428571428571]",0.72
203,seq203-0,large,"Dat God als man aangeduid wordt is bijbels gezien niet logisch.  In Genesis 1:27 staat immers: ,,En God schiep de mens als zijn beeld; als het beeld van God schiep Hij hem; man en vrouw schiep Hij hen","Dat God als man aangeduid wordt is bijbels gezien niet logisch. In Genesis 1:27 staat immers: ,,En God schiep de <extra_id_0> beeld; als het beeld van God schiep Hij hem; man <extra_id_1> Hij hen","Dat God als man aangeduid wordt is bijbels gezien niet logisch. In Genesis 1:27 staat immers: ,,En God schiep de mens naar zijn beeld; als het beeld van God schiep Hij hem; man en vrouw maakte Hij hen","['mens als zijn', 'en vrouw schiep']","['mens naar zijn', 'en vrouw maakte']",6,15,1,"[0.21428571428571427, 0.4]",0.31
204,seq204-0,large,"Opnieuw gijzeling door Abu Sayyaf Rebellen van de moslimextremistische groepering Abu Sayyaf hebben in het zuiden van de Filippijnen opnieuw mensen gegijzeld.  Het gaat om acht Filippijnen die op het eiland Jolo gevangen zijn genomen door de mannen van de eenarmige Radulan Sahiron, een van de vijf leiders van Abu Sayyaf","Opnieuw gijzeling door Abu Sayyaf Rebellen van de moslimextremistische groepering Abu Sayyaf hebben in het zuiden van de Filippijnen opnieuw mensen gegijzeld. Het <extra_id_0> Filippijnen die op het eiland Jolo gevangen zijn genomen <extra_id_1> van de eenarmige Radulan Sahiron, een van de <extra_id_2> van Abu Sayyaf","Opnieuw gijzeling door Abu Sayyaf Rebellen van de moslimextremistische groepering Abu Sayyaf hebben in het zuiden van de Filippijnen opnieuw mensen gegijzeld. Het gaat om twee Filippijnen die op het eiland Jolo gevangen zijn genomen door rebellen van de eenarmige Radulan Sahiron, een van de leden van Abu Sayyaf","['gaat om acht', 'door de mannen', 'vijf leiders']","['gaat om twee', 'door rebellen', 'leden']",8,15,1,"[0.3333333333333333, 0.42857142857142855, 0.6666666666666666]",0.48
205,seq205-0,large,Tish (KiKi Layne) met haar vader Joseph (Colman Domingo) in If Beale Street Could Talk.  Liefde en romantiek als frame om racisme aan te kaarten Interview Regisseur Barry Jenkins schreef het scenario voor If Beale Street Could Talk in cafeetjes in Berlijn,Tish (KiKi Layne) met haar vader Joseph (Colman Domingo) in If Beale Street Could Talk. Liefde en romantiek als frame om racisme aan te kaarten <extra_id_0> Jenkins schreef het scenario voor If Beale Street Could Talk in <extra_id_1>,Tish (KiKi Layne) met haar vader Joseph (Colman Domingo) in If Beale Street Could Talk. Liefde en romantiek als frame om racisme aan te kaarten Barry Jenkins schreef het scenario voor If Beale Street Could Talk in samenwerking met...,"['Interview Regisseur Barry', 'cafeetjes in Berlijn']","['Barry', 'met...']",6,15,1,"[0.8, 0.9]",0.85
206,seq206-0,large,"Als nieuwe minister van Wonen, Wijken en Integratie brengt Van der Laan een bezoek aan de Haagse Stationsbuurt en Rivierenbuurt in november 2008.  Ed van Oudenaarden/ANP Minister Van der Laan tijdens een Kamerdebat over activiteiten van de Marokkaanse inlichtingendienst in Nederland","Als nieuwe minister van Wonen, Wijken en Integratie brengt Van der Laan een bezoek aan <extra_id_0> en <extra_id_1> 2008. Ed van Oudenaarden/ANP Minister Van der Laan tijdens een Kamerdebat over activiteiten van de Marokkaanse inlichtingendienst in Nederland","Als nieuwe minister van Wonen, Wijken en Integratie brengt Van der Laan een bezoek aan Utrecht en Maastricht in 2008. Ed van Oudenaarden/ANP Minister Van der Laan tijdens een Kamerdebat over activiteiten van de Marokkaanse inlichtingendienst in Nederland","['de Haagse Stationsbuurt', 'Rivierenbuurt in november']","['Utrecht', 'Maastricht in']",6,15,1,"[0.9130434782608695, 0.8]",0.86
207,seq207-0,large,Oud-marinier Albert Hoeben is in het Limburgse Stramproy overleden (foto uit 2010).  Foto ANP / Koen van Weel Oud-militair Albert Hoeben is op 94-jarige leeftijd in Stramproy overleden,Oud-marinier Albert Hoeben is in het Limburgse Stramproy overleden <extra_id_0> ANP / Koen van Weel Oud-militair Albert Hoeben is op 94-jarige leeftijd in Stramproy overleden,Oud-marinier Albert Hoeben is in het Limburgse Stramproy overleden Foto: ANP / Koen van Weel Oud-militair Albert Hoeben is op 94-jarige leeftijd in Stramproy overleden,['(foto uit 2010). Foto'],['Foto:'],4,15,1,[0.8571428571428571],0.86
208,seq208-0,large,Op dienstreis liggen kosten exact vast Nederland heeft een groot buitenland.  Het was in de vijftiger jaren voor het tweede kabinet-Drees reden met twee ministers van buitenlandse zaken te opereren (de partijloze Jan Willem Beijen en de KVP'er Joseph Luns),Op dienstreis liggen kosten exact vast Nederland heeft een groot buitenland. Het <extra_id_0> vijftiger jaren voor het tweede kabinet-Drees reden met twee ministers van buitenlandse zaken te opereren (de partijloze Jan Willem Beijen en <extra_id_1> Luns),Op dienstreis liggen kosten exact vast Nederland heeft een groot buitenland. Het was in de vijftiger jaren voor het tweede kabinet-Drees reden met twee ministers van buitenlandse zaken te opereren (de partijloze Jan Willem Beijen en de partijgenoot Jan Luns),"['was in de', '""de KVP\'er Joseph""']","['was in de', 'de partijgenoot Jan']",6,15,1,"[0.0, 0.8421052631578947]",0.42
209,seq209-0,large,Hemelbestormers uit Vancouver Het Canadese bedrijf Ballard heeft de ambitie marktleider te worden in schone automotoren.  Het ziet in de brandstofcel het potentieel om uit te groeien van een onderzoekslaboratorium tot een multinational,Hemelbestormers uit Vancouver Het Canadese bedrijf Ballard heeft de ambitie marktleider te <extra_id_0> automotoren. <extra_id_1> in de brandstofcel het potentieel om uit te groeien van een onderzoekslaboratorium tot een multinational,Hemelbestormers uit Vancouver Het Canadese bedrijf Ballard heeft de ambitie marktleider te worden in automotoren. Het bedrijf heeft in de brandstofcel het potentieel om uit te groeien van een onderzoekslaboratorium tot een multinational,"['worden in schone', 'Het ziet']","['worden in', 'Het bedrijf heeft']",5,15,1,"[0.4375, 0.5882352941176471]",0.51
210,seq210-0,large,"Poetins rijkdom is gehalveerd Een lapje grond van anderhalve vierkante kilometer bij Moskou, 230 aandelen in een lokale bank, ruim een ton euro aan spaargeld, een appartement van 78 vierkante meter in Sint Petersburg, een oplegger en twee klassieke Russische autos uit de jaren zestig, gerfd van zijn vader.  Dat is alles wat Vladimir ","Poetins rijkdom is gehalveerd Een lapje grond van anderhalve vierkante kilometer bij Moskou, 230 aandelen in een lokale bank, ruim een ton euro aan spaargeld, een appartement van 78 vierkante meter in Sint Petersburg, een oplegger en twee klassieke <extra_id_0> uit <extra_id_1> gerfd van zijn vader. Dat is <extra_id_2>","Poetins rijkdom is gehalveerd Een lapje grond van anderhalve vierkante kilometer bij Moskou, 230 aandelen in een lokale bank, ruim een ton euro aan spaargeld, een appartement van 78 vierkante meter in Sint Petersburg, een oplegger en twee klassieke paarden uit het gerfd van zijn vader. Dat is Poetins rijkdom.","['Russische autos', 'de jaren zestig,', 'alles wat Vladimir']","['paarden', 'het', 'rijkdom.']",8,15,1,"[0.9333333333333333, 0.875, 0.8888888888888888]",0.9
211,seq211-0,large,"Twee Europese titels amazone Cornelissen Dressuuramazone Adelinde Cornelissen heeft gisteren haar tweede gouden medaille gewonnen op de EK in Rotterdam.  Ze was in het Kralingse Bos in de individuele kr op muziek met een score van 88,839 procent veruit de beste",Twee Europese titels amazone Cornelissen Dressuuramazone Adelinde Cornelissen heeft gisteren haar tweede gouden medaille gewonnen op de EK <extra_id_0> was in het Kralingse Bos in de individuele kr op muziek met een score <extra_id_1> veruit de beste,Twee Europese titels amazone Cornelissen Dressuuramazone Adelinde Cornelissen heeft gisteren haar tweede gouden medaille gewonnen op de EK in Duitsland. Ze was in het Kralingse Bos in de individuele kr op muziek met een score van 1.40 veruit de beste,"['in Rotterdam. Ze', 'van 88,839 procent']","['in Duitsland. Ze', 'van 1.40']",6,15,1,"[0.5, 0.7777777777777778]",0.64
212,seq212-0,large,"Neanderthaler was blank met rood haar, maar met ander gen Neanderthalers hadden hoogstwaarschijnlijk een blanke huid en rossig haar.  Dit blijkt uit Neanderthal-DNA dat is gevonden in twee botten van deze ongeveer 30","Neanderthaler was blank met rood haar, maar met ander <extra_id_0> hadden hoogstwaarschijnlijk een blanke huid en rossig haar. Dit blijkt uit <extra_id_1> gevonden in twee botten van deze ongeveer 30","Neanderthaler was blank met rood haar, maar met ander woorden, ze hadden hoogstwaarschijnlijk een blanke huid en rossig haar. Dit blijkt uit een steen gevonden in twee botten van deze ongeveer 30","['gen Neanderthalers', 'Neanderthal-DNA dat is']","['woorden, ze', 'een steen']",5,15,1,"[0.8333333333333334, 0.8181818181818182]",0.83
213,seq213-0,large,Van den Ende verhoogt prijzen niet Het bedrijf van Joop van den Ende zal de btw-verhoging op kaartjes voor musicals in de eigen theaters en de grote reizende musical niet doorberekenen aan het publiek.  Daarmee gaat het in tegen de trend bij podia om de belastingverhoging van 6 naar 19 procent wel door te berekenen in de kaartjes,Van den Ende verhoogt prijzen niet Het bedrijf van Joop van den Ende zal de btw-verhoging op kaartjes <extra_id_0> de eigen theaters en de grote reizende musical niet doorberekenen aan het publiek. Daarmee gaat het in tegen de trend bij podia om de belastingverhoging van 6 naar 19 <extra_id_1> te berekenen <extra_id_2>,Van den Ende verhoogt prijzen niet Het bedrijf van Joop van den Ende zal de btw-verhoging op kaartjes voor de eigen theaters en de grote reizende musical niet doorberekenen aan het publiek. Daarmee gaat het in tegen de trend bij podia om de belastingverhoging van 6 naar 19 procent niet door te berekenen aan het publiek.,"['voor musicals in', 'procent wel door', 'in de kaartjes']","['voor', 'procent niet door', 'publiek.']",9,15,1,"[0.75, 0.17647058823529413, 0.9285714285714286]",0.62
214,seq214-0,large,"Rescuers and relatives stop a woman from committing suicide by jumping off a building in Zhanjiang, Guangdong province August 14, 2012.  The woman was rescued as she tried to commit suicide after killing her nephew following a family dispute, local media reported","Rescuers and relatives stop a woman from committing suicide by jumping off <extra_id_0> Zhanjiang, Guangdong province August 14, 2012. The woman was <extra_id_1> tried to commit suicide after killing her nephew following a family dispute, local media reported","Rescuers and relatives stop a woman from committing suicide by jumping off a roof in Zhanjiang, Guangdong province August 14, 2012. The woman was reported to have tried to commit suicide after killing her nephew following a family dispute, local media reported","['a building in', 'rescued as she']","['a roof in', 'reported to have']",6,15,1,"[0.6153846153846154, 0.5625]",0.59
215,seq215-0,large,"Het laatste walvisschip komt aan in de haven van Shimonoseki.  Foto Jiji Press / AFP De Japanse walvisvloot heeft dit jaar 333 dwergvinvissen gevangen, inclusief enkele zwangere vrouwtjes","Het laatste walvisschip komt aan in <extra_id_0> Foto Jiji Press / AFP De Japanse walvisvloot heeft dit jaar 333 dwergvinvissen gevangen, inclusief enkele zwangere vrouwtjes","Het laatste walvisschip komt aan in Japan. Foto Jiji Press / AFP De Japanse walvisvloot heeft dit jaar 333 dwergvinvissen gevangen, inclusief enkele zwangere vrouwtjes",['de haven van Shimonoseki.'],['Japan.'],4,15,1,[0.84],0.84
