Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg),Title
seq140-0,base,"Het wordt steeds duidelijker hoe Europa de oren laat hangen naar Big Brother Amerika.  De Britten tappen hun Europese bondgenoten af, Zwitserse softwarebedrijven geven de beveiligingssleutels van hun klanten af bij de Amerikanen","Het wordt steeds duidelijker <extra_id_0> oren laat hangen naar <extra_id_1> Britten tappen hun Europese bondgenoten af, Zwitserse softwarebedrijven geven de beveiligingssleutels van hun klanten af bij de Amerikanen","Het wordt steeds duidelijker dat het de oren laat hangen naar de grenzen. Britten tappen hun Europese bondgenoten af, Zwitserse softwarebedrijven geven de beveiligingssleutels van hun klanten af bij de Amerikanen","['hoe Europa de', 'Big Brother Amerika. De']","['dat het de', 'de grenzen.']",7,20,1,"[0.6923076923076923, 0.782608695652174]",0.74,groene
seq141-0,base,Freud en de nieuwe afgodsbeelden Shrinking Idols Sigmund Freud zou gefascineerd zijn geweest door Big Brother en De gouden kooi.  In 1927 schreef hij: De massas zijn lui en verstoken van inzicht,Freud en de nieuwe afgodsbeelden Shrinking Idols Sigmund Freud <extra_id_0> geweest door Big Brother en De gouden kooi. In 1927 schreef hij: De massas zijn lui <extra_id_1> inzicht,Freud en de nieuwe afgodsbeelden Shrinking Idols Sigmund Freud is bekend geweest door Big Brother en De gouden kooi. In 1927 schreef hij: De massas zijn lui inzicht,"['zou gefascineerd zijn', 'en verstoken van']","['is bekend', '']",6,20,1,"[0.8095238095238095, 1.0]",0.9,groene
seq142-0,base,"Kunst & Cultuur Serie: De nalatenschap van Versace Op 15 juli 1997, een broeierige zomerochtend, loopt de vijftigjarige Giovanni (Gianni) Maria Versace zijn roemruchte villa in Miami uit.  De woning  tegenwoordig na Graceland en het Witte Huis het meest gefotografeerde huis in Amerika  heeft iets van een kasteel: een enorm pand, grotendeels van glimmend marmer, met aan alle kanten hekken en in het midden een imposante toegangspoort","Kunst & Cultuur Serie: <extra_id_0> Versace Op 15 juli 1997, een broeierige zomerochtend, loopt de vijftigjarige Giovanni (Gianni) Maria Versace zijn roemruchte villa in Miami uit. De woning tegenwoordig na Graceland en het Witte Huis het meest gefotografeerde huis in Amerika <extra_id_1> een kasteel: een enorm pand, grotendeels van glimmend marmer, met aan alle kanten <extra_id_2> midden <extra_id_3>","Kunst & Cultuur Serie: Villa Versace Op 15 juli 1997, een broeierige zomerochtend, loopt de vijftigjarige Giovanni (Gianni) Maria Versace zijn roemruchte villa in Miami uit. De woning tegenwoordig na Graceland en het Witte Huis het meest gefotografeerde huis in Amerika Het is een kasteel: een enorm pand, grotendeels van glimmend marmer, met aan alle kanten een midden De eerste beelden","['De nalatenschap van', 'heeft iets van', 'hekken en in het', 'een imposante toegangspoort']","['Villa', 'Het is', 'een', 'beelden']",13,20,1,"[0.8947368421052632, 0.6428571428571429, 0.8125, 0.8518518518518519]",0.8,groene
seq143-0,base,"Ooit probeerde Naema Tahir, soeverein, glorieus, Jeroen Pauw te verleiden met haar voorleeskunst.  Nu zat ze aan tafel bij hem en Paul Witteman, een stuk minder zelfbewust, ingesnoerd naast een man die de geur van zijn vroegere rivaal in de neusgaten had, getuige de aanblik die hij bood","Ooit probeerde Naema Tahir, <extra_id_0> te verleiden met haar voorleeskunst. Nu zat ze aan <extra_id_1> en Paul Witteman, een stuk minder zelfbewust, ingesnoerd naast een <extra_id_2> geur van zijn vroegere rivaal in de neusgaten had, getuige de aanblik die hij bood","Ooit probeerde Naema Tahir, mijn publiek te verleiden met haar voorleeskunst. Nu zat ze aan de andere kant en Paul Witteman, een stuk minder zelfbewust, ingesnoerd naast een muur die de geur van zijn vroegere rivaal in de neusgaten had, getuige de aanblik die hij bood","['soeverein', 'glorieus', 'Jeroen Pauw', 'tafel bij hem', 'man die de']","['mijn publiek', 'de andere kant', 'muur die de']",10,20,1,"[0.9166666666666666, 0.9285714285714286, 1.0]",0.95,groene
seq144-0,base,"Dichters & Denkers Fleur Bourgonje, Nevelpaarden Nevelpaarden Atlas, 127 blz. ,  13,50 Van Fleur Bourgonje verschenen tot nu toe achttien boeken: verhalen, romans en pozie","Dichters & Denkers Fleur Bourgonje, Nevelpaarden Nevelpaarden Atlas, 127 blz. , 13,50 Van Fleur <extra_id_0> tot nu toe achttien boeken: <extra_id_1> pozie","Dichters & Denkers Fleur Bourgonje, Nevelpaarden Nevelpaarden Atlas, 127 blz. , 13,50 Van Fleur Bourgonje tot nu toe achttien boeken: - pozie","['Bourgonje verschenen', 'verhalen', 'romans en']","['Bourgonje', '-']",5,20,1,"[0.55, 1.0]",0.78,groene
seq145-0,base,"Drama in Europees Parlement Straatsburg - Toen de oud-PVV'er Daniel van der Stoep op een regenachtige woensdagochtend in februari zijn kantoor in het Europees Parlement in Straatsburg binnenliep, blaakte hij van zelfvertrouwen.  De dag ervoor had hij zich voorgesteld aan de leden van Europa van Vrijheid en Democratie, de Europese fractie van onder meer de SGP, geleid door Nigel Farage, leider van de UK Independence Party, berucht om zijn bevlogen toespraken en roze overhemden","Drama in Europees <extra_id_0> Toen de oud-PVV'er Daniel van der Stoep op een regenachtige woensdagochtend in februari zijn kantoor in het Europees Parlement in Straatsburg binnenliep, blaakte hij van zelfvertrouwen. De dag ervoor had <extra_id_1> aan de leden van Europa van Vrijheid en Democratie, de Europese fractie van onder <extra_id_2> geleid door Nigel Farage, leider van de UK Independence <extra_id_3> zijn bevlogen <extra_id_4> overhemden","Drama in Europees Parlement Toen de oud-PVV'er Daniel van der Stoep op een regenachtige woensdagochtend in februari zijn kantoor in het Europees Parlement in Straatsburg binnenliep, blaakte hij van zelfvertrouwen. De dag ervoor had hij een bezoek aan de leden van Europa van Vrijheid en Democratie, de Europese fractie van onder meer geleid door Nigel Farage, leider van de UK Independence Party. Daniel zijn bevlogen in overhemden","['Parlement Straatsburg -', 'hij zich voorgesteld', 'meer de SGP,', 'Party', 'berucht om', 'toespraken en roze']","['Parlement', 'hij een bezoek', 'meer', 'Party. Daniel', 'in']",15,20,1,"[0.6086956521739131, 0.65, 0.6666666666666666, 0.6153846153846154, 1.0]",0.71,groene
seq146-0,base,Iljin de jong kattenvanger SOMS NEMEN ze je vreselijk te grazen.  Moet je mijn hand zien: helemaal opgezwollen,Iljin de jong kattenvanger SOMS NEMEN <extra_id_0> grazen. Moet je mijn hand zien: helemaal opgezwollen,Iljin de jong kattenvanger SOMS NEMEN - grazen. Moet je mijn hand zien: helemaal opgezwollen,['ze je vreselijk te'],['-'],4,20,1,[1.0],1.0,groene
seq147-0,base,"door Joeri Boom en beeld Jeroen Oerlemans De uitvoering van ons plan laat even op zich wachten.  Vandaag moeten we naar de tweede stad van het land, Herat, niet ver van de Iraanse grens, n uur vliegen van Kaboel","door Joeri Boom en beeld Jeroen Oerlemans De uitvoering van ons <extra_id_0> op zich wachten. Vandaag moeten we naar de <extra_id_1> het land, Herat, niet ver van de Iraanse grens, n uur vliegen <extra_id_2>","door Joeri Boom en beeld Jeroen Oerlemans De uitvoering van ons voorstel laat op zich wachten. Vandaag moeten we naar de buurstad van het land, Herat, niet ver van de Iraanse grens, n uur vliegen","['plan laat even', 'tweede stad van', 'van Kaboel']","['voorstel laat', 'buurstad van', '']",8,20,1,"[0.9285714285714286, 0.4666666666666667, 1.0]",0.8,groene
seq148-0,base,"Leporello, de keuze van Carel Blotkamp uit het bezit van het Stedelijk Museum Carel Blotkamp, hoogleraar kunstgeschiedenis aan de Vrije Universiteit, kunstcriticus van de Volkskrant en schrijver van mono gra fien over Mondriaan, Carel Visser en Ad Dekkers, koos voor zijn tentoonstelling Leporello in het Stedelijk Museum te Amsterdam een werk uit elk jaar dat de stedelijke collectie bestaat.  Grote meesters hangen naast onbekende namen, Nederlanders naast buitenlanders, schilderijen naast designmeubels","Leporello, de keuze van Carel Blotkamp uit het bezit van het Stedelijk Museum Carel Blotkamp, hoogleraar kunstgeschiedenis aan de Vrije Universiteit, kunstcriticus van de Volkskrant <extra_id_0> van mono gra fien over Mondriaan, <extra_id_1> Ad Dekkers, koos voor zijn tentoonstelling Leporello in het Stedelijk Museum te Amsterdam een werk uit elk <extra_id_2> stedelijke collectie bestaat. Grote meesters <extra_id_3> namen, Nederlanders naast buitenlanders, <extra_id_4>","Leporello, de keuze van Carel Blotkamp uit het bezit van het Stedelijk Museum Carel Blotkamp, hoogleraar kunstgeschiedenis aan de Vrije Universiteit, kunstcriticus van de Volkskrant en schrijver van mono gra fien over Mondriaan, bekend van Ad Dekkers, koos voor zijn tentoonstelling Leporello in het Stedelijk Museum te Amsterdam een werk uit elk bezit dat in de stedelijke collectie bestaat. Grote meesters en namen, Nederlanders naast buitenlanders, zijn...","['en schrijver', 'Carel Visser en', 'jaar dat de', 'hangen naast onbekende', 'schilderijen naast designmeubels']","['en schrijver', 'bekend van', 'bezit dat in de', 'en', 'zijn...']",14,20,1,"[0.0, 0.8666666666666667, 0.5333333333333333, 0.9090909090909091, 0.90625]",0.64,groene
seq149-0,base,Financile netwerken ook in Nederland Ken uw klant is een gevleugeld gezegde in de Nederlandse bankwereld.  Toezichthouder de Nederlandsche Bank wil graag weten met wie de financile instituten in ons land zaken doen,Financile netwerken ook in Nederland Ken uw klant is een gevleugeld gezegde in de Nederlandse bankwereld. Toezichthouder de Nederlandsche Bank wil graag <extra_id_0> financile <extra_id_1> land zaken doen,Financile netwerken ook in Nederland Ken uw klant is een gevleugeld gezegde in de Nederlandse bankwereld. Toezichthouder de Nederlandsche Bank wil graag met financile netwerken in het land zaken doen,"['weten met wie de', 'instituten in ons']","['met', 'netwerken in het']",7,20,1,"[0.8125, 0.5294117647058824]",0.67,groene
seq150-0,base,"Waarheid blijft geheim Behalve een emotionele gebeurtenis is een herdenking ook een vorm van inventarisering.  Zoveel jaar geleden, een getal dat op een nul of een vijf eindigt, zijn we een groot geluk deelachtig geworden of heeft zich een verschrikkelijke ramp voltrokken","Waarheid blijft geheim Behalve een emotionele gebeurtenis is een herdenking ook een vorm van inventarisering. Zoveel jaar geleden, een getal dat op een <extra_id_0> een vijf eindigt, zijn we een groot geluk deelachtig <extra_id_1> zich <extra_id_2> voltrokken","Waarheid blijft geheim Behalve een emotionele gebeurtenis is een herdenking ook een vorm van inventarisering. Zoveel jaar geleden, een getal dat op een tiende plaats in een vijf eindigt, zijn we een groot geluk deelachtig aan een evenement dat zich in voltrokken","['nul of', 'geworden of heeft', 'een verschrikkelijke ramp']","['tiende plaats in', 'aan een evenement dat', 'in']",8,20,1,"[0.8125, 0.7619047619047619, 0.96]",0.84,groene
seq151-0,base,Kunst & Cultuur Film: Fahrenheit 11/9 Huilende paljas Michael Moore in Fahrenheit 11/9  Splendid film 26 september 2018  verschenen in uit nr.  39 We zijn ,Kunst & Cultuur Film: Fahrenheit 11/9 Huilende paljas Michael Moore in Fahrenheit <extra_id_0> film 26 september 2018 verschenen in uit nr. <extra_id_1>,Kunst & Cultuur Film: Fahrenheit 11/9 Huilende paljas Michael Moore in Fahrenheit 11/9 film 26 september 2018 verschenen in uit nr. 88,"['11/9 Splendid', '39 We zijn']","['11/9', '88']",5,20,1,"[0.6923076923076923, 1.0]",0.85,groene
seq152-0,base,Waarin stond dat er in het jaar 1855 bij een delicatessenhandel in New York achttienduizend duiven over de toonbank gingen.  Levenloos,Waarin stond dat er in het jaar 1855 bij een delicatessenhandel <extra_id_0> duiven over de toonbank gingen. Levenloos,Waarin stond dat er in het jaar 1855 bij een delicatessenhandel in Utrecht duiven over de toonbank gingen. Levenloos,['in New York achttienduizend'],['in Utrecht'],4,20,1,[0.7407407407407407],0.74,groene
seq153-0,base,"Schop de mensen een geweten Leon de Winter, Serenade, Boekenweekgeschenk van de Stichting Collectieve Propaganda van het Nederlandse Boek, ter gelegenheid van de Boekenweek 1995; 93 blz. , gratis","<extra_id_0> een <extra_id_1> Winter, Serenade, Boekenweekgeschenk van de Stichting Collectieve Propaganda van het Nederlandse Boek, ter gelegenheid van de Boekenweek 1995; 93 blz. , gratis","in een nieuwe editie. Winter, Serenade, Boekenweekgeschenk van de Stichting Collectieve Propaganda van het Nederlandse Boek, ter gelegenheid van de Boekenweek 1995; 93 blz. , gratis","['Schop de mensen', 'geweten Leon de']","['in', 'nieuwe editie.']",6,20,1,"[0.9333333333333333, 0.8]",0.87,groene
seq154-0,base,"Evert de Vos beeld Milo Als je wilt dat je kind omhoog klimt, moet je er vooral niet bovenop gaan zitten.  De inmiddels beroemde en beruchte Juf Ank probeert aan het eind van een aflevering van de tv-dramaserie De Luizenmoeder de paniek bij de ouders te temperen","Evert de Vos beeld Milo Als je wilt dat <extra_id_0> klimt, moet je er vooral niet bovenop gaan zitten. De inmiddels beroemde en <extra_id_1> probeert aan het <extra_id_2> aflevering van de tv-dramaserie De Luizenmoeder de paniek bij de ouders te temperen","Evert de Vos beeld Milo Als je wilt dat je kind klimt, moet je er vooral niet bovenop gaan zitten. De inmiddels beroemde en bekende Milo probeert aan het einde van de aflevering van de tv-dramaserie De Luizenmoeder de paniek bij de ouders te temperen","['je kind omhoog', 'beruchte Juf Ank', 'eind van een']","['je kind', 'bekende Milo', 'einde van de']",9,20,1,"[0.5, 0.75, 0.25]",0.5,groene
seq155-0,base,Het zeventiende Theaterfestival Theater onder curatele Het afgelopen weekend eindigde het zeventiende Theaterfestival met de bekendmaking van enkele prijzen.  En van de namen van twee curatoren die met ingang van heden gaan bepalen welke toneelvoorstellingen uit het komend seizoen belangwekkend genoeg zijn om in de nazomer van 2004 op Het Theaterfestival geprogrammeerd te worden,Het zeventiende <extra_id_0> curatele Het <extra_id_1> eindigde het zeventiende Theaterfestival met de bekendmaking van enkele prijzen. En van de namen van twee curatoren die met ingang van heden gaan bepalen welke toneelvoorstellingen uit het komend seizoen belangwekkend genoeg zijn om in de nazomer <extra_id_2> Het <extra_id_3> worden,Het zeventiende Theaterfestival: curatele Het afgelopen weekend eindigde het zeventiende Theaterfestival met de bekendmaking van enkele prijzen. En van de namen van twee curatoren die met ingang van heden gaan bepalen welke toneelvoorstellingen uit het komend seizoen belangwekkend genoeg zijn om in de nazomer van Het Zeventiende Theaterfestival te zien te worden,"['Theaterfestival Theater onder', 'afgelopen weekend', 'van 2004 op', 'Theaterfestival geprogrammeerd te']","['Theaterfestival:', 'afgelopen weekend', 'van', 'Zeventiende Theaterfestival te zien te']",11,20,1,"[0.4827586206896552, 0.0, 0.7272727272727273, 0.631578947368421]",0.46,groene
seq156-0,base,"De ontdekking van een verloren werk van een beroemde componist is altijd spannend, zeker als de componist Felix Mendelssohn Bartholdy heet en een paar van de meest populaire stukken van de complete muziekliteratuur van het avondland geschreven heeft.  Toen, dus, enige tijd geleden in de kunstfeuilletons de mare ging dat de lang verloren gewaande komische opera Der Onkel aus Boston uit 1822 teruggevonden was, zou je verwacht hebben dat het enthousiasme op de internationale muziekmarkt groot was en men zich onverwijld had gezet aan een uitvoering van het stuk bij een groot platenlabel met een sterrenbezetting","De ontdekking van een verloren werk van een beroemde componist is altijd spannend, zeker als de componist Felix Mendelssohn Bartholdy heet <extra_id_0> van de meest populaire stukken van de complete muziekliteratuur van het avondland geschreven heeft. Toen, dus, enige tijd geleden in <extra_id_1> mare ging dat de lang verloren gewaande <extra_id_2> Onkel aus Boston uit 1822 teruggevonden was, zou je verwacht hebben dat het enthousiasme op de internationale muziekmarkt groot was en <extra_id_3> had gezet aan een <extra_id_4> bij een <extra_id_5> een sterrenbezetting","De ontdekking van een verloren werk van een beroemde componist is altijd spannend, zeker als de componist Felix Mendelssohn Bartholdy heet die een van de meest populaire stukken van de complete muziekliteratuur van het avondland geschreven heeft. Toen, dus, enige tijd geleden in de mare ging dat de lang verloren gewaande meesterwerk van Onkel aus Boston uit 1822 teruggevonden was, zou je verwacht hebben dat het enthousiasme op de internationale muziekmarkt groot was en dat men zich had gezet aan een nieuwe positie bij een nieuwe positie met een sterrenbezetting","['en een paar', 'de kunstfeuilletons de', 'komische opera Der', 'men zich onverwijld', 'uitvoering van het stuk', 'groot platenlabel met']","['die een', 'de', 'meesterwerk van', 'dat men zich', 'nieuwe positie', 'nieuwe positie met']",19,20,1,"[0.7272727272727273, 0.9090909090909091, 0.7222222222222222, 0.7894736842105263, 0.8260869565217391, 0.7142857142857143]",0.78,groene
seq157-0,base,"Tijd voor een nieuwe vrouwenstrijd Zodra het woord vrouwenemancipatie valt, volgt in de media en de literatuur steevast een beschrijving van het hectische bestaan van de moderne werkende moeder.  Het verhaal dat de afgelopen jaren telkens opdook in de tientallen damesbladen en de vele romans, zoals de onlangs in vertaling verschenen Britse bestseller Hoe krijgt ze het voor elkaar van schrijfster Allison Paerson, gaat als volgt: sinds de tweede feministische golf hebben vrouwen massaal de arbeidsmarkt veroverd","Tijd voor een nieuwe <extra_id_0> woord vrouwenemancipatie valt, volgt in de media en de literatuur steevast een beschrijving <extra_id_1> bestaan van de moderne werkende moeder. Het verhaal dat de afgelopen <extra_id_2> in de tientallen damesbladen en de vele romans, zoals de onlangs in vertaling verschenen Britse bestseller Hoe krijgt ze <extra_id_3> van schrijfster Allison Paerson, gaat als volgt: <extra_id_4> feministische golf hebben vrouwen massaal de arbeidsmarkt veroverd","Tijd voor een nieuwe feminisme Als het woord vrouwenemancipatie valt, volgt in de media en de literatuur steevast een beschrijving van het bestaan van de moderne werkende moeder. Het verhaal dat de afgelopen jaren werd verteld in de tientallen damesbladen en de vele romans, zoals de onlangs in vertaling verschenen Britse bestseller Hoe krijgt ze een vrouw van schrijfster Allison Paerson, gaat als volgt: In een feministische golf hebben vrouwen massaal de arbeidsmarkt veroverd","['vrouwenstrijd Zodra het', 'van het hectische', 'jaren telkens opdook', 'het voor elkaar', 'sinds de tweede']","['feminisme Als het', 'van het', 'jaren werd verteld', 'een vrouw', 'In een']",15,20,1,"[0.7391304347826086, 0.5882352941176471, 0.65, 0.7333333333333333, 0.7333333333333333]",0.69,groene
seq158-0,base,"Rubriek week 7 Wankelende reputatie (x2) Parijs  Een boek van de onderzoeksjournalist Pierre Pan staat in Frankrijk garant voor een geschonden reputatie.  Zo onthulde hij in Une jeunesse franaise (1993) het Vichy-verleden van toenmalig president Mitterrand en in TF1, un pouvoir (1997) bood hij een ontluisterend kijkje in de coulissen van Frankrijks grootste televisiezender",Rubriek week 7 Wankelende reputatie (x2) Parijs Een boek van de onderzoeksjournalist Pierre Pan staat in Frankrijk garant voor een geschonden reputatie. Zo onthulde hij in Une jeunesse <extra_id_0> Vichy-verleden <extra_id_1> Mitterrand en <extra_id_2> pouvoir (1997) bood hij een ontluisterend kijkje in de coulissen <extra_id_3> grootste televisiezender,Rubriek week 7 Wankelende reputatie (x2) Parijs Een boek van de onderzoeksjournalist Pierre Pan staat in Frankrijk garant voor een geschonden reputatie. Zo onthulde hij in Une jeunesse noire het Vichy-verleden In Mitterrand en le pouvoir (1997) bood hij een ontluisterend kijkje in de coulissen van de grootste televisiezender,"['franaise (1993) het', 'van toenmalig president', 'in TF1', 'un', 'van Frankrijks']","['noire het', 'In', 'le', 'van de']",11,20,1,"[0.631578947368421, 0.9565217391304348, 1.0, 0.8333333333333334]",0.86,groene
seq159-0,base,Blog Worstelende Wetenschap #10 Wetenschappers moeten vaker te rade gaan bij hun geweten Herman Paul onderzoekt wat men in de negentiende eeuw verstond onder een goede wetenschapper.  In discussies over samenwerking met de industrie kwam destijds een felle afkeer van geldzucht naarvoren  geld en toewijding aan de waarheid zouden niet samengaan,Blog Worstelende Wetenschap #10 Wetenschappers moeten vaker te rade gaan bij hun geweten Herman Paul onderzoekt wat men in de negentiende eeuw verstond onder een goede wetenschapper. In discussies over samenwerking met <extra_id_0> een felle afkeer van <extra_id_1> en toewijding aan <extra_id_2> niet samengaan,Blog Worstelende Wetenschap #10 Wetenschappers moeten vaker te rade gaan bij hun geweten Herman Paul onderzoekt wat men in de negentiende eeuw verstond onder een goede wetenschapper. In discussies over samenwerking met anderen komt men op een felle afkeer van de wetenschap en toewijding aan het niet samengaan,"['de industrie kwam destijds', 'geldzucht naarvoren geld', 'de waarheid zouden']","['anderen komt men op', 'de wetenschap', 'het']",10,20,1,"[0.7307692307692307, 0.8333333333333334, 0.8888888888888888]",0.82,groene
seq160-0,base,"Dichters & Denkers Virgillius Ibant obscuri sola sub nocte per umbram  deze zin heeft mij, sinds mijn eerste kennismaking met Vergilius, altijd achtervolgd.  Het is niet alleen de wisseling van de bijvoeglijke naamwoorden maar de mirage van duisternis die deze zin is: drie verschillende soorten duisternis naast elkaar","Dichters & Denkers Virgillius Ibant obscuri <extra_id_0> umbram <extra_id_1> mij, sinds mijn eerste kennismaking met <extra_id_2> Het is niet alleen de wisseling van de bijvoeglijke naamwoorden maar de mirage van duisternis die deze zin is: drie verschillende soorten duisternis naast elkaar","Dichters & Denkers Virgillius Ibant obscuri umbram obscuri, obscuri, obscuri mij, sinds mijn eerste kennismaking met hem. Het is niet alleen de wisseling van de bijvoeglijke naamwoorden maar de mirage van duisternis die deze zin is: drie verschillende soorten duisternis naast elkaar","['sola sub nocte per', 'deze zin heeft', 'Vergilius', 'altijd achtervolgd.']","['', 'obscuri, obscuri, obscuri', 'hem.']",10,20,1,"[1.0, 0.88, 0.8888888888888888]",0.92,groene
seq161-0,base,"Er is, zoals ik vorige week schreef, ook die glazen blik in zijn ogen.  Ogen die niettemin lijken te branden, een blik waarmee je geen contact krijgt maar die iets broeierigs verbergt, en er is die houding van m, die kaarsrechte houding, die houding van een jongen die wel ergens staat of loopt, wel ergens is, maar of dat nu op het schoolplein is of op de gang of op de noordpool, dat valt niet van m af te lezen, en dat valt ook niet op te maken uit die glazen blik: de houding en de blik van een jongen die niets met zijn omgeving heeft","Er is, zoals ik vorige week schreef, ook die glazen blik in zijn ogen. Ogen die niettemin lijken te branden, een blik waarmee je geen contact krijgt <extra_id_0> broeierigs verbergt, en er is die houding van m, die kaarsrechte houding, die houding van een jongen die wel ergens staat of loopt, wel ergens is, maar of dat nu op het schoolplein is of op de <extra_id_1> de noordpool, dat valt niet van m af te lezen, en dat <extra_id_2> op te maken <extra_id_3> blik: <extra_id_4> de <extra_id_5> jongen <extra_id_6> zijn omgeving heeft","Er is, zoals ik vorige week schreef, ook die glazen blik in zijn ogen. Ogen die niettemin lijken te branden, een blik waarmee je geen contact krijgt die iets broeierigs verbergt, en er is die houding van m, die kaarsrechte houding, die houding van een jongen die wel ergens staat of loopt, wel ergens is, maar of dat nu op het schoolplein is of op de oever van de noordpool, dat valt niet van m af te lezen, en dat valt niet op te maken met die glazen blik: die blik van de kleine jongen die hij in zijn omgeving heeft","['maar die iets', 'gang of op', 'valt ook niet', 'uit die glazen', 'de houding en', 'blik van een', 'die niets met']","['die iets', 'oever van', 'valt niet', 'met die glazen', 'die blik van', 'kleine', 'die hij in']",21,20,1,"[0.38461538461538464, 1.0, 0.3076923076923077, 0.14285714285714285, 0.6923076923076923, 0.75, 0.5384615384615384]",0.55,groene
seq162-0,base,"Hoe schrijvers en hun critici belangrijk worden Met zijn bundel over literatuurkritiek heeft hoogleraar letterkunde Jos Joosten niet wat de criticus moet, maar wat hij doet voor ogen.  En wat doet Joosten zelf",Hoe schrijvers en hun critici belangrijk worden Met zijn bundel over literatuurkritiek heeft hoogleraar letterkunde Jos Joosten niet wat de <extra_id_0> wat hij doet voor <extra_id_1> Joosten zelf,"Hoe schrijvers en hun critici belangrijk worden Met zijn bundel over literatuurkritiek heeft hoogleraar letterkunde Jos Joosten niet wat de schrijvers doen, maar wat hij doet voor Jos Joosten zelf","['criticus moet', 'maar', 'ogen. En wat doet']","['schrijvers doen, maar', 'Jos']",7,20,1,"[0.6666666666666666, 1.0]",0.83,groene
seq163-0,base,Essay Essay: Moslimterrorisme en apocalyptisch geweld door Bob de Graaff beeld Floris Tilanus Toen topdiplomaten zich onlangs in Bagdad rond de tafel schaarden om te praten over Irans vermeende kernwapenprogramma trok de hemel boven hen dicht.  Hevige zandstormen kwamen opzetten uit de woestijn en joegen over de stad,Essay Essay: Moslimterrorisme en apocalyptisch geweld door Bob de Graaff beeld Floris Tilanus Toen topdiplomaten zich onlangs in Bagdad rond de tafel schaarden om te praten over Irans vermeende <extra_id_0> hemel boven <extra_id_1> kwamen <extra_id_2> woestijn en joegen over de stad,"Essay Essay: Moslimterrorisme en apocalyptisch geweld door Bob de Graaff beeld Floris Tilanus Toen topdiplomaten zich onlangs in Bagdad rond de tafel schaarden om te praten over Irans vermeende plannen om de hemel boven te halen, kwamen ze in de woestijn en joegen over de stad","['kernwapenprogramma trok de', 'hen dicht. Hevige zandstormen', 'opzetten uit de']","['plannen om de', 'te halen,', 'ze in de']",10,20,1,"[0.6923076923076923, 0.8275862068965517, 0.5333333333333333]",0.68,groene
seq164-0,base,"Een echte patient is arm - hij kan niets en wil niets.  Een echte patient heeft misschien wel het talent van Buch, maar hij kan er niets mee",Een echte patient is arm - hij kan niets en wil niets. Een echte patient heeft misschien wel het talent <extra_id_0> hij kan <extra_id_1>,Een echte patient is arm - hij kan niets en wil niets. Een echte patient heeft misschien wel het talent dat hij kan -,"['van Buch', 'maar', 'er niets mee']","['dat', '-']",6,20,1,"[0.875, 1.0]",0.94,groene
seq165-0,base,"NATUURLIJK ZAL in de komende maand stilgestaan worden bij die zondag, twintig jaar geleden, toen Marco van Basten met een weergaloze volley de bal achter de kansloze doelman Rinat Dasajev joeg, waarmee hij Nederland de overwinning op de Sovjet-Unie en het Europees kampioenschap bezorgde.  Waarna de natie explodeerde in een oranje euforie die tot heden niet is overgegaan","NATUURLIJK ZAL in de komende maand stilgestaan worden bij die zondag, twintig jaar geleden, toen Marco van Basten met een weergaloze volley de bal achter de kansloze doelman Rinat Dasajev joeg, waarmee <extra_id_0> overwinning op de Sovjet-Unie <extra_id_1> kampioenschap bezorgde. Waarna de natie explodeerde in <extra_id_2> die <extra_id_3> is overgegaan","NATUURLIJK ZAL in de komende maand stilgestaan worden bij die zondag, twintig jaar geleden, toen Marco van Basten met een weergaloze volley de bal achter de kansloze doelman Rinat Dasajev joeg, waarmee hij een overwinning op de Sovjet-Unie en het kampioenschap bezorgde. Waarna de natie explodeerde in de hoop dat die tijd is overgegaan","['hij Nederland de', 'en het Europees', 'een oranje euforie', 'tot heden niet']","['hij een', 'en het', 'de hoop dat', 'tijd']",12,20,1,"[0.5625, 0.6, 0.8333333333333334, 0.8571428571428571]",0.71,groene
seq166-0,base,"Kunst & Cultuur Kunst: Caravaggio Aards licht Caravaggio, De graflegging van Christus, 1602-1603.  Olieverf op doek, 300 x203 cm","Kunst & Cultuur Kunst: Caravaggio Aards licht Caravaggio, De graflegging van Christus, 1602-1603. Olieverf op <extra_id_0>","Kunst & Cultuur Kunst: Caravaggio Aards licht Caravaggio, De graflegging van Christus, 1602-1603. Olieverf op de achtergrond.","['doek', '300 x203 cm']",['achtergrond.'],4,20,1,[0.9166666666666666],0.92,groene
