Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq218-0,large,"Er zijn mensen die willen dat we hem op Schiphol direct in de boeien slaan, maar we hebben het hier over een minister van een N","Er zijn mensen die willen <extra_id_0> Schiphol direct in de boeien slaan, maar we hebben het hier over een minister van een N","Er zijn mensen die willen het Schiphol direct in de boeien slaan, maar we hebben het hier over een minister van een N",['dat we hem op'],['het'],4,6,[0.8461538461538461],0.85
seq219-0,large,interviewt voor V Nederlanders over de rol die afkomst speelt in hun leven. Hij spreekt onder anderen nog met,interviewt voor V Nederlanders over de rol die afkomst speelt in hun leven. Hij <extra_id_0> nog met,interviewt voor V Nederlanders over de rol die afkomst speelt in hun leven. Hij komt nog met,['spreekt onder anderen'],['komt'],3,6,[0.9047619047619048],0.9
seq220-0,large,januari; wo vr 10.30-17u di do 10.30-20.30u za 10-15u zo 13-17u. Tel. 043-3505626 (www.centreceramique.nl).,januari; wo <extra_id_0> di do 10.30-20.30u za 10-15u zo 13-17u. Tel. 043-3505626 (www.centreceramique.nl).,januari; wo l di do 10.30-20.30u za 10-15u zo 13-17u. Tel. 043-3505626 (www.centreceramique.nl).,['vr 10.30-17u'],['l'],2,6,[1.0],1.0
seq221-0,large,"; Absolute Truth, commentaar op communicatiemiddelen door Remy Jungerman in Buro Leeuwarden, t/m 4 januari;","; Absolute Truth, commentaar op communicatiemiddelen <extra_id_0> Jungerman in Buro Leeuwarden, t/m 4 januari;","; Absolute Truth, commentaar op communicatiemiddelen van Jungerman in Buro Leeuwarden, t/m 4 januari;",['door Remy'],['van'],2,6,[1.0],1.0
seq222-0,large,"s Experiments, aquarel en print van Joseph Mallord William Turner (17751851), t/m 30 april 2012. Tel. 00.44.20.78878000","s Experiments, aquarel en print van Joseph <extra_id_0> (17751851), t/m 30 april 2012. Tel. 00.44.20.78878000","s Experiments, aquarel en print van Joseph van Goethe (17751851), t/m 30 april 2012. Tel. 00.44.20.78878000",['Mallord William Turner'],['van Goethe'],3,6,[0.8636363636363636],0.86
seq223-0,large,"Wie elk jaar van energieleverancier verandert, profiteert steeds opnieuw van de mooiste aanbiedingen. En wie dat niet doet, betaalt feitelijk dus te veel","Wie elk jaar van energieleverancier verandert, profiteert steeds opnieuw van de mooiste aanbiedingen. En wie dat niet doet, betaalt <extra_id_0> veel","Wie elk jaar van energieleverancier verandert, profiteert steeds opnieuw van de mooiste aanbiedingen. En wie dat niet doet, betaalt er veel",['feitelijk dus te'],['er'],3,6,[0.9375],0.94
seq224-0,large,het debat in de Tweede Kamer over het optreden van de Belastingdienst in de affaire rond kinderopvangtoeslagen. Beeld,het debat in de Tweede Kamer over het optreden van de <extra_id_0> affaire rond kinderopvangtoeslagen. Beeld,het debat in de Tweede Kamer over het optreden van de recht in de affaire rond kinderopvangtoeslagen. Beeld,['Belastingdienst in de'],['recht in de'],3,6,[0.6190476190476191],0.62
seq225-0,large,"Terwijl in Amerika het getouwtrek om het klimaatakkoord zijn ontknoping nadert, besluiten Europa en China tot hechtere samenwerking.","Terwijl in Amerika het getouwtrek om het klimaatakkoord zijn ontknoping nadert, besluiten Europa en <extra_id_0> samenwerking.","Terwijl in Amerika het getouwtrek om het klimaatakkoord zijn ontknoping nadert, besluiten Europa en de samenwerking.",['China tot hechtere'],['de'],3,6,[0.9444444444444444],0.94
seq226-0,large,is in 2016 een basis gelegd voor een klimaatneutrale wereldeconomie (+). Daar verandert geen Trump iets aan.,is in 2016 een basis <extra_id_0> klimaatneutrale wereldeconomie (+). Daar verandert geen Trump iets aan.,is in 2016 een basis van klimaatneutrale wereldeconomie (+). Daar verandert geen Trump iets aan.,['gelegd voor een'],['van'],3,6,[0.8666666666666667],0.87
seq227-0,large,"treurige, oude filmjournalist die heimelijk verliefd is op het Lolita-achtige kassameisje van de vervallen bioscoop tegenover zijn Amsterdamse bovenwoning.","treurige, oude filmjournalist die heimelijk verliefd is op het Lolita-achtige kassameisje van de vervallen bioscoop tegenover <extra_id_0>","treurige, oude filmjournalist die heimelijk verliefd is op het Lolita-achtige kassameisje van de vervallen bioscoop tegenover de eerste.",['zijn Amsterdamse bovenwoning.'],['eerste.'],3,6,[0.8275862068965517],0.83
seq228-0,large,"euro via treesforall.nl of fairclimatefund.nl. Meer informatie op klimaatwijsopvakantie.nl, milieucentraal.nl/vakantievervoer","euro via treesforall.nl <extra_id_0> Meer informatie op klimaatwijsopvakantie.nl, milieucentraal.nl/vakantievervoer","euro via treesforall.nl Meer informatie op klimaatwijsopvakantie.nl, milieucentraal.nl/vakantievervoer",['of fairclimatefund.nl.'],[''],2,6,[1.0],1.0
seq229-0,large,"l Coward door Joop van den Ende Theaterproducties. Een schrijver, zijn vrouw en een ex-geliefde op zoek naar wie ze werkelijk zijn.","l Coward door Joop van den Ende Theaterproducties. Een schrijver, zijn vrouw en een <extra_id_0> naar wie ze werkelijk zijn.","l Coward door Joop van den Ende Theaterproducties. Een schrijver, zijn vrouw en een schrijver naar wie ze werkelijk zijn.",['ex-geliefde op zoek'],['schrijver'],3,6,[0.8947368421052632],0.89
seq230-0,large,". Met thema-zaterdagen, gratis koffie, gratis workshops en ontmoetingen met kunstenaars en museummedewerkers. Tel. 020-5732737.",". <extra_id_0> gratis koffie, gratis workshops en ontmoetingen met kunstenaars en museummedewerkers. Tel. 020-5732737.",". De museum biedt gratis koffie, gratis workshops en ontmoetingen met kunstenaars en museummedewerkers. Tel. 020-5732737.","['Met thema-zaterdagen,']",['De museum biedt'],2,6,[0.8095238095238095],0.81
seq231-0,large,"): Rembrandt, een jongensdroom, 17de-eeuwse Hollandse en Vlaamse meesters waaronder Rembrandt, Frans Hals, Adriaan Coorte, Judith Leyster","): Rembrandt, een jongensdroom, 17de-eeuwse Hollandse <extra_id_0> waaronder Rembrandt, Frans Hals, Adriaan Coorte, Judith Leyster","): Rembrandt, een jongensdroom, 17de-eeuwse Hollandse kunst waaronder Rembrandt, Frans Hals, Adriaan Coorte, Judith Leyster",['en Vlaamse meesters'],['kunst'],3,6,[0.8947368421052632],0.89
seq232-0,large,"Den Haag, Museum voor Communicatie (Zeestraat 82): Ding dong, overzicht van zestig jaar kinderpostzegels, met werk van kunstenaars, fotografen en illustratoren onder wie Cas Oorthuys, Dick Bruna en Fiep Westendorp, naast het ontwerpproces en de besteding van de opbrengsten","Den Haag, Museum <extra_id_0> 82): Ding dong, overzicht van zestig jaar kinderpostzegels, met werk van kunstenaars, fotografen en illustratoren onder <extra_id_1> Dick Bruna en Fiep Westendorp, naast het ontwerpproces en de besteding van de opbrengsten","Den Haag, Museum van Kunst (p. 82): Ding dong, overzicht van zestig jaar kinderpostzegels, met werk van kunstenaars, fotografen en illustratoren onder de werk van Dick Bruna en Fiep Westendorp, naast het ontwerpproces en de besteding van de opbrengsten","['voor Communicatie (Zeestraat', 'wie Cas Oorthuys,']","['van Kunst (p.', 'de werk van']",6,6,"[0.75, 0.8235294117647058]",0.79
seq233-0,large,Waarom was het zo eenvoudig voor hackers om in te breken in de computers van de Britse gezondheidszorg? Dat is de vraag die de Britse regering en de top van de Nationale Gezondheidszorg moeten beantwoorden.,Waarom was het zo eenvoudig voor hackers om in te breken in de computers van de Britse gezondheidszorg? <extra_id_0> die de Britse regering en de top van de Nationale Gezondheidszorg moeten beantwoorden.,Waarom was het zo eenvoudig voor hackers om in te breken in de computers van de Britse gezondheidszorg? De snelheid die de Britse regering en de top van de Nationale Gezondheidszorg moeten beantwoorden.,['Dat is de vraag'],['De snelheid'],5,6,[0.7333333333333333],0.73
seq234-0,large,". In het Museum voor Moderne Kunst een overzicht van de magisch-realistische schilder Carel Willink, waarop ook zijn minder bekend werk uit de jaren twintig te zien is",". In het Museum voor Moderne Kunst een overzicht van de magisch-realistische schilder Carel Willink, waarop ook zijn minder bekend werk uit de jaren twintig <extra_id_0>",". In het Museum voor Moderne Kunst een overzicht van de magisch-realistische schilder Carel Willink, waarop ook zijn minder bekend werk uit de jaren twintig hebben.",['te zien is'],['hebben.'],4,6,[0.7],0.7
seq235-0,large,". Anatevka, of Fiddler on the roof, met Henk Poort als de Russisch-joodse melkboer Tevje, die op zoek moet naar geschikte kandidaten voor zijn drie huwbare dochters, en bedreigd wordt door de pogroms. Ook met Doris Baaten, Bea Meulman en Harry Slinger.",". Anatevka, of Fiddler on the roof, met Henk Poort als de Russisch-joodse melkboer Tevje, die op zoek moet naar geschikte kandidaten voor zijn drie huwbare dochters, en bedreigd wordt door <extra_id_0> met Doris Baaten, <extra_id_1> Harry Slinger.",". Anatevka, of Fiddler on the roof, met Henk Poort als de Russisch-joodse melkboer Tevje, die op zoek moet naar geschikte kandidaten voor zijn drie huwbare dochters, en bedreigd wordt door Poort met Doris Baaten, de eerste Harry Slinger.","['de pogroms. Ook', 'Bea Meulman en']","['Poort', 'de eerste']",6,6,"[0.8666666666666667, 0.7142857142857143]",0.79
seq236-0,large,. Man van La Mancha door OpusOne met Peter Faber als Don Quichot en Marjolein Teepen als zijn droomvrouw Dulcinea. Van,. <extra_id_0> Mancha door OpusOne met Peter Faber als Don Quichot en Marjolein Teepen als zijn droomvrouw Dulcinea. Van,. Vana Mancha door OpusOne met Peter Faber als Don Quichot en Marjolein Teepen als zijn droomvrouw Dulcinea. Van,['Man van La'],['Vana'],3,6,[0.7],0.7
seq237-0,large,The Last King of Scotland (Kevin Macdonald). Boekverfilming waarin de kijker Idi Amin leert kennen door de ogen van een opportunistische Schotse arts. Forest Whitaker is fenomenaal als,The Last King of Scotland (Kevin Macdonald). Boekverfilming waarin de kijker Idi Amin leert kennen door de ogen van <extra_id_0> Forest Whitaker is fenomenaal als,The Last King of Scotland (Kevin Macdonald). Boekverfilming waarin de kijker Idi Amin leert kennen door de ogen van de kijker Forest Whitaker is fenomenaal als,['een opportunistische Schotse arts.'],['de kijker'],4,6,[0.8529411764705882],0.85
seq238-0,large,"di t/m vr 10-17u za zo 12-17u. Tel. 024-3608805 (www.museumhetvalkhof.nl). Oss, Museum Jan Cunen (Molenstraat","di t/m vr 10-17u <extra_id_0> 12-17u. Tel. 024-3608805 (www.museumhetvalkhof.nl). Oss, Museum Jan Cunen (Molenstraat","di t/m vr 10-17u t/m 12-17u. Tel. 024-3608805 (www.museumhetvalkhof.nl). Oss, Museum Jan Cunen (Molenstraat",['za zo'],['t/m'],2,6,[1.0],1.0
seq239-0,large,"i; di t/m zo 10-17u. Tel. 0318-591241 (www.kmm.nl). Rotterdam, Boijmans Van Beuningen (Museumpark 18-20):",i; di t/m zo 10-17u. Tel. 0318-591241 (www.kmm.nl). <extra_id_0> Van Beuningen (Museumpark 18-20):,i; di t/m zo 10-17u. Tel. 0318-591241 (www.kmm.nl). Museum Van Beuningen (Museumpark 18-20):,"['Rotterdam', 'Boijmans']",['Museum'],2,6,[0.7777777777777778],0.78
seq240-0,large,"di t/m vr 10-17u; za zo 11-17u. Tel. 026-3512341 (www.mmkarnhem.nl). Den Bosch, Noordbrabants Museum (Verwersstraat 41):","di t/m vr 10-17u; za zo 11-17u. Tel. 026-3512341 <extra_id_0> Bosch, Noordbrabants Museum (Verwersstraat 41):","di t/m vr 10-17u; za zo 11-17u. Tel. 026-3512341 Bosch, Noordbrabants Museum (Verwersstraat 41):",['(www.mmkarnhem.nl). Den'],[''],2,6,[1.0],1.0
seq241-0,large,"; di t/m zo 11-17u. Tel. 070-3585857 (www.beeldenaanzee.nl). Schiedam, Stedelijk Museum (Hoogstraat 112):","; <extra_id_0> zo 11-17u. Tel. 070-3585857 (www.beeldenaanzee.nl). Schiedam, Stedelijk Museum (Hoogstraat 112):","; zo zo 11-17u. Tel. 070-3585857 (www.beeldenaanzee.nl). Schiedam, Stedelijk Museum (Hoogstraat 112):",['di t/m'],['zo'],2,6,[1.0],1.0
seq242-0,large,; wo t/m za 12-17u do 12-21u en eerste zo v/d maand 12-17u. Tel. 078-6314689. (www.cbkdordrecht.nl).,; wo t/m za 12-17u do 12-21u en <extra_id_0> v/d maand 12-17u. Tel. 078-6314689. (www.cbkdordrecht.nl).,; wo t/m za 12-17u do 12-21u en ook v/d maand 12-17u. Tel. 078-6314689. (www.cbkdordrecht.nl).,['eerste zo'],['ook'],2,6,[1.0],1.0
seq243-0,large,"'Als president wilde ik deze informatie delen met Rusland, waar ik het volste recht toe had', verdedigde de president zich","'Als president wilde ik deze informatie <extra_id_0> waar ik het volste recht toe had', verdedigde de president zich","'Als president wilde ik deze informatie op waar ik het volste recht toe had', verdedigde de president zich","['delen met Rusland,']",['op'],3,6,[1.0],1.0
seq244-0,large,"Amsterdam, Eye Filmmuseum: Stanley Kubrick: The Exhibition, over de invloedrijke regisseur Stanley Kubrick (1928-1999), maker van Lolita, 2001","Amsterdam, Eye Filmmuseum: Stanley Kubrick: The Exhibition, over de invloedrijke <extra_id_0> (1928-1999), maker van Lolita, 2001","Amsterdam, Eye Filmmuseum: Stanley Kubrick: The Exhibition, over de invloedrijke film van Stanley Kubrick (1928-1999), maker van Lolita, 2001",['regisseur Stanley Kubrick'],['film van Stanley Kubrick'],3,6,[0.36],0.36
seq245-0,large,"Making City, scenario's voor een andere manier van organiseren van leven in de stad, t/m 12/8; Smart Cities - Parallel Cases 2, 23 ontwerp- en onderzoeksprojecten van studenten tonen hun visie op het maken van de stad, t/m 12/8","Making City, scenario's voor een andere manier van organiseren van leven in de stad, t/m <extra_id_0> - Parallel Cases 2, 23 ontwerp- en onderzoeksprojecten van studenten tonen hun visie op het maken <extra_id_1> t/m 12/8","Making City, scenario's voor een andere manier van organiseren van leven in de stad, t/m 12/8. - Parallel Cases 2, 23 ontwerp- en onderzoeksprojecten van studenten tonen hun visie op het maken van de stad, t/m 12/8","['12/8; Smart Cities', 'van de stad,']","['12/8.', 'van de stad,']",6,6,"[0.7777777777777778, 0.0]",0.39
seq246-0,large,"Utrecht, tuin Fort Hoofddijk in Uithof: Airpressure, grote opgeblazen sculpturen van Paul McCarthy,","Utrecht, tuin Fort Hoofddijk in <extra_id_0> grote opgeblazen sculpturen van Paul McCarthy,","Utrecht, tuin Fort Hoofddijk in Utrecht, grote opgeblazen sculpturen van Paul McCarthy,","['Uithof: Airpressure,']","['Utrecht,']",2,6,[0.75],0.75
seq247-0,large,Gedurende de Ronde van Itali schrijft Volkskok Onno Kleyn elke etappedag over het eten uit de streek waar het peloton zich ophoudt. Met een recept uiteraard. Vandaag,Gedurende <extra_id_0> schrijft Volkskok Onno Kleyn elke etappedag over het eten uit de streek waar het peloton zich ophoudt. Met een recept uiteraard. Vandaag,Gedurende etapag schrijft Volkskok Onno Kleyn elke etappedag over het eten uit de streek waar het peloton zich ophoudt. Met een recept uiteraard. Vandaag,['de Ronde van Itali'],['etapag'],4,6,[0.8333333333333334],0.83
seq248-0,large,"). Kale bomen ruisen niet, naar een tekst van Magne van den Berg, in regie van Jetse Batelaan. Twee vrouwen (Jos Kuijpers en Ria Marks) proberen elkaar heel te houden met de juiste woorden. Vanavond","). Kale bomen <extra_id_0> tekst van Magne van den Berg, in regie van Jetse Batelaan. Twee vrouwen (Jos Kuijpers en Ria Marks) proberen elkaar heel te houden met de juiste woorden. Vanavond","). Kale bomen op tekst van Magne van den Berg, in regie van Jetse Batelaan. Twee vrouwen (Jos Kuijpers en Ria Marks) proberen elkaar heel te houden met de juiste woorden. Vanavond","['ruisen niet', 'naar een']",['op'],5,6,[1.0],1.0
seq249-0,large,", dansconcert op muziek van Stravinsky en Bach, van Beppie Blankert en Bianca van Dillen. Uitgevoerd door zes dansers en de musici Gerard Bouwhuis en Cees van Zeeland.",", dansconcert op muziek van Stravinsky en Bach, van Beppie Blankert en Bianca van Dillen. Uitgevoerd <extra_id_0> de musici Gerard Bouwhuis en Cees van Zeeland.",", dansconcert op muziek van Stravinsky en Bach, van Beppie Blankert en Bianca van Dillen. Uitgevoerd door de musici Gerard Bouwhuis en Cees van Zeeland.",['door zes dansers en'],['door'],4,6,[0.7894736842105263],0.79
seq250-0,large,"Oost - West: Japan en japonisme, Japanse prenten uit de verzameling van Vincent en Theo van Gogh, t/m 15/1. vangoghmuseum.nl","Oost <extra_id_0> en japonisme, Japanse prenten uit de verzameling van Vincent en Theo van Gogh, t/m 15/1. vangoghmuseum.nl","Oost asia en japonisme, Japanse prenten uit de verzameling van Vincent en Theo van Gogh, t/m 15/1. vangoghmuseum.nl",['- West: Japan'],['asia'],3,6,[0.8461538461538461],0.85
seq251-0,large,f over een varit-artiest die wordt ontdekt door het serieuze toneel. Een productie van het Onafhankelijk Toneel in regie van Mirjam Koen.,f over een varit-artiest die <extra_id_0> het serieuze toneel. Een productie van het Onafhankelijk Toneel in regie van Mirjam Koen.,f over een varit-artiest die op het serieuze toneel. Een productie van het Onafhankelijk Toneel in regie van Mirjam Koen.,['wordt ontdekt door'],['op'],3,6,[0.9444444444444444],0.94
seq252-0,large,Lee snijdt heen en weer tussen de superieur gecontroleerde actie in de bank en het zenuwachtige gedoe op straat,Lee snijdt heen en weer tussen de superieur gecontroleerde actie in de bank en <extra_id_0> op straat,Lee snijdt heen en weer tussen de superieur gecontroleerde actie in de bank en de klanten op straat,['het zenuwachtige gedoe'],['de klanten'],3,6,[0.7727272727272727],0.77
seq253-0,large,"de vierhoeksverhouding tussen drie jeugdvrienden en de zus van een van hen. Als de drie vrienden een Isralische soldaat doodschieten, wordt alleen Omar opgepakt. De keuze die hij vervolgens krijgt, is even simpel als onmogelijk: zijn vrienden verraden of onheil afroepen o","de vierhoeksverhouding tussen drie jeugdvrienden en de zus van een van hen. Als de drie vrienden een Isralische soldaat doodschieten, wordt alleen <extra_id_0> keuze die hij vervolgens krijgt, is even simpel als onmogelijk: <extra_id_1> of onheil afroepen o","de vierhoeksverhouding tussen drie jeugdvrienden en de zus van een van hen. Als de drie vrienden een Isralische soldaat doodschieten, wordt alleen de keuze die hij vervolgens krijgt, is even simpel als onmogelijk: ook het spel of onheil afroepen o","['Omar opgepakt. De', 'zijn vrienden verraden']","['de', 'ook het spel']",6,6,"[0.9411764705882353, 0.8181818181818182]",0.88
seq254-0,large,"heatergroep Max. gaat over grote dromen, zoals Peter Pan die had, bijvoorbeeld om te kunnen vliegen. Tekst en regie: Moniek Merkx.","heatergroep Max. gaat over grote dromen, zoals Peter Pan die had, bijvoorbeeld om te kunnen vliegen. Tekst <extra_id_0> Merkx.","heatergroep Max. gaat over grote dromen, zoals Peter Pan die had, bijvoorbeeld om te kunnen vliegen. Tekst : Merkx.",['en regie: Moniek'],[':'],3,6,[0.9375],0.94
seq255-0,large,DI-RECT doet Tommy is een door Jos Thie geregisseerd concert over het doofstomme en blinde joch Tommy. De vertaling is van Jan Rot. V,DI-RECT doet Tommy is een door Jos Thie geregisseerd concert over het doofstomme en blinde joch Tommy. De <extra_id_0> Rot. V,DI-RECT doet Tommy is een door Jos Thie geregisseerd concert over het doofstomme en blinde joch Tommy. De titel is Di Rot. V,['vertaling is van Jan'],['titel is Di'],4,6,[0.7],0.7
seq256-0,large,". Cabaret door De Graaf & Cornelissen Producties is een reizende musical met Sven Ratzke als master of ceremony en Ellen Evers als Sally Bowles, de nachtclubzangeres. Regie: Paul van Ewijk. V",". Cabaret door De Graaf <extra_id_0> een reizende musical met Sven Ratzke als master of ceremony en Ellen Evers als Sally Bowles, de nachtclubzangeres. Regie: Paul van Ewijk. V",". Cabaret door De Graaf st is een reizende musical met Sven Ratzke als master of ceremony en Ellen Evers als Sally Bowles, de nachtclubzangeres. Regie: Paul van Ewijk. V",['& Cornelissen Producties is'],['st is'],5,6,[0.8148148148148148],0.81
seq257-0,large,"). Hera, musical van Flip Broekman, Jan Boerstoel en Martin van Dijk over de perikelen in een rencarnatiekliniek. Als Zeus er vandoor gaat met een aardse vrouw, laat zijn goddelijke echtgenote Hera t er niet bij zitten.","). Hera, musical van Flip Broekman, Jan Boerstoel en Martin van Dijk over de perikelen in een <extra_id_0> er vandoor gaat met een aardse vrouw, laat zijn goddelijke echtgenote <extra_id_1> niet bij zitten.","). Hera, musical van Flip Broekman, Jan Boerstoel en Martin van Dijk over de perikelen in een aardse vrouw, waar er vandoor gaat met een aardse vrouw, laat zijn goddelijke echtgenote erde perikelen niet bij zitten.","['rencarnatiekliniek. Als Zeus', 'Hera t er']","['aardse vrouw, waar', 'erde perikelen']",6,6,"[0.8571428571428571, 0.7857142857142857]",0.82
seq258-0,large,"Volkskrant.nl zet elke zondag de leukste, handigste en meest informatieve apps voor u op een rijtje. Deze week: een","Volkskrant.nl <extra_id_0> de leukste, handigste en meest informatieve apps voor u op een rijtje. Deze week: een","Volkskrant.nl : de leukste, handigste en meest informatieve apps voor u op een rijtje. Deze week: een",['zet elke zondag'],[':'],3,6,[1.0],1.0
seq259-0,large,"Meesterwerken uit het Shanghai Museum, objecten uit de Chinese bronstijd van de 18de eeuw v.Chr. tot begin van onze jaartelling, t/m 28 september;","Meesterwerken uit het Shanghai Museum, objecten uit de <extra_id_0> de 18de eeuw v.Chr. tot begin van onze jaartelling, t/m 28 september;","Meesterwerken uit het Shanghai Museum, objecten uit de Shanghai Museum, de 18de eeuw v.Chr. tot begin van onze jaartelling, t/m 28 september;",['Chinese bronstijd van'],"['Shanghai Museum,']",3,6,[0.8571428571428571],0.86
seq260-0,large,"Tily Buij en Gerard Groenewoud, t/m 31 december; di t/m zo 11-17u. Tel. 058-2555500 (www.friesmuseum.nl).","Tily Buij en Gerard Groenewoud, t/m 31 <extra_id_0> t/m zo 11-17u. Tel. 058-2555500 (www.friesmuseum.nl).","Tily Buij en Gerard Groenewoud, t/m 31 u, t/m zo 11-17u. Tel. 058-2555500 (www.friesmuseum.nl).",['december; di'],"['u,']",2,6,[1.0],1.0
seq261-0,large,"; dagelijks 11-17u. Tel. 020-5732911 (www.stedelijk.nl). Arnhem, Museum voor Moderne Kunst (Utrechtseweg 87):","; dagelijks 11-17u. Tel. <extra_id_0> Arnhem, Museum voor Moderne Kunst (Utrechtseweg 87):","; dagelijks 11-17u. Tel. : Arnhem, Museum voor Moderne Kunst (Utrechtseweg 87):",['020-5732911 (www.stedelijk.nl).'],[':'],2,6,[1.0],1.0
seq262-0,large,"ontmoet een vrouw haar favoriete schrijver in een treincoup. Er ontstaat een ongemakkelijke situatie, waar beiden geen raad mee weten.",ontmoet een vrouw haar favoriete schrijver in een treincoup. Er ontstaat <extra_id_0> waar beiden geen raad mee weten.,ontmoet een vrouw haar favoriete schrijver in een treincoup. Er ontstaat een raad waar beiden geen raad mee weten.,"['een ongemakkelijke situatie,']",['een raad'],3,6,[0.7857142857142857],0.79
seq263-0,large,"het Nederlands Kamerkoor o.l.v. Eric Ericson met Olsson, Jolivet, Jennefelt, Ravel en Daniel-Lesur.","het Nederlands Kamerkoor o.l.v. <extra_id_0> met Olsson, Jolivet, Jennefelt, Ravel en Daniel-Lesur.","het Nederlands Kamerkoor o.l.v. en komt met Olsson, Jolivet, Jennefelt, Ravel en Daniel-Lesur.",['Eric Ericson'],['en komt'],2,6,[0.9166666666666666],0.92
seq264-0,large,"Peter Pluymaekers regisseerde Trainspotting, Irvine Welsh' hartekreet over de jeugd zonder toekomst in de ranzige buurten van de grote stad, bewerkt door Harry Gibson. Met Danil Boissevain, Roef Ragas, Tjitske Reidinga en Ad Knippels. V","Peter Pluymaekers regisseerde Trainspotting, Irvine Welsh' hartekreet over de jeugd zonder toekomst in de ranzige buurten van de grote stad, bewerkt door Harry Gibson. Met Danil Boissevain, Roef <extra_id_0> Ad Knippels. V","Peter Pluymaekers regisseerde Trainspotting, Irvine Welsh' hartekreet over de jeugd zonder toekomst in de ranzige buurten van de grote stad, bewerkt door Harry Gibson. Met Danil Boissevain, Roef van der Velde en Ad Knippels. V","['Ragas', 'Tjitske Reidinga en']",['van der Velde en'],5,6,[0.9375],0.94
seq265-0,large,"Commissaris van de koning Jacques Tichelaar is een geprezen voorvechter van de Drentse zaak. Een bestuurder die tot het randje gaat. En, zo blijkt uit onderzoek van Dagblad van het Noorden en de Volkskrant: daaroverheen.","Commissaris van de koning Jacques Tichelaar <extra_id_0> van de Drentse zaak. Een bestuurder die tot het randje gaat. En, zo blijkt uit onderzoek van Dagblad van het Noorden en de Volkskrant: daaroverheen.","Commissaris van de koning Jacques Tichelaar van de Drentse zaak. Een bestuurder die tot het randje gaat. En, zo blijkt uit onderzoek van Dagblad van het Noorden en de Volkskrant: daaroverheen.",['is een geprezen voorvechter'],[''],5,6,[1.0],1.0
seq266-0,large,". Alles is goed, mimevoorstelling van Gienke Deuten over de evolutie: is de mens beland in de dementerende eindfase van zijn bestaan? Door Maureen Teeuwen, Willem de Wolf, Mijke Werkema e.a.",". Alles is goed, mimevoorstelling van Gienke Deuten over <extra_id_0> mens beland in de dementerende eindfase van zijn bestaan? Door Maureen Teeuwen, Willem de Wolf, Mijke Werkema e.a.",". Alles is goed, mimevoorstelling van Gienke Deuten over zijn mens beland in de dementerende eindfase van zijn bestaan? Door Maureen Teeuwen, Willem de Wolf, Mijke Werkema e.a.",['de evolutie: is de'],['zijn'],5,6,[0.9444444444444444],0.94
seq267-0,large,". The Wall van beeldend theatermaakster en poppenspeelster Ulrike Quade gaat over historische figuren met een sterk geloof in hun missie: Meinhof, Gring en Medea.",". The Wall van <extra_id_0> Ulrike Quade gaat over historische figuren met een sterk geloof in hun missie: Meinhof, Gring en Medea.",". The Wall van de Ulrike Quade gaat over historische figuren met een sterk geloof in hun missie: Meinhof, Gring en Medea.",['beeldend theatermaakster en poppenspeelster'],['de'],4,6,[0.9534883720930233],0.95
seq268-0,large,". De Dikke Van Dale, portret van een Zeeuwse, kinderrijke dorpsonderwijzer die de grondslag legde voor het beroemde woordenboek. Een reprise van Zeelandia. Vanavond",". De Dikke Van Dale, portret van een Zeeuwse, kinderrijke dorpsonderwijzer die de grondslag legde <extra_id_0> Een reprise van Zeelandia. Vanavond",". De Dikke Van Dale, portret van een Zeeuwse, kinderrijke dorpsonderwijzer die de grondslag legde Een reprise van Zeelandia. Vanavond",['voor het beroemde woordenboek.'],[''],4,6,[1.0],1.0
seq269-0,large,"). Zum Wohl door Suver Nuver speelt in Oostenrijk, het land van Freud, Fritzl, Hitler en Sissi. Afscheidsvoorstelling.","<extra_id_0> door Suver Nuver speelt in Oostenrijk, het land van Freud, Fritzl, Hitler en Sissi. Afscheidsvoorstelling.","en door Suver Nuver speelt in Oostenrijk, het land van Freud, Fritzl, Hitler en Sissi. Afscheidsvoorstelling.",['). Zum Wohl'],['en'],3,6,[1.0],1.0
seq270-0,large,". Said and Done is een choreografie van Lightfoot Len, en een voorstelling van Nederlands Dans Theater II, die uit nog twee premires bestaat: Gods and Dogs van Kylin en Nichts van Goecke.",". Said and Done is een choreografie van Lightfoot Len, en een voorstelling van Nederlands Dans Theater II, die uit <extra_id_0> Gods and Dogs van Kylin en Nichts van Goecke.",". Said and Done is een choreografie van Lightfoot Len, en een voorstelling van Nederlands Dans Theater II, die uit gevoerd wordt Gods and Dogs van Kylin en Nichts van Goecke.",['nog twee premires bestaat:'],['gevoerd wordt'],5,6,[0.7692307692307693],0.77
seq271-0,large,". Giubileo, jubileumvoorstelling van Dansgroep Krisztina de Chtel met choreografien van De Chtel, Stephen Shropshire en Michel",". Giubileo, jubileumvoorstelling van Dansgroep Krisztina de Chtel met choreografien van De Chtel, Stephen <extra_id_0>",". Giubileo, jubileumvoorstelling van Dansgroep Krisztina de Chtel met choreografien van De Chtel, Stephen de Vries.",['Shropshire en Michel'],['Vries.'],3,6,[0.85],0.85
