Input sequence (ground truth),Input sequence (masked),Masked tokens,Number of masked tokens,Masking percentage,Duplicate count
Niek Druijff (42) verruilt het Nederlandse platteland voor Singapore. Als huisman tussen de expats schrijft hij wekelijks over zijn belevenissen. Vandaag:,Niek <extra_id_0> het <extra_id_1> voor Singapore. Als huisman tussen de expats schrijft hij wekelijks over zijn belevenissen. Vandaag:,"['Druijff (42) verruilt', 'Nederlandse platteland']",5,25.0,6
oktober De geallieerde troepen deden er 75 jaar geleden ruim een maand over om de bezetter uit West-Brabant te verdrijven. Hoe verliep die weg naar de bevrijding? Deze kroniek in 36 delen beschrijft het van dag tot dag. Vandaag het,oktober De geallieerde troepen deden er 75 <extra_id_0> een maand over om de bezetter uit <extra_id_1> verliep die weg naar de bevrijding? Deze kroniek in 36 delen beschrijft het van dag tot <extra_id_2>,"['jaar geleden ruim', 'West-Brabant te verdrijven. Hoe', 'dag. Vandaag het']",10,25.0,6
meldingen gedaan van mensen die zijn overleden aan het coronavirus. Het totaal aantal overleden patinten komt daarmee op 1,meldingen gedaan van mensen die zijn overleden aan het <extra_id_0> totaal aantal overleden <extra_id_1> op 1,"['coronavirus. Het', 'patinten komt daarmee']",5,25.0,6
april Het kabinet heeft in verband met het coronavirus drastische maatregelen genomen. Dit heeft ook gevolgen voor de Drechtsteden. Volg de ontwikkelingen in de regio in ons blog. In ons dossier vind je alle artikelen over het coronavirus in de Drechtsteden. Mist u iets? Tip de redactie: dd.redactie@ad.nl. 0,april Het kabinet heeft in verband met het coronavirus drastische maatregelen genomen. Dit heeft ook gevolgen voor <extra_id_0> de ontwikkelingen in de regio in ons blog. In ons dossier vind je alle artikelen <extra_id_1> in de <extra_id_2> iets? Tip <extra_id_3> 0,"['de Drechtsteden. Volg', 'over het coronavirus', 'Drechtsteden. Mist u', 'de redactie: dd.redactie@ad.nl.']",12,25.0,6
"Wie komt, wie gaat? Wordt de hele selectie verbouwd of volstaat een gerichte aankoop? Kortom, hoe heet wordt de transferzomer bij de eredivisieclubs. Dit artikel wordt in de loop van de dag aangevuld. Vandaag","Wie komt, wie gaat? Wordt de hele selectie verbouwd of volstaat een gerichte aankoop? Kortom, <extra_id_0> de transferzomer bij de eredivisieclubs. Dit <extra_id_1> in de loop van de <extra_id_2>","['hoe heet wordt', 'artikel wordt', 'dag aangevuld. Vandaag']",8,25.0,6
in een kletsnat Utrecht het Centraal Militair Hospitaal op De Uithof heropend. Het pand werd de afgelopen twee jaar verbouwd en uitgebreid.,in een kletsnat Utrecht het Centraal Militair Hospitaal op De Uithof heropend. <extra_id_0> de afgelopen twee jaar <extra_id_1>,"['Het pand werd', 'verbouwd en uitgebreid.']",6,25.0,6
"Wijsheid komt met de jaren. Omdat acteur Joost Prinsen (76) een eind op weg is, beantwoordt hij uw vragen.",Wijsheid komt met de jaren. Omdat acteur Joost Prinsen (76) een eind op <extra_id_0> beantwoordt <extra_id_1>,"['weg is,', 'hij uw vragen.']",5,25.0,6
". Er zouden vier gewonden zijn. Ook zou er zijn gevochten. De bestuurder van de auto is aangehouden, samen met een tweede verdachte, een vrouw.",". Er <extra_id_0> zijn. Ook zou er zijn gevochten. De bestuurder van <extra_id_1> aangehouden, samen met een tweede verdachte, een vrouw.","['zouden vier gewonden', 'de auto is']",6,25.0,6
In het Huisdierenziekenhuis in Honselersdijk is de kattenziekte vastgesteld bij een Britse korthaar. Katteneigenaren moeten oppassen voor deze,In het Huisdierenziekenhuis <extra_id_0> kattenziekte vastgesteld bij een Britse korthaar. Katteneigenaren moeten oppassen voor deze,['in Honselersdijk is de'],4,25.0,6
Een witgoudenrandje in deze coronatijden. Het aspergeseizoen is weer gestart. Ook in de verswinkels bij de kwekerijen staat veiligheid op n.,Een <extra_id_0> deze <extra_id_1> is weer gestart. Ook in de verswinkels bij de kwekerijen staat veiligheid op n.,"['witgoudenrandje in', 'coronatijden. Het aspergeseizoen']",5,25.0,6
"In online serie Premire deelt filmkenner Dennis Alink wekelijks de beste film- en serietips voor de bioscoop, televisie en video on demand. Met deze week",In online serie Premire deelt filmkenner Dennis Alink wekelijks de beste film- en serietips voor de <extra_id_0> video <extra_id_1> deze week,"['bioscoop, televisie en', 'on demand. Met']",6,25.0,6
Cabaretier en muzikant Kiki Schippers schrijft elke zaterdag een column over het leven in Woerden. Vandaag schrijft ze over h,Cabaretier en muzikant <extra_id_0> elke zaterdag een <extra_id_1> het leven in Woerden. Vandaag schrijft ze over h,"['Kiki Schippers schrijft', 'column over']",5,25.0,6
De 67-jarige vader Gerrit-Jan van D. die negen jaar lang met zes kinderen in totale afzondering leefde op een boerderij in Ruinerwold,De 67-jarige vader Gerrit-Jan van D. die negen jaar lang <extra_id_0> in totale afzondering leefde op <extra_id_1> Ruinerwold,"['met zes kinderen', 'een boerderij in']",6,25.0,6
zijn twee handgranaten gevonden. Het pakketje was vastgemaakt aan de witte rolluiken van de zaak. De,zijn twee handgranaten gevonden. Het pakketje was vastgemaakt aan <extra_id_0> de zaak. De,['de witte rolluiken van'],4,25.0,6
"</a> <a href=""https://twitter.com/hashtag/brand?src=hash&amp;ref_src=twsrc%5Etfw"">#brand</a> <a href=""https://t.co/","</a> <a href=""https://twitter.com/hashtag/brand?src=hash&amp;ref_src=twsrc%5Etfw"">#brand</a> <extra_id_0> href=""https://t.co/",['<a'],1,25.0,6
rond 20.10 uur bevrijd uit zijn benarde positie. Het kind is in zorgwekkende toestand naar een ziekenhuis gebracht.,rond 20.10 uur bevrijd uit zijn benarde positie. Het <extra_id_0> toestand naar een ziekenhuis gebracht.,['kind is in zorgwekkende'],4,25.0,6
"eskundigen die vermeende insulinemoordenaar Rahiied A. (22) hebben onderzocht, adviseren de jonge Rotterdammer tbs met dwangverpleging op te leggen. Dat heeft het Openbaar Ministerie (OM) zojuist tijdens een pro forma-","eskundigen die vermeende insulinemoordenaar Rahiied A. (22) hebben onderzocht, adviseren de jonge Rotterdammer tbs met dwangverpleging op <extra_id_0> heeft het Openbaar Ministerie <extra_id_1> tijdens <extra_id_2>","['te leggen. Dat', '(OM) zojuist', 'een pro forma-']",8,25.0,6
heeft een boete van 2 miljoen euro gekregen van de Autoriteit Financile Marken (AFM). De toezichthouder verwijt de bank bepaalde informatie niet tijdig openbaar gemaakt te hebben.,heeft een boete van 2 miljoen euro gekregen van <extra_id_0> Marken (AFM). De toezichthouder <extra_id_1> informatie niet tijdig openbaar gemaakt te hebben.,"['de Autoriteit Financile', 'verwijt de bank bepaalde']",7,25.0,6
"De Stint mag in de huidige vorm niet meer terug op de openbare weg. Dat schrijft minister Cora van Nieuwenhuizen (Infrastructuur) vandaag aan de Tweede Kamer. Uit het onderzoek van TNO, dat vanmorgen wordt gepresenteerd, blijkt dat de elektrische bolderkar niet veilig genoeg is voor personenvervoer.","De Stint mag in de huidige vorm niet <extra_id_0> de openbare weg. Dat schrijft minister Cora van Nieuwenhuizen (Infrastructuur) vandaag aan de Tweede Kamer. Uit het onderzoek van TNO, dat vanmorgen wordt gepresenteerd, <extra_id_1> elektrische <extra_id_2> genoeg <extra_id_3>","['meer terug op', 'blijkt dat de', 'bolderkar niet veilig', 'is voor personenvervoer.']",12,25.0,6
Fotograaf Nico Brons en verslaggever Wichard Maassen nemen wekelijks een kijkje achter het nieuws. Vandaag:,Fotograaf Nico Brons en verslaggever Wichard Maassen nemen <extra_id_0> het nieuws. Vandaag:,['wekelijks een kijkje achter'],4,25.0,6
Minstens 44 met corona besmette Nederlanders doen mee aan een grote claim tegen de Tiroolse autoriteiten,Minstens 44 met corona besmette Nederlanders doen <extra_id_0> claim tegen de Tiroolse autoriteiten,['mee aan een grote'],4,25.0,6
Mijn vrouw en ik hebben na de diagnose een kwartier lang staan huilen. We zijn doodsbang voor wat er komen gaat.,Mijn vrouw en ik hebben na de diagnose een <extra_id_0> huilen. We <extra_id_1> voor wat er komen gaat.,"['kwartier lang staan', 'zijn doodsbang']",5,25.0,6
Zeker zeventig burgers zijn in 2015 om het leven gekomen door een aanval van een Nederlandse F-16 op een autobommenfabriek van IS in het Iraakse Hawija. Dat melden NOS en NRC op basis van bronnen.,Zeker zeventig burgers zijn in 2015 om het leven gekomen door een aanval van een Nederlandse F-16 op een autobommenfabriek van IS <extra_id_0> Hawija. Dat melden <extra_id_1> op <extra_id_2>,"['in het Iraakse', 'NOS en NRC', 'basis van bronnen.']",9,25.0,6
"Als partijleider van Nida, goed voor twee zetels in de Rotterdamse gemeenteraad, hoopt Nourdin el Ouali (38) volgend jaar de Tweede Kamer in te gaan. ,,Wij zijn niet louter een moslimpartij.","Als partijleider van Nida, goed <extra_id_0> in de Rotterdamse gemeenteraad, hoopt <extra_id_1> Ouali (38) volgend jaar de <extra_id_2> te gaan. ,,Wij zijn niet louter een moslimpartij.","['voor twee zetels', 'Nourdin el', 'Tweede Kamer in']",8,25.0,6
Speelgoedwinkel Intertoys is failliet. De winkels blijven voorlopig gewoon open. Tot duidelijk is hoe het nu verder gaat met de speelgoedketen blijft het personeel aan het werk. Onderwijl wordt druk gesproken met verschillende partijen over een doorstart. Voor de ruim 3000 medewerkers ziet de toekomst er somber uit: voor hen is ontslag aangevraagd.,Speelgoedwinkel Intertoys is failliet. De winkels blijven voorlopig gewoon <extra_id_0> is hoe het nu verder gaat met de <extra_id_1> aan het werk. Onderwijl wordt druk gesproken met verschillende <extra_id_2> doorstart. Voor de ruim 3000 medewerkers ziet de toekomst er somber uit: voor hen <extra_id_3>,"['open. Tot duidelijk', 'speelgoedketen blijft het personeel', 'partijen over een', 'is ontslag aangevraagd.']",13,25.0,6
Een gebied met sneeuwval en ijsregen ligt nu boven het noordoosten van het land. Elders komt er plaatselijk ijzel voor en liggen er sneeuw- of ijsresten op de weg. Het is door dit alles op veel plaatsen glad.,Een gebied met sneeuwval en ijsregen ligt nu boven het noordoosten van het land. Elders komt er plaatselijk ijzel voor en liggen <extra_id_0> op de weg. Het is <extra_id_1> op <extra_id_2>,"['er sneeuw- of ijsresten', 'door dit alles', 'veel plaatsen glad.']",10,25.0,6
Voorafgaand aan alle 21 races duikt AD Sportwereld per circuit in het track record van Max Verstappen en kijkt naar de prestaties van Honda van vorig jaar. Deel,Voorafgaand aan alle 21 races duikt AD Sportwereld per circuit in het <extra_id_0> Verstappen en kijkt <extra_id_1> van Honda van vorig jaar. Deel,"['track record van Max', 'naar de prestaties']",7,25.0,6
Ben je er niet aan toegekomen om al het regionale nieuws vandaag te volgen? Dit is het belangrijkste nieuws van,Ben je er niet aan toegekomen om al het regionale nieuws <extra_id_0> Dit is het <extra_id_1> van,"['vandaag te volgen?', 'belangrijkste nieuws']",5,25.0,6
In deze sportloze periode bellen we dagelijks met een jarige prominent uit de sportwereld. Door het coronavirus is het toch een heel andere verjaardag dan normaal. Vandaag:,In deze sportloze periode bellen we dagelijks met een jarige prominent uit de <extra_id_0> coronavirus is het toch <extra_id_1> dan normaal. Vandaag:,"['sportwereld. Door het', 'een heel andere verjaardag']",7,25.0,6
"In aanloop naar elke Formule 1-race kijken we dit seizoen vooruit naar het raceweekeinde met kenners, prominenten en liefhebbers. Voorafgaand aan de GP van",In aanloop naar elke Formule 1-race <extra_id_0> seizoen vooruit naar het raceweekeinde met <extra_id_1> liefhebbers. Voorafgaand aan de GP van,"['kijken we dit', 'kenners, prominenten en']",6,25.0,6
"Met de enorme massa aan geannuleerde vakanties zijn Nederlanders meer gebonden aan vakantie in eigen land. Maar wie zomers gaat kamperen, moet rekening houden met een nat pak. Maakt dat de stroom aan eigen toeristen minder groot op de Veluwe?","Met de enorme massa aan geannuleerde vakanties zijn <extra_id_0> aan vakantie in eigen land. Maar wie zomers gaat kamperen, moet rekening houden met een <extra_id_1> dat de stroom <extra_id_2> groot op de Veluwe?","['Nederlanders meer gebonden', 'nat pak. Maakt', 'aan eigen toeristen minder']",10,25.0,6
Veel mensen blijven deze zomer vanwege de coronacrisis thuis. Wat is hun favoriete plekje op Voorne-Putten of Goeree-Overflakkee?,Veel mensen blijven deze zomer vanwege de coronacrisis thuis. <extra_id_0> plekje op Voorne-Putten of Goeree-Overflakkee?,['Wat is hun favoriete'],4,25.0,6
"n weigeren, vindt de Tweede Kamer. Dit omstreden voorstel van D66 haalt vandaag, na lang twijfelen bij verschillende partijen, toch een","n weigeren, <extra_id_0> Kamer. Dit omstreden voorstel van D66 haalt vandaag, na lang twijfelen <extra_id_1> partijen, toch een","['vindt de Tweede', 'bij verschillende']",5,25.0,6
De geallieerde troepen deden er 75 jaar geleden ruim een maand over om de bezetter uit West-Brabant te verdrijven. Hoe verliep die weg naar de bevrijding? Deze kroniek in 36 delen beschrijft het van dag tot dag. Vandaag het,De geallieerde troepen deden er 75 jaar geleden ruim een <extra_id_0> de bezetter uit West-Brabant te verdrijven. Hoe verliep <extra_id_1> de bevrijding? Deze kroniek in 36 delen <extra_id_2> tot dag. Vandaag het,"['maand over om', 'die weg naar', 'beschrijft het van dag']",10,25.0,6
. Volgens hem zijn in het programma schandelijke leugens verspreid over wat hij tijdens een debat in de Tweede Kamer heeft gezegd.,. Volgens hem zijn in het programma schandelijke leugens verspreid <extra_id_0> tijdens een debat in <extra_id_1> heeft gezegd.,"['over wat hij', 'de Tweede Kamer']",6,25.0,6
MonicaMonica Beek (42) is journalist. Ze woont samen met haar dochters van 11 en 8 en heeft een vriend.,MonicaMonica Beek (42) is journalist. Ze woont samen <extra_id_0> van 11 en 8 en heeft <extra_id_1>,"['met haar dochters', 'een vriend.']",5,25.0,6
"columnSchrijver, journalist en columnist Jerry Goossens schrijft van dinsdag tot en met zaterdag over wat hem opvalt in de stad Utrecht. Dit keer over het","columnSchrijver, journalist en columnist Jerry Goossens schrijft van dinsdag tot en met zaterdag over wat hem <extra_id_0> stad Utrecht. <extra_id_1> het","['opvalt in de', 'Dit keer over']",6,25.0,6
In de rubriek Van wieg tot graf vertellen we het verhaal achter een familiebericht. Deze keer het levensverhaal van,In de <extra_id_0> wieg tot graf vertellen we het <extra_id_1> familiebericht. Deze keer het levensverhaal van,"['rubriek Van', 'verhaal achter een']",5,25.0,6
"Hij komt, hij komt, de lieve goede Sint. De goedheiligman en zijn Pieten kwam vandaag aan in Nederland. Na een lange reis vanuit Spanje brachten Sinterklaas en zijn Pieten meteen een bezoekje aan de Drechtsteden. AD De Dordtenaar verzamelt de leukste sinterklaasfotos uit de regio.","Hij komt, hij komt, de lieve goede <extra_id_0> goedheiligman en zijn Pieten kwam vandaag aan in Nederland. Na een lange reis vanuit Spanje brachten Sinterklaas en zijn Pieten meteen een bezoekje aan <extra_id_1> De <extra_id_2> leukste sinterklaasfotos <extra_id_3>","['Sint. De', 'de Drechtsteden. AD', 'Dordtenaar verzamelt de', 'uit de regio.']",11,25.0,6
Demonstrerende boeren zijn morgen niet welkom op het Binnenhof in Den Haag. Dat heeft minister Ferd Grapperhaus van Justitie en Veiligheid laten weten. Hij zegt ook dat alle goede en noodzakelijke maatregelen worden genomen om het boerenprotest niet uit de hand te laten lopen.,Demonstrerende boeren zijn morgen niet welkom op het Binnenhof in Den Haag. Dat heeft minister Ferd Grapperhaus van Justitie en Veiligheid laten weten. Hij zegt ook <extra_id_0> en noodzakelijke <extra_id_1> om het <extra_id_2> de <extra_id_3> laten lopen.,"['dat alle goede', 'maatregelen worden genomen', 'boerenprotest niet uit', 'hand te']",11,25.0,6
"Wie ons banenlandschap bekijkt, ziet bijzondere functies voorbijkomen. Een field service engineer, een lab technician of een assemblagemedewerker: we hebben ze blijkbaar hard nodig, maar waarvoor en waarom? In deze serie vertelt elke week iemand over zijn of haar beroep. Vandaag:","Wie ons <extra_id_0> bijzondere functies voorbijkomen. Een field service engineer, een lab technician of een assemblagemedewerker: we hebben ze blijkbaar hard nodig, maar waarvoor <extra_id_1> serie vertelt elke <extra_id_2> zijn of haar beroep. Vandaag:","['banenlandschap bekijkt, ziet', 'en waarom? In deze', 'week iemand over']",10,25.0,6
"CROMVOIRT - Op Resident de Leuvert in Cromvoirt is maandagnacht een chalet afgebrand. Hoewel de toegesnelde brandweer het vuur snel onder controle had, kan het chalet als verloren worden beschouwd. Niemand raakte gewond.","CROMVOIRT - Op Resident de Leuvert in Cromvoirt is maandagnacht een chalet afgebrand. <extra_id_0> brandweer het vuur snel onder controle had, kan <extra_id_1> als verloren <extra_id_2> raakte gewond.","['Hoewel de toegesnelde', 'het chalet', 'worden beschouwd. Niemand']",8,25.0,6
gaat actrice en tv-presentatrice Sarah Chronis naar minder bekende steden en ontdekt ze pareltjes in bekendere hotspots. Deze keer is ze 48 uur in,gaat actrice en tv-presentatrice Sarah Chronis naar minder bekende steden en ontdekt <extra_id_0> bekendere <extra_id_1> is ze 48 uur in,"['ze pareltjes in', 'hotspots. Deze keer']",6,25.0,6
"De zware jongens halen de voorpaginas, de boefjes niet. Emma Thies doet elke week verslag van een","De zware jongens halen de voorpaginas, de <extra_id_0> doet elke week verslag van een",['boefjes niet. Emma Thies'],4,25.0,6
", dacht schrijfster Kim Heijdenrijk toen ze hoorde over die arme mevrouw Breek. Want het zal je maar overkomen: dat je drie echtgenoten verliest en dat je kinderen je dan ook nog worden afgenomen.",", dacht schrijfster Kim <extra_id_0> hoorde over die arme mevrouw Breek. Want het zal je maar overkomen: dat je drie echtgenoten verliest en <extra_id_1> kinderen je dan <extra_id_2> afgenomen.","['Heijdenrijk toen ze', 'dat je', 'ook nog worden']",8,25.0,6
In de rubriek Van wieg tot graf vertelt journalist Sjaak van de Groep het levensverhaal van een onlangs overleden stads- of streekgenoot. Vandaag het leven van,In de rubriek Van wieg tot graf <extra_id_0> van de Groep het levensverhaal van een <extra_id_1> of streekgenoot. Vandaag het leven van,"['vertelt journalist Sjaak', 'onlangs overleden stads-']",6,25.0,6
"zes kinderen in totale afzondering leefde, kende die familie al jaren. Met vader Gerrit-Jan van D. maakte",zes kinderen in <extra_id_0> die familie al jaren. Met vader Gerrit-Jan van D. maakte,"['totale afzondering leefde, kende']",4,25.0,6
Oud-scheidsrechter Mario van der Ende schrijft wekelijks een column in AD Haagsche Courant over voetbal. Deze,Oud-scheidsrechter Mario van der Ende schrijft wekelijks een column in AD <extra_id_0> Deze,['Haagsche Courant over voetbal.'],4,25.0,6
dat advocaat Khalid Kasem in 2015 informatie uit een lopend strafonderzoek aan de organisatie van Ridouan Taghi heeft gelekt.,dat advocaat Khalid Kasem in 2015 <extra_id_0> een <extra_id_1> de organisatie van Ridouan Taghi heeft gelekt.,"['informatie uit', 'lopend strafonderzoek aan']",5,25.0,6
"SchuimHans van der Beek doet elke dag verslag van feesten, presentaties en andere belangrijke bijeenkomsten in Amsterdam. Vandaag:",SchuimHans van der Beek doet elke dag <extra_id_0> en andere belangrijke bijeenkomsten in Amsterdam. Vandaag:,"['verslag van feesten, presentaties']",4,25.0,6
Wat doen bekende Gelderlanders in het weekend?Elke week bespreekt iemand hier zijn of haar programma. Deze week,Wat doen bekende Gelderlanders in het weekend?Elke week bespreekt iemand hier zijn <extra_id_0> week,['of haar programma. Deze'],4,25.0,6
"De nieuwe coalitie van VVD, ChristenUnie & SGP, GroenLinks, PvdA en CDA heeft de ambitie om Zuid-Holland","De nieuwe coalitie van VVD, ChristenUnie & SGP, GroenLinks, PvdA en CDA heeft <extra_id_0>",['de ambitie om Zuid-Holland'],4,25.0,6
"8 Schrijver, journalist en columnist Jerry Goossens schrijft van dinsdag tot en met zaterdag over wat hem opvalt in de stad Utrecht. Dit keer over het","8 Schrijver, journalist en columnist Jerry <extra_id_0> dinsdag tot en met zaterdag over wat hem opvalt in de stad Utrecht. Dit <extra_id_1>","['Goossens schrijft van', 'keer over het']",6,25.0,6
De EU is bereid om de Britse premier Theresa May meer tijd te geven voor de brexit onder voorwaarde dat het Britse parlement,De EU is bereid om de Britse premier Theresa May <extra_id_0> geven voor de brexit onder voorwaarde <extra_id_1> parlement,"['meer tijd te', 'dat het Britse']",6,25.0,6
"verdachten en veertig drieste hooligans. De balans na de aanval op het Woerdense caf Onze Vrienden. Het heeft er volgens de eigenaren alle schijn van dat de bruine kroeg doelbewust is belaagd. ,,Zij hadden de straten hier met hun autos geblokkeerd.",verdachten en veertig <extra_id_0> na de aanval op het Woerdense caf Onze Vrienden. Het heeft er volgens de eigenaren alle schijn van dat de bruine <extra_id_1> belaagd. <extra_id_2> straten hier met hun autos geblokkeerd.,"['drieste hooligans. De balans', 'kroeg doelbewust is', ',,Zij hadden de']",10,25.0,6
"Een spijtoptant van de Italiaanse maffia deelt een dreun uit aan de Amsterdamse onderwereld. Drugshandelaar Giuseppe T. heeft belastende verklaringen afgelegd tegen Nederlandse, Italiaanse, Albanese, Turkse en Colombiaanse criminelen in de hoofdstad.","Een spijtoptant <extra_id_0> maffia deelt een dreun uit aan de Amsterdamse onderwereld. Drugshandelaar Giuseppe T. heeft belastende verklaringen afgelegd tegen Nederlandse, Italiaanse, <extra_id_1> en Colombiaanse <extra_id_2> hoofdstad.","['van de Italiaanse', 'Albanese, Turkse', 'criminelen in de']",8,25.0,6
"Waarnemend burgemeester Onno Hoes van Haarlemmermeer wordt niet de nieuwe, vaste burgemeester van die gemeente. Hij laat","Waarnemend burgemeester Onno Hoes van Haarlemmermeer wordt niet de nieuwe, vaste burgemeester <extra_id_0> laat",['van die gemeente. Hij'],4,25.0,6
seizoen een gegarandeerd succes. Wekelijks verschijnt hij in een nieuwe video op AD Koken & Eten waarin hij de kneepjes van het vak uitlegt.,seizoen een gegarandeerd succes. Wekelijks verschijnt hij <extra_id_0> video op AD Koken & Eten <extra_id_1> kneepjes van het vak uitlegt.,"['in een nieuwe', 'waarin hij de']",6,25.0,6
Een werknemer van scheepswerf Padmos in de haven van Stellendam is vanochtend tijdens werkzaamheden in een schip,Een werknemer van scheepswerf Padmos in de haven <extra_id_0> tijdens werkzaamheden in een schip,['van Stellendam is vanochtend'],4,25.0,6
Drievoudig moordverdachte Thijs H. blijft negentig dagen langer vast zitten. Dat heeft de rechtbank in Limburg besloten. H. wordt verdacht van de moord op drie wandelaars in Heerlen en Den Haag.,<extra_id_0> H. blijft negentig dagen langer vast <extra_id_1> heeft de rechtbank in Limburg <extra_id_2> verdacht van de moord op drie wandelaars in Heerlen en Den Haag.,"['Drievoudig moordverdachte Thijs', 'zitten. Dat', 'besloten. H. wordt']",8,25.0,6
"Korpschef Erik Akerboom van de politie heeft forse kritiek op het kabinet, omdat het tot dusver geen vuurwerkverbod voor consumenten heeft ingesteld.","Korpschef Erik Akerboom van de politie heeft forse kritiek op het kabinet, omdat het <extra_id_0> vuurwerkverbod <extra_id_1> ingesteld.","['tot dusver geen', 'voor consumenten heeft']",6,25.0,6
"Nu Linda de Mol en Wendy van Dijk naar Talpa verhuizen, krijgt Chantal Janzen het druk bij RTL 4. Heel erg druk. Want wie gaat die grote shows presenteren? Het groeit Chantal zo boven het hoofd, dat zoontje James (9) om aandacht moet smeken.","<extra_id_0> Mol en Wendy van Dijk naar Talpa verhuizen, krijgt Chantal Janzen het druk bij RTL 4. Heel erg druk. <extra_id_1> gaat die grote shows presenteren? Het groeit Chantal zo <extra_id_2> dat zoontje James (9) om <extra_id_3>","['Nu Linda de', 'Want wie', 'boven het hoofd,', 'aandacht moet smeken.']",11,25.0,6
"avond in de Noordzee bij Ameland vermist raakte, definitief gestaakt. Dat bevestigt een woordvoerder aan deze redactie. Aangenomen wordt dat het meisje niet langer in leven is.","avond in de Noordzee bij Ameland vermist raakte, definitief gestaakt. Dat bevestigt een woordvoerder aan deze redactie. Aangenomen wordt <extra_id_0> niet <extra_id_1>","['dat het meisje', 'langer in leven is.']",7,25.0,6
"meer over dit onderwerp en over andere gebeurtenissen uit deze regio lezen, neem dan een abonnement op het AD of lees de krant digitaal.","meer over dit onderwerp en over andere gebeurtenissen uit deze regio lezen, neem dan <extra_id_0> het AD of lees <extra_id_1>","['een abonnement op', 'de krant digitaal.']",6,25.0,6
"Jawed S., de 19-jarige Afghaan die op 31 augustus twee mensen neerstak op Amsterdam Centraal Station,","Jawed S., de 19-jarige Afghaan die op 31 augustus twee mensen <extra_id_0> Station,",['neerstak op Amsterdam Centraal'],4,25.0,6
De vader van het gezin dat vastzat in de boerderij in Ruinerwold is uit de Nederlandse tak van de Moonsekte gezet. Dat bevestigt,De vader van het gezin dat vastzat in de boerderij in Ruinerwold is uit <extra_id_0> van <extra_id_1> Dat bevestigt,"['de Nederlandse tak', 'de Moonsekte gezet.']",6,25.0,6
De Belastingdienst heeft in de persoonlijke dossiers die zij naar gedupeerden van de toeslagenaffaire heeft gestuurd hele pagina's zwartgelakt. SP-Kamerlid Renske Leijten is sprakeloos en spreekt van afplakjesdag'.,De Belastingdienst <extra_id_0> dossiers die zij naar gedupeerden van de toeslagenaffaire heeft gestuurd hele pagina's zwartgelakt. SP-Kamerlid Renske Leijten is sprakeloos en <extra_id_1>,"['heeft in de persoonlijke', ""spreekt van afplakjesdag'.""]",7,25.0,6
"In Gelderland en Overijssel komt op een flink aantal plekken minder water uit de kraan, omdat het waterverbruik sinds gisteren extreem hoog is. Dat meldt waterbedrijf Vitens, dat de klanten dringend oproept om geen zwembadjes te vullen, de tuin niet te sproeien en zo kort mogelijk te douchen. Ook het gebruik van de wasmachine en het wassen van de auto moet even wachten.","In Gelderland en Overijssel <extra_id_0> aantal plekken minder water uit de kraan, omdat het waterverbruik sinds gisteren extreem hoog is. Dat meldt waterbedrijf Vitens, dat de klanten dringend oproept om <extra_id_1> vullen, de tuin niet te sproeien en zo kort mogelijk te <extra_id_2> gebruik van de wasmachine en <extra_id_3> de auto <extra_id_4>","['komt op een flink', 'geen zwembadjes te', 'douchen. Ook het', 'het wassen van', 'moet even wachten.']",16,25.0,6
Zeeland sluit de provincie voor toeristen. Ook de Amsterdamse Ebel Kemeling is met zijn gezin niet meer welkom in hun tweede huis. We zijn gewoon weggestuurd.,Zeeland sluit de provincie voor toeristen. Ook <extra_id_0> Kemeling <extra_id_1> gezin niet meer welkom in hun tweede huis. We zijn gewoon weggestuurd.,"['de Amsterdamse Ebel', 'is met zijn']",6,25.0,6
De Britse prins Harry (35) had het gevoel geen andere keus te hebben dan een stap terug te doen binnen de koninklijke familie. In een speech bij een liefdadigheidsinstelling in Londen reageerde de hertog van Sussex,De Britse prins Harry (35) had het gevoel geen andere keus te <extra_id_0> stap terug te doen binnen de koninklijke familie. In <extra_id_1> een liefdadigheidsinstelling in Londen reageerde de <extra_id_2>,"['hebben dan een', 'een speech bij', 'hertog van Sussex']",9,25.0,6
"de zeer geliefde en lichtgehandicapte parkiet die op klaarlichte dag werd gestolen uit zijn speelboom, is terug. De vogel van Rob's Dierenshop aan de Rotterdamse Slinge werd woensdag door een man in zijn jaszak gestopt, zo was te zien op camerabeelden. Trouwe medewerker van de dierenwinkel Bonita Torcque is vreselijk blij dat","<extra_id_0> en lichtgehandicapte parkiet die op klaarlichte dag werd gestolen uit zijn speelboom, is terug. De vogel van Rob's Dierenshop aan de Rotterdamse Slinge werd <extra_id_1> in zijn jaszak gestopt, zo was te <extra_id_2> Trouwe medewerker van <extra_id_3> Torcque is vreselijk blij dat","['de zeer geliefde', 'woensdag door een man', 'zien op camerabeelden.', 'de dierenwinkel Bonita']",13,25.0,6
Belangenorganisatie COC heeft in een brief aan staatssecretaris Mark Harbers (Justitie en Veiligheid) gevraagd om de komst van de radicale Amerikaanse prediker Steven Anderson tegen te houden. De dominee heeft op YouTube aangekondigd op 23 mei een bezoek aan Amsterdam te brengen.,Belangenorganisatie COC heeft in een brief aan staatssecretaris Mark Harbers (Justitie en Veiligheid) gevraagd om de komst van de radicale <extra_id_0> Anderson tegen te <extra_id_1> heeft op YouTube aangekondigd op <extra_id_2> aan Amsterdam te brengen.,"['Amerikaanse prediker Steven', 'houden. De dominee', '23 mei een bezoek']",10,25.0,6
